DLiP-ID,T006XR
ATS6i,18601.308566677715
ATS6m,5675.680142000002
ATS6p,163.1009094318289
ATS6s,245.27983539094652
ATS6v,20195.29778826669
ATS7Z,1403.0
ATS7d,255.0
ATS7i,19770.88432952051
ATS7m,4861.231287999999
ATS7p,137.56083684850702
ATS7s,217.08641975308646
ATS7v,16094.470971097935
ATS8Z,1020.0
ATS8d,147.0
ATS8i,13101.748514735016
ATS8m,3445.6788629999996
ATS8p,91.02979508607397
ATS8s,139.1604938271605
ATS8v,10186.169365451715
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3333333333333333
GGI10,0.0
JGI10,0.0
JGT10,0.3831245082089383
Kier1,15.879017013232515
Kier2,7.513007284079085
Kier3,4.05
MID_C,36.956247212364424
MID_N,4.3599059479571185
MID_O,0.0
MID_X,1.7634881871300565
MID_h,6.123394135087175
MPC10,56
MWC01,23.0
MWC02,4.6913478822291435
MWC03,5.5254529391317835
MWC04,6.38856140554563
MWC05,7.246368080102461
MWC06,8.118802996980035
MWC07,8.987071812848821
MWC08,9.863446502998944
MWC09,10.736722709272957
MWC10,11.614804928791399
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.6768000000000027
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.14166355650266
SRW05,0.0
SRW06,6.642486801367256
SRW07,0.0
SRW08,8.232971790593437
SRW09,0.0
SRW10,9.869258360985468
SaaCH,19.034402259875144
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.4615442071890494
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.1916212058744526
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.9573276224069875
SsssP,0
VE1_A,4.09560731495993
VE1_D,4.503809302845375
VE2_A,0.19502891975999667
VE2_D,0.21446710965930357
VE3_A,2.1518523574996156
VE3_D,2.246860895160072
VR1_A,130.7257057684081
VR1_D,114.37400530252482
VR2_A,6.225033608019433
VR2_D,5.446381204882134
VR3_A,5.615038623667622
VR3_D,5.481411171478719
WPath,896
Xc-3d,1.1884613803007367
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,14.656489770562878
Xp-1d,10.237183443017882
Xp-2d,9.015344184120188
Xp-3d,7.403850109684549
Xp-4d,6.015294025835795
Xp-5d,5.257112462864958
Xp-6d,3.185588577666727
Xp-7d,2.42006428960559
ZMIC0,72.19012264531189
ZMIC1,53.88451666768033
ZMIC2,36.88615401225802
ZMIC3,27.25266057837445
ZMIC4,24.468839665908675
ZMIC5,24.468839665908675
nAcid,0
nAtom,42
nBase,2
nRing,3
piPC1,3.4011973816621555
piPC2,3.912023005428146
piPC3,4.394449154672439
piPC4,4.90527477843843
piPC5,5.434813111136574
piPC6,5.439437082383655
piPC7,5.800606659291741
piPC8,6.10688367983502
piPC9,6.2278944427479255
AATS0Z,25.142857142857142
AATS0d,3.0714285714285716
AATS0i,160.8621108468126
AATS0m,101.59966952380952
AATS0p,1.5883207381387858
AATS0s,2.1409991217947324
AATS0v,220.6348135569983
AATS1Z,24.0
AATS1d,3.75
AATS1i,144.82392183817947
AATS1m,90.85666354545451
AATS1p,1.8788506934090918
AATS1s,2.5269827908716795
AATS1v,263.04085378231395
AATS2Z,19.78205128205128
AATS2d,3.4615384615384617
AATS2i,155.68983872608382
AATS2m,73.00798370512817
AATS2p,1.6095012642813202
AATS2s,2.2606046217157334
AATS2v,218.7788257813341
AATS3Z,16.085714285714285
AATS3d,2.9904761904761905
AATS3i,155.99770889621968
AATS3m,57.01967719047618
AATS3p,1.4614246861703424
AATS3s,2.031922398589065
AATS3v,187.9410287936178
AATS4Z,12.78688524590164
AATS4d,2.6311475409836067
AATS4i,159.53593499575857
AATS4m,44.370445393442616
AATS4p,1.2786409334005415
AATS4s,1.8537408082034674
AATS4v,159.3565978618195
AATS5Z,13.546218487394958
AATS5d,2.638655462184874
AATS5i,158.98616784850145
AATS5m,47.969522327731084
AATS5p,1.3337888565140166
AATS5s,1.9964034996714737
AATS5v,170.2859157145258
AATS6Z,13.666666666666666
AATS6d,2.4166666666666665
AATS6i,155.01090472231428
AATS6m,47.29733451666668
AATS6p,1.3591742452652409
AATS6s,2.0439986282578877
AATS6v,168.29414823555575
AATS7Z,11.59504132231405
AATS7d,2.1074380165289255
AATS7i,163.39573826050008
AATS7m,40.17546519008263
AATS7p,1.1368664202355951
AATS7s,1.7941026425874913
AATS7v,133.01215678593334
AATS8Z,12.91139240506329
AATS8d,1.860759493670886
AATS8i,165.84491790803818
AATS8m,43.6161881392405
AATS8p,1.1522758871654935
AATS8s,1.7615252383184874
AATS8v,128.9388527272369
AMID_C,1.7598212958268773
AMID_N,0.20761456895033897
AMID_O,0.0
AMID_X,0.08397562795857412
AMID_h,0.2915901969089131
ATS0dv,205.60493827160494
ATS0pe,247.1538
ATS0se,309.29592899999994
ATS1dv,221.11111111111111
ATS1pe,276.42
ATS1se,332.28522199999975
ATS2dv,286.6666666666667
ATS2pe,483.40150000000017
ATS2se,590.8100319999996
ATS3dv,293.6666666666667
ATS3pe,628.0936
ATS3se,779.5268959999996
ATS4dv,268.1111111111111
ATS4pe,700.171
ATS4se,884.85011
ATS5dv,276.33333333333337
ATS5pe,686.6875000000002
ATS5se,863.9695140000001
ATS6dv,229.0
ATS6pe,694.0974000000001
ATS6se,871.1061480000002
ATS7dv,149.77777777777777
ATS7pe,679.0819999999999
ATS7se,870.0999600000001
ATS8dv,66.77777777777777
ATS8pe,454.07250000000005
ATS8se,583.0163080000001
ATSC0Z,446.4761904761904
ATSC0c,0.2779201974277399
ATSC0d,22.11904761904762
ATSC0i,60.82941196393635
ATSC0m,2112.4554319047616
ATSC0p,10.8358845809145
ATSC0s,7.940380023370421
ATSC0v,2293.9777180130122
ATSC1Z,18.35827664399096
ATSC1c,-0.03650960579971611
ATSC1d,7.375283446712016
ATSC1i,-14.15321160992411
ATSC1m,85.7230692426303
ATSC1p,-0.6440976275754987
ATSC1s,0.5273416992667124
ATSC1v,-34.891204671794725
ATSC2Z,-14.551020408163259
ATSC2c,-0.17082168593142494
ATSC2d,-3.6972789115646303
ATSC2i,18.027548840443398
ATSC2m,-61.80025025170076
ATSC2p,1.9640119175754995
ATSC2s,-2.1074023268810635
ATSC2v,195.42205063414139
ATSC3Z,-131.95238095238096
ATSC3c,0.0662827257529885
ATSC3d,-4.2500000000000036
ATSC3i,-0.6105728132008579
ATSC3m,-628.8373933333332
ATSC3p,-2.6870202931837492
ATSC3s,-1.3646928821825937
ATSC3v,-703.6330702221625
ATSC4Z,8.616780045351458
ATSC4c,0.03534184030354871
ATSC4d,-1.8458049886621322
ATSC4i,-5.217801535753674
ATSC4m,43.08892246712027
ATSC4p,0.06843798484899988
ATSC4s,3.192230181713492
ATSC4v,117.92231727832616
ATSC5Z,78.03174603174601
ATSC5c,-0.09265974661880202
ATSC5d,-3.7182539682539697
ATSC5i,22.15380040026246
ATSC5m,377.2334123174602
ATSC5p,3.595753405910249
ATSC5s,0.40382140256397225
ATSC5v,663.2975445936659
ATSC6Z,-100.40816326530611
ATSC6c,0.02870995057418208
ATSC6d,-7.625850340136054
ATSC6i,-38.798692852583436
ATSC6m,-499.0684401088437
ATSC6p,-6.609885026669501
ATSC6s,-4.407813849514809
ATSC6v,-1362.9454591674223
ATSC7Z,172.3424036281179
ATSC7c,0.04919203568319045
ATSC7d,-4.985827664399089
ATSC7i,-13.53565563446426
ATSC7m,812.3667984648528
ATSC7p,1.92462008106125
ATSC7s,0.5357965418550683
ATSC7v,269.2829105025618
ATSC8Z,-96.37188208616777
ATSC8c,-0.047914548613008534
ATSC8d,0.27607709750567294
ATSC8i,-6.24494100186391
ATSC8m,-450.60751558276627
ATSC8p,-1.380584511061251
ATSC8s,-1.1350107537807599
ATSC8v,-277.31413141577275
AXp-0d,0.697928084312518
AXp-1d,0.4450949323051253
AXp-2d,0.2908175543264577
AXp-3d,0.18509625274211372
AXp-4d,0.11567873126607298
AXp-5d,0.07731047739507291
AXp-6d,0.04826649360101101
AXp-7d,0.031842951179020924
GATS1Z,0.6803783354017996
GATS1c,1.3051009138557212
GATS1d,0.8214844896760936
GATS1i,1.3941925558941661
GATS1m,0.6871729549924362
GATS1p,1.0037364971199367
GATS1s,0.9709384418467824
GATS1v,0.9911395397102973
GATS2Z,0.8123441191913889
GATS2c,2.1159016290615837
GATS2d,1.4258507907592946
GATS2i,1.0097950921616152
GATS2m,0.8136987504856061
GATS2p,0.7980141299762255
GATS2s,1.146360586412925
GATS2v,0.8781782887362585
GATS3Z,1.00401023890785
GATS3c,1.0924752582766781
GATS3d,1.2622174381054898
GATS3i,1.0586742305114394
GATS3m,1.006692396299002
GATS3p,1.0490276851016525
GATS3s,0.9749344055735039
GATS3v,1.083930347505877
GATS4Z,0.7933527527555531
GATS4c,0.792458798779205
GATS4d,1.131915156434735
GATS4i,0.9979459903118227
GATS4m,0.7984758796856504
GATS4p,0.9440741264197423
GATS4s,0.7314418332276471
GATS4v,0.9563046855106367
GATS5Z,0.6127158201164425
GATS5c,1.0880815190019695
GATS5d,1.020262141455075
GATS5i,0.8771683678833507
GATS5m,0.6203619634300717
GATS5p,0.8006708478416139
GATS5s,0.9931658184786738
GATS5v,0.862663352442823
GATS6Z,0.8578471629692833
GATS6c,0.6749506392750518
GATS6d,0.8341227125941874
GATS6i,1.198429251578173
GATS6m,0.8680461355800436
GATS6p,1.1768460894530957
GATS6s,1.257058890335625
GATS6v,1.1966387926998607
GATS7Z,0.7520969664062279
GATS7c,0.7812538595073795
GATS7d,0.9344625430348104
GATS7i,0.9838575242922565
GATS7m,0.7560522966290857
GATS7p,0.8980495274583186
GATS7s,0.9711400689238869
GATS7v,0.9358868906711377
GATS8Z,1.7238505529874282
GATS8c,1.033586166054604
GATS8d,0.8446812279434808
GATS8i,0.9125921714964712
GATS8m,1.7041608489613569
GATS8p,1.1587110409828432
GATS8s,1.0787673100955018
GATS8v,1.0608280268191108
MATS1Z,0.039249146757679244
MATS1c,-0.1253959898773694
MATS1d,0.31827967511498184
MATS1i,-0.22209459820986854
MATS1m,0.038735286368364485
MATS1p,-0.0567392960025249
MATS1s,0.06339389557499443
MATS1v,-0.014518554631788215
MATS2Z,-0.017548897348385398
MATS2c,-0.33096158055639024
MATS2d,-0.09000579614142595
MATS2i,0.159579738976775
MATS2m,-0.015752785751240003
MATS2p,0.0975965432999516
MATS2s,-0.14290941941694857
MATS2v,0.04587108985736519
MATS3Z,-0.11821672354948808
MATS3c,0.09539821339573165
MATS3d,-0.07685683530678154
MATS3i,-0.0040149841564330446
MATS3m,-0.11907231439506817
MATS3p,-0.0991896978274007
MATS3s,-0.06874698078258114
MATS3v,-0.12269222402589548
MATS4Z,0.006644100039165209
MATS4c,0.04377826141435249
MATS4d,-0.028728228837636108
MATS4i,-0.02952999665763221
MATS4m,0.007022108545866136
MATS4p,0.0021743142019433714
MATS4s,0.13840200161101848
MATS4v,0.017696862209622476
MATS5Z,0.061684400722746426
MATS5c,-0.11767205221423173
MATS5d,-0.059330082948141606
MATS5i,0.12853960155325564
MATS5m,0.06302675187200894
MATS5p,0.11711913576630052
MATS5s,0.017949418099064012
MATS5v,0.10205200072375462
MATS6Z,-0.07871160409556315
MATS6c,0.036156000153880014
MATS6d,-0.12066738428417652
MATS6i,-0.22323974636570618
MATS6m,-0.08268763989051123
MATS6p,-0.21349985246327527
MATS6s,-0.19428980008381821
MATS6v,-0.20794923462543063
MATS7Z,0.13398548782895664
MATS7c,0.06143821728267677
MATS7d,-0.07824106610680633
MATS7i,-0.07723774729136554
MATS7m,0.13348379042040673
MATS7p,0.061651629869608135
MATS7s,0.023421922426136842
MATS7v,0.04074586271358381
MATS8Z,-0.11475569188231734
MATS8c,-0.0916578130205288
MATS8d,0.0066356910247851505
MATS8i,-0.05458042596481423
MATS8m,-0.11340522771699707
MATS8p,-0.06773619941327509
MATS8s,-0.07599427696695457
MATS8v,-0.06426951238566823
MAXsCl,6.046992652220225
MINsCl,6.046992652220225
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.746049246771296
SpAD_D,177.32746238312603
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.435735509224266
SssNH2,0
SsssAs,0
SsssCH,0.3168209876543209
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,573
TMWC10,117.17257925790118
TSRW10,54.73652811115888
VE1_Dt,4.519646893390965
VE2_Dt,0.215221280637665
VE3_Dt,2.2503712145907158
VR1_Dt,114.27749298102364
VR2_Dt,5.441785380048745
VR3_Dt,5.480566984338401
Xc-3dv,0.7986882912948388
Xc-4dv,0.0
Xc-5dv,0.07530800950958866
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2687287392826324
Xch-7d,0.32181727663048326
Xp-0dv,13.13025042667005
Xp-1dv,7.846671335586817
Xp-2dv,6.140451753812499
Xp-3dv,4.456046019561578
Xp-4dv,3.1005956487993767
Xp-5dv,2.4112398468854606
Xp-6dv,1.324149544604419
Xp-7dv,0.8664499218495132
Xpc-4d,2.5723581520949312
Xpc-5d,4.081905010883872
Xpc-6d,6.674436423439783
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,0
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.350258338453275
AATS0dv,4.895355673133451
AATS0pe,5.884614285714285
AATS0se,7.364188785714284
AATS1dv,5.025252525252525
AATS1pe,6.282272727272727
AATS1se,7.5519368636363575
AATS2dv,3.6752136752136755
AATS2pe,6.197455128205131
AATS2se,7.574487589743585
AATS3dv,2.796825396825397
AATS3pe,5.98184380952381
AATS3se,7.424065676190472
AATS4dv,2.197632058287796
AATS4pe,5.73910655737705
AATS4se,7.25286975409836
AATS5dv,2.3221288515406164
AATS5pe,5.770483193277313
AATS5se,7.260248016806724
AATS6dv,1.9083333333333334
AATS6pe,5.7841450000000005
AATS6se,7.259217900000001
AATS7dv,1.2378328741965106
AATS7pe,5.612247933884296
AATS7se,7.190908760330579
AATS8dv,0.8452883263009845
AATS8pe,5.747753164556963
AATS8se,7.379953265822786
AATSC0Z,10.630385487528343
AATSC0c,0.006617147557803331
AATSC0d,0.5266439909297053
AATSC0i,1.448319332474675
AATSC0m,50.29655790249432
AATSC0p,0.2579972519265357
AATSC0s,0.18905666722310527
AATSC0v,54.61851709554791
AATSC1Z,0.4172335600907036
AATSC1c,-0.0008297637681753662
AATSC1d,0.16762007833436401
AATSC1i,-0.32166390022554797
AATSC1m,1.9482515736961432
AATSC1p,-0.014638582444897697
AATSC1s,0.011985038619698008
AATSC1v,-0.792981924358971
AATSC2Z,-0.18655154369440075
AATSC2c,-0.0021900216145054477
AATSC2d,-0.04740101168672603
AATSC2i,0.2311224210313256
AATSC2m,-0.7923109006628303
AATSC2p,0.025179639968916662
AATSC2s,-0.027017978549757224
AATSC2v,2.505410905565915
AATSC3Z,-1.2566893424036283
AATSC3c,0.0006312640547903667
AATSC3d,-0.04047619047619051
AATSC3i,-0.005814979173341504
AATSC3m,-5.988927555555555
AATSC3p,-0.02559066945889285
AATSC3s,-0.012997075068405655
AATSC3v,-6.701267335449167
AATSC4Z,0.07062934463402834
AATSC4c,0.00028968721560285833
AATSC4d,-0.015129549087394526
AATSC4i,-0.042768865047161264
AATSC4m,0.3531878890747563
AATSC4p,0.0005609670889262285
AATSC4s,0.026165821161586
AATSC4v,0.966576371133821
AATSC5Z,0.6557289582499665
AATSC5c,-0.0007786533329311095
AATSC5d,-0.031245831665999747
AATSC5i,0.18616638991817192
AATSC5m,3.17002867493664
AATSC5p,0.03021641517571638
AATSC5s,0.003393457164403128
