DLiP-ID,C000UY
nS,0
nX,0
ABC,13.04416091676293
AMW,7.15969621
IC0,1.4404272549083053
IC1,3.1556390622295662
IC2,3.7806390622295662
IC3,4.265319531114783
IC4,4.327819531114783
IC5,4.327819531114783
MID,33.944244460752586
Mpe,0.9634803921568628
Mse,0.9994765112891479
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,66.40930000000003
SdO,10.732242325942723
SdS,0
Spe,30.83137254901961
SsF,0
SsI,0
Sse,31.983248361252734
StN,0
fMF,0.375
nBr,0
nCl,0
AMID,1.996720262397211
BIC0,0.2725293544865495
BIC1,0.5970480450793125
BIC2,0.7152982697773563
BIC3,0.8069999887412445
BIC4,0.8188250112110488
BIC5,0.8188250112110488
CIC0,3.5595727450916947
CIC1,1.8443609377704338
CIC2,1.2193609377704338
CIC3,0.7346804688852169
CIC4,0.6721804688852169
CIC5,0.6721804688852169
GGI1,4.0
GGI2,2.4444444444444455
GGI3,1.2916666666666665
GGI4,0.7772222222222225
GGI5,0.5141666666666667
GGI6,0.1911111111111111
GGI7,0.19529478458049887
GGI8,0.16628086419753085
GGI9,0.04938271604938271
JGI1,0.2222222222222222
JGI2,0.09777777777777782
JGI3,0.056159420289855065
JGI4,0.04571895424836603
JGI5,0.032135416666666666
JGI6,0.0147008547008547
JGI7,0.02441184807256236
JGI8,0.020785108024691357
JGI9,0.006172839506172839
MIC0,12.971964207210151
MIC1,27.25741372558336
MIC2,32.5326654247274
MIC3,33.708910837363696
MIC4,33.7719108373637
MIC5,33.7719108373637
MPC2,25
MPC3,31
MPC4,36
MPC5,39
MPC6,36
MPC7,36
MPC8,40
MPC9,40
Mare,0.9758749999999999
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.3327496986053081
RPCG,0.2335037919443215
SIC0,0.28808545098166105
SIC1,0.6311278124459132
SIC2,0.7561278124459132
SIC3,0.8530639062229566
SIC4,0.8655639062229566
SIC5,0.8655639062229566
SaaN,0
SaaO,0
SaaS,0
Sare,31.227999999999998
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.815406693541615
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,46.09367215706577
TIC1,100.98044999134612
TIC2,120.98044999134612
TIC3,136.49022499567306
TIC4,138.49022499567306
TIC5,138.49022499567306
Vabc,216.94579500051066
WPol,23
apol,36.08589499999998
bpol,17.626104999999995
nRot,3
ABCGG,11.529500541155624
ATS0Z,696.0
ATS0d,101.0
ATS0i,5131.028400038735
ATS0m,2743.070705
ATS0p,48.210201572735
ATS0s,152.13888888888889
ATS0v,7071.588518104967
ATS1Z,782.0
ATS1d,122.0
ATS1i,4774.888209366751
ATS1m,2950.102005999999
ATS1p,60.569768326
ATS1s,108.27777777777779
ATS1v,8762.53613010182
ATS2Z,1129.0
ATS2d,193.0
ATS2i,8371.212954265744
ATS2m,4223.575829
ATS2p,87.881849443943
ATS2s,187.44444444444443
ATS2v,12427.676521113532
ATS3Z,1141.0
ATS3d,198.0
ATS3i,10164.059274769199
ATS3m,4065.069526999999
ATS3p,98.698918710547
ATS3s,198.33333333333334
ATS3v,13480.555470915326
ATS4Z,994.0
ATS4d,190.0
ATS4i,12427.851174365787
ATS4m,3329.688161
ATS4p,97.646581042188
ATS4s,218.27777777777777
ATS4v,12435.027615587122
ATS5Z,814.0
ATS5d,161.0
ATS5i,12170.91659023847
ATS5m,2817.5835639999996
ATS5p,82.21375850946998
ATS5s,172.16666666666669
ATS5v,10390.893873407416
ATS6Z,695.0
ATS6d,131.0
ATS6i,8519.181695326639
ATS6m,2381.703697
ATS6p,71.81529556333899
ATS6s,131.05555555555554
ATS6v,9060.394699003304
ATS7Z,526.0
ATS7d,108.0
ATS7i,8684.101569545084
ATS7m,1697.2229039999997
ATS7p,55.589286171584
ATS7s,136.3888888888889
ATS7v,6693.827119039107
ATS8Z,409.0
ATS8d,75.0
ATS8i,5871.689986565982
ATS8m,1474.9773519999999
ATS8p,34.157819067282006
ATS8s,90.0
ATS8v,4469.352120922122
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.21428571428571427
GGI10,0.0
JGI10,0.0
JGT10,0.520084441509169
Kier1,13.432098765432098
Kier2,5.76
Kier3,3.263267429760666
MAXdO,10.732242325942723
MID_C,28.331366909774964
MID_N,2.1956119317939837
MID_O,3.417265619183638
MID_X,0.0
MID_h,5.612877550977622
MINdO,10.732242325942723
MPC10,24
MWC01,18.0
MWC02,4.465908118654584
MWC03,5.293304824724492
MWC04,6.150602768446279
MWC05,6.996681488176539
MWC06,7.854381210652365
MWC07,8.705662478796427
MWC08,9.563880407219427
MWC09,10.417418350255533
MWC10,11.276025222797195
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.851440000000001
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.919980925828125
SRW05,2.3978952727983707
SRW06,6.408528791059498
SRW07,4.727387818712341
SRW08,7.9714309977693505
SRW09,6.762729506931879
SRW10,9.572689189010719
SaaCH,11.184758230452674
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.8627057613168736
SaasN,2.2041406840513984
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.8843747375493407
SdssS,0
SsCH3,4.1361471193415635
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7190124882150695
VE1_D,4.0632717889012415
VE2_A,0.21876544048323937
VE2_D,0.23901598758242598
VE3_A,1.8440864239492019
VE3_D,1.9326167594807977
VR1_A,92.25257871446132
VR1_D,80.01861132944845
VR2_A,5.426622277321254
VR2_D,4.706977137026379
VR3_A,5.05515848713641
VR3_D,4.912887500297293
WPath,555
Xc-3d,1.3116114295109176
Xc-4d,0.0
Xc-5d,0.35911675639654195
Xc-6d,0.0
Xp-0d,12.41384908344359
Xp-1d,8.075387400469406
Xp-2d,7.4562974418973
Xp-3d,5.978873269699211
Xp-4d,4.454893163498273
Xp-5d,3.2127787431041743
Xp-6d,1.962050424330418
Xp-7d,1.2134665112796363
ZMIC0,56.60938211401065
ZMIC1,36.5184203068209
ZMIC2,26.1838343733774
ZMIC3,23.4669171866887
ZMIC4,23.2794171866887
ZMIC5,23.2794171866887
nAcid,1
nAtom,32
nBase,0
nRing,2
piPC1,3.2386784521643803
piPC2,3.844814255734696
piPC3,4.364689715020605
piPC4,4.845662375636914
piPC5,5.176502777590735
piPC6,5.264631308893231
piPC7,5.537826271948511
piPC8,5.873173569971164
piPC9,6.203736718533556
AATS0Z,21.75
AATS0d,3.15625
AATS0i,160.34463750121046
AATS0m,85.72095953125
AATS0p,1.5065687991479688
AATS0s,4.754340277777778
AATS0v,220.98714119078022
AATS1Z,23.696969696969695
AATS1d,3.696969696969697
AATS1i,144.69358210202276
AATS1m,89.39703048484846
AATS1p,1.835447525030303
AATS1s,3.2811447811447816
AATS1v,265.5313978818733
AATS2Z,20.527272727272727
AATS2d,3.5090909090909093
AATS2i,152.2038718957408
AATS2m,76.79228780000001
AATS2p,1.5978518080716908
AATS2s,3.4080808080808076
AATS2v,225.95775492933694
AATS3Z,17.28787878787879
AATS3d,3.0
AATS3i,154.0008981025636
AATS3m,61.59196253030302
AATS3p,1.4954381622810153
AATS3s,3.005050505050505
AATS3v,204.25084046841403
AATS4Z,12.582278481012658
AATS4d,2.4050632911392404
AATS4i,157.31457182741502
AATS4m,42.14795140506329
AATS4p,1.2360326714201013
AATS4s,2.7630098452883263
AATS4v,157.40541285553317
AATS5Z,11.0
AATS5d,2.175675675675676
AATS5i,164.47184581403337
AATS5m,38.075453567567564
AATS5p,1.1109967366144593
AATS5s,2.326576576576577
AATS5v,140.4174847757759
AATS6Z,12.636363636363637
AATS6d,2.381818181818182
AATS6i,154.89421264230253
AATS6m,43.30370358181818
AATS6p,1.3057326466061634
AATS6s,2.3828282828282825
AATS6v,164.73444907278733
AATS7Z,9.924528301886792
AATS7d,2.0377358490566038
AATS7i,163.8509730102846
AATS7m,32.02307366037736
AATS7p,1.0488544560676227
AATS7s,2.573375262054508
AATS7v,126.29862488753032
AATS8Z,11.685714285714285
AATS8d,2.142857142857143
AATS8i,167.76257104474234
AATS8m,42.142210057142854
AATS8p,0.9759376876366287
AATS8s,2.5714285714285716
AATS8v,127.6957748834892
AMID_C,1.666550994692645
AMID_N,0.12915364304670493
AMID_O,0.20101562465786108
AMID_X,0.0
AMID_h,0.330169267704566
ATS0dv,226.0
ATS0pe,196.5438
ATS0se,243.249252
ATS1dv,225.0
ATS1pe,211.4405
ATS1se,253.52466399999997
ATS2dv,298.0
ATS2pe,343.74609999999996
ATS2se,418.519092
ATS3dv,228.0
ATS3pe,410.63649999999996
ATS3se,502.369692
ATS4dv,201.0
ATS4pe,470.6875
ATS4se,588.862404
ATS5dv,168.0
ATS5pe,422.0965
ATS5se,539.449392
ATS6dv,122.0
ATS6pe,317.471
ATS6se,398.79334800000004
ATS7dv,119.0
ATS7pe,307.8922
ATS7se,391.90574399999997
ATS8dv,120.0
ATS8pe,199.786
ATS8se,256.449856
ATSC0Z,230.875
ATSC0c,0.6658578785659159
ATSC0d,19.71875
ATSC0i,45.892925470234175
ATSC0m,1100.2938349687497
ATSC0p,7.516707261765467
ATSC0s,54.72135416666666
ATSC0v,1643.7701118305313
ATSC1Z,3.53515625
ATSC1c,-0.40731023014317314
ATSC1d,8.1962890625
ATSC1i,-4.660078898288957
ATSC1m,18.2753842509765
ATSC1p,0.07591999384279718
ATSC1s,-5.869764539930555
ATSC1v,25.536521312420717
ATSC2Z,60.30859375
ATSC2c,0.15318494650711312
ATSC2d,-5.1728515625
ATSC2i,-1.2127141170241904
ATSC2m,283.2032800849609
ATSC2p,0.941107422322037
ATSC2s,25.115207248263886
ATSC2v,264.26027259176124
ATSC3Z,-118.5546875
ATSC3c,-0.06409145643961375
ATSC3d,-13.669921875
ATSC3i,-1.9862500798250755
ATSC3m,-565.8365131230469
ATSC3p,-2.5956766042599053
ATSC3s,-0.881890190972223
ATSC3v,-683.8018990407727
ATSC4Z,-137.59765625
ATSC4c,-0.004268109629305149
ATSC4d,-2.9931640625
ATSC4i,-29.816545886512834
ATSC4m,-663.8609947353515
ATSC4p,-5.324101652305657
ATSC4s,-5.6280653211805545
ATSC4v,-1181.2554231003692
ATSC5Z,124.4140625
ATSC5c,-0.0385225128331672
ATSC5d,3.119140625
ATSC5i,26.235534651759835
ATSC5m,603.0901034472656
ATSC5p,4.9548138021282915
ATSC5s,1.0862087673611138
ATSC5v,1124.7695545466154
ATSC6Z,-30.56640625
ATSC6c,-0.10942331474790648
ATSC6d,-0.2353515625
ATSC6i,-17.776944263861324
ATSC6m,-154.33497691503902
ATSC6p,-2.838975057524462
ATSC6s,0.1325683593750009
ATSC6v,-518.5350409178523
ATSC7Z,-18.94921875
ATSC7c,0.17944961419159755
ATSC7d,5.1533203125
ATSC7i,1.157169122256036
ATSC7m,-95.16321554199209
ATSC7p,-0.4668920339613072
ATSC7s,-7.311062282986109
ATSC7v,-218.31484669593738
ATSC8Z,139.98046875
ATSC8c,-0.07863999079598699
ATSC8d,-5.0361328125
ATSC8i,10.754940147605444
ATSC8m,666.7037205654296
ATSC8p,2.3066745019963317
ATSC8s,8.694525824652779
ATSC8v,808.5628328633638
AXp-0d,0.7302264166731524
AXp-1d,0.44863263335941145
AXp-2d,0.298251897675892
AXp-3d,0.19286687966771648
AXp-4d,0.12374703231939647
AXp-5d,0.08237894213087626
AXp-6d,0.05450140067584494
AXp-7d,0.03370740309110101
GATS1Z,0.8341126478646782
GATS1c,1.565594662277497
GATS1d,0.7622340680977765
GATS1i,1.226194596474912
GATS1m,0.8381487124593886
GATS1p,1.0366459566249002
GATS1s,0.7391287836726375
GATS1v,0.965402078078019
GATS2Z,0.7445981198011519
GATS2c,0.7232300369407166
GATS2d,1.4863564327906642
GATS2i,1.1130947494574426
GATS2m,0.7509889750295784
GATS2p,0.9238685428403688
GATS2s,0.3318926667330037
GATS2v,0.8780714004263169
GATS3Z,1.1494479171793737
GATS3c,0.9990073049551504
GATS3d,1.4291888776833308
GATS3i,1.126575446350455
GATS3m,1.1528307735037984
GATS3p,1.136710815496434
GATS3s,0.6447110422744556
GATS3v,1.150623761301606
GATS4Z,1.177852555975136
GATS4c,0.7262834392148719
GATS4d,0.905454472506971
GATS4i,1.222577557262194
GATS4m,1.1832056721066355
GATS4p,1.2632057612118044
GATS4s,0.8568310435111397
GATS4v,1.2685410268105137
GATS5Z,0.7502890004243551
GATS5c,0.6485014489824855
GATS5d,0.8816550306249198
GATS5i,0.6565912349464167
GATS5m,0.7493053574618459
GATS5p,0.6805271158835354
GATS5s,0.7120671330446233
GATS5v,0.7111953223220847
GATS6Z,0.9569916818427917
GATS6c,0.6061959580251213
GATS6d,0.7717619939489987
GATS6i,1.17479206739432
GATS6m,0.9704349572166446
GATS6p,1.238402413669468
GATS6s,0.40027400065471747
GATS6v,1.2125804313226038
GATS7Z,1.0425064612681452
GATS7c,0.5644690658116144
GATS7d,0.5784170080435367
GATS7i,0.8816527533833234
GATS7m,1.0455072306093482
GATS7p,0.9886799774861892
GATS7s,1.0031142745715667
GATS7v,1.0610107868853251
GATS8Z,0.4833784515430428
GATS8c,1.1381616935899332
GATS8d,1.3924383065429022
GATS8i,0.6450566486862102
GATS8m,0.48343811100575595
GATS8p,0.6629717430876758
GATS8s,0.8047988433464092
GATS8v,0.5494135213662027
MATS1Z,0.014847992649833474
MATS1c,-0.5931708681544284
MATS1d,0.40306391970417327
MATS1i,-0.09846538088208166
MATS1m,0.01610622923168788
MATS1p,0.009794100715248803
MATS1s,-0.10401593626264069
MATS1v,0.015064568430241312
MATS2Z,0.15198109957178715
MATS2c,0.13385106631258561
MATS2d,-0.1526293041348509
MATS2i,-0.0153744638286328
MATS2m,0.14975346790764948
MATS2p,0.07284484951757961
MATS2s,0.26703440438747156
MATS2v,0.09353584799938681
MATS3Z,-0.2489704844875392
MATS3c,-0.0466685858150482
MATS3d,-0.33611871488258177
MATS3i,-0.020984287488013478
MATS3m,-0.24933791987251383
MATS3p,-0.16742834660245715
MATS3s,-0.007813825688474723
MATS3v,-0.20169506204077778
MATS4Z,-0.24141097777442722
MATS4c,-0.002596431744733469
MATS4d,-0.06148568677405765
MATS4i,-0.26316884538181184
MATS4m,-0.24439446158862546
MATS4p,-0.286907293651379
MATS4s,-0.04166056736828176
MATS4v,-0.29108888518739656
MATS5Z,0.2330294560938849
MATS5c,-0.025017927194514684
MATS5d,0.06840279265001928
MATS5i,0.24720795088524533
MATS5m,0.2370237041426624
MATS5p,0.2850479751423608
MATS5s,0.008583703867575778
MATS5v,0.2958971153556792
MATS6Z,-0.07702908894029631
MATS6c,-0.0956127066818857
MATS6d,-0.006944244345195217
MATS6i,-0.225371324314274
MATS6m,-0.08160992346395306
MATS6p,-0.21974612668474416
MATS6s,0.0014095170522144397
MATS6v,-0.18353729182961634
MATS7Z,-0.04955511742652542
MATS7c,0.1627178116503623
MATS7d,0.15779086804413478
MATS7i,0.015223874750364618
MATS7m,-0.05221971983562963
MATS7p,-0.03750273454742787
MATS7s,-0.08066734369589115
MATS7v,-0.08018927749023663
MATS8Z,0.5543352154072241
MATS8c,-0.10798012980064688
MATS8d,-0.2335069051392348
MATS8i,0.21426152362701784
MATS8m,0.553995367420576
MATS8p,0.28056959932573244
MATS8s,0.14526834861865562
MATS8v,0.4497328682817521
MAXsOH,8.815406693541615
MINsOH,8.815406693541615
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.47471450985626
SpAD_D,134.9781496555928
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.7823072562358276
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,342
TMWC10,105.72386486972283
TSRW10,63.371560414754505
VE1_Dt,4.081454919526978
VE2_Dt,0.24008558350158693
VE3_Dt,1.9370817738355917
VR1_Dt,78.99217333154361
VR2_Dt,4.646598431267272
VR3_Dt,4.899977026868649
Xc-3dv,0.5840838412412257
Xc-4dv,0.0
Xc-5dv,0.1065016084037823
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.34382480480718575
Xch-7d,0.37862960595015904
Xp-0dv,9.973883877788083
Xp-1dv,5.526776502660858
Xp-2dv,4.204317125137484
Xp-3dv,2.9588204767455184
Xp-4dv,1.8840248263451613
Xp-5dv,1.1969457377936619
Xp-6dv,0.5742967852831352
Xp-7dv,0.29570720618418256
Xpc-4d,2.928981609792649
Xpc-5d,3.7853143276094925
Xpc-6d,4.609499115375539
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.172548359045047
AATS0dv,7.0625
AATS0pe,6.14199375
AATS0se,7.601539125
AATS1dv,6.818181818181818
AATS1pe,6.407287878787878
AATS1se,7.682565575757575
AATS2dv,5.418181818181818
AATS2pe,6.24992909090909
AATS2se,7.6094380363636365
AATS3dv,3.4545454545454546
AATS3pe,6.221765151515151
AATS3se,7.611662
AATS4dv,2.5443037974683542
AATS4pe,5.9580696202531644
AATS4se,7.453954481012658
AATS5dv,2.27027027027027
AATS5pe,5.7040067567567565
AATS5se,7.289856648648649
AATS6dv,2.2181818181818183
AATS6pe,5.7722
AATS6se,7.250788145454546
AATS7dv,2.2452830188679247
AATS7pe,5.809286792452831
AATS7se,7.394448
AATS8dv,3.4285714285714284
AATS8pe,5.708171428571428
AATS8se,7.3271387428571435
AATSC0Z,7.21484375
AATSC0c,0.020808058705184873
AATSC0d,0.6162109375
AATSC0i,1.434153920944818
AATSC0m,34.38418234277343
AATSC0p,0.23489710193017085
AATSC0s,1.710042317708333
AATSC0v,51.3678159947041
AATSC1Z,0.10712594696969698
AATSC1c,-0.012342734246762823
AATSC1d,0.24837239583333334
AATSC1i,-0.14121451206936234
AATSC1m,0.5537995227568636
AATSC1p,0.002300605874024157
AATSC1s,-0.17787165272516833
AATSC1v,0.7738339791642641
AATSC2Z,1.0965198863636363
AATSC2c,0.002785180845583875
AATSC2d,-0.0940518465909091
AATSC2i,-0.022049347582258006
AATSC2m,5.149150546999289
AATSC2p,0.017111044042218856
AATSC2s,0.4566401317866161
AATSC2v,4.804732228941114
AATSC3Z,-1.796283143939394
AATSC3c,-0.0009710826733274811
AATSC3d,-0.2071200284090909
AATSC3i,-0.030094698179167812
AATSC3m,-8.573280501864346
AATSC3p,-0.03932843339787735
AATSC3s,-0.013361972590488227
AATSC3v,-10.360634833951101
AATSC4Z,-1.7417424841772151
AATSC4c,-5.4026704168419606e-05
AATSC4d,-0.03788815268987342
AATSC4i,-0.377424631474846
AATSC4m,-8.403303730827234
AATSC4p,-0.06739369180133743
AATSC4s,-0.0712413331795007
AATSC4v,-14.952600292409736
AATSC5Z,1.681271114864865
AATSC5c,-0.0005205744977455027
AATSC5d,0.042150548986486486
AATSC5i,0.3545342520508086
AATSC5m,8.149866262800886
AATSC5p,0.06695694327200394
AATSC5s,0.014678496856231267
AATSC5v,15.199588574954262
AATSC6Z,-0.5557528409090909
AATSC6c,-0.0019895148135983
AATSC6d,-0.004279119318181818
AATSC6i,-0.32321716843384224
AATSC6m,-2.8060904893643457
