DLiP-ID,C000UY
AATSC6p,-0.051617728318626585
AATSC6s,0.002410333806818198
AATSC6v,-9.427909834870041
AATSC7Z,-0.357532429245283
AATSC7c,0.003385841777199954
AATSC7d,0.09723245872641509
AATSC7i,0.02183337966520823
AATSC7m,-1.7955323687168319
AATSC7p,-0.008809283659647305
AATSC7s,-0.1379445713770964
AATSC7v,-4.119148050866743
AATSC8Z,3.9994419642857144
AATSC8c,-0.0022468568798853427
AATSC8d,-0.14388950892857144
AATSC8i,0.3072840042172984
AATSC8m,19.048677730440847
AATSC8p,0.06590498577132377
AATSC8s,0.24841502356150796
AATSC8v,23.101795224667537
ATS0are,194.0249
ATS1are,206.47500000000002
ATS2are,337.26300000000003
ATS3are,403.3520000000001
ATS4are,463.48800000000006
ATS5are,416.933
ATS6are,311.415
ATS7are,304.73
ATS8are,197.87400000000002
ATSC0dv,120.875
ATSC0pe,3.3842874999999975
ATSC0se,2.205305874999999
ATSC1dv,41.59765625
ATSC1pe,-0.12868398437500073
ATSC1se,-0.13723668359375035
ATSC2dv,5.62109375
ATSC2pe,1.2285496093749986
ATSC2se,0.8541437773437495
ATSC3dv,-80.8046875
ATSC3pe,-1.3722242187499996
ATSC3se,-0.6177006171875001
ATSC4dv,-25.22265625
ATSC4pe,-1.0002535156249985
ATSC4se,-0.41592050390624935
ATSC5dv,44.9765625
ATSC5pe,0.49367890625000016
ATSC5se,0.004603414062501254
ATSC6dv,-9.06640625
ATSC6pe,0.308399609375001
ATSC6se,0.2525112773437511
ATSC7dv,23.05078125
ATSC7pe,0.6461613281250014
ATSC7se,0.6294211445312505
ATSC8dv,55.54296875
ATSC8pe,1.2474667968749988
ATSC8se,0.35387144921875024
AXp-0dv,0.5866990516345931
AXp-1dv,0.3070431390367143
AXp-2dv,0.16817268500549937
AXp-3dv,0.0954458218305006
AXp-4dv,0.05233402295403226
AXp-5dv,0.030690916353683637
AXp-6dv,0.015952688480087088
AXp-7dv,0.008214089060671738
BertzCT,518.3498949295507
ECIndex,257
ETA_eta,11.458278569570567
GATS1dv,0.5323556140515809
GATS1pe,0.7712562925883308
GATS1se,0.7903675685914737
GATS2dv,0.9722290119394565
GATS2pe,0.5636217909436424
GATS2se,0.4952273323330015
GATS3dv,1.2590015981949798
GATS3pe,1.0151268355912613
GATS3se,0.90108992662567
GATS4dv,0.9544329977877554
GATS4pe,0.9623890599787354
GATS4se,0.887811376990786
GATS5dv,0.7797870259090527
GATS5pe,0.7477079839652465
GATS5se,0.7225651095139267
GATS6dv,0.7880417410924132
GATS6pe,0.4681415082334033
GATS6se,0.33031768315255916
GATS7dv,0.8008429103822364
GATS7pe,0.8237844996637135
GATS7se,0.7330166841368434
GATS8dv,0.6704683114197074
GATS8pe,0.6351790654394972
GATS8se,0.773132972184317
LogEE_A,3.7540200227682687
LogEE_D,67.4890748277964
MATS1dv,0.3337093792109304
MATS1pe,-0.03687171072108102
MATS1se,-0.06034446183666998
MATS2dv,0.02705650089310896
MATS2pe,0.21120915406861848
MATS2se,0.22534578317642873
MATS3dv,-0.3241202093322052
MATS3pe,-0.19659110915763914
MATS3se,-0.13580483856160477
MATS4dv,-0.08452345110154072
MATS4pe,-0.11971972860244821
MATS4se,-0.07639490289053746
MATS5dv,0.16090444115263142
MATS5pe,0.06308056578239009
MATS5se,0.0009026709460614317
MATS6dv,-0.04364012409513961
MATS6pe,0.053019283970407574
MATS6se,0.06661917239608678
MATS7dv,0.11513921679576984
MATS7pe,0.11527836849246262
MATS7se,0.17232433158464108
MATS8dv,0.4201211404934259
MATS8pe,0.33701069174193127
MATS8se,0.14670963079635657
MAXaaCH,2.0842772633744855
MAXaasC,1.2127880658436216
MAXaasN,2.2041406840513984
MAXdssC,-0.8843747375493407
MAXsCH3,2.0680735596707818
MDEC-11,0.25
MDEC-12,3.5056515612812826
MDEC-13,2.719732214444392
MDEC-22,7.0340177512281885
MDEC-23,12.901318226149602
MDEC-33,2.7663349699540305
MDEO-11,0.4999999999999999
MINaaCH,1.644675925925926
MINaasC,0.32842592592592634
MINaasN,2.2041406840513984
MINdssC,-0.8843747375493407
MINsCH3,2.0680735596707818
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6428571428571429
SM1_Dzi,0.5715179572142502
SM1_Dzm,0.641031336679575
SM1_Dzp,-2.682770346860122
SM1_Dzv,-1.1173135843594801
SddssSe,0
SpAD_Dt,216.4916112461127
SpAbs_A,21.474714509856263
SpAbs_D,134.9781496555928
SpMAD_A,1.26321850057978
SpMAD_D,7.939891156211341
SpMax_A,2.3638679454165135
SpMax_D,67.4890748277964
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,42.230000000000004
TpiPC10,7.7142311448490855
VAdjMat,5.169925001442312
VE1_DzZ,4.061806301343228
VE1_Dzi,4.059078179129626
VE1_Dzm,4.061799566937115
VE1_Dzp,4.049552308583772
VE1_Dzv,4.057907623735263
VE2_DzZ,0.23892978243195462
VE2_Dzi,0.2387693046546839
VE2_Dzm,0.23892938629041852
VE2_Dzp,0.23820895932845718
VE2_Dzv,0.23870044845501545
VE3_DzZ,1.9322560275450236
VE3_Dzi,1.931584149420716
VE3_Dzm,1.932254369560571
VE3_Dzp,1.929234584980075
VE3_Dzv,1.9312957282183367
VR1_DzZ,80.14203998629947
VR1_Dzi,80.34502481792474
VR1_Dzm,80.14246210511908
VR1_Dzp,80.81328062659574
VR1_Dzv,80.33044166420787
VR2_DzZ,4.71423764625291
VR2_Dzi,4.726177930466161
VR2_Dzm,4.714262476771711
VR2_Dzp,4.75372238979975
VR2_Dzv,4.72532009789458
VR3_DzZ,4.914428811228189
VR3_Dzi,4.916958422447802
VR3_Dzm,4.914434078347768
VR3_Dzp,4.922769567273448
VR3_Dzv,4.916776899355619
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.1286656908625073
Xch-7dv,0.13667932813368627
Xpc-4dv,1.1586798300754966
Xpc-5dv,1.378671572191974
Xpc-6dv,1.4922800127573328
Zagreb1,86.0
Zagreb2,99.0
fragCpx,52.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,18
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,3
naHRing,1
AATS0are,6.063278125
AATS1are,6.256818181818183
AATS2are,6.132054545454546
AATS3are,6.111393939393941
AATS4are,5.86693670886076
AATS5are,5.6342297297297295
AATS6are,5.662090909090909
AATS7are,5.7496226415094345
AATS8are,5.653542857142858
AATSC0dv,3.77734375
AATSC0pe,0.10575898437499992
AATSC0se,0.06891580859374997
AATSC1dv,1.2605350378787878
AATSC1pe,-0.0038995146780303252
AATSC1se,-0.004158687381628798
AATSC2dv,0.10220170454545455
AATSC2pe,0.022337265624999974
AATSC2se,0.015529886860795445
AATSC3dv,-1.224313446969697
AATSC3pe,-0.02079127604166666
AATSC3se,-0.00935910026041667
AATSC4dv,-0.31927412974683544
AATSC4pe,-0.012661436906645552
AATSC4se,-0.005264816505142397
AATSC5dv,0.6077913851351351
AATSC5pe,0.0066713365709459484
AATSC5se,6.220829814190884e-05
AATSC6dv,-0.16484375
AATSC6pe,0.005607265625000018
AATSC6se,0.004591114133522748
AATSC7dv,0.43492040094339623
AATSC7pe,0.012191723172169837
AATSC7se,0.011875870651533029
AATSC8dv,1.5869419642857143
AATSC8pe,0.035641908482142826
AATSC8se,0.010110612834821436
AETA_eta,0.6740163864453275
ATSC0are,3.558496874999998
ATSC1are,-0.16729365234374882
ATSC2are,1.3004959960937508
ATSC3are,-1.3448873046874974
ATSC4are,-0.8935547851562501
ATSC5are,0.29994160156249666
ATSC6are,0.38610224609374794
ATSC7are,0.8997051757812482
ATSC8are,1.0377252929687477
BCUTZ-1h,8.028642511256724
BCUTZ-1l,5.689281915945359
BCUTc-1h,0.4557376443132649
BCUTc-1l,-0.4669233191823136
BCUTd-1h,3.231156019825043
BCUTd-1l,0.9728931977845079
BCUTi-1h,14.550897861396034
BCUTi-1l,10.949760238446888
BCUTm-1h,16.01390394925182
BCUTm-1l,11.70058885045186
BCUTp-1h,1.9888925834282223
BCUTp-1l,0.7415780162215312
BCUTs-1h,7.008291746673993
BCUTs-1l,1.4139236487967617
BCUTv-1h,20.89584960390207
BCUTv-1l,14.701441232750126
BalabanJ,1.7767716947161025
Diameter,9
ETA_beta,21.75
GATS1are,0.7820194127228611
GATS2are,0.5566121867882002
GATS3are,1.0021574748254465
GATS4are,0.9309000905870232
GATS5are,0.7404046695144851
GATS6are,0.40507884896816665
GATS7are,0.7708729705161744
GATS8are,0.6816036014403657
HybRatio,0.21428571428571427
Lipinski,True
LogEE_Dt,108.24580562305634
MATS1are,-0.045587829194671324
MATS2are,0.21263253628938253
MATS3are,-0.1832421370244132
MATS4are,-0.10171323870801709
MATS5are,0.03644923148944734
MATS6are,0.06312814503123057
MATS7are,0.1526538418948652
MATS8are,0.2666230838587667
MAXssCH2,0.7823072562358276
MINssCH2,0.7823072562358276
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,0.6786260709914321
SM1_Dzse,0.6372525935499613
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,20.392230805293824
SMR_VSA6,0.0
SMR_VSA7,58.91296138386057
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,102.61543583864986
SpAD_Dzi,100.84218603918899
SpAD_Dzm,102.63050455891397
SpAD_Dzp,131.1788308756723
SpAD_Dzv,120.37330677594315
SpAbs_Dt,216.4916112461127
SpDiam_A,4.654574751641945
SpDiam_D,103.9609371394557
SpMAD_Dt,12.734800661536042
SpMax_Dt,108.24580562305634
SsssssAs,0
VE1_Dzpe,4.061660263717419
VE1_Dzse,4.0618221598589725
VE2_Dzpe,0.2389211919833776
VE2_Dzse,0.2389307152858219
VE3_Dzpe,1.9322200730360328
VE3_Dzse,1.9322599318387317
VMcGowan,182.31999999999968
VR1_Dzpe,80.15524261900985
VR1_Dzse,80.14051337811736
VR2_Dzpe,4.715014271706462
VR2_Dzse,4.71414784577161
VR3_Dzpe,4.914593538072283
VR3_Dzse,4.91440976226559
mZagreb1,6.416666666666667
mZagreb2,3.7500000000000004
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11120302734374994
AATSC1are,-0.005069504616477237
AATSC2are,0.023645381747159105
AATSC3are,-0.020377080374052992
AATSC4are,-0.011310820065268989
AATSC5are,0.004053264885979685
AATSC6are,0.007020040838068144
AATSC7are,0.016975569354363174
AATSC8are,0.029649294084821365
AETA_beta,1.2794117647058822
BCUTdv-1h,6.022036121212331
BCUTdv-1l,0.9950290809076829
BCUTpe-1h,3.5008098377377665
BCUTpe-1l,2.2386207721415734
BCUTse-1h,3.713729948139997
BCUTse-1l,2.434614007418947
ETA_alpha,8.066666666666666
ETA_dBeta,1.25
ETA_eta_B,0.33882616190368964
ETA_eta_F,13.8718268530497
ETA_eta_L,3.4995971239771952
ETA_eta_R,25.330105422620267
ETA_psi_1,0.5831325301204819
LabuteASA,100.32315354299685
LogEE_DzZ,51.34553304537535
LogEE_Dzi,50.454711722960035
LogEE_Dzm,51.35296000514401
LogEE_Dzp,65.11598537662557
LogEE_Dzv,59.98948040249637
PEOE_VSA1,9.67362704263206
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,43.67639416492468
PEOE_VSA8,17.932612395609496
PEOE_VSA9,5.563451491696996
SM1_Dzare,0.7570963238715681
SpAD_Dzpe,102.04165514671112
SpAD_Dzse,102.69853113996476
SpAbs_DzZ,102.04820894789358
SpAbs_Dzi,100.33790548870587
SpAbs_Dzm,102.0648886736085
SpAbs_Dzp,132.91474110011126
SpAbs_Dzv,121.09627438935217
SpDiam_Dt,157.26144349929686
SpMAD_DzZ,6.036202108155874
SpMAD_Dzi,5.931893296422881
SpMAD_Dzm,6.037088503465528
SpMAD_Dzp,7.716401816216018
SpMAD_Dzv,7.080782751526067
SpMax_DzZ,51.34553304537535
SpMax_Dzi,50.454711722960035
SpMax_Dzm,51.35296000514401
SpMax_Dzp,65.11598537662557
SpMax_Dzv,59.98948040249637
VE1_Dzare,4.061722450516166
VE2_Dzare,0.2389248500303627
VE3_Dzare,1.9322353836033015
VR1_Dzare,80.15463483687009
VR2_Dzare,4.714978519815888
VR3_Dzare,4.914585955480999
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4745098039215686
AETA_dBeta,0.07352941176470588
AETA_eta_B,0.019930950700217036
AETA_eta_F,0.8159898148852766
AETA_eta_L,0.20585865435159972
AETA_eta_R,1.490006201330604
BCUTare-1h,3.554755329649091
BCUTare-1l,2.188754715875347
ETA_beta_s,10.25
ETA_dPsi_A,0.13086746987951803
ETA_dPsi_B,0.0
ETA_eta_BR,0.5108261619036896
ETA_eta_FL,4.575790276492211
ETA_eta_RL,8.075387400469406
LogEE_Dzpe,51.06074675400212
LogEE_Dzse,51.38675101666178
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.642932330583909
SlogP_VSA3,6.544756405912575
SlogP_VSA4,13.847474399381248
SlogP_VSA5,27.309296157162734
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,101.1695989798962
SpAbs_Dzpe,101.44286743701284
SpAbs_Dzse,102.13624943977361
SpDiam_DzZ,79.60341011277288
SpDiam_Dzi,78.0207447050825
SpDiam_Dzm,79.61460302686262
SpDiam_Dzp,100.61119336230334
SpDiam_Dzv,93.07708228156073
SpMAD_Dzpe,6.002450302747713
SpMAD_Dzse,6.04109006705675
SpMax_Dzpe,51.06074675400212
SpMax_Dzse,51.38675101666178
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,17
AETA_beta_s,0.6029411764705882
AETA_eta_BR,0.030048597759040563
AETA_eta_FL,0.2691641339113065
AETA_eta_RL,0.4750227882629062
DetourIndex,900
EState_VSA1,5.969305287951849
EState_VSA2,0.0
EState_VSA3,5.563451491696996
EState_VSA4,12.10820789760957
EState_VSA5,11.387855989696922
EState_VSA6,12.13273413692322
EState_VSA7,12.13273413692322
EState_VSA8,30.547308184095822
EState_VSA9,5.106527394840706
ETA_beta_ns,11.5
ETA_shape_p,0.20661157024793386
ETA_shape_x,0.0
ETA_shape_y,0.359504132231405
GhoseFilter,True
LogEE_Dzare,50.629334567822895
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,100.5015728117742
SpDiam_Dzpe,79.14501620354409
SpDiam_Dzse,79.66944258425815
SpMAD_Dzare,5.951152881170365
SpMax_Dzare,50.629334567822895
TopoPSA(NO),42.230000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2041406840513984
VSA_EState9,38.62919264928193
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6764705882352942
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.025490196078431386
FilterItLogS,-2.9516399945518037
SpDiam_Dzare,78.47237814999073
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.572916666666667
ETA_epsilon_2,0.8137254901960783
ETA_epsilon_3,0.438775510204082
ETA_epsilon_4,0.5079365079365084
ETA_epsilon_5,0.7851851851851852
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13414115646258495
ETA_dEpsilon_B,0.06498015873015861
ETA_dEpsilon_C,-0.06916099773242634
ETA_dEpsilon_D,0.028540305010893108
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7058823529411765
MDEDescriptor,"0.25,3.5056515612812826,2.719732214444392,0.0,7.0340177512281885,12.901318226149602,0.0,2.7663349699540305,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,37.345895
BCUTDescriptor,"11.850000000000001,15.995922699736298,-0.32775063710912,0.29066408741831806,4.135805814648016,9.89228459424978"
BPolDescriptor,19.336105
TPSADescriptor,42.230000000000004
ALOGPDescriptor,"3.222199999999999,10.382572839999995,68.0307"
XLogPDescriptor,2.92
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,229.11027884
ChiPathDescriptor,"12.41384908344359,8.075387400469408,7.456297441897301,5.978873269699213,4.454893163498273,3.2127787431041743,1.9620504243304178,1.2134665112796363,9.973883877788083,5.526776502660859,4.204317125137484,2.9588204767455184,1.8840248263451616,1.1969457377936628,0.5742967852831357,0.2957072061841826"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.34382480480718575,0.37862960595015904,0.0,0.0,0.037267799624996496,0.12866569086250726,0.13667932813368627"
AtomCountDescriptor,32
BondCountDescriptor,18
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.3116114295109178,0.0,0.35911675639654195,0.0,0.5840838412412257,0.0,0.1065016084037823,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,8,2,3,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"33.9442444607526,1.9967202623972118,8.225755101955244,4.834531238367278,3.391223863587968"
FractionalPSADescriptor,0.1843217170954232
WienerNumbersDescriptor,"555.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.928981609792649,3.785314327609491,4.154944642301123,1.1586798300754964,1.3786715721919733,1.352600799240277"
FractionalCSP3Descriptor,0.21428571428571427
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"13.432098765432098,5.76,3.263267429760666"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,817.03
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.21428571428571427
AutocorrelationDescriptorMass,"18.90891837235837,19.162729753806463,27.269562655708302,24.660731774891147,18.660731774891143"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.267440635184436,-0.14007022293474355,-0.0048805738751987755,0.009158179454936941,0.006207356675435508"
EccentricConnectivityIndexDescriptor,257
AutocorrelationDescriptorPolarizability,"1024.6738901413426,1173.3947989475143,1589.4303541133204,1386.4807150691759,1023.1646401487164"
