DLiP-ID,C001DC
AATSC6Z,-0.0014347557204699292
AATSC6c,0.0017073492217829192
AATSC6d,0.018862090290661708
AATSC6i,-0.128149633858658
AATSC6m,-0.1287616821273967
AATSC6p,-0.022554450636111514
AATSC6s,-0.05380127808699237
AATSC6v,-3.7873872320886295
AATSC7Z,1.2054468684025337
AATSC7c,-0.0025605648011820196
AATSC7d,0.010204081632653041
AATSC7i,0.12853264977968087
AATSC7m,5.7285786196340585
AATSC7p,0.02533522411061584
AATSC7s,0.11496520447259362
AATSC7v,7.2152982207259155
AATSC8Z,-0.2699435518888406
AATSC8c,0.0032347307853721327
AATSC8d,-0.16152844116369952
AATSC8i,-0.1526596324395137
AATSC8m,-1.409830682587929
AATSC8p,-0.027735234426108948
AATSC8s,0.19858734983355042
AATSC8v,-5.431237598936303
ATS0are,223.01000000000002
ATS1are,238.25
ATS2are,388.24
ATS3are,450.10999999999996
ATS4are,473.12
ATS5are,473.93999999999994
ATS6are,399.8800000000001
ATS7are,354.5999999999999
ATS8are,291.02000000000004
ATSC0dv,156.17142857142855
ATSC0pe,4.8320971428571395
ATSC0se,3.5676349714285713
ATSC1dv,52.67591836734694
ATSC1pe,0.10515444897959007
ATSC1se,-0.11131811265306144
ATSC2dv,9.734693877551013
ATSC2pe,-0.9564636734693902
ATSC2se,-0.9818471510204085
ATSC3dv,-19.909387755102046
ATSC3pe,-0.036048653061227495
ATSC3se,-0.13787465795918455
ATSC4dv,-68.07183673469389
ATSC4pe,-1.1262368979591852
ATSC4se,-0.5986010546938784
ATSC5dv,-48.34367346938777
ATSC5pe,-1.3722880816326517
ATSC5se,-0.6360456522448977
ATSC6dv,23.219591836734704
ATSC6pe,0.7445339591836747
ATSC6se,0.5842796538775514
ATSC7dv,32.71591836734695
ATSC7pe,0.8630818775510205
ATSC7se,0.4435933616326531
ATSC8dv,-23.3730612244898
ATSC8pe,0.42040955102040856
ATSC8se,0.38351235265306116
AXp-0dv,0.5596093007320219
AXp-1dv,0.2817326833556183
AXp-2dv,0.1419007228191563
AXp-3dv,0.0750609123795412
AXp-4dv,0.03922269524546598
AXp-5dv,0.020697380309214797
AXp-6dv,0.010460880533654097
AXp-7dv,0.005558170847262208
BertzCT,848.7781896810577
ECIndex,382
ETA_eta,12.839559344343504
GATS1dv,0.45895511318123833
GATS1pe,0.6902878272570465
GATS1se,0.7860126040112165
GATS2dv,0.928893767532626
GATS2pe,1.120328608183926
GATS2se,1.2223303957917195
GATS3dv,1.0412192367043702
GATS3pe,1.0327885874533296
GATS3se,1.1136216642175165
GATS4dv,1.191437479010972
GATS4pe,1.2016572692702412
GATS4se,1.2304803915952471
GATS5dv,1.1458393513971539
GATS5pe,1.173077889000763
GATS5se,1.1326142361130391
GATS6dv,0.8691885928439167
GATS6pe,0.7770827619825453
GATS6se,0.7342266650738182
GATS7dv,0.8802219362327618
GATS7pe,0.9032281590919965
GATS7se,0.9086745503422871
GATS8dv,1.1070758499349946
GATS8pe,0.9494040848783235
GATS8se,0.9258141373960207
LogEE_A,3.9795129733705163
LogEE_D,90.82956123316563
MATS1dv,0.31906330040248815
MATS1pe,0.020585352853980044
MATS1se,-0.029515608580423913
MATS2dv,0.03636114160263445
MATS2pe,-0.11546480262341026
MATS2se,-0.1605388936971964
MATS3dv,-0.06466589244711711
MATS3pe,-0.0037841848194785847
MATS3se,-0.019603020282069353
MATS4dv,-0.20898305339608747
MATS4pe,-0.1117478765322708
MATS4se,-0.08044559153993967
MATS5dv,-0.14255830300229175
MATS5pe,-0.13078685211663882
MATS5se,-0.08210362417906356
MATS6dv,0.07884553548658932
MATS6pe,0.0817095772385817
MATS6se,0.0868489275043745
MATS7dv,0.12641470154055798
MATS7pe,0.10778451995855473
MATS7se,0.07503168104496287
MATS8dv,-0.1114510591587454
MATS8pe,0.06478986928315905
MATS8se,0.08005143672330749
MAXaaCH,1.8369624485596707
MAXaaaC,0.5710432151255567
MAXaasC,0.7597250566893425
MAXsCH3,1.5770586367262953
MDEC-11,0.19999999999999996
MDEC-12,2.503250052765653
MDEC-13,2.84522386445365
MDEC-22,7.91355156934667
MDEC-23,18.245414591063334
MDEC-33,7.515625000392323
MDEO-12,0.49397531700626224
MDEO-22,0.6694329500821695
MINaaCH,1.4896655328798185
MINaaaC,0.5646156410094905
MINaasC,0.4996787603930464
MINsCH3,1.5676542160073905
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0
SM1_Dzi,0.6925367435132048
SM1_Dzm,0.9970623163947749
SM1_Dzp,-4.329177057356608
SM1_Dzv,-1.5959779122321027
SddssSe,0
SpAD_Dt,383.75720062526455
SpAbs_A,27.746935526160215
SpAbs_D,181.65912246633133
SpMAD_A,1.3212826441028673
SpMAD_D,8.650434403158632
SpMax_A,2.436276798455455
SpMax_D,90.82956123316563
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,48.67
TpiPC10,9.19551460516385
VAdjMat,5.523561956057013
VE1_DzZ,4.512858077968997
VE1_Dzi,4.50936092902032
VE1_Dzm,4.512825008039324
VE1_Dzp,4.449064142949964
VE1_Dzv,4.482283245858483
VE2_DzZ,0.21489800371280937
VE2_Dzi,0.21473147281049143
VE2_Dzm,0.21489642895425354
VE2_Dzp,0.2118601972833316
VE2_Dzv,0.2134420593265944
VE3_DzZ,2.24886801769864
VE3_Dzi,2.2480927873210335
VE3_Dzm,2.2488606897370094
VE3_Dzp,2.234631113835274
VE3_Dzv,2.2420699144206546
VR1_DzZ,113.52477412605532
VR1_Dzi,113.80680044857195
VR1_Dzm,113.52747961864469
VR1_Dzp,118.3950211937612
VR1_Dzv,115.94343171771612
VR2_DzZ,5.405941625050254
VR2_Dzi,5.419371449931997
VR2_Dzm,5.406070458030699
VR2_Dzp,5.637858152083867
VR2_Dzv,5.5211157960817205
VR3_DzZ,5.473958432070852
VR3_Dzi,5.476439622532239
VR3_Dzm,5.47398226352414
VR3_Dzp,5.515964015566758
VR3_Dzv,5.495039759286206
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06656543026873192
Xch-7dv,0.08728921119804137
Xpc-4dv,1.0002066249546833
Xpc-5dv,1.2977240201585079
Xpc-6dv,1.5917263993970758
Zagreb1,110.0
Zagreb2,131.0
fragCpx,109.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,23
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.371714285714286
AATS1are,6.4391891891891895
AATS2are,6.470666666666667
AATS3are,6.5233333333333325
AATS4are,6.481095890410959
AATS5are,6.236052631578946
AATS6are,6.05878787878788
AATS7are,6.113793103448274
AATS8are,6.191914893617022
AATSC0dv,4.46204081632653
AATSC0pe,0.13805991836734685
AATSC0se,0.10193242775510204
AATSC1dv,1.423673469387755
AATSC1pe,0.0028420121345835154
AATSC1se,-0.0030085976392719305
AATSC2dv,0.16224489795918356
AATSC2pe,-0.015941061224489836
AATSC2se,-0.016364119183673476
AATSC3dv,-0.28854185152321804
AATSC3pe,-0.0005224442472641666
AATSC3se,-0.001998183448683834
AATSC4dv,-0.9324909141738889
AATSC4pe,-0.01542790271176966
AATSC4se,-0.008200014447861347
AATSC5dv,-0.6361009667024706
AATSC5pe,-0.01805642212674542
AATSC5se,-0.008369021740064445
AATSC6dv,0.3518119975262834
AATSC6pe,0.011280817563389011
AATSC6se,0.00885272202844775
AATSC7dv,0.564067558057706
AATSC7pe,0.014880722026741733
AATSC7se,0.007648161407459536
AATSC8dv,-0.49729917498914467
AATSC8pe,0.008944884064264013
AATSC8se,0.008159837290490662
AETA_eta,0.6114075878258811
ATSC0are,5.258857142857141
ATSC1are,0.017208163265304926
ATSC2are,-1.2248979591836753
ATSC3are,-0.09431836734694148
ATSC4are,-1.086473469387757
ATSC5are,-1.30694693877551
ATSC6are,0.8512979591836747
ATSC7are,0.8318938775510207
ATSC8are,0.5141061224489798
BCUTZ-1h,8.024371111555935
BCUTZ-1l,5.672581439679292
BCUTc-1h,0.4584603330051161
BCUTc-1l,-0.5313498016490886
BCUTd-1h,3.245006360420909
BCUTd-1l,0.977739769819064
BCUTi-1h,13.63895259788009
BCUTi-1l,10.933565894023182
BCUTm-1h,16.012151433344783
BCUTm-1l,11.685905177593932
BCUTp-1h,2.0144000324295335
BCUTp-1l,0.7496320772167954
BCUTs-1h,7.008278786240695
BCUTs-1l,1.4064110174531712
BCUTv-1h,20.915020320395506
BCUTv-1l,14.701726733288632
BalabanJ,1.6151907976815891
Diameter,11
ETA_beta,30.25
GATS1are,0.7216653793856881
GATS2are,1.1626734036002755
GATS3are,1.0634922134716627
GATS4are,1.2133476427430603
GATS5are,1.1607735177888217
GATS6are,0.7572217886789222
GATS7are,0.9056969803699692
GATS8are,0.9388416358218065
HybRatio,0.11764705882352941
Lipinski,True
LogEE_Dt,191.87860031263224
MATS1are,0.0030953478742241133
MATS2are,-0.13587054945851015
MATS3are,-0.00909753750746081
MATS4are,-0.09905420954155827
MATS5are,-0.11445138027073552
MATS6are,0.08584486613390246
MATS7are,0.09545893955119589
MATS8are,0.07280003514117742
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.0348837209302326
SM1_Dzse,0.9939792008757524
SMR_VSA1,13.890876844653445
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,14.219595082555067
SMR_VSA7,58.754264123665244
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
SpAD_DzZ,124.02436668177162
SpAD_Dzi,127.73995392033581
SpAD_Dzm,124.05968938213331
SpAD_Dzp,181.84281852991646
SpAD_Dzv,152.96488949026804
SpAbs_Dt,383.7572006252643
SpDiam_A,4.872553596910908
SpDiam_D,135.7838284406886
SpMAD_Dt,18.274152410726884
SpMax_Dt,191.87860031263224
SsssssAs,0
VE1_Dzpe,4.513250162241197
VE1_Dzse,4.512790292600555
VE2_Dzpe,0.21491667439243795
VE2_Dzse,0.21489477583812167
VE3_Dzpe,2.24895489551176
VE3_Dzse,2.2488529970894473
VMcGowan,206.88999999999973
VR1_Dzpe,113.4926346847371
VR1_Dzse,113.53031886147745
VR2_Dzpe,5.404411175463672
VR2_Dzse,5.406205660070355
VR3_Dzpe,5.473675286899728
VR3_Dzse,5.474007272511736
mZagreb1,6.527777777777778
mZagreb2,4.777777777777777
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15025306122448975
AATSC1are,0.0004650854936568899
AATSC2are,-0.020414965986394588
AATSC3are,-0.0013669328601006012
AATSC4are,-0.01488319821079119
AATSC5are,-0.017196670247046183
AATSC6are,0.012898453927025374
AATSC7are,0.014342997888810702
AATSC8are,0.010938428137212335
AETA_beta,1.4404761904761905
BCUTdv-1h,6.024122729662435
BCUTdv-1l,0.9966232906076724
BCUTpe-1h,3.494303763289191
BCUTpe-1l,2.2176401145448135
BCUTse-1h,3.707190703526799
BCUTse-1l,2.413797378161573
ETA_alpha,9.833333333333334
ETA_dBeta,3.75
ETA_eta_B,0.19033691191068414
ETA_eta_F,21.2045795578913
ETA_eta_L,3.8892310831564387
ETA_eta_R,34.044138902234806
ETA_psi_1,0.5534709193245781
LabuteASA,121.09347546915599
LogEE_DzZ,62.04333408234794
LogEE_Dzi,63.9001451550418
LogEE_Dzm,62.06102904564054
LogEE_Dzp,89.89065282273044
LogEE_Dzv,76.1024500041264
PEOE_VSA1,13.890876844653445
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.629818560158606
PEOE_VSA9,19.605819297019863
SM1_Dzare,1.1428571428571428
SpAD_Dzpe,123.60519961802478
SpAD_Dzse,124.0967646007382
SpAbs_DzZ,123.21484287224781
SpAbs_Dzi,127.17932893749182
SpAbs_Dzm,123.2525436974329
SpAbs_Dzp,184.11048270281756
SpAbs_Dzv,153.80087792048488
SpDiam_Dt,267.4951680580898
SpMAD_DzZ,5.905922222941506
SpMAD_Dzi,6.0828549485874195
SpMAD_Dzm,5.907604256292062
SpMAD_Dzp,8.659181834757927
SpMAD_Dzv,7.28404235667943
SpMax_DzZ,62.04333408234794
SpMax_Dzi,63.9001451550418
SpMax_Dzm,62.06102904564054
SpMax_Dzp,89.89065282273044
SpMax_Dzv,76.1024500041264
VE1_Dzare,4.514456123766151
VE2_Dzare,0.2149741011317215
VE3_Dzare,2.249222064489997
VR1_Dzare,113.39302182661586
VR2_Dzare,5.3996677060293266
VR3_Dzare,5.472797198209122
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46825396825396826
AETA_dBeta,0.17857142857142858
AETA_eta_B,0.00906366247193734
AETA_eta_F,1.0097418837091094
AETA_eta_L,0.1852014801503066
AETA_eta_R,1.6211494715349908
BCUTare-1h,3.5481685476085882
BCUTare-1l,2.1685295096900297
ETA_beta_s,13.25
ETA_dPsi_A,0.16052908067542182
ETA_dPsi_B,0.0
ETA_eta_BR,0.44833691191068414
ETA_eta_FL,6.334645567305973
ETA_eta_RL,10.223876650462412
LogEE_Dzpe,61.83328448025905
LogEE_Dzse,62.07960099609165
PEOE_VSA10,11.343267560516685
PEOE_VSA11,16.92781405846835
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.90251629950064
SlogP_VSA2,14.219595082555067
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,57.74262466881805
SlogP_VSA7,0.0
SlogP_VSA8,22.292943266678478
SlogP_VSA9,0.0
SpAD_Dzare,122.31104726674572
SpAbs_Dzpe,122.76743660584316
SpAbs_Dzse,123.29211477145779
SpDiam_DzZ,93.16992322834683
SpDiam_Dzi,95.80413510098951
SpDiam_Dzm,93.19500464104065
SpDiam_Dzp,130.74020089035713
SpDiam_Dzv,112.36804471976737
SpMAD_Dzpe,5.885961886572609
SpMAD_Dzse,5.909369742892295
SpMax_Dzpe,61.83328448025905
SpMax_Dzse,62.07960099609165
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6309523809523809
AETA_eta_BR,0.021349376757651625
AETA_eta_FL,0.30164978891933203
AETA_eta_RL,0.48685126906963866
DetourIndex,1984
EState_VSA1,0.0
EState_VSA2,5.428790391900541
EState_VSA3,28.22851544154929
EState_VSA4,5.563451491696996
EState_VSA5,6.06636706846161
EState_VSA6,38.485063356401504
EState_VSA7,18.19910120538483
EState_VSA8,0.0
EState_VSA9,13.890876844653445
ETA_beta_ns,17.0
ETA_shape_p,0.13559322033898302
ETA_shape_x,0.0
ETA_shape_y,0.3559322033898305
GhoseFilter,True
LogEE_Dzare,61.183967035907614
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,121.38587719871857
SpDiam_Dzpe,92.87222529387805
SpDiam_Dzse,93.22132958911689
SpMAD_Dzare,5.824335584130749
SpMax_Dzare,61.183967035907614
TopoPSA(NO),48.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.805299744897959
VSA_EState9,43.36136692176872
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8095238095238095
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.031746031746031717
FilterItLogS,-5.1692417223867295
SpDiam_Dzare,91.95235525088916
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6276190476190476
ETA_epsilon_2,0.8460317460317457
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5340136054421771
ETA_epsilon_5,0.8460317460317457
AETA_beta_ns_d,0.07142857142857142
ETA_dEpsilon_A,0.18524616626311513
ETA_dEpsilon_B,0.0936054421768705
ETA_dEpsilon_C,-0.09164072408624463
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.19999999999999996,2.503250052765653,2.84522386445365,0.0,7.91355156934667,18.245414591063334,0.0,7.515625000392323,0.0,0.0,0.0,0.49397531700626224,0.6694329500821695,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,42.46310199999999
BCUTDescriptor,"11.996170250315975,15.999293690107308,-0.37530864459954777,0.19086103688853256,4.903399795529133,10.028970862200635"
BPolDescriptor,22.010897999999997
TPSADescriptor,48.67
ALOGPDescriptor,"3.7599,14.13684801,74.35719999999999"
XLogPDescriptor,4.4479999999999995
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,282.08920904
ChiPathDescriptor,"14.819626477379408,10.223876650462412,8.826947453322918,7.874641664719483,6.629084060439453,5.382251779764303,3.6360527629001176,2.6289524174667025,11.75179531537246,6.479851717179222,4.540823130213002,3.3026801446998135,2.2356936289915614,1.510908762572681,0.8054878010913659,0.47800269286454977"
ChiChainDescriptor,"0.0,0.0,0.0,0.20693027063286604,0.4087448331045781,0.0,0.0,0.0,0.06656543026873192,0.08728921119804138"
AtomCountDescriptor,35
BondCountDescriptor,23
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.2051183572168036,0.0,0.3309330932755814,0.0,0.4501299424764314,0.0,0.06755143479383713,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,13,2,0,0,0,0"
ZagrebIndexDescriptor,110.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"43.04707395146859,2.049860664355647,11.354280374561714,11.354280374561714,0.0"
FractionalPSADescriptor,0.17253407234410953
WienerNumbersDescriptor,"922.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.2847123014863326,5.3534357828144294,7.32731535927623,1.0002066249546835,1.2977240201585065,1.4296357289889834"
FractionalCSP3Descriptor,0.11764705882352941
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.05078125,3.347107438016529"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,949.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.11764705882352941
AutocorrelationDescriptorMass,"24.097876142163784,25.324643839927948,35.320919771325634,39.759572761131714,34.42748078399915"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.5542424350858681,-0.24883939669608052,-0.06905250731722615,0.04678767113649272,-0.07965732548840952"
EccentricConnectivityIndexDescriptor,382
AutocorrelationDescriptorPolarizability,"1320.2346532237002,1555.9130747352622,2186.4044903362733,2265.6746705503942,1830.4912984717778"
