DLiP-ID,C003MW
DLiP-Mol-ID,34214
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H15ClN4O/c1-10-12(15)14(19-6-8-20-9-7-19)18-13(17-10)11-4-2-3-5-16-11/h2-5H,6-9H2,1H3"
Standard Inchi Key(RDKit),UYVGXGWXFNSCNB-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1nc(-c2ccccn2)nc(N2CCOCC2)c1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),290.754
MW Monoisotopic(RDKit),290.09343878
MolLogP(RDKit),2.33702
XLogP(SDF),
XLogP(CDK),2.189
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),51.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.849560570094328
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,56840.156241336204
qed,0.8495605700943278
Chi0,13.94938298937633
Chi1,9.75402019542349
TPSA,51.14
Chi0n,11.212895346977618
Chi0v,11.968824292996073
Chi1n,6.537302848569764
Chi1v,6.915267321578992
Chi2n,4.584611321888049
Chi2v,4.962575794897278
Chi3n,3.2039904257935703
Chi3v,3.6465189387167385
Chi4n,2.138390011702652
Chi4v,2.3424282981089433
MolMR,78.04200000000004
MolWt,290.7539999999999
fr_SH,0
Kappa1,13.271736983999162
Kappa2,5.726558860775956
Kappa3,2.593924020226042
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,599.622940586621
MolLogP,2.33702
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,2.0309268419111475
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,14.951935562841626
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,31.203186471701468
SMR_VSA7,35.11250608558769
SMR_VSA8,0.0
SMR_VSA9,11.518332492848387
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,122.14296581344625
NHOHCount,0
PEOE_VSA1,9.636772684650527
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.667306958694127
PEOE_VSA7,19.056471336613843
PEOE_VSA8,19.28635638343823
PEOE_VSA9,18.907691923874296
RingCount,3
SMR_VSA10,17.418802668067542
fr_Al_COO,0
