DLiP-ID,T007D4
DLiP-Mol-ID,25385
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H16Cl2N4O5/c1-23-15-16(18(28)17(15)27)26-13(20(30)31)6-9-2-4-10(5-3-9)25-19(29)14-11(21)7-24-8-12(14)22/h2-5,7-8,13,27-28H,6H2,1H3,(H,25,29)(H,30,31)/b23-15-,26-16-/t13-/m0/s1"
Standard Inchi Key(RDKit),XLYPZUITGSZNJE-RQQZQHAWSA-N
Canonical SMILES(RDKit),C/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),463.277
MW Monoisotopic(RDKit),462.049774972
MolLogP(RDKit),2.0546
XLogP(SDF),
XLogP(CDK),-0.00699999999999901
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),144.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.440586081091057
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,5745833.442472053
qed,0.44058608109105696
Chi0,22.706377823327532
Chi1,14.722453108210818
TPSA,144.47
Chi0n,16.00426576545986
Chi0v,17.516123657496767
Chi1n,8.825251306851921
Chi1v,9.581180252870377
Chi2n,6.434485942658016
Chi2v,7.248886196139228
Chi3n,4.412152631423942
Chi3v,4.985297119022875
Chi4n,2.8334623318686387
Chi4v,3.3697584470409323
MolMR,112.9736
MolWt,463.27700000000004
fr_SH,0
Kappa1,22.259593335841
Kappa2,9.151196704560904
Kappa3,4.675751472644263
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1227.5841751163416
MolLogP,2.054599999999999
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.7692165404852835
SMR_VSA1,24.90865655266576
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,9.984809465271338
SMR_VSA5,12.462662452073971
SMR_VSA6,12.36446058668352
SMR_VSA7,68.54578592456184
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,185.22176003045732
NHOHCount,4
PEOE_VSA1,20.636370788528446
PEOE_VSA2,19.76332517029037
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.33461391738825
PEOE_VSA7,17.696185628620217
PEOE_VSA8,31.549567023512914
PEOE_VSA9,15.608718119179649
RingCount,3
SMR_VSA10,40.76575107245195
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,462.04977497199997
NumHDonors,4
PEOE_VSA10,10.714460896612609
PEOE_VSA11,17.54086449571577
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,16.03124950061894
SlogP_VSA2,45.26955853459783
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,46.64396488234393
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,2
fr_hdrzine,0
