DLiP-ID,P0006V
DLiP-Mol-ID,23685
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H15N3O/c1-9-6-11(8-16)14-15(9)12-5-3-2-4-10(12)7-13/h2-6,16H,7-8,13H2,1H3"
Standard Inchi Key(RDKit),JEGHUHKDKMLZCL-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(CO)nn1-c1ccccc1CN
SMILES(SDF),
MW(SDF),
MW(RDKit),217.272
MW Monoisotopic(RDKit),217.1215121
MolLogP(RDKit),1.13172
XLogP(SDF),
XLogP(CDK),0.665
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),64.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.80972019658884
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,INTEGRASE/LEDGF
Common Target Pref Name,INTEGRASE/LEDGF
RDKit Descriptors
Ipc,6654.687947401106
qed,0.8097201965888404
Chi0,11.543605595440512
Chi1,7.757550155273625
TPSA,64.07000000000001
Chi0n,9.219955964010726
Chi0v,9.219955964010726
Chi1n,5.207103769296438
Chi1v,5.207103769296438
Chi2n,3.679810176410086
Chi2v,3.679810176410086
Chi3n,2.539747027544169
Chi3v,2.539747027544169
Chi4n,1.7496407871923538
Chi4v,1.7496407871923538
MolMR,62.11520000000002
MolWt,217.27200000000002
fr_SH,0
Kappa1,10.854196330995554
Kappa2,4.467035688233906
Kappa3,1.846896122402189
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,490.75913707555804
MolLogP,1.1317199999999998
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.5297619760258394
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,5.733667477162185
SMR_VSA5,20.07537557011612
SMR_VSA6,0.0
SMR_VSA7,47.283142823701965
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,94.3246815749204
NHOHCount,3
PEOE_VSA1,10.84019487200289
PEOE_VSA2,0.0
PEOE_VSA3,4.681802935145185
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.619922828310838
PEOE_VSA8,12.238684400761036
PEOE_VSA9,17.988196234044942
