DLiP-ID,J1004S
AATSC5i,-0.11701789587776819
AATSC5m,-2.050689757449821
AATSC5p,-0.01628615305087036
AATSC5s,-0.05855634264725175
AATSC5v,-3.1507738982887914
AATSC6Z,-0.15883557419513997
AATSC6c,-0.0011378085004284816
AATSC6d,-0.04208461823115825
AATSC6i,-0.08288568851809389
AATSC6m,-0.6877003997138275
AATSC6p,0.0032389767098598807
AATSC6s,-0.08021127146635972
AATSC6v,0.7105373180346832
AATSC7Z,-0.9849083722601509
AATSC7c,-0.00045309499063770443
AATSC7d,-0.06749550844412505
AATSC7i,0.12987050997844157
AATSC7m,-4.599535764225651
AATSC7p,0.007622913043339184
AATSC7s,-0.11711741925180665
AATSC7v,-1.510503068690224
AATSC8Z,-0.9196782762691854
AATSC8c,4.335120275698866e-06
AATSC8d,-0.029507083825265644
AATSC8i,0.08437535929495424
AATSC8m,-4.396993402514758
AATSC8p,-0.016155447652386204
AATSC8s,-0.08638642922733833
AATSC8v,-4.99676937972949
ATS0are,327.5544999999999
ATS1are,357.50379999999996
ATS2are,599.4889000000002
ATS3are,748.1459
ATS4are,786.5408000000001
ATS5are,844.6499000000001
ATS6are,805.5000000000002
ATS7are,695.4379999999999
ATS8are,651.5838999999999
ATSC0dv,194.10909090909084
ATSC0pe,4.621334545454543
ATSC0se,2.449768727272725
ATSC1dv,96.21421487603305
ATSC1pe,0.7688587438016599
ATSC1se,0.39890571900825833
ATSC2dv,94.33289256198344
ATSC2pe,1.1926984462809982
ATSC2se,0.5648980495867698
ATSC3dv,53.29950413223141
ATSC3pe,0.7688439338843016
ATSC3se,0.22111057851238963
ATSC4dv,9.237024793388454
ATSC4pe,1.1596923305785223
ATSC4se,0.8022176528925498
ATSC5dv,-37.18677685950412
ATSC5pe,-1.0418679338842904
ATSC5se,-0.6891298512396785
ATSC6dv,-58.77487603305784
ATSC6pe,-1.4387241652892513
ATSC6se,-1.052977917355381
ATSC7dv,-84.9190082644628
ATSC7pe,-2.0106613223140424
ATSC7se,-0.9045775206611654
ATSC8dv,-47.91305785123968
ATSC8pe,-0.918212165289256
ATSC8se,-0.27752191735536885
AXp-0dv,0.59720293642559
AXp-1dv,0.32756663292203014
AXp-2dv,0.16372780051886238
AXp-3dv,0.08678854003001797
AXp-4dv,0.04616030075994722
AXp-5dv,0.023382256434280598
AXp-6dv,0.012023021326042497
AXp-7dv,0.0067318198114899525
BertzCT,898.4363646335211
ECIndex,647
ETA_eta,23.70077590000205
GATS1dv,0.44169410975922396
GATS1pe,0.6768550628491372
GATS1se,0.6591823967197109
GATS2dv,0.7650337204945675
GATS2pe,0.8086870207182841
GATS2se,0.803662885464883
GATS3dv,0.9792880322459786
GATS3pe,0.9977710606350856
GATS3se,1.04642361140905
GATS4dv,1.0921291038310232
GATS4pe,1.043341576188736
GATS4se,1.0881179957210065
GATS5dv,1.1872925921961146
GATS5pe,1.2750644273330163
GATS5se,1.4157277396214543
GATS6dv,1.2581015864849605
GATS6pe,1.394100107167408
GATS6se,1.5957882983545424
GATS7dv,1.2748546109111052
GATS7pe,1.4133032119360078
GATS7se,1.49650608560794
GATS8dv,0.9960341620724726
GATS8pe,0.9312059629933174
GATS8se,0.8438143037112142
LogEE_A,4.245176526331967
LogEE_D,161.95427315449055
MATS1dv,0.4782788744059476
MATS1pe,0.16053398357598797
MATS1se,0.15712055706652062
MATS2dv,0.27274317370260204
MATS2pe,0.14484378276678084
MATS2se,0.12941410188503474
MATS3dv,0.12179186961408774
MATS3pe,0.07379242585649663
MATS3se,0.04003367312896835
MATS4dv,0.020447440520794367
MATS4pe,0.10782714243996519
MATS4se,0.1407083427467122
MATS5dv,-0.07526227051330087
MATS5pe,-0.08856862789620844
MATS5se,-0.11051230322340894
MATS6dv,-0.12428071333105924
MATS6pe,-0.12778151133843965
MATS6se,-0.17642172665271097
MATS7dv,-0.20922996725691115
MATS7pe,-0.20808288665379043
MATS7se,-0.17659790771441042
MATS8dv,-0.12121397125729279
MATS8pe,-0.0975708976065721
MATS8se,-0.05563100014232934
MAXaaCH,2.0300704680020156
MAXaasC,1.1441342837257342
MAXaasN,1.6824768518518518
MAXdssC,-0.2010257096665824
MAXsCH3,2.1311336630589945
MAXssNH,2.9971808862433864
MAXsssN,2.263244623275287
MDEC-11,0.34182646943161976
MDEC-12,5.8650436891516575
MDEC-13,2.665378637869091
MDEC-22,14.86796545079804
MDEC-23,19.06962231081153
MDEC-33,5.2324496401603104
MDEN-22,1.1905507889761497
MDEN-23,1.6363776460000543
MDEN-33,0.12499999999999997
MINaaCH,1.932243716931217
MINaasC,0.48691615226337426
MINaasN,1.6824768518518518
MINdssC,-0.2010257096665824
MINsCH3,2.0530677667921675
MINssNH,2.9971808862433864
MINsssN,2.263244623275287
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9642857142857145
SM1_Dzi,1.2993821131665404
SM1_Dzm,0.9617664715096315
SM1_Dzp,-3.6732033552482424
SM1_Dzv,-1.9956176192751696
SddssSe,0
SpAD_Dt,498.3968011126094
SpAbs_A,36.47954533567895
SpAbs_D,323.9085463089812
SpMAD_A,1.3028409048456768
SpMAD_D,11.568162368177898
SpMax_A,2.452656495970624
SpMax_D,161.95427315449055
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,63.050000000000004
TpiPC10,8.5282830336707
VAdjMat,5.906890595608519
VE1_DzZ,5.1910860672471735
VE1_Dzi,5.19039511305158
VE1_Dzm,5.191092410612957
VE1_Dzp,5.194829499874016
VE1_Dzv,5.1943879183977515
VE2_DzZ,0.18539593097311333
VE2_Dzi,0.18537125403755644
VE2_Dzm,0.18539615752189134
VE2_Dzp,0.18552962499550057
VE2_Dzv,0.18551385422849112
VE3_DzZ,2.676562353978799
VE3_Dzi,2.676429241143624
VE3_Dzm,2.6765635759508153
VE3_Dzp,2.6772832211502595
VE3_Dzv,2.6771982135007413
VR1_DzZ,172.8551873233157
VR1_Dzi,172.9611498668316
VR1_Dzm,172.85485758733037
VR1_Dzp,172.81164686970268
VR1_Dzv,172.7060768197597
VR2_DzZ,6.173399547261275
VR2_Dzi,6.177183923815414
VR2_Dzm,6.173387770976085
VR2_Dzp,6.1718445310608105
VR2_Dzv,6.168074172134275
VR3_DzZ,6.1820735936470275
VR3_Dzi,6.18268641921619
VR3_Dzm,6.182071686060076
VR3_Dzp,6.181821672146112
VR3_Dzv,6.1812105888586855
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.09802486080859678
Xch-7dv,0.09799536345045157
Xpc-4dv,1.3941717970653205
Xpc-5dv,1.9523072017707122
Xpc-6dv,2.2250678625733515
Zagreb1,140.0
Zagreb2,164.0
fragCpx,144.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,30
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,5.955536363636362
AATS1are,6.2719964912280695
AATS2are,6.117233673469389
AATS3are,6.033434677419355
AATS4are,6.144850000000001
AATS5are,6.033213571428572
AATS6are,6.011194029850748
AATS7are,6.047286956521738
AATS8are,5.817713392857142
AATSC0dv,3.529256198347106
AATSC0pe,0.08402426446280988
AATSC0se,0.04454124958677681
AATSC1dv,1.6879686820356676
AATSC1pe,0.01348874989125719
AATSC1se,0.006998345947513304
AATSC2dv,0.9625805363467698
AATSC2pe,0.012170392308989777
AATSC2se,0.005764265812109896
AATSC3dv,0.4298347107438017
AATSC3pe,0.006200354305518562
AATSC3se,0.0017831498267128197
AATSC4dv,0.07216425619834729
AATSC4pe,0.009060096332644705
AATSC4se,0.006267325413223045
AATSC5dv,-0.26561983471074374
AATSC5pe,-0.007441913813459217
AATSC5se,-0.004922356080283418
AATSC6dv,-0.4386184778586406
AATSC6pe,-0.010736747502158592
AATSC6se,-0.007858044159368515
AATSC7dv,-0.7384261588214157
AATSC7pe,-0.017484011498382978
AATSC7se,-0.007865891484010134
AATSC8dv,-0.42779515938606855
AATSC8pe,-0.008198322904368357
AATSC8se,-0.0024778742621015077
AETA_eta,0.8464562821429303
ATSC0are,4.726090909090906
ATSC1are,0.8431057851239702
ATSC2are,1.1897925619834744
ATSC3are,0.6089950413223169
ATSC4are,1.3326884297520714
ATSC5are,-1.168240495867764
ATSC6are,-1.7152851239669373
ATSC7are,-2.0079173553718954
ATSC8are,-0.794885123966942
BCUTZ-1h,8.022030268524569
BCUTZ-1l,5.691556960473626
BCUTc-1h,0.43680528218622017
BCUTc-1l,-0.43724001713789346
BCUTd-1h,3.260998308003704
BCUTd-1l,0.9778807689262395
BCUTi-1h,14.751086008171738
BCUTi-1l,10.952555052952542
BCUTm-1h,16.01006617930794
BCUTm-1l,11.703058074452128
BCUTp-1h,1.991495846136923
BCUTp-1l,0.7518215223140772
BCUTs-1h,7.008271564432034
BCUTs-1l,1.379748102103996
BCUTv-1h,20.896917683232022
BCUTv-1l,14.70270761587459
BalabanJ,1.559530872982934
Diameter,14
ETA_beta,35.75
GATS1are,0.6711332691472462
GATS2are,0.8225389549899248
GATS3are,1.0338672912645035
GATS4are,1.0653834882999595
GATS5are,1.317540703857283
GATS6are,1.4573223816861218
GATS7are,1.4464387167025872
GATS8are,0.896762343058292
HybRatio,0.3181818181818182
Lipinski,True
LogEE_Dt,249.19840055630468
MATS1are,0.17213446411535485
MATS2are,0.14128816741076997
MATS3are,0.05715479738420988
MATS4are,0.12116558286206223
MATS5are,-0.09711019787913981
MATS6are,-0.14896770978048732
MATS7are,-0.20319293870290273
MATS8are,-0.08259370817979224
MAXssCH2,0.9489220041209371
MINssCH2,0.642345967708071
NsssssAs,0
RotRatio,0.26666666666666666
SM1_Dzpe,1.0646419828641371
SM1_Dzse,0.9498097657793637
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,33.736789627910454
SMR_VSA6,23.30621114668196
SMR_VSA7,60.29123161100295
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,255.0326569392428
SpAD_Dzi,245.4337583417605
SpAD_Dzm,255.07614307293392
SpAD_Dzp,338.6919907467118
SpAD_Dzv,312.56538029893045
SpAbs_Dt,498.3968011126093
SpDiam_A,4.806984214016928
SpDiam_D,239.64328826996413
SpMAD_Dt,17.799885754021766
SpMax_Dt,249.19840055630468
SsssssAs,0
VE1_Dzpe,5.190860181510419
VE1_Dzse,5.191117959224318
VE2_Dzpe,0.1853878636253721
VE2_Dzse,0.18539706997229707
VE3_Dzpe,2.676518838874525
VE3_Dzse,2.6765684975639306
VMcGowan,305.33000000000084
VR1_Dzpe,172.87467985866522
VR1_Dzse,172.852539499989
VR2_Dzpe,6.174095709238044
VR2_Dzse,6.173304982142464
VR3_Dzpe,6.182186355298366
VR3_Dzse,6.182058275370221
mZagreb1,8.88888888888889
mZagreb2,6.555555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08592892561983465
AATSC1are,0.014791329563578424
AATSC2are,0.0121407404284028
AATSC3are,0.004911250333244491
AATSC4are,0.010411628357438057
AATSC5are,-0.008344574970484029
AATSC6are,-0.012800635253484608
AATSC7are,-0.01746015091627735
AATSC8are,-0.007097188606847696
AETA_beta,1.2767857142857142
BCUTdv-1h,6.021960505972251
BCUTdv-1l,0.9871630413067186
BCUTpe-1h,3.48910999369327
BCUTpe-1l,2.2406569610848437
BCUTse-1h,3.7020066782862817
BCUTse-1l,2.4365212620885224
ETA_alpha,13.333333333333334
ETA_dBeta,1.25
ETA_eta_B,0.24164850692693918
ETA_eta_F,27.062681026041453
ETA_eta_L,6.698617919392999
ETA_eta_R,50.7634569260435
ETA_psi_1,0.5961251862891209
LabuteASA,165.7316814069652
LogEE_DzZ,127.55076724513161
LogEE_Dzi,122.75607074880692
LogEE_Dzm,127.57242033902088
LogEE_Dzp,168.69006620277588
LogEE_Dzv,155.92632986030893
PEOE_VSA1,10.216698334856808
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,42.46895763765354
PEOE_VSA7,44.53376429615369
PEOE_VSA8,36.57249325880184
PEOE_VSA9,0.0
SM1_Dzare,1.2140530479292693
SpAD_Dzpe,252.84727696428712
SpAD_Dzse,255.342707978292
SpAbs_DzZ,254.13724877597753
SpAbs_Dzi,244.3200022447607
SpAbs_Dzm,254.18307420653215
SpAbs_Dzp,341.0533357608
SpAbs_Dzv,313.848277339893
SpDiam_Dt,359.6353775108731
SpMAD_DzZ,9.108309176401528
SpMAD_Dzi,8.76549136934859
SpMAD_Dzm,9.109862252604783
SpMAD_Dzp,12.096142526668277
SpMAD_Dzv,11.163049296390373
SpMax_DzZ,127.55076724513161
SpMax_Dzi,122.75607074880692
SpMax_Dzm,127.57242033902088
SpMax_Dzp,168.69006620277588
SpMax_Dzv,155.92632986030893
VE1_Dzare,5.190479247400886
VE2_Dzare,0.18537425883574593
VE3_Dzare,2.6764454506355
VR1_Dzare,172.90149908081762
VR2_Dzare,6.175053538600629
VR3_Dzare,6.182341480051543
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904762
AETA_dBeta,0.044642857142857144
AETA_eta_B,0.008630303818819256
AETA_eta_F,0.9665243223586233
AETA_eta_L,0.23923635426403567
AETA_eta_R,1.8129806045015537
BCUTare-1h,3.543857996745747
BCUTare-1l,2.1908833690193794
ETA_beta_s,17.25
ETA_dPsi_A,0.11787481371087905
ETA_dPsi_B,0.0
ETA_eta_BR,0.4996485069269392
ETA_eta_FL,6.973947136053158
ETA_eta_RL,13.672565055446157
LogEE_Dzpe,126.46166141010299
LogEE_Dzse,127.70527576649526
PEOE_VSA10,5.693927994848461
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,33.990562380277744
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,37.68049840091817
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,249.909419799586
SpAbs_Dzpe,251.8586808373418
SpAbs_Dzse,254.4607417672113
SpDiam_DzZ,189.78740424812003
SpDiam_Dzi,182.4552510352504
SpDiam_Dzm,189.82008644289107
SpDiam_Dzp,251.78081471761203
SpDiam_Dzv,232.640710408869
SpMAD_Dzpe,9.030259891581682
SpMAD_Dzse,9.119382427796143
SpMax_Dzpe,126.46166141010299
SpMax_Dzse,127.70527576649526
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6160714285714286
AETA_eta_BR,0.01784458953310497
AETA_eta_FL,0.24906954057332706
AETA_eta_RL,0.48830589483736275
DetourIndex,3381
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.932612395609496
EState_VSA4,36.448558475815275
EState_VSA5,0.0
EState_VSA6,4.681802935145185
EState_VSA7,54.59730361615449
EState_VSA8,41.299976837884586
EState_VSA9,0.0
ETA_beta_ns,18.5
ETA_shape_p,0.13749999999999998
ETA_shape_x,0.0
ETA_shape_y,0.285
GhoseFilter,True
LogEE_Dzare,124.99806893721905
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,248.78208482650876
SpDiam_Dzpe,188.13231545558597
SpDiam_Dzse,190.02209755350424
SpMAD_Dzare,8.925336421413785
SpMax_Dzare,124.99806893721905
TopoPSA(NO),63.050000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6824768518518518
VSA_EState9,57.817523148148155
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6607142857142857
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523787
FilterItLogS,-5.767458911134167
SpDiam_Dzare,185.91417637285414
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5539393939393942
ETA_epsilon_2,0.7988095238095235
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.502415458937198
ETA_epsilon_5,0.7816091954022987
AETA_beta_ns_d,0.03571428571428571
ETA_dEpsilon_A,0.11393939393939434
ETA_dEpsilon_B,0.05152393500219621
ETA_dEpsilon_C,-0.06241545893719813
ETA_dEpsilon_D,0.017200328407224852
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6785714285714286
MDEDescriptor,"0.34182646943161976,5.8650436891516575,2.665378637869091,0.0,14.86796545079804,19.06962231081153,0.0,5.2324496401603104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1905507889761497,1.6363776460000543,0.12499999999999997"
APolDescriptor,63.02541099999997
BCUTDescriptor,"11.850000000000007,15.99492271903646,-0.2755597136492775,0.2504237301514702,5.418833196664049,10.891470274666418"
BPolDescriptor,35.09458899999999
TPSADescriptor,63.050000000000004
ALOGPDescriptor,"3.7388000000000003,13.978625440000002,112.79159999999999"
XLogPDescriptor,4.7330000000000005
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,377.22156070000005
ChiPathDescriptor,"19.93251065250177,13.672565055446157,11.335768013687447,9.793321394470302,8.38108173398698,6.184611772264457,4.058023338948734,3.045692577024122,16.72168221991652,9.826998987660904,6.549112020754493,4.686581161620968,3.2312210531963026,1.8939627711767293,1.0219568127136125,0.6395228820915458"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.36454789880438737,0.49812529590282684,0.0,0.0,0.022360679774997897,0.09802486080859678,0.09799536345045154"
AtomCountDescriptor,55
BondCountDescriptor,30
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3536869468931796,0.0,0.3308586119273561,0.0,0.5865507780932763,0.0,0.0974902555818494,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,1,6,1,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"56.75231012483956,2.02686821874427,18.63255408490685,2.5881936077342607,16.044360477172585"
FractionalPSADescriptor,0.16714315025631035
WienerNumbersDescriptor,"2181.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.668486251766831,6.430504322433356,8.247282667757386,1.39417179706532,1.9523072017707113,1.9154130662658313"
FractionalCSP3Descriptor,0.3181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,11.4075,5.795610425240055"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2493.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.3181818181818182
AutocorrelationDescriptorMass,"30.574370541923347,32.381508045129095,43.73826287318232,46.904172917134446,49.31561683656222"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.33001273764467043,-0.12491273885072855,-0.045635586150598324,-0.027476011036450074,0.0348893837817858"
EccentricConnectivityIndexDescriptor,647
AutocorrelationDescriptorPolarizability,"1880.8773571432882,2171.076303309747,2951.1925657323886,3029.7758016779017,2891.1547560723543"
