DLiP-ID,J100H9
RPCG,0.1449829130252902
SIC0,0.33776760460012417
SIC1,0.7241526490129363
SIC2,0.8628798895422823
SIC3,0.8725824720816092
SIC4,0.8725824720816092
SIC5,0.8725824720816092
SaaN,20.65726184533093
SaaO,0
SaaS,0
Sare,38.89200000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,1.4988917233560088
StCH,0
StsC,0
TIC0,69.62426822571803
TIC1,149.27008269763002
TIC2,177.86602402913726
TIC3,179.8660240291373
TIC4,179.8660240291373
TIC5,179.8660240291373
Vabc,260.77078733807423
WPol,28
apol,45.25548099999999
bpol,25.214519
nRot,5
ABCGG,14.421877188966278
ATS0Z,1386.0
ATS0d,127.0
ATS0i,6630.542094989233
ATS0m,5602.557032000002
ATS0p,63.86761938243302
ATS0v,8657.888057270979
ATS1Z,1169.0
ATS1d,154.0
ATS1i,6286.883511328698
ATS1m,4478.965553000002
ATS1p,70.01658126000004
ATS1v,9973.699834802277
ATS2Z,1754.0
ATS2d,246.0
ATS2i,11477.48228641554
ATS2m,6663.1170440000005
ATS2p,102.522101903339
ATS2v,14368.077851266267
ATS3Z,1780.0
ATS3d,238.0
ATS3i,13313.065257635768
ATS3m,6567.706582000002
ATS3p,118.218815403037
ATS3v,15181.74386400273
ATS4Z,1658.0
ATS4d,243.0
ATS4i,14492.589034185732
ATS4m,6103.234129999999
ATS4p,115.39840475607399
ATS4v,14440.905705732654
ATS5Z,1464.0
ATS5d,224.0
ATS5i,12437.510757048598
ATS5m,5240.570609000001
ATS5p,96.93754127818802
ATS5v,12854.884992789484
ATS6Z,1456.0
ATS6d,205.0
ATS6i,11333.384682564181
ATS6m,5339.093588000001
ATS6p,91.551434924245
ATS6v,12597.301698363062
ATS7Z,1108.0
ATS7d,176.0
ATS7i,11127.72368230483
ATS7m,3775.511047000001
ATS7p,81.48919700424503
ATS7v,10735.278337259804
ATS8Z,685.0
ATS8d,136.0
ATS8i,8564.292914643098
ATS8m,2252.999998999999
ATS8p,61.46225742969798
ATS8v,7943.78243505186
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,0
C2SP2,3
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.4166666666666667
GGI10,0.06469135802469136
JGI10,0.00808641975308642
JGT10,0.424795948520425
Kier1,18.340264650283554
Kier2,8.203125
Kier3,4.521118381915526
MPC10,71
MWC01,23.0
MWC02,4.709530201312334
MWC03,5.54907608489522
MWC04,6.428105272684596
MWC05,7.2909747781429814
MWC06,8.176110342237342
MWC07,9.048644632975885
MWC08,9.936487030799237
MWC09,10.814061977414173
MWC10,11.703454911355488
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,1
NaasC,3
NaasN,2
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-3.6760799999999962
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.1647859739235145
SRW05,3.044522437723423
SRW06,6.650279048587422
SRW07,5.2832037287379885
SRW08,8.22764270790443
SRW09,7.273092595999522
SRW10,9.860945329270454
SaaCH,5.611640841521794
SaaNH,0
SaaSe,0
SaaaC,0.8280189436885868
SaasC,2.6635744992441426
SaasN,3.6216709183673466
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,6.183329429759354
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
WPath,2100000956
Xc-3d,1.4996728552132967
Xc-4d,0.0
Xc-5d,0.21941609682128765
Xc-6d,0.0
Xp-1d,10.131030293135236
Xp-2d,9.349456167646151
Xp-3d,7.270410059739747
Xp-4d,6.294705030809689
Xp-5d,4.568105465583776
Xp-6d,3.4495418426848787
Xp-7d,2.3512778426176024
ZMIC0,77.27340676606377
ZMIC1,31.69865212291085
ZMIC2,27.76641031393819
ZMIC3,27.597928148868334
ZMIC4,27.597928148868334
ZMIC5,27.597928148868334
nAcid,3
nAtom,39
nBase,1
nRing,3
piPC1,3.449987545831587
piPC2,4.085976312551584
piPC3,4.6913478822291435
piPC4,5.321789722733179
piPC5,5.702740265077757
piPC6,6.083965386681577
piPC7,6.443249011515756
piPC8,6.838585215458318
piPC9,6.900876203554489
AATS0Z,35.53846153846154
AATS0d,3.2564102564102564
AATS0i,170.0138998715188
AATS0m,143.65530851282057
AATS0p,1.6376312662162313
AATS0v,221.99712967361484
AATS1Z,29.225
AATS1d,3.85
AATS1i,157.17208778321745
AATS1m,111.97413882500004
AATS1p,1.750414531500001
AATS1v,249.34249587005692
AATS2Z,25.420289855072465
AATS2d,3.5652173913043477
AATS2i,166.34032299152955
AATS2m,96.56691368115943
AATS2p,1.4858275638165073
AATS2v,208.2330123371923
AATS3Z,21.97530864197531
AATS3d,2.9382716049382718
AATS3i,164.3588303411823
AATS3m,81.082797308642
AATS3p,1.4594915481856419
AATS3v,187.42893659262631
AATS4Z,19.057471264367816
AATS4d,2.793103448275862
AATS4i,166.58148315156015
AATS4m,70.1521164367816
AATS4p,1.3264184454721148
AATS4v,165.98742190497302
AATS5Z,20.054794520547944
AATS5d,3.0684931506849313
AATS5i,170.37685968559722
AATS5m,71.78863847945208
AATS5p,1.32791152435874
AATS5v,176.09431496971897
AATS6Z,21.73134328358209
AATS6d,3.0597014925373136
AATS6i,169.15499526215197
AATS6m,79.68796400000001
AATS6p,1.3664393272275372
AATS6v,188.01942833377706
AATS7Z,17.3125
AATS7d,2.75
AATS7i,173.87068253601296
AATS7m,58.992360109375014
AATS7p,1.2732687031913286
AATS7v,167.73872401968444
AATS8Z,13.431372549019608
AATS8d,2.6666666666666665
AATS8i,167.92731205182545
AATS8m,44.17647056862744
AATS8p,1.2051423025430976
AATS8v,155.76043990297765
ATS0dv,287.2345679012346
ATS0pe,250.88480000000004
ATS0se,307.13264199999986
ATS1dv,315.33333333333337
ATS1pe,270.85940000000005
ATS1se,320.9284079999999
ATS2dv,405.0
ATS2pe,451.5860000000002
ATS2se,547.190648
ATS3dv,296.6666666666667
ATS3pe,507.8507999999999
ATS3se,626.2198759999998
ATS4dv,304.33333333333337
ATS4pe,526.8394999999999
ATS4se,658.7858739999999
ATS5dv,340.0
ATS5pe,472.72480000000013
ATS5se,579.6030939999998
ATS6dv,325.33333333333337
ATS6pe,443.81190000000004
ATS6se,536.5624680000001
ATS7dv,202.0
ATS7pe,420.03430000000003
ATS7se,514.0957240000001
ATS8dv,79.0
ATS8pe,320.6221
ATS8se,394.2442359999999
ATSC0Z,573.5897435897433
ATSC0c,1.6283550652231433
ATSC0d,25.230769230769216
ATSC0i,68.17408617641141
ATSC0m,2623.8950946666664
ATSC0p,11.353297317269897
ATSC0v,1899.4208916664804
ATSC1Z,16.856673241288647
ATSC1c,-0.2798908777610037
ATSC1d,11.224852071005913
ATSC1i,-9.317210475327235
ATSC1m,71.94988877777813
ATSC1p,-0.9876474139701721
ATSC1v,-199.5872141327349
ATSC2Z,160.77712031558175
ATSC2c,-0.013340051141107399
ATSC2d,6.05325443786982
ATSC2i,-7.149544731037863
ATSC2m,734.2484386666666
ATSC2p,1.986848327940799
ATSC2v,578.2847289914423
ATSC3Z,71.62130177514794
ATSC3c,0.26347700333651874
ATSC3d,8.366863905325443
ATSC3i,1.0157839824432893
ATSC3m,311.1042373333333
ATSC3p,1.3596654334891387
ATSC3v,110.61805368904318
ATSC4Z,220.6587771203156
ATSC4c,0.23936828916257735
ATSC4d,6.408284023668637
ATSC4i,0.6195506054223672
ATSC4m,1038.222406666666
ATSC4p,4.000688197354817
ATSC4v,846.6801619560292
ATSC5Z,-214.77054569362264
ATSC5c,-0.020369270534576676
ATSC5d,-3.8934911242603554
ATSC5i,0.6359362242484836
ATSC5m,-935.4259512222225
ATSC5p,-3.9726774032643206
ATSC5v,-176.74747776575782
ATSC6Z,-87.60289283366204
ATSC6c,0.07773277945679638
ATSC6d,-9.473372781065091
ATSC6i,-24.402661658143504
ATSC6m,-409.5320935555553
ATSC6p,-2.1806525843701294
ATSC6v,-537.5126189624638
ATSC7Z,-383.9934253780407
ATSC7c,-0.051022288800692595
ATSC7d,-12.37869822485207
ATSC7i,12.781444061832007
ATSC7m,-1730.886532555555
ATSC7p,-3.619241427068116
ATSC7v,-590.3346646533934
ATSC8Z,-192.36094674556213
ATSC8c,-0.0951870760590206
ATSC8d,-11.994082840236686
ATSC8i,-3.4280680871975395
ATSC8m,-921.108389
ATSC8p,-3.4214094561704056
ATSC8v,-1047.3157011008361
AXp-1d,0.44047957796240156
AXp-2d,0.2921705052389422
AXp-3d,0.17732707462779873
AXp-4d,0.11444918237835798
AXp-5d,0.07367912041264155
AXp-6d,0.049279169181212557
AXp-7d,0.03177402490023787
GATS1Z,0.5357923558337061
GATS1c,0.6026708164632574
GATS1d,0.6589176829268296
GATS1i,1.448273211406145
GATS1m,0.5347184368295943
GATS1p,0.9576798885656451
GATS1v,1.0015689959327576
GATS2Z,0.5415171716779075
GATS2c,0.5177663823728496
GATS2d,1.004065040650407
GATS2i,1.1905748584735767
GATS2m,0.5362827557637778
GATS2p,0.7989788894847166
GATS2v,0.736185007954959
GATS3Z,0.7843606682229842
GATS3c,0.40854058522844516
GATS3d,0.7344549834387237
GATS3i,1.089687794788773
GATS3m,0.7713051782744896
GATS3p,1.0219669850054245
GATS3v,0.9622682322891385
GATS4Z,0.701330291492609
GATS4c,0.26003356942016
GATS4d,0.8222946453602473
GATS4i,0.9734299160777643
GATS4m,0.683772510956937
GATS4p,0.9233536143381641
GATS4v,0.8310606481461732
GATS5Z,1.1539200617265055
GATS5c,0.3762998227728921
GATS5d,1.0831523554961584
GATS5i,1.1008230990920795
GATS5m,1.118478680006729
GATS5p,1.3022339564698022
GATS5v,0.9794923688857688
GATS6Z,0.7326990438954093
GATS6c,0.3390523951668452
GATS6d,1.1351929377502736
GATS6i,1.3177045055743268
GATS6m,0.73403684007792
GATS6p,0.9111912040524226
GATS6v,1.0176845220507598
GATS7Z,1.2913465299508275
GATS7c,0.3052274409177216
GATS7d,1.0589748475609762
GATS7i,0.9836380890293032
GATS7m,1.265284369635026
GATS7p,1.1970433141840706
GATS7v,1.0580098223888246
GATS8Z,0.7345893923058722
GATS8c,0.400152104764044
GATS8d,1.2403156384505027
GATS8i,1.026637958718736
GATS8m,0.7648572879606502
GATS8p,0.8783869800336414
GATS8v,1.3110473922968275
MATS1Z,0.02865333035315159
MATS1c,-0.16758851410554143
MATS1d,0.43376524390243915
MATS1i,-0.13325122085152732
MATS1m,0.026735497810458583
MATS1p,-0.08481731797476416
MATS1v,-0.10245098105069486
MATS2Z,0.1584303512079454
MATS2c,-0.004630457488588373
MATS2d,0.13560445387062567
MATS2i,-0.059275411648850085
MATS2m,0.15816561718340558
MATS2p,0.09891410375802168
MATS2v,0.172082231687424
MATS3Z,0.060120200665573977
MATS3c,0.07790641034753927
MATS3d,0.15966576332429996
MATS3i,0.007174004143838143
MATS3m,0.05708724003138884
MATS3p,0.057661990956556254
MATS3v,0.028040412002665598
MATS4Z,0.1724507884636136
MATS4c,0.06589657775997608
MATS4d,0.11385618166526495
MATS4i,0.004073829182284765
MATS4m,0.17737372401579968
MATS4p,0.15796397296936326
MATS4v,0.1998221042859704
MATS5Z,-0.20003919143177334
MATS5c,-0.0066829484906171435
MATS5d,-0.08244236551954567
MATS5i,0.004983517477034035
MATS5m,-0.1904604006245256
MATS5p,-0.18694034326097692
MATS5v,-0.049713433768714774
MATS6Z,-0.08890104684445456
MATS6c,0.027787206706102473
MATS6d,-0.21855660720786332
MATS6i,-0.20835679940420931
MATS6m,-0.0908513276501467
MATS6p,-0.11180321019987505
MATS6v,-0.16472414358886983
MATS7Z,-0.40795010058113557
MATS7c,-0.019093935900068186
MATS7d,-0.298971036585366
MATS7i,0.11424711223887013
MATS7m,-0.40198214590207754
MATS7p,-0.19425856497784197
MATS7v,-0.1893920340938987
MATS8Z,-0.2564542848878489
MATS8c,-0.04470162468916753
MATS8d,-0.3635222381635583
MATS8i,-0.03845249681239429
MATS8m,-0.26844709027607816
MATS8p,-0.23045040255324167
MATS8v,-0.42164876717225885
MAXaaN,4.432874588885141
MAXssS,1.4988917233560088
MINaaN,3.7739649470899472
MINssS,1.4988917233560088
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,1
NssssB,0
NssssC,0
NssssN,0
Radius,100000000
SddssS,0
SdssSe,0
SdsssP,0
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.7451745559334846
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,1.3571039094650208
SssssB,0
SssssC,0
SssssN,0
TMPC10,604
TMWC10,118.65644523181724
TSRW10,71.35461942385682
Xc-3dv,0.9963818105226389
Xc-4dv,0.0
Xc-5dv,0.08699511700875961
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.23570226039551584
Xch-6d,0.3735969372995327
Xch-7d,0.5318204281134155
Xp-0dv,14.139514850802717
Xp-1dv,7.703119879616351
Xp-2dv,6.293704900497853
Xp-3dv,4.042817591722121
Xp-4dv,2.9144417042852986
Xp-5dv,1.898103317499812
Xp-6dv,1.3130575616807916
Xp-7dv,0.7375087855417813
Xpc-4d,2.8589952634200384
Xpc-5d,4.621986173551564
Xpc-6d,6.372950467346882
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,1
nHBAcc,8
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.115306016786253
AATS0dv,7.3649889205444765
AATS0pe,6.432943589743591
AATS0se,7.875195948717945
AATS1dv,7.883333333333335
AATS1pe,6.771485000000001
AATS1se,8.023210199999998
AATS2dv,5.869565217391305
AATS2pe,6.544724637681162
AATS2se,7.930299246376812
AATS3dv,3.6625514403292185
AATS3pe,6.269762962962962
AATS3se,7.731109580246911
AATS4dv,3.49808429118774
AATS4pe,6.055626436781608
AATS4se,7.572251425287355
AATS5dv,4.657534246575342
AATS5pe,6.475682191780824
AATS5se,7.9397684109589015
AATS6dv,4.855721393034827
AATS6pe,6.6240582089552245
AATS6se,8.00839504477612
AATS7dv,3.15625
AATS7pe,6.5630359375000005
AATS7se,8.032745687500002
AATS8dv,1.5490196078431373
AATS8pe,6.286707843137255
AATS8se,7.730279137254899
AATSC0Z,14.707429322813931
AATSC0c,0.0417526939800806
AATSC0d,0.6469428007889543
AATSC0i,1.7480534917028565
AATSC0m,67.2793614017094
AATSC0p,0.29111018762230506
AATSC0v,48.70309978632001
AATSC1Z,0.42141683103221617
AATSC1c,-0.006997271944025092
AATSC1d,0.2806213017751478
AATSC1i,-0.23293026188318086
AATSC1m,1.7987472194444531
AATSC1p,-0.024691185349254303
AATSC1v,-4.989680353318373
AATSC2Z,2.3301031929794456
AATSC2c,-0.00019333407450880288
AATSC2d,0.08772832518651913
AATSC2i,-0.10361659030489656
AATSC2m,10.641281719806763
AATSC2p,0.028794903303489838
AATSC2v,8.38093810132525
AATSC3Z,0.8842136021623203
AATSC3c,0.003252802510327392
AATSC3d,0.10329461611512893
AATSC3i,0.012540542993127029
AATSC3m,3.8407930534979418
AATSC3p,0.01678599300603875
AATSC3v,1.365654983815348
AATSC4Z,2.536307782992133
AATSC4c,0.002751359645546866
AATSC4d,0.0736584370536625
AATSC4i,0.007121271326693875
AATSC4m,11.933590881226047
AATSC4p,0.04598492180867606
AATSC4v,9.73195588455206
AATSC5Z,-2.9420622697756524
AATSC5c,-0.00027903110321337915
AATSC5d,-0.05333549485288158
AATSC5i,0.008711455126691556
AATSC5m,-12.814054126331815
AATSC5p,-0.0544202384008811
AATSC5v,-2.4211983255583265
AATSC6Z,-1.3075058631889858
AATSC6c,0.00116019073816114
AATSC6d,-0.14139362359798643
AATSC6i,-0.36421883071855976
AATSC6m,-6.1124193067993335
AATSC6p,-0.03254705349806163
AATSC6v,-8.022576402424832
AATSC7Z,-5.999897271531886
AATSC7c,-0.0007972232625108218
AATSC7d,-0.19341715976331358
AATSC7i,0.1997100634661251
AATSC7m,-27.045102071180548
AATSC7p,-0.056550647297939315
AATSC7v,-9.223979135209271
AATSC8Z,-3.771783269520826
AATSC8c,-0.0018664132560592276
AATSC8d,-0.2351780949066017
AATSC8i,-0.06721702131759881
AATSC8m,-18.06094880392157
AATSC8p,-0.06708645992490991
AATSC8v,-20.535601982369336
ATS0are,246.64170000000004
ATS1are,266.5786
ATS2are,446.2559999999999
ATS3are,500.4702000000001
ATS4are,519.8775000000002
ATS5are,468.1852
ATS6are,440.0026000000001
ATS7are,417.1117
ATS8are,317.79390000000006
ATSC0dv,155.94745172522943
ATSC0pe,4.326758974358972
ATSC0se,2.4916163589743574
ATSC1dv,89.76266426408876
ATSC1pe,0.9790677186061765
ATSC1se,0.4987932728468116
ATSC2dv,72.78337838166898
ATSC2pe,0.5873648915187337
ATSC2se,0.28497541617357
ATSC3dv,12.185112133830078
ATSC3pe,-0.6202788954635098
ATSC3se,-0.15668613017751523
ATSC4dv,54.72785935179096
ATSC4pe,1.8896992110453685
ATSC4se,0.7971619684418126
ATSC5dv,12.686520401620108
ATSC5pe,0.1716614069690966
ATSC5se,-0.08785800525969678
ATSC6dv,-56.426977053757696
ATSC6pe,-0.7970397764628578
ATSC6se,-0.5464623090072309
ATSC7dv,-112.79949026387774
ATSC7pe,-3.00917626561473
ATSC7se,-1.698439050624587
ATSC8dv,-129.1117198724036
ATSC8pe,-2.3163642998027596
ATSC8se,-0.9213971360946739
AXp-0dv,0.6427052204910326
AXp-1dv,0.33491825563549354
AXp-2dv,0.1966782781405579
AXp-3dv,0.0986053071151737
AXp-4dv,0.05298984916882361
AXp-5dv,0.030614569637093744
AXp-6dv,0.01875796516686845
AXp-7dv,0.009966334939753801
BertzCT,752.5070447193473
ECIndex,4600000000
GATS1dv,0.3753222954786275
GATS1pe,0.5827774357071914
GATS1se,0.579285348164169
GATS2dv,0.7394517748900025
GATS2pe,0.8652853513697192
