DLiP-ID,T004WT
DLiP-Mol-ID,21584
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H29N3O4S/c1-28-16-8-9-17-15(14-16)10-13-23-20(17)18-6-5-7-19(21(23)25)24(18)29(26,27)22-11-3-2-4-12-22/h8-9,14,18-20H,2-7,10-13H2,1H3"
Standard Inchi Key(RDKit),PLIXCWFJAQYYCJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2c(c1)CCN1C(=O)C3CCCC(C21)N3S(=O)(=O)N1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),419.547
MW Monoisotopic(RDKit),419.187877408
MolLogP(RDKit),2.0884
XLogP(SDF),
XLogP(CDK),1.77
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),70.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.752300528652229
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,5933065.428389956
qed,0.7523005286522287
Chi0,20.17299762850792
Chi1,14.019205181334963
TPSA,70.16
Chi0n,16.91805166582242
Chi0v,17.734548246750148
Chi1n,10.780632496729693
Chi1v,12.17759590673658
Chi2n,8.602665152753987
Chi2v,10.436366827277531
Chi3n,7.078447407954613
Chi3v,9.154267679531273
Chi4n,5.711831429450813
Chi4v,7.778208211608612
