DLiP-ID,T007XN
ATS0pe,422.08590000000004
ATS0se,519.0131359999999
ATS1dv,538.0
ATS1pe,460.8615
ATS1se,549.9578959999999
ATS2dv,815.0
ATS2pe,827.3131999999999
ATS2se,1005.405084
ATS3dv,1018.0
ATS3pe,1068.5696
ATS3se,1297.337744
ATS4dv,947.0
ATS4pe,1266.9886
ATS4se,1545.667508
ATS5dv,938.0
ATS5pe,1421.2730000000001
ATS5se,1750.16398
ATS6dv,873.0
ATS6pe,1329.9638
ATS6se,1650.110304
ATS7dv,724.0
ATS7pe,1237.4268
ATS7se,1551.0599960000002
ATS8dv,638.0
ATS8pe,1071.3626
ATS8se,1327.59716
ATSC0Z,507.93939393939394
ATSC0c,1.8849630078293382
ATSC0d,44.666666666666664
ATSC0i,92.75701335127901
ATSC0m,2404.1181414545454
ATSC0p,15.022541771468486
ATSC0s,113.40109427609428
ATSC0v,3238.888896148523
ATSC1Z,40.85215794306702
ATSC1c,-0.7108220593956704
ATSC1d,27.44444444444444
ATSC1i,-23.83272282407922
ATSC1m,189.78668221487635
ATSC1p,-1.9733941336968792
ATSC1s,-0.2141235588205258
ATSC1v,-98.92096052093169
ATSC2Z,82.69237832874195
ATSC2c,-0.8096664279260047
ATSC2d,15.777777777777768
ATSC2i,24.866319786254934
ATSC2m,417.27340104958694
ATSC2p,5.8750643882700055
ATSC2s,-2.904378379757167
ATSC2v,1190.683246102285
ATSC3Z,128.84848484848487
ATSC3c,1.0302622040346354
ATSC3d,-11.333333333333343
ATSC3i,14.461036231658365
ATSC3m,597.290131454546
ATSC3p,0.9992894998969064
ATSC3s,37.44507575757576
ATSC3v,421.29232700381925
ATSC4Z,-146.72910927456385
ATSC4c,-0.26002826089630987
ATSC4d,-31.22222222222223
ATSC4i,-54.845297707657096
ATSC4m,-705.7514168347102
ATSC4p,-8.263343848553776
ATSC4s,-36.98995000510151
ATSC4v,-1436.5015405188376
ATSC5Z,-280.1616161616161
ATSC5c,-0.8553982274625981
ATSC5d,-17.555555555555557
ATSC5i,-4.5072892174943435
ATSC5m,-1317.702970272727
ATSC5p,-1.7673376726340113
ATSC5s,-22.82309203142535
ATSC5v,-1100.0381172378989
ATSC6Z,-63.10743801652891
ATSC6c,0.7523703454911037
ATSC6d,1.6666666666666674
ATSC6i,-17.180059240649204
ATSC6m,-330.59041160330554
ATSC6p,-4.450372817857444
ATSC6s,30.25858968472605
ATSC6v,-1133.2062137898556
ATSC7Z,249.88337924701563
ATSC7c,0.39503919846363045
ATSC7d,11.222222222222223
ATSC7i,-0.060347102610141645
ATSC7m,1180.1407518595038
ATSC7p,1.9086556956755707
ATSC7s,6.01843561881441
ATSC7v,1072.5760631796336
ATSC8Z,-91.05876951331497
ATSC8c,-0.895646623752478
ATSC8d,-6.444444444444443
ATSC8i,24.53487699833635
ATSC8m,-402.29339961983464
ATSC8p,2.7519366093768944
ATSC8s,-56.16430083664931
ATSC8v,402.32768208211394
AXp-0d,0.7099930270682236
AXp-1d,0.43606551663689547
AXp-2d,0.2593059722650783
AXp-3d,0.16455352030353082
AXp-4d,0.10195112857748644
AXp-5d,0.0635965948204115
AXp-6d,0.03892624767974777
AXp-7d,0.024380674383314187
GATS1Z,0.7312458451940614
GATS1c,1.3572833456411015
GATS1d,0.5924840085287847
GATS1i,1.4488764240783956
GATS1m,0.7398137341814512
GATS1p,1.2495205802021796
GATS1s,0.5338369863108118
GATS1v,1.0437999300952117
GATS2Z,0.8448912378674298
GATS2c,1.4371895684994944
GATS2d,1.031261017745916
GATS2i,0.9796865316918623
GATS2m,0.8401162322087372
GATS2p,0.8094740167263975
GATS2s,0.6512915468295148
GATS2v,0.7740069708811562
GATS3Z,0.8034840711132323
GATS3c,0.8385740863856834
GATS3d,1.4023066485753053
GATS3i,1.0652205105203931
GATS3m,0.8085500027728758
GATS3p,1.0017438215708483
GATS3s,0.70379415159534
GATS3v,0.9293210651261684
GATS4Z,1.0299467149943142
GATS4c,1.0966841582890459
GATS4d,1.4106762107828206
GATS4i,1.272634305437479
GATS4m,1.032083621362128
GATS4p,1.207271944889095
GATS4s,1.291619709407436
GATS4v,1.1230041428644908
GATS5Z,1.167999045459969
GATS5c,1.2249761027409507
GATS5d,1.121183853459973
GATS5i,1.0242070219409507
GATS5m,1.1631805856362825
GATS5p,1.006838988557285
GATS5s,1.4623860140067768
GATS5v,1.0485569603750227
GATS6Z,1.0111276176327744
GATS6c,0.7112089349097419
GATS6d,0.9428211057389111
GATS6i,1.0461733537347535
GATS6m,1.016101077049965
GATS6p,1.0853810923675888
GATS6s,1.1457380384458988
GATS6v,1.099627679569632
GATS7Z,0.8390415689252549
GATS7c,0.7300964260206672
GATS7d,0.8817366370119845
GATS7i,0.9428093762806468
GATS7m,0.840596115019127
GATS7p,0.9323432736617773
GATS7s,1.2238649977805718
GATS7v,0.895099987552782
GATS8Z,1.1126321512803055
GATS8c,1.3133336443369221
GATS8d,1.0805255161319152
GATS8i,0.8715058989088534
GATS8m,1.1023761692186609
GATS8p,0.8663108602748351
GATS8s,1.7323357449278387
GATS8v,0.886913800179741
MATS1Z,0.07583138732166292
MATS1c,-0.3555526836430688
MATS1d,0.579317697228145
MATS1i,-0.2422550288819503
MATS1m,0.07443133757028725
MATS1p,-0.12385578838344649
MATS1s,-0.0017802996362309676
MATS1v,-0.02879639814640093
MATS2Z,0.08460456582051452
MATS2c,-0.2232253512273981
MATS2d,0.18357033728992822
MATS2i,0.1393172754298333
MATS2m,0.0901997036307632
MATS2p,0.20324011171788475
MATS2s,-0.013309942044782301
MATS2v,0.19104708110357616
MATS3Z,0.10146760529769719
MATS3c,0.21862756982611595
MATS3d,-0.10149253731343291
MATS3i,0.062360939444624605
MATS3m,0.09937783358569427
MATS3p,0.026607734299525898
MATS3s,0.13208012143660391
MATS3v,0.05202924095417941
MATS4Z,-0.09727298627361698
MATS4c,-0.04645212477313426
MATS4d,-0.2353792263173927
MATS4i,-0.1991042387735138
MATS4m,-0.098851625967807
MATS4p,-0.18522528368218338
MATS4s,-0.10983844178071164
MATS4v,-0.14934748366220577
MATS5Z,-0.1654695143777592
MATS5c,-0.13614032061790646
MATS5d,-0.11791044776119404
MATS5i,-0.014577730743954123
MATS5m,-0.1644307258721679
MATS5p,-0.03529371459610027
MATS5s,-0.06037796771835016
MATS5v,-0.10189032280909602
MATS6Z,-0.03849754054694471
MATS6c,0.12367820401760095
MATS6d,0.011561908766029015
MATS6i,-0.05739079392075141
MATS6m,-0.042608748630483306
MATS6p,-0.09179463644973249
MATS6s,0.08267910542593897
MATS6v,-0.10841196812382696
MATS7Z,0.15994599560464878
MATS7c,0.06813735288958116
MATS7d,0.08168517020807295
MATS7i,-0.00021152298407001193
MATS7m,0.15959743211837926
MATS7p,0.04130780041452716
MATS7s,0.01725497249614935
MATS7v,0.10766633940306818
MATS8Z,-0.07084959064093506
MATS8c,-0.18778518479261536
MATS8d,-0.057020287782643654
MATS8i,0.10453569066212963
MATS8m,-0.06613244295123796
MATS8p,0.07239731667453803
MATS8s,-0.1957359400579336
MATS8v,0.049092068204131194
MAXssO,5.583987419382407
MINssO,5.338800802428702
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,47.95631673706193
SpAD_D,430.84477667948556
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.312106485822076
SssNH2,0
SsssAs,0
SsssCH,-1.2626551497677956
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,2079
TMWC10,157.04653735536323
TSRW10,73.39279667505448
VE1_Dt,5.959752480579689
VE2_Dt,0.16554868001610246
VE3_Dt,3.065962795572845
VR1_Dt,248.16892907703684
VR2_Dt,6.893581363251023
VR3_Dt,6.795043525372247
Xc-3dv,1.0692965960298118
Xc-4dv,0.0
Xc-5dv,0.2822978875668992
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2842309116361025
Xch-7d,0.6971659289877237
Xp-0dv,20.906501283696706
Xp-1dv,12.079351257516757
Xp-2dv,9.22413375510502
Xp-3dv,7.605119422137076
Xp-4dv,6.038547724244177
Xp-5dv,4.704896642031061
Xp-6dv,3.077280966948934
Xp-7dv,2.1782459980950484
Xpc-4d,7.151735593239286
Xpc-5d,12.827918916658536
Xpc-6d,22.346338472536576
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,5
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,70
nFRing,1
nHBAcc,7
nHBDon,0
nHRing,3
nSpiro,0
naRing,2
piPC10,7.319202458767849
AATS0dv,8.454545454545455
AATS0pe,6.3952409090909095
AATS0se,7.863835393939393
AATS1dv,7.685714285714286
AATS1pe,6.583735714285714
AATS1se,7.85654137142857
AATS2dv,6.417322834645669
AATS2pe,6.51427716535433
AATS2se,7.916575464566929
AATS3dv,6.16969696969697
AATS3pe,6.476179393939394
AATS3se,7.862652993939394
AATS4dv,4.831632653061225
AATS4pe,6.464227551020407
AATS4se,7.886058714285714
AATS5dv,4.263636363636364
AATS5pe,6.460331818181819
AATS5se,7.955290818181818
AATS6dv,4.098591549295775
AATS6pe,6.2439615023474175
AATS6se,7.746996732394367
AATS7dv,3.5665024630541873
AATS7pe,6.0956985221674875
AATS7se,7.640689635467981
AATS8dv,3.820359281437126
AATS8pe,6.41534491017964
AATS8se,7.949683592814371
AATSC0Z,7.696051423324151
AATSC0c,0.02856004557317179
AATSC0d,0.6767676767676767
AATSC0i,1.4054092932011972
AATSC0m,36.42603244628099
AATSC0p,0.22761426926467404
AATSC0s,1.7181983981226407
AATSC0v,49.074074184068536
AATSC1Z,0.5836022563295289
AATSC1c,-0.010154600848509578
AATSC1d,0.392063492063492
AATSC1i,-0.3404674689154174
AATSC1m,2.7112383173553765
AATSC1p,-0.028191344767098274
AATSC1s,-0.0030589079831503684
AATSC1v,-1.4131565788704528
AATSC2Z,0.6511210892026925
AATSC2c,-0.006375326204141769
AATSC2d,0.12423447069116353
AATSC2i,0.19579779359255853
AATSC2m,3.2856173310991097
AATSC2p,0.04626034951393705
AATSC2s,-0.022869121100450134
AATSC2v,9.375458630726653
AATSC3Z,0.7808999081726355
AATSC3c,0.006244013357785669
AATSC3d,-0.06868686868686874
AATSC3i,0.08764264382823252
AATSC3m,3.619940190633612
AATSC3p,0.0060562999993751905
AATSC3s,0.22693985307621672
AATSC3v,2.553286830326177
AATSC4Z,-0.7486179044620604
AATSC4c,-0.0013266748004913769
AATSC4d,-0.15929705215419504
AATSC4i,-0.2798229474880464
AATSC4m,-3.6007725348709703
AATSC4p,-0.04215991759466212
AATSC4s,-0.18872423471990568
AATSC4v,-7.329089492443049
AATSC5Z,-1.2734618916437095
AATSC5c,-0.0038881737611936276
