DLiP-ID,T004DU
BIC0,0.2431744006780196
BIC1,0.5730748096658772
BIC2,0.7817549113544083
BIC3,0.8686220513388843
BIC4,0.8777659608109345
BIC5,0.8777659608109345
CIC0,4.5668352319381595
CIC1,2.475316123064852
CIC2,1.1523155797728544
CIC3,0.6015909420916952
CIC4,0.5436199275989413
CIC5,0.5436199275989413
GGI1,8.0
GGI2,5.333333333333334
GGI3,2.8055555555555554
GGI4,2.3566666666666674
GGI5,1.302222222222222
GGI6,1.1233560090702948
GGI7,0.7534722222222223
GGI8,0.40617126480221716
GGI9,0.34188271604938275
JGI1,0.20512820512820515
JGI2,0.096969696969697
JGI3,0.046759259259259264
JGI4,0.03994350282485877
JGI5,0.022452107279693486
JGI6,0.020802889056857305
JGI7,0.01603132387706856
JGI8,0.00944584336749342
JGI9,0.00854706790123457
MIC0,14.531928092461182
MIC1,34.28522334283998
MIC2,41.001250188230955
MIC3,42.62875743460776
MIC4,42.68719221721645
MIC5,42.68719221721645
MPC2,55
MPC3,74
MPC4,92
MPC5,110
MPC6,111
MPC7,119
MPC8,129
MPC9,128
Mare,0.9873043478260867
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.1370519728190185
RPCG,0.09007096218449366
SIC0,0.25238324504526016
SIC1,0.5947767516395583
SIC2,0.8113594227335512
SIC3,0.9015161605149743
SIC4,0.9110063434393346
SIC5,0.9110063434393346
SaaN,0
SaaO,0
SaaS,0
Sare,68.12399999999998
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.854672883667291
SsSH,0
SssO,11.165840547650667
SssS,0
StCH,0
StsC,0
TIC0,106.37655651396065
TIC1,250.69137502621888
TIC2,341.9784125133667
TIC3,379.9784125133667
TIC4,383.9784125133667
TIC5,383.9784125133667
Vabc,466.32573717334856
WPol,60
apol,75.20616899999997
bpol,43.17183100000003
nRot,8
ABCGG,22.04156618985723
ATS0Z,1536.0
ATS0d,221.0
ATS0i,11272.158034475218
ATS0m,6053.057532000002
ATS0p,97.46174986001698
ATS0s,335.5347222222222
ATS0v,14489.007094903796
ATS1Z,1749.0
ATS1d,283.0
ATS1i,10581.907813432354
ATS1m,6606.857087
ATS1p,125.343533896
ATS1s,223.44444444444446
ATS1v,18456.622718909755
ATS2Z,2612.0
ATS2d,458.0
ATS2i,20205.74311621304
ATS2m,9661.581919000002
ATS2p,190.90209752788599
ATS2s,396.2083333333333
ATS2v,27492.76855003978
ATS3Z,3069.0
ATS3d,535.0
ATS3i,27396.527210618326
ATS3m,11103.405816
ATS3p,232.44913429037592
ATS3s,546.3333333333334
ATS3v,32463.69928937729
ATS4Z,3139.0
ATS4d,529.0
ATS4i,30969.98047713382
ATS4m,11205.458026999999
ATS4p,236.78382847771496
ATS4s,655.7361111111111
ATS4v,32936.81517822473
ATS5Z,3085.0
ATS5d,527.0
ATS5i,31920.08621194516
ATS5m,10939.655826000002
ATS5p,235.60167438711102
ATS5s,680.2777777777777
ATS5v,32837.807765376674
ATS6Z,2993.0
ATS6d,506.0
ATS6i,30871.34961519087
ATS6m,10512.216174000001
ATS6p,234.73292703346996
ATS6s,627.1944444444445
ATS6v,32146.06672092991
ATS7Z,2692.0
ATS7d,477.0
ATS7i,33040.9458348151
ATS7m,9352.721067
ATS7p,215.800977586695
ATS7s,660.7777777777778
ATS7v,28825.57132082512
ATS8Z,2314.0
ATS8d,425.0
ATS8i,27771.838748654256
ATS8m,8081.742375
ATS8p,193.317896841054
ATS8s,473.80555555555554
ATS8v,25993.833233366426
C1SP1,0
C1SP2,3
C1SP3,5
C2SP1,0
C2SP2,9
C2SP3,4
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.4444444444444444
GGI10,0.2895602489541883
JGI10,0.007825952674437522
JGT10,0.47390584833880506
Kier1,28.994082840236686
Kier2,13.375206611570247
Kier3,6.966398831263696
MAXdO,13.3685319342739
MID_C,55.764949536548556
MID_N,6.331016471498401
MID_O,10.921983407083971
MID_X,0.0
MID_h,17.252999878582372
MINdO,12.065211366048306
MPC10,126
MWC01,39.0
MWC02,5.241747015059643
MWC03,6.102558594613569
MWC04,6.9874902470009905
MWC05,7.868254265520613
MWC06,8.757626411267408
MWC07,9.645817254152318
MWC08,10.538237316715266
MWC09,11.43048906135776
MWC10,12.325281331131235
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,1.7973000000000001
SRW02,4.3694478524670215
SRW03,0.0
SRW04,5.700443573390687
SRW05,2.3978952727983707
SRW06,7.234898420314831
SRW07,4.59511985013459
SRW08,8.85978949474541
SRW09,6.6293632534374485
SRW10,10.532069544936274
SaaCH,15.106521137996184
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.348620321472767
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.226649463225524
SdssS,0
SsCH3,3.5965676636690977
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.599647262843511
SssPH,0
SssSe,0
SsssB,0
SsssN,3.766756493279101
SsssP,0
VE1_A,4.202962525563519
VE1_D,5.909508446211705
VE2_A,0.11674895904343109
VE2_D,0.16415301239476957
VE3_A,2.7167234853290734
VE3_D,3.057496500191156
VR1_A,1137.4636465556582
VR1_D,250.09151880948582
VR2_A,31.59621240432384
VR2_D,6.946986633596828
VR3_A,8.31749003670452
VR3_D,6.8027607715730625
WPath,4384
Xc-3d,2.5240502502036253
Xc-4d,0.08333333333333333
Xc-5d,0.8742275995918745
Xc-6d,0.10703808753134778
Xp-0d,25.708531534440656
Xp-1d,17.335372867802132
Xp-2d,15.52289095928349
Xp-3d,13.414714547841594
Xp-4d,10.658900572098148
Xp-5d,8.370025968981635
Xp-6d,5.416781686971914
Xp-7d,3.5361997829444367
ZMIC0,121.4408148334896
ZMIC1,57.04280665547165
ZMIC2,33.01826261969858
ZMIC3,27.361375253108456
ZMIC4,27.123199922280737
ZMIC5,27.123199922280737
nAcid,1
nAtom,69
nBase,1
nRing,4
piPC1,3.8918202981106265
piPC2,4.394449154672439
piPC3,4.882801922586371
piPC4,5.321789722733179
piPC5,5.764799176461976
piPC6,5.89129884832726
piPC7,6.222762262678061
piPC8,6.530923180624196
piPC9,6.787210621054826
AATS0Z,22.26086956521739
AATS0d,3.2028985507246377
AATS0i,163.364609195293
AATS0m,87.7254714782609
AATS0p,1.4124891284060432
AATS0s,4.8628220611916255
AATS0v,209.98561007106952
AATS1Z,24.291666666666668
AATS1d,3.9305555555555554
AATS1i,146.97094185322715
AATS1m,91.76190398611112
AATS1p,1.7408824152222222
AATS1s,3.103395061728395
AATS1v,256.3419822070799
AATS2Z,20.248062015503876
AATS2d,3.550387596899225
AATS2i,156.63366756754294
AATS2m,74.89598386821707
AATS2p,1.479861221146403
AATS2s,3.0713824289405682
AATS2v,213.12223682201378
AATS3Z,17.739884393063583
AATS3d,3.092485549132948
AATS3i,158.3614289631117
AATS3m,64.18153650867052
AATS3p,1.3436366143952365
AATS3s,3.157996146435453
AATS3v,187.6514409790595
AATS4Z,16.264248704663213
AATS4d,2.7409326424870466
AATS4i,160.46622008877628
AATS4m,58.05936801554404
AATS4p,1.2268592149104403
AATS4s,3.3975964306275186
AATS4v,170.6570734623043
AATS5Z,15.739795918367347
AATS5d,2.688775510204082
AATS5i,162.85758271400593
AATS5m,55.814570540816334
AATS5p,1.2020493591179133
AATS5s,3.470804988662131
AATS5v,167.5398355376361
AATS6Z,15.507772020725389
AATS6d,2.621761658031088
AATS6i,159.95517935332057
AATS6m,54.46744131606218
AATS6p,1.216232782556839
AATS6s,3.2497121473805413
AATS6v,166.55993119652803
AATS7Z,13.46
AATS7d,2.385
AATS7i,165.2047291740755
AATS7m,46.763605335
AATS7p,1.079004887933475
AATS7s,3.3038888888888893
AATS7v,144.1278566041256
AATS8Z,13.611764705882353
AATS8d,2.5
AATS8i,163.36375734502502
AATS8m,47.53966102941176
AATS8p,1.1371640990650236
AATS8s,2.7870915032679737
AATS8v,152.9049013727437
AMID_C,1.5490263760152376
AMID_N,0.17586156865273336
AMID_O,0.30338842797455473
AMID_X,0.0
AMID_h,0.4792499966272881
ATS0dv,514.0
ATS0pe,434.0138999999999
ATS0se,536.018448
ATS1dv,482.0
ATS1pe,469.91549999999995
ATS1se,562.2653399999999
ATS2dv,691.0
ATS2pe,830.6558
ATS2se,1010.394332
ATS3dv,783.0
ATS3pe,1096.7052
ATS3se,1346.813744
ATS4dv,751.0
ATS4pe,1215.8989000000001
ATS4se,1504.307308
ATS5dv,710.0
ATS5pe,1239.8473
ATS5se,1537.43184
ATS6dv,688.0
ATS6pe,1212.5603
ATS6se,1501.8073039999997
ATS7dv,628.0
ATS7pe,1229.1496
ATS7se,1541.817372
ATS8dv,475.0
ATS8pe,1035.37
ATS8se,1298.9457000000004
ATSC0Z,525.9130434782609
ATSC0c,1.6986696849353637
ATSC0d,42.434782608695656
ATSC0i,97.70383464032182
ATSC0m,2493.7014193043474
ATSC0p,15.491201227313216
ATSC0s,127.70772946859906
ATSC0v,3400.8941771880045
ATSC1Z,25.264650283553845
ATSC1c,-0.8368498754851552
ATSC1d,17.285444234404533
ATSC1i,-19.543780472617676
ATSC1m,119.70822755198546
ATSC1p,-1.042249572056351
ATSC1s,-5.428717706364208
ATSC1v,-25.171316812334226
ATSC2Z,31.55387523629487
ATSC2c,-0.3688777284830132
ATSC2d,-4.465028355387528
ATSC2i,21.273043006244926
ATSC2m,154.0903237788285
ATSC2p,2.4038881492960327
ATSC2s,19.10650336063852
ATSC2v,456.5494842519478
ATSC3Z,-22.810964083175826
ATSC3c,0.5835130195247796
ATSC3d,-13.075614366729683
ATSC3i,11.240136554886412
ATSC3m,-125.56972300945142
ATSC3p,-1.5382348243859474
ATSC3s,11.639899705944131
ATSC3v,-458.36041888133434
ATSC4Z,-34.98865784499056
ATSC4c,-0.044744680564778365
ATSC4d,-7.534971644612479
ATSC4i,-23.794504102549066
ATSC4m,-171.34842612665378
ATSC4p,-3.3404582365609827
ATSC4s,-16.999317370300354
ATSC4v,-554.095999666009
ATSC5Z,-75.6805293005671
ATSC5c,-0.27059221526697985
ATSC5d,-6.597353497164462
ATSC5i,27.666048954648343
ATSC5m,-339.6960907485821
ATSC5p,3.1369609783129175
ATSC5s,-3.2354022264230182
ATSC5v,335.52167480785795
ATSC6Z,-173.3364839319471
ATSC6c,-0.2249411122667203
ATSC6d,-8.013232514177696
ATSC6i,-39.10124242398102
ATSC6m,-835.9186937353493
ATSC6p,-6.633896386023372
ATSC6s,-13.289474375131272
ATSC6v,-1471.129055908911
ATSC7Z,45.17958412098299
ATSC7c,0.6284406120806029
ATSC7d,0.4064272211720238
ATSC7i,14.202034026678826
ATSC7m,211.31305556710748
ATSC7p,1.15379900842283
ATSC7s,12.597261604704897
ATSC7v,225.16656838753332
ATSC8Z,23.8374291115312
ATSC8c,-0.2900249405818547
ATSC8d,-2.143667296786389
ATSC8i,4.260993459431881
ATSC8m,132.29644430812837
ATSC8p,2.352400429469971
ATSC8s,-22.052759399285858
ATSC8v,582.8082805290059
AXp-0d,0.7141258759566849
AXp-1d,0.44449674020005464
AXp-2d,0.2822343810778816
AXp-3d,0.1812799263221837
AXp-4d,0.1158576149141103
AXp-5d,0.07609114517256031
AXp-6d,0.04879983501776499
AXp-7d,0.029715964562558293
GATS1Z,0.8081183862433863
GATS1c,1.5089626162134324
GATS1d,0.8346140710382514
GATS1i,1.452686769527145
GATS1m,0.8153825889581978
GATS1p,1.220296299475403
GATS1s,0.6232643814399406
GATS1v,1.060406473373761
GATS2Z,0.9030879578360199
GATS2c,1.2643140606929293
GATS2d,1.3974933282500952
GATS2i,1.048273692367883
GATS2m,0.9043090461756522
GATS2p,0.9516001346457796
GATS2s,0.5331537533434824
GATS2v,0.918196451401254
GATS3Z,0.9746001162186134
GATS3c,0.949598253690447
GATS3d,1.3384701032881645
GATS3i,1.0361166437752956
GATS3m,0.9783295673960771
GATS3p,1.0594857576740802
GATS3s,0.8387106014278617
GATS3v,1.0433783127266334
GATS4Z,1.0196527949118623
GATS4c,1.0822283660951784
GATS4d,1.1707084005775927
GATS4i,1.0950911243715866
GATS4m,1.0184867832539142
GATS4p,1.0700370891889601
GATS4s,1.3523639216499477
GATS4v,1.0325884753100065
GATS5Z,1.0726534661483642
GATS5c,1.201031370223289
GATS5d,1.1241740548678487
GATS5i,0.8971464943523304
GATS5m,1.0659042543308357
GATS5p,0.8906734056264815
GATS5s,1.2983193305693215
GATS5v,0.9173370281494394
GATS6Z,1.1087551744935165
GATS6c,1.1287167582703719
GATS6d,0.979741782043659
GATS6i,1.1462444751335619
GATS6m,1.1090965708609575
GATS6p,1.1525932289185887
GATS6s,1.179310616523569
GATS6v,1.1331787239435553
GATS7Z,0.9946321097883598
GATS7c,0.8488993397326832
GATS7d,0.9935245901639342
GATS7i,0.8827656488736987
GATS7m,0.9922813559252346
GATS7p,0.9182710835169711
GATS7s,1.3308964507953318
GATS7v,0.93880459866366
GATS8Z,0.9815310846560846
GATS8c,1.0882560274160196
GATS8d,1.0038934426229507
GATS8i,0.9282073181945175
GATS8m,0.9776957137395127
GATS8p,0.9110353912691093
GATS8s,1.0861932817612676
GATS8v,0.9135127699935796
MATS1Z,0.046037946428571376
MATS1c,-0.4721230606430643
MATS1d,0.39036885245901626
MATS1i,-0.1916962251810029
MATS1m,0.046004058003593
MATS1p,-0.06447676276988354
MATS1s,-0.04073771538272397
MATS1v,-0.0070929910454017985
MATS2Z,0.03209210040605387
MATS2c,-0.11615365466817869
MATS2d,-0.05628097598170039
MATS2i,0.11646016188184759
MATS2m,0.033051433144372346
MATS2p,0.08300199701289149
MATS2s,0.08002458155061924
MATS2v,0.07180490606366809
MATS3Z,-0.017299465547297933
MATS3c,0.13700758207932895
MATS3d,-0.12289751729366061
MATS3i,0.045884179069716174
MATS3m,-0.020083688250020857
MATS3p,-0.03960413492772292
MATS3s,0.03635256354680708
MATS3v,-0.05375476612614827
MATS4Z,-0.023785107739123294
MATS4c,-0.009417253417826666
MATS4d,-0.06348212010532576
MATS4i,-0.087067651612065
MATS4m,-0.024565604127765376
MATS4p,-0.07709260710197965
MATS4s,-0.04758894534874842
MATS4v,-0.058248356746493785
MATS5Z,-0.0506597728377065
MATS5c,-0.05607888643625062
MATS5d,-0.054731933757109406
MATS5i,0.09968471037373894
MATS5m,-0.04795557646328905
MATS5p,0.07128810008888428
MATS5s,-0.008918752574132102
MATS5v,0.034731255411265746
MATS6Z,-0.1178332408092771
MATS6c,-0.047342554054816195
MATS6d,-0.06751146691582437
MATS6i,-0.14307729794651877
MATS6m,-0.11984263980413111
MATS6p,-0.1531000633522233
MATS6s,-0.03720338034612155
MATS6v,-0.1546498262401578
MATS7Z,0.029637896825396824
MATS7c,0.12763635749233843
MATS7d,0.0033043032786885325
MATS7i,0.05014851010957267
MATS7m,0.029234856910411267
MATS7p,0.025695919384485053
MATS7s,0.03403126241228652
MATS7v,0.022841776911132813
MATS8Z,0.018396942110177412
MATS8c,-0.06929893806839044
MATS8d,-0.02050385728061716
MATS8i,0.017701066263651397
MATS8m,0.02153296769446998
MATS8p,0.06163484725055795
MATS8s,-0.07008836435408265
MATS8v,0.06955570620262712
MAXsOH,9.854672883667291
MAXssO,5.739979477812582
MINsOH,9.854672883667291
MINssO,5.425861069838084
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,46.45652660474672
SpAD_D,504.24876837379816
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.612554571136277
SssNH2,0
SsssAs,0
SsssCH,-1.198170771394978
SsssNH,0
SssssB,0
SssssC,-1.6693138094882531
SssssN,0
TMPC10,1019
TMWC10,153.8975014968188
TSRW10,86.31902726222462
VE1_Dt,5.891753314262625
VE2_Dt,0.16365981428507292
VE3_Dt,3.0544874752739846
VR1_Dt,253.53736917782444
VR2_Dt,7.042704699384013
VR3_Dt,6.816445070559358
Xc-3dv,1.2028872432095352
Xc-4dv,0.03608439182435161
Xc-5dv,0.16434307098048603
Xc-6dv,0.013953774096043994
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.125
Xch-6d,0.3943375672974064
Xch-7d,0.6242239677672204
Xp-0dv,20.7358889110182
Xp-1dv,12.218305221361181
Xp-2dv,9.34012322650513
Xp-3dv,6.939543680874916
Xp-4dv,4.763620580631057
Xp-5dv,3.2310287005332627
Xp-6dv,1.7851656871499788
Xp-7dv,1.0526283123052906
Xpc-4d,6.6423088004828035
Xpc-5d,10.14264943719562
Xpc-6d,15.581168373938445
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,72
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.992921856416649
AATS0dv,7.449275362318841
AATS0pe,6.290056521739129
AATS0se,7.768383304347827
AATS1dv,6.694444444444445
AATS1pe,6.526604166666666
AATS1se,7.809240833333332
AATS2dv,5.3565891472868215
AATS2pe,6.439192248062016
AATS2se,7.832514201550388
AATS3dv,4.526011560693641
AATS3pe,6.339336416184972
AATS3se,7.785050543352601
AATS4dv,3.8911917098445596
AATS4pe,6.299994300518136
AATS4se,7.794338383419689
AATS5dv,3.622448979591837
AATS5pe,6.325751530612244
AATS5se,7.84404
AATS6dv,3.564766839378238
AATS6pe,6.28269585492228
AATS6se,7.7813849948186515
AATS7dv,3.14
AATS7pe,6.145748
AATS7se,7.70908686
AATS8dv,2.7941176470588234
AATS8pe,6.090411764705881
AATS8se,7.640857058823532
AATSC0Z,7.621928166351607
AATSC0c,0.0246184012309473
AATSC0d,0.6149968494013863
AATSC0i,1.415997603482925
AATSC0m,36.14060027977315
AATSC0p,0.2245101627146843
AATSC0s,1.8508366589652037
AATSC0v,49.2883214085218
AATSC1Z,0.35089792060491454
AATSC1c,-0.011622914937293822
AATSC1d,0.24007561436672964
AATSC1i,-0.27144139545302326
AATSC1m,1.6626142715553536
AATSC1p,-0.014475688500782652
AATSC1s,-0.07539885703283622
AATSC1v,-0.34960162239353093
AATSC2Z,0.24460368400228583
AATSC2c,-0.002859517275062118
AATSC2d,-0.034612622909980836
AATSC2i,0.16490731012592966
AATSC2m,1.1944986339444068
AATSC2p,0.018634791855008007
AATSC2s,0.1481124291522366
AATSC2v,3.539143288774789
AATSC3Z,-0.13185528371777933
AATSC3c,0.003372907627310865
AATSC3d,-0.07558158593485366
AATSC3i,0.06497188760049949
AATSC3m,-0.7258365491875804
AATSC3p,-0.008891530776797383
AATSC3s,0.06728265725979267
AATSC3v,-2.6494821900655166
AATSC4Z,-0.1812883826165314
AATSC4c,-0.00023183772313356665
AATSC4d,-0.03904130385809575
AATSC4i,-0.12328758602357029
AATSC4m,-0.8878156794127139
