DLiP-ID,C001AK
AATSC5p,0.009091173729398909
AATSC5s,-0.22884280391697867
AATSC5v,1.2086789719015836
AATSC6Z,0.15137640449438192
AATSC6c,0.0028374293371823144
AATSC6d,-0.03550561797752809
AATSC6i,0.17307892195798344
AATSC6m,0.8169237966269843
AATSC6p,0.004005897776039345
AATSC6s,0.48528797011548075
AATSC6v,-2.6288814208299804
AATSC7Z,-0.09412921348314617
AATSC7c,-0.0006543567810275996
AATSC7d,-0.04449438202247191
AATSC7i,-0.2844307046764747
AATSC7m,-0.3420885037064969
AATSC7p,-0.035520795092997735
AATSC7s,0.09484243328651701
AATSC7v,-5.872932787398956
AATSC8Z,0.3882142857142856
AATSC8c,-0.001267624256916285
AATSC8d,-0.01619047619047618
AATSC8i,-0.4538716649051134
AATSC8m,1.978121409700333
AATSC8p,-0.030254707213976908
AATSC8s,-0.10612206514550257
AATSC8v,-2.545688760538474
ATS0are,265.47490000000005
ATS1are,263.85400000000004
ATS2are,468.525
ATS3are,550.013
ATS4are,592.8639999999999
ATS5are,547.9550000000002
ATS6are,537.678
ATS7are,513.3409999999999
ATS8are,498.65700000000004
ATSC0dv,193.89999999999998
ATSC0pe,9.361977499999998
ATSC0se,6.032011099999998
ATSC1dv,43.80249999999999
ATSC1pe,-0.1417994374999994
ATSC1se,-0.17135677750000003
ATSC2dv,81.62500000000001
ATSC2pe,5.672109375000002
ATSC2se,3.9036898750000004
ATSC3dv,21.872500000000006
ATSC3pe,0.38107256249999666
ATSC3se,-0.30095219749999974
ATSC4dv,-34.417500000000004
ATSC4pe,-2.4087826874999982
ATSC4se,-1.6483409075
ATSC5dv,-17.1775
ATSC5pe,-1.7299874375000022
ATSC5se,-1.1410862974999993
ATSC6dv,29.772499999999994
ATSC6pe,4.216147562499995
ATSC6se,3.4411765025
ATSC7dv,10.77249999999999
ATSC7pe,1.4225675624999927
ATSC7se,0.894753302500001
ATSC8dv,28.609999999999985
ATSC8pe,0.676772249999994
ATSC8se,0.12670149000000036
AXp-0dv,0.5559026347164046
AXp-1dv,0.306056553841831
AXp-2dv,0.1590819891625201
AXp-3dv,0.09132968204564115
AXp-4dv,0.050559681693733705
AXp-5dv,0.027906552281335196
AXp-6dv,0.0146095782900513
AXp-7dv,0.008243911685861294
BertzCT,566.707963548519
ECIndex,398
ETA_eta,16.50094386286851
GATS1dv,0.45623215386357063
GATS1pe,0.55817475658269
GATS1se,0.5939954376361695
GATS2dv,0.6651808737935608
GATS2pe,0.5367556465195825
GATS2se,0.5458743033716993
GATS3dv,0.7898488158497083
GATS3pe,0.6656271623013335
GATS3se,0.7209430747256886
GATS4dv,1.069473789282803
GATS4pe,1.081198545030994
GATS4se,1.1184317572282898
GATS5dv,0.9220552700048097
GATS5pe,0.8692451923308157
GATS5se,0.8681730924429298
GATS6dv,0.6745919070991071
GATS6pe,0.3345922315899843
GATS6se,0.2668578487227879
GATS7dv,0.6271331799665066
GATS7pe,0.35262681091285675
GATS7se,0.28378410583569624
GATS8dv,0.7901716643336035
GATS8pe,0.7107625346400218
GATS8se,0.6753334247487899
LogEE_A,3.9931506823995697
LogEE_D,108.2823241002804
MATS1dv,0.22039270934225585
MATS1pe,-0.014776890313413569
MATS1se,-0.02771502590610934
MATS2dv,0.240551094083843
MATS2pe,0.34620947947619596
MATS2se,0.36980699995254146
MATS3dv,0.05069797358768277
MATS3pe,0.018294058858369277
MATS3se,-0.022423601741505664
MATS4dv,-0.07634464056963185
MATS4pe,-0.11066418013887862
MATS4se,-0.11753357535810832
MATS5dv,-0.039815496230537
MATS5pe,-0.08305109084274404
MATS5se,-0.08502102626391109
MATS6dv,0.06900927734092055
MATS6pe,0.2024035820315606
MATS6se,0.2563980992838154
MATS7dv,0.024969432871108106
MATS7pe,0.06829285883940284
MATS7se,0.06666703841614907
MATS8dv,0.0702620398339841
MATS8pe,0.03442354993910177
MATS8se,0.010002309653764238
MAXaaCH,1.9488194444444444
MAXaasC,0.9978221450617286
MAXsCH3,1.8473992163440216
MAXssNH,3.053965293047634
MDEC-12,1.8860967620855758
MDEC-13,0.6977567595947369
MDEC-14,0.09999999999999998
MDEC-22,14.76854770235179
MDEC-23,14.80455053131548
MDEC-24,2.052950826042948
MDEC-33,2.102578844744821
MDEC-34,1.1110476136047163
MINaaCH,1.0371601001511717
MINaasC,-0.6746889172335602
MINsCH3,1.8473992163440216
MINssNH,3.053965293047634
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.392857142857143
SM1_Dzi,1.4594933518855733
SM1_Dzm,1.495132676333295
SM1_Dzp,-7.595090086111633
SM1_Dzv,-2.3582981022035767
SddssSe,0
SpAD_Dt,301.15666009437905
SpAbs_A,27.653982734846416
SpAbs_D,216.5646482005609
SpMAD_A,1.2569992152202916
SpMAD_D,9.843847645480038
SpMax_A,2.3485658791074986
SpMax_D,108.2823241002804
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,21.259999999999998
TpiPC10,7.664610557849039
VAdjMat,5.523561956057013
VE1_DzZ,4.607416506925301
VE1_Dzi,4.6128126322131235
VE1_Dzm,4.608010000311973
VE1_Dzp,4.591689410729863
VE1_Dzv,4.6025113607902215
VE2_DzZ,0.20942802304205912
VE2_Dzi,0.20967330146423288
VE2_Dzm,0.20945500001418058
VE2_Dzp,0.20871315503317558
VE2_Dzv,0.20920506185410098
VE3_DzZ,2.3161246496388186
VE3_Dzi,2.3172951467755984
VE3_Dzm,2.316253453962097
VE3_Dzp,2.3127053800578685
VE3_Dzv,2.315059462881805
VR1_DzZ,117.45951856979204
VR1_Dzi,116.97020975974064
VR1_Dzm,117.38346056428564
VR1_Dzp,118.78483691195322
VR1_Dzv,117.89639272874791
VR2_DzZ,5.339069025899638
VR2_Dzi,5.316827716351847
VR2_Dzm,5.335611843831166
VR2_Dzp,5.3993107687251465
VR2_Dzv,5.358926942215814
VR3_DzZ,5.554551111776585
VR3_Dzi,5.550376645303389
VR3_Dzm,5.553903376779814
VR3_Dzp,5.565771123725452
VR3_Dzv,5.558263571415337
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05985279273275698
Xch-7dv,0.04374763769807027
Xpc-4dv,0.8475386876928415
Xpc-5dv,0.9934148444253673
Xpc-6dv,1.1596498994463817
Zagreb1,108.0
Zagreb2,121.0
fragCpx,67.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,0
nBondsM,12
nBondsO,23
nBondsS,29
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,6.636872500000001
AATS1are,6.435463414634147
AATS2are,6.693214285714285
AATS3are,6.179921348314607
AATS4are,6.374881720430107
AATS5are,6.15679775280899
AATS6are,6.041325842696629
AATS7are,5.76787640449438
AATS8are,5.936392857142858
AATSC0dv,4.847499999999999
AATSC0pe,0.23404943749999996
AATSC0se,0.15080027749999997
AATSC1dv,1.0683536585365851
AATSC1pe,-0.003458522865853644
AATSC1se,-0.004179433597560976
AATSC2dv,1.1660714285714289
AATSC2pe,0.08103013392857145
AATSC2se,0.05576699821428572
AATSC3dv,0.2457584269662922
AATSC3pe,0.004281714185393221
AATSC3se,-0.0033814853651685365
AATSC4dv,-0.37008064516129036
AATSC4pe,-0.025900889112903207
AATSC4se,-0.017724095779569893
AATSC5dv,-0.19300561797752808
AATSC5pe,-0.01943806109550564
AATSC5se,-0.012821194353932577
AATSC6dv,0.3345224719101123
AATSC6pe,0.04737244452247186
AATSC6se,0.038664904522471906
AATSC7dv,0.12103932584269651
AATSC7pe,0.015983905196629133
AATSC7se,0.010053407893258438
AATSC8dv,0.3405952380952379
AATSC8pe,0.008056812499999929
AATSC8se,0.0015083510714285757
AETA_eta,0.7500429028576595
ATSC0are,10.601377499999995
ATSC1are,-0.22230693749999975
ATSC2are,6.782879374999999
ATSC3are,0.10072006249999818
ATSC4are,-2.7447776874999987
ATSC5are,-1.9572799375000003
ATSC6are,5.157802562499996
ATSC7are,1.5953800624999959
ATSC8are,0.5139322499999971
BCUTZ-1h,9.014089289944884
BCUTZ-1l,5.6938151076149985
BCUTc-1h,0.5019028832128578
BCUTc-1l,-0.5182686600640795
BCUTd-1h,4.022098128430217
BCUTd-1l,0.9871441822014755
BCUTi-1h,17.430696755817053
BCUTi-1l,10.954222623243224
BCUTm-1h,19.00560450620083
BCUTm-1l,11.70504663159005
BCUTp-1h,1.9895422237742182
BCUTp-1l,0.526991064078232
BCUTs-1h,8.007384529767762
BCUTs-1l,1.2190293660861595
BCUTv-1h,20.897197320636312
BCUTv-1l,13.302790853691988
BalabanJ,1.8221990469885327
Diameter,11
ETA_beta,25.75
GATS1are,0.5660231993206636
GATS2are,0.5255224076844193
GATS3are,0.6654579886731329
GATS4are,1.0794353481802932
GATS5are,0.8584072624715275
GATS6are,0.29457831824743325
GATS7are,0.32328303615430887
GATS8are,0.7032489073101247
HybRatio,0.29411764705882354
Lipinski,True
LogEE_Dt,150.57833004718952
MATS1are,-0.020458173201847646
MATS2are,0.3656063630814555
MATS3are,0.004269958674731083
MATS4are,-0.1113581270934605
MATS5are,-0.08297755422863631
MATS6are,0.2186615382044413
MATS7are,0.06763505470784431
MATS8are,0.023084702233944748
MAXssCH2,0.7501940822625349
MAXsssCH,-0.2033456160241882
MAXssssC,-4.329868979425258
MINssCH2,0.723745630196523
MINsssCH,-0.2033456160241882
MINssssC,-4.329868979425258
NsssssAs,0
RotRatio,0.2608695652173913
SM1_Dzpe,1.4977945879950552
SM1_Dzse,1.3292577933310232
SMR_VSA1,17.908108096824506
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,18.701086528117788
SMR_VSA6,13.592428388589765
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,169.56537598472732
SpAD_Dzi,171.3964318251103
SpAD_Dzm,169.1425908238178
SpAD_Dzp,270.74578635154455
SpAD_Dzv,216.3788660706076
SpAbs_Dt,301.15666009437916
SpDiam_A,4.697131758214999
SpDiam_D,159.7761492237075
SpMAD_Dt,13.688939095199048
SpMax_Dt,150.57833004718952
SsssssAs,0
VE1_Dzpe,4.6080230560785935
VE1_Dzse,4.607066688109838
VE2_Dzpe,0.2094555934581179
VE2_Dzse,0.20941212218681082
VE3_Dzpe,2.316256287234621
VE3_Dzse,2.3160487216007017
VMcGowan,223.99999999999972
VR1_Dzpe,117.39935845758272
VR1_Dzse,117.50170126960072
VR2_Dzpe,5.336334475344669
VR2_Dzse,5.340986421345487
VR3_Dzpe,5.554038803157158
VR3_Dzse,5.5549101727338845
mZagreb1,7.756944444444445
mZagreb2,4.944444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,35
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2650344374999999
AATSC1are,-0.005422120426829262
AATSC2are,0.09689827678571428
AATSC3are,0.0011316860955055976
AATSC4are,-0.029513738575268803
AATSC5are,-0.02199190941011236
AATSC6are,0.05795283778089883
AATSC7are,0.017925618679775233
AATSC8are,0.006118241071428537
AETA_beta,1.1704545454545454
BCUTdv-1h,7.014083578002198
BCUTdv-1l,0.9959578035763794
BCUTpe-1h,4.007133542326594
BCUTpe-1l,2.2429930857072398
BCUTse-1h,4.030566925255641
BCUTse-1l,2.4389743661085297
ETA_alpha,10.09047619047619
ETA_dBeta,-0.75
ETA_eta_B,0.4108636990836345
ETA_eta_F,20.004723613346876
ETA_eta_L,5.008795743487619
ETA_eta_R,36.505667476215386
ETA_psi_1,0.5068165510643386
LabuteASA,127.47322151943769
LogEE_DzZ,84.84599968067535
LogEE_Dzi,85.76455651945906
LogEE_Dzm,84.63925598810587
LogEE_Dzp,133.64673633801965
LogEE_Dzv,107.65345619389385
PEOE_VSA1,10.05365155780638
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,43.4213481541332
PEOE_VSA8,6.4208216229260096
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.6421137454743553
SpAD_Dzpe,168.5942317543633
SpAD_Dzse,169.9300928125967
SpAbs_DzZ,168.2991422184936
SpAbs_Dzi,170.0696196870325
SpAbs_Dzm,167.7833792998786
SpAbs_Dzp,274.888562762151
SpAbs_Dzv,217.6652104899914
SpDiam_Dt,208.79156837651715
SpMAD_DzZ,7.707517090214878
SpMAD_Dzi,7.790746901141378
SpMAD_Dzm,7.68829958290081
SpMAD_Dzp,12.306626652342935
SpMAD_Dzv,9.835403003209436
SpMax_DzZ,84.84599968067535
SpMax_Dzi,85.76455651945906
SpMax_Dzm,84.63925598810587
SpMax_Dzp,133.64673633801965
SpMax_Dzv,107.65345619389385
VE1_Dzare,4.608171538596195
VE2_Dzare,0.2094623426634634
VE3_Dzare,2.316288509322835
VR1_Dzare,117.3850201597492
VR2_Dzare,5.335682734534054
VR3_Dzare,5.553916663022147
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45865800865800865
AETA_dBeta,-0.03409090909090909
AETA_eta_B,0.01867562268561975
AETA_eta_F,0.9093056187884944
AETA_eta_L,0.22767253379489177
AETA_eta_R,1.6593485216461539
BCUTare-1h,4.124515478046467
BCUTare-1l,2.1931543113428345
ETA_beta_s,13.25
ETA_dPsi_A,0.20718344893566132
ETA_dPsi_B,0.0
ETA_eta_BR,0.5828636990836344
ETA_eta_FL,5.494554119801842
ETA_eta_RL,10.503349863289461
LogEE_Dzpe,84.36519744936325
LogEE_Dzse,85.02546721508612
PEOE_VSA10,11.853478221032208
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,13.592428388589765
SlogP_VSA3,6.176298517443475
SlogP_VSA4,0.0
SlogP_VSA5,23.651690994068304
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,166.70001214092284
SpAbs_Dzpe,167.23260031073147
SpAbs_Dzse,168.7216766368412
SpDiam_DzZ,123.45344974861597
SpDiam_Dzi,125.76183521831106
SpDiam_Dzm,123.2296584478476
SpDiam_Dzp,200.90649607096958
SpDiam_Dzv,159.78642201145288
SpMAD_Dzpe,7.663374170652878
SpMAD_Dzse,7.724095127845305
SpMax_Dzpe,84.36519744936325
SpMax_Dzse,85.02546721508612
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6022727272727273
AETA_eta_BR,0.026493804503801566
AETA_eta_FL,0.24975245999099283
AETA_eta_RL,0.4774249937858846
DetourIndex,1604
EState_VSA1,11.73975000914047
EState_VSA2,6.103966387748303
EState_VSA3,5.749511833283905
EState_VSA4,30.6617636574588
EState_VSA5,12.13273413692322
EState_VSA6,0.0
EState_VSA7,37.37950732498524
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
ETA_beta_ns,12.5
ETA_shape_p,0.13449740443605476
ETA_shape_x,0.049551675318546484
ETA_shape_y,0.19820670127418594
GhoseFilter,True
LogEE_Dzare,83.42464760434662
SlogP_VSA10,13.171245143024459
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,165.207181463219
SpDiam_Dzpe,122.77721111633903
SpDiam_Dzse,123.68038380282671
SpMAD_Dzare,7.577273279132856
SpMax_Dzare,83.42464760434662
TopoPSA(NO),21.259999999999998
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.69359203246649
VSA_EState9,22.88974130086684
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5681818181818182
EState_VSA10,13.171245143024459
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04134199134199135
FilterItLogS,-5.460459840276
SpDiam_Dzare,121.29283756815562
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6327380952380955
ETA_epsilon_2,0.9049783549783549
ETA_epsilon_3,0.43750000000000033
ETA_epsilon_4,0.5559523809523813
ETA_epsilon_5,0.8786749482401656
AETA_beta_ns_d,0.022727272727272728
ETA_dEpsilon_A,0.1952380952380952
ETA_dEpsilon_B,0.07678571428571423
ETA_dEpsilon_C,-0.11845238095238098
ETA_dEpsilon_D,0.026303406738189317
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.6363636363636364
MDEDescriptor,"0.0,1.8860967620855758,0.6977567595947369,0.09999999999999998,14.76854770235179,14.80455053131548,2.052950826042948,2.102578844744821,1.1110476136047163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,45.49527399999998
BCUTDescriptor,"11.849999999999996,19.00041214740458,-0.33761104541069664,0.41669705351687936,3.5036962890624963,10.167759967743022"
BPolDescriptor,25.862725999999995
TPSADescriptor,21.259999999999998
ALOGPDescriptor,"3.8102999999999994,14.518386089999995,78.3386"
XLogPDescriptor,4.647
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,309.134049
ChiPathDescriptor,"16.001789232183626,10.503349863289461,9.619775308331546,6.95254590285081,5.3102162327738345,4.207343877692916,2.8034332720323247,1.9048870254109864,12.2298579637609,7.0393007383621145,4.931541664038124,3.287868553643083,2.1235066311368156,1.423234166348095,0.7450884927926159,0.428683407664787"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.1595177968644246,0.0,0.0,0.0,0.05985279273275698,0.04374763769807027"
AtomCountDescriptor,40
BondCountDescriptor,23
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.04782044964711,0.2886751345948129,0.5163460352255528,0.14433756729740646,0.4650734127762405,0.01349873117890097,0.06349206349206349,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,2,2,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"43.94639710630527,1.9975635048320577,13.021945871976044,3.147799257402608,2.7331365298046517"
FractionalPSADescriptor,0.06877275430763047
WienerNumbersDescriptor,"1148.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.1895909395575543,4.155017788614365,4.868845901167067,0.8475386876928415,0.9934148444253673,1.0452625685316859"
FractionalCSP3Descriptor,0.29411764705882354
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,2,0,0,9,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.340264650283554,8.74089490114464,5.864197530864198"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1219.05
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.29411764705882354
AutocorrelationDescriptorMass,"27.640581753945373,25.74190315520149,38.74603759341413,35.31735248799421,32.206630130795695"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.47147648561356814,-0.2802844781618093,0.04646012760348763,-0.024467092608965194,0.08969421499903896"
EccentricConnectivityIndexDescriptor,398
AutocorrelationDescriptorPolarizability,"1179.3955781656105,1328.3263100427075,1724.0145992178495,1720.2323326242529,1524.8646996488344"
