DLiP-ID,C001SV
AATSC5c,-0.002651121537145024
AATSC5d,-0.18352941176470589
AATSC5i,-0.3311577451949132
AATSC5m,5.860300102941185
AATSC5p,-0.034673841380952586
AATSC5s,-0.677972264808987
AATSC5v,-1.4159509824599343
AATSC6Z,-3.086783625730995
AATSC6c,0.010386701787221099
AATSC6d,-0.24421052631578943
AATSC6i,-0.5479726774545538
AATSC6m,-14.18995829385965
AATSC6p,-0.11597431992829828
AATSC6s,0.6324183572786563
AATSC6v,-19.433974622866206
AATSC7Z,-3.0976832151300235
AATSC7c,-0.010520136878808836
AATSC7d,0.061276595744680896
AATSC7i,0.473152117443471
AATSC7m,-14.59110183510641
AATSC7p,0.05449906712869953
AATSC7s,-0.9365466473390476
AATSC7v,-5.443084373487039
AATSC8Z,0.8069135802469142
AATSC8c,0.003344222594612466
AATSC8d,0.1955555555555556
AATSC8i,-0.13314294743430485
AATSC8m,4.863964749999961
AATSC8p,-0.025977824231592717
AATSC8s,0.5702525021592236
AATSC8v,12.721523016829451
ATS0are,197.45340000000004
ATS1are,210.05800000000002
ATS2are,337.623
ATS3are,415.0090000000001
ATS4are,459.25290000000007
ATS5are,449.8636000000001
ATS6are,379.52199999999993
ATS7are,292.347
ATS8are,143.859
ATSC0dv,130.60740740740738
ATSC0pe,4.081319999999999
ATSC0se,2.981524966666665
ATSC1dv,41.66320987654319
ATSC1pe,-0.35966800000000154
ATSC1se,-0.34954003111111087
ATSC2dv,41.76938271604937
ATSC2pe,1.6970319999999977
ATSC2se,1.0186267244444445
ATSC3dv,-15.705185185185183
ATSC3pe,-2.000672000000002
ATSC3se,-1.6579749633333316
ATSC4dv,0.7881481481481476
ATSC4pe,1.5600239999999974
ATSC4se,1.139021076666667
ATSC5dv,-93.79160493827158
ATSC5pe,-2.0107520000000023
ATSC5se,-1.0882253244444433
ATSC6dv,-41.19111111111111
ATSC6pe,0.6526319999999981
ATSC6se,0.39896646333333424
ATSC7dv,-99.38123456790123
ATSC7pe,-3.7316479999999954
ATSC7se,-1.9985533811111105
ATSC8dv,63.76444444444445
ATSC8pe,1.5115920000000052
ATSC8se,0.6853948633333313
AXp-0dv,0.5680402476710447
AXp-1dv,0.3068681522555608
AXp-2dv,0.16693529364390916
AXp-3dv,0.08936571874701278
AXp-4dv,0.04770892471057295
AXp-5dv,0.02373271918358717
AXp-6dv,0.012786689679219107
AXp-7dv,0.007451060994666694
BertzCT,796.8118884239747
ECIndex,267
ETA_eta,15.210062590809404
GATS1dv,0.41478207236842113
GATS1pe,0.7587055934109552
GATS1se,0.8400266840797544
GATS2dv,0.6613739878542512
GATS2pe,0.5581610003249327
GATS2se,0.6553071971807525
GATS3dv,0.9931077694235593
GATS3pe,1.218662877354183
GATS3se,1.328563489681007
GATS4dv,0.9500143020594968
GATS4pe,0.8454516420305623
GATS4se,0.8894175133149584
GATS5dv,1.3142777670278638
GATS5pe,1.3039823188691544
GATS5se,1.2906436743803091
GATS6dv,1.1363833102493075
GATS6pe,1.0116861486677597
GATS6se,1.034013165961226
GATS7dv,1.6112297032474805
GATS7pe,1.764616568565322
GATS7se,1.5341142743312368
GATS8dv,0.5482456140350878
GATS8pe,0.2336671396436372
GATS8se,0.1465870980383626
LogEE_A,3.941951975038061
LogEE_D,72.84477348522724
MATS1dv,0.2990585299455535
MATS1pe,-0.08261757225603518
MATS1se,-0.10990811173150328
MATS2dv,0.1845050083763786
MATS2pe,0.23988732152267453
MATS2se,0.19710358647761933
MATS3dv,-0.05726060841759571
MATS3pe,-0.23342961404176923
MATS3se,-0.2648013671286671
MATS4dv,0.0026236881559220373
MATS4pe,0.16618919965791096
MATS4se,0.16609840957532734
MATS5dv,-0.3168170171880004
MATS5pe,-0.21735528470892665
MATS5se,-0.16102478201947987
MATS6dv,-0.16599006590887386
MATS6pe,0.08416162572789895
MATS6se,0.07042783524216704
MATS7dv,-0.4856909101440322
MATS7pe,-0.5836109343848073
MATS7se,-0.4278590269019893
MATS8dv,0.542460677555959
MATS8pe,0.4115204558002491
MATS8se,0.25542293177559944
MAXaaCH,1.8804199735449736
MAXaasC,0.8520398715041574
MAXdssC,0.2325028344671205
MAXsCH3,1.6576425107079868
MAXsNH2,5.807863756613757
MDEC-12,0.8699389867440919
MDEC-13,2.1840966901672534
MDEC-22,2.981760446669383
MDEC-23,12.53079851328019
MDEC-33,12.762452784607659
MDEN-11,0.25
MDEO-12,0.7071067811865476
MDEO-22,0.25
MINaaCH,1.6094784580498867
MINaasC,0.3229629629629631
MINdssC,0.030925925925926245
MINsCH3,1.6576425107079868
MINsNH2,5.807863756613757
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6607142857142856
SM1_Dzi,0.883001233280407
SM1_Dzm,1.6581557966933946
SM1_Dzp,-3.8591084983466093
SM1_Dzv,-1.6780538154894666
SddssSe,0
SpAD_Dt,354.88746888240144
SpAbs_A,25.33212481946411
SpAbs_D,145.68954697045461
SpMAD_A,1.2666062409732055
SpMAD_D,7.284477348522728
SpMax_A,2.517217385394931
SpMax_D,72.84477348522724
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,117.49
TpiPC10,8.560608819559054
VAdjMat,5.459431618637297
VE1_DzZ,4.4131965530364585
VE1_Dzi,4.411781186778274
VE1_Dzm,4.413200957002743
VE1_Dzp,4.403513408754603
VE1_Dzv,4.409399956439209
VE2_DzZ,0.22065982765182293
VE2_Dzi,0.2205890593389137
VE2_Dzm,0.22066004785013713
VE2_Dzp,0.22017567043773015
VE2_Dzv,0.22046999782196047
VE3_DzZ,2.177746449406022
VE3_Dzi,2.1774256857028043
VE3_Dzm,2.177747447314009
VE3_Dzp,2.1755499048407376
VE3_Dzv,2.1768857964616144
VR1_DzZ,106.46965231569774
VR1_Dzi,106.64124152806049
VR1_Dzm,106.46960999118261
VR1_Dzp,108.01594131530362
VR1_Dzv,107.32989886304898
VR2_DzZ,5.323482615784887
VR2_Dzi,5.332062076403025
VR2_Dzm,5.32348049955913
VR2_Dzp,5.400797065765181
VR2_Dzv,5.366494943152449
VR3_DzZ,5.361007170319916
VR3_Dzi,5.3626174985987545
VR3_Dzm,5.361006772793273
VR3_Dzp,5.375426001562983
VR3_Dzv,5.36905443875394
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.11785113019775792
Xch-6dv,0.09750416429341666
Xch-7dv,0.14241350869288516
Xpc-4dv,1.4909452318585659
Xpc-5dv,2.315245445428565
Xpc-6dv,3.221523291297535
Zagreb1,108.0
Zagreb2,131.0
fragCpx,104.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,2
nBondsM,14
nBondsO,22
nBondsS,18
nBondsT,1
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.581780000000001
AATS1are,6.564312500000001
AATS2are,6.49275
AATS3are,6.587444444444446
AATS4are,6.655839130434783
AATS5are,6.615641176470589
AATS6are,6.658280701754385
AATS7are,6.2201489361702125
AATS8are,5.328111111111111
AATSC0dv,4.353580246913579
AATSC0pe,0.13604399999999997
AATSC0se,0.0993841655555555
AATSC1dv,1.3019753086419747
AATSC1pe,-0.011239625000000048
AATSC1se,-0.010923125972222215
AATSC2dv,0.8032573599240264
AATSC2pe,0.03263523076923072
AATSC2se,0.019588975470085472
AATSC3dv,-0.24928865373309814
AATSC3pe,-0.031756698412698445
AATSC3se,-0.026317062910052882
AATSC4dv,0.011422436929683298
AATSC4pe,0.022609043478260833
AATSC4se,0.0165075518357488
AATSC5dv,-1.3792883079157585
AATSC5pe,-0.02956988235294121
AATSC5se,-0.016003313594771224
AATSC6dv,-0.7226510721247563
AATSC6pe,0.011449684210526282
AATSC6se,0.0069994116374269165
AATSC7dv,-2.1144943525085367
AATSC7pe,-0.07939676595744671
AATSC7se,-0.04252241236406618
AATSC8dv,2.3616460905349794
AATSC8pe,0.05598488888888908
AATSC8se,0.02538499493827153
AETA_eta,0.7605031295404702
ATSC0are,4.514519999999998
ATSC1are,-0.4502880000000004
ATSC2are,1.861671999999999
ATSC3are,-2.1173520000000017
ATSC4are,1.8193639999999969
ATSC5are,-2.716032000000002
ATSC6are,1.0290719999999975
ATSC7are,-3.802007999999998
ATSC8are,1.5437520000000045
BCUTZ-1h,16.004502875227082
BCUTZ-1l,5.708123591613801
BCUTc-1h,0.5095859620332096
BCUTc-1l,-0.5038396685137999
BCUTd-1h,3.2757518238600474
BCUTd-1l,0.9113370100891525
BCUTi-1h,14.563291504420278
BCUTi-1l,10.311403217844518
BCUTm-1h,32.06224575506364
BCUTm-1l,11.722533267836265
BCUTp-1h,2.9363799883400135
BCUTp-1l,0.7206026870051595
BCUTs-1h,7.008283555063505
BCUTs-1l,0.6099984051244434
BCUTv-1h,24.440717481962846
BCUTv-1l,14.698065985884288
BalabanJ,1.8669768164570126
Diameter,8
ETA_beta,26.75
GATS1are,0.7920041887066621
GATS2are,0.5715317123755894
GATS3are,1.2319517102417608
GATS4are,0.8559184297699904
GATS5are,1.3706276049932478
GATS6are,0.9922501912348007
GATS7are,1.6957041779706181
GATS8are,0.1555610194070096
HybRatio,0.15384615384615385
Lipinski,True
LogEE_Dt,177.4437344412007
MATS1are,-0.09350827995002803
MATS2are,0.23790824682613837
MATS3are,-0.22333777614073222
MATS4are,0.17521858937095314
MATS5are,-0.2654212212515854
MATS6are,0.11997218798571321
MATS7are,-0.5375573963613577
MATS8are,0.37994736982004856
MAXsssCH,-0.5272222222222227
MINsssCH,-0.5272222222222227
NsssssAs,0
RotRatio,0.045454545454545456
SM1_Dzpe,1.1101591187270503
SM1_Dzse,1.0973664910406058
SMR_VSA1,9.154013890853395
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,12.841643245852017
SMR_VSA6,0.0
SMR_VSA7,61.65633776798529
SMR_VSA8,0.0
SMR_VSA9,11.818733146076179
SpAD_DzZ,104.50540607958376
SpAD_Dzi,111.3582496215687
SpAD_Dzm,104.52259680109697
SpAD_Dzp,129.62364121166016
SpAD_Dzv,122.26163609902872
SpAbs_Dt,354.8874688824013
SpDiam_A,5.0225335201934715
SpDiam_D,98.33584645659161
SpMAD_Dt,17.744373444120072
SpMax_Dt,177.4437344412007
SsssssAs,0
VE1_Dzpe,4.411187221309714
VE1_Dzse,4.411565206082258
VE2_Dzpe,0.22055936106548568
VE2_Dzse,0.22057826030411293
VE3_Dzpe,2.177291044969213
VE3_Dzse,2.1773767290628987
VMcGowan,195.0599999999998
VR1_Dzpe,106.707773287617
VR1_Dzse,106.6965176583259
VR2_Dzpe,5.33538866438085
VR2_Dzse,5.334825882916295
VR3_Dzpe,5.363241188019309
VR3_Dzse,5.363135701580854
mZagreb1,6.888888888888889
mZagreb2,4.416666666666667
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,25
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.15048399999999995
AATSC1are,-0.014071500000000013
AATSC2are,0.035801384615384596
AATSC3are,-0.03360876190476193
AATSC4are,0.026367594202898505
AATSC5are,-0.03994164705882356
AATSC6are,0.01805389473684206
AATSC7are,-0.08089378723404252
AATSC8are,0.057176000000000164
AETA_beta,1.3375
BCUTdv-1h,6.038777114280873
BCUTdv-1l,0.6503256204849615
BCUTpe-1h,3.5222185321891253
BCUTpe-1l,2.248381068491988
BCUTse-1h,3.7347676718194514
BCUTse-1l,2.4456124303445326
ETA_alpha,9.633333333333335
ETA_dBeta,1.25
ETA_eta_B,0.300821359442903
ETA_eta_F,18.24959876201837
ETA_eta_L,4.436754916484478
ETA_eta_R,33.45966135282777
ETA_psi_1,0.5547024952015358
LabuteASA,118.07049151428315
LogEE_DzZ,52.15719421537723
LogEE_Dzi,55.72327487244837
LogEE_Dzm,52.16509975095194
LogEE_Dzp,64.2538423610294
LogEE_Dzv,61.04691535873988
PEOE_VSA1,14.887681368015581
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,5.261891554738487
PEOE_VSA5,11.336785877934737
PEOE_VSA6,6.06636706846161
PEOE_VSA7,18.37016703861815
PEOE_VSA8,10.94351426216291
PEOE_VSA9,11.48135753785839
SM1_Dzare,1.2038881980944245
SpAD_Dzpe,108.9006892706069
SpAD_Dzse,108.81554720082872
SpAbs_DzZ,103.32117249014345
SpAbs_Dzi,110.64963084846983
SpAbs_Dzm,103.33979144321162
SpAbs_Dzp,132.4218105766774
SpAbs_Dzv,123.77188453296924
SpDiam_Dt,235.84102223140104
SpMAD_DzZ,5.225270303979189
SpMAD_Dzi,5.5679124810784355
SpMAD_Dzm,5.226129840054848
SpMAD_Dzp,6.4811820605830075
SpMAD_Dzv,6.113081804951436
SpMax_DzZ,52.15719421537723
SpMax_Dzi,55.72327487244837
SpMax_Dzm,52.16509975095194
SpMax_Dzp,64.2538423610294
SpMax_Dzv,61.04691535873988
VE1_Dzare,4.410716425697906
VE2_Dzare,0.2205358212848953
VE3_Dzare,2.177184311631128
VR1_Dzare,106.71566660878476
VR2_Dzare,5.335783330439238
VR3_Dzare,5.3633151566628205
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48166666666666674
AETA_dBeta,0.0625
AETA_eta_B,0.01504106797214515
AETA_eta_F,0.9124799381009184
AETA_eta_L,0.22183774582422391
AETA_eta_R,1.6729830676413886
BCUTare-1h,3.5740751221816027
BCUTare-1l,2.196018006981517
ETA_beta_s,12.75
ETA_dPsi_A,0.15929750479846416
ETA_dPsi_B,0.0
ETA_eta_BR,0.558821359442903
ETA_eta_FL,5.176637286445715
ETA_eta_RL,9.613392202930193
LogEE_Dzpe,54.485464993134634
LogEE_Dzse,54.44596943601725
PEOE_VSA10,23.152085095019885
PEOE_VSA11,0.0
PEOE_VSA12,5.883099654642741
PEOE_VSA13,0.0
SlogP_VSA1,16.09611675004022
SlogP_VSA2,0.0
SlogP_VSA3,0.0
SlogP_VSA4,18.254850067221383
SlogP_VSA5,22.118752150434126
SlogP_VSA6,44.24705628168792
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,108.39016730869058
SpAbs_Dzpe,108.0126707023515
SpAbs_Dzse,107.9376540079962
SpDiam_DzZ,71.26065925590211
SpDiam_Dzi,76.19309556543254
SpDiam_Dzm,71.27085493953203
SpDiam_Dzp,85.55626661146135
SpDiam_Dzv,82.3673702730857
SpMAD_Dzpe,5.445034463530345
SpMAD_Dzse,5.4407773600414355
SpMax_Dzpe,54.485464993134634
SpMax_Dzse,54.44596943601725
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6375
AETA_eta_BR,0.02794106797214515
AETA_eta_FL,0.2588318643222857
AETA_eta_RL,0.48066961014650966
DetourIndex,1757
EState_VSA1,11.54349236523938
EState_VSA2,11.456204184712009
EState_VSA3,17.07321074385534
EState_VSA4,4.877147193701299
EState_VSA5,11.336785877934737
EState_VSA6,12.990104268152233
EState_VSA7,23.582018220181407
EState_VSA8,0.0
EState_VSA9,14.887681368015581
ETA_beta_ns,14.0
ETA_shape_p,0.16955017301038058
ETA_shape_x,0.0
ETA_shape_y,0.4152249134948096
GhoseFilter,True
LogEE_Dzare,54.227475338875756
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,107.44705698367838
SpDiam_Dzpe,74.54006094821379
SpDiam_Dzse,74.43268086767992
SpMAD_Dzare,5.419508365434529
SpMax_Dzare,54.227475338875756
TopoPSA(NO),89.25
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.1281481481481475
VSA_EState9,44.75503613945578
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,10.056428738810308
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.018333333333333268
FilterItLogS,-3.536233239854062
SpDiam_Dzare,74.27385235954137
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6788888888888889
ETA_epsilon_2,0.868333333333333
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5841666666666668
ETA_epsilon_5,0.8166666666666664
AETA_beta_ns_d,0.025
ETA_dEpsilon_A,0.2360317460317457
ETA_dEpsilon_B,0.09472222222222204
ETA_dEpsilon_C,-0.14130952380952366
ETA_dEpsilon_D,0.05166666666666653
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,0.8699389867440919,2.1840966901672534,0.0,2.981760446669383,12.53079851328019,0.0,12.762452784607659,0.0,0.0,0.0,0.7071067811865476,0.25,0.25,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,38.81393
BCUTDescriptor,"11.996691433824655,31.972072001622838,-0.32086933101494697,0.2975298018197692,4.9943548356479015,13.026162379099354"
BPolDescriptor,18.002069999999996
TPSADescriptor,117.49000000000001
ALOGPDescriptor,"2.308,5.326864,71.41020000000002"
XLogPDescriptor,1.2540000000000002
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,286.04121326
ChiPathDescriptor,"14.27565640300939,9.613392202930193,8.798266065606395,7.440502985514522,6.9714049744913,5.1197921685286305,4.094738564953214,2.5277051899064538,11.360804953420892,6.751099349622337,5.341929396605094,4.021457343615576,3.101080106187243,1.9223502538705606,1.1891621401673773,0.7003997334986689"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.1842498100515403,0.4405841121574495,0.0,0.0,0.11785113019775793,0.09750416429341666,0.14241350869288516"
AtomCountDescriptor,30
BondCountDescriptor,22
SmallRingDescriptor,"3,2,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.4517179744293547,0.0,0.36830153430757584,0.0,0.6979994232402238,0.0,0.1331642496124403,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,3,6,2,1,0,1,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"40.73889470028748,2.036944735014374,16.755628683361262,8.657955030676085,5.056887629296555"
FractionalPSADescriptor,0.41074500650088597
WienerNumbersDescriptor,"705.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.422257540581371,6.5521689062737725,9.861419870233684,1.4909452318585659,2.3152454454285656,2.9176690180651272"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.01171875,2.72"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,644.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.15384615384615385
AutocorrelationDescriptorMass,"29.171120747625807,27.332394161129677,40.99429395255533,41.15930786920124,49.62916627059963"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.5021354527103703,-0.22724856225405676,0.11386931127866734,-0.2862431620076793,0.196118809282549"
EccentricConnectivityIndexDescriptor,267
AutocorrelationDescriptorPolarizability,"1627.5057549632415,1971.602072329697,2887.8702517180795,2943.9173792270512,2786.828531144654"
