DLiP-ID,C0004O
DLiP-Mol-ID,30269
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H13NO3/c1-19-14-8-4-6-11(16(14)17)15-9-12(18)10-5-2-3-7-13(10)20-15/h2-9H,17H2,1H3"
Standard Inchi Key(RDKit),QFWCYNPOPKQOKV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
SMILES(SDF),
MW(SDF),
MW(RDKit),267.284
MW Monoisotopic(RDKit),267.089543276
MolLogP(RDKit),3.0508
XLogP(SDF),
XLogP(CDK),3.984
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),65.46
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.724612351306533
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,49644.27850431368
qed,0.7246123513065331
Chi0,14.11251969619286
Chi1,9.702708600407234
TPSA,65.46
Chi0n,10.920897294098223
Chi0v,10.920897294098223
Chi1n,6.162137480221947
Chi1v,6.162137480221947
Chi2n,4.392569205230557
Chi2v,4.392569205230557
Chi3n,3.1861149313677624
Chi3v,3.1861149313677624
Chi4n,2.173555846194278
Chi4v,2.173555846194278
MolMR,78.88440000000003
MolWt,267.284
fr_SH,0
Kappa1,12.292334289087536
Kappa2,4.735394314355078
Kappa3,1.9114713938505459
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,836.4898633986471
MolLogP,3.0508000000000006
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.2782750599062496
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
