DLiP-ID,C101P1
DLiP-Mol-ID,40283
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H34ClN7O2/c1-15-13-31(14-16(2)29(15)5)22-26-12-18(25)21(28-22)27-17-7-8-19-20(11-17)32(23(33)30(19)6)10-9-24(3,4)34/h7-8,11-12,15-16,34H,9-10,13-14H2,1-6H3,(H,26,27,28)/t15-,16+"
Standard Inchi Key(RDKit),PBAFOBIJSSTSFA-IYBDPMFKSA-N
Canonical SMILES(RDKit),C[C@H]1CN(c2ncc(Cl)c(Nc3ccc4c(c3)n(CCC(C)(C)O)c(=O)n4C)n2)C[C@@H](C)N1C
SMILES(SDF),
MW(SDF),
MW(RDKit),488.036
MW Monoisotopic(RDKit),487.246251008
MolLogP(RDKit),3.2168
XLogP(SDF),
XLogP(CDK),3.159
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),91.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.551199198010941
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BCL-6/NCOR2
Common Target Pref Name,Uncategorized
RDKit Descriptors
Ipc,28766128.562704917
qed,0.5511991980109412
Chi0,24.783728092517162
Chi1,15.941379362688979
TPSA,91.45000000000002
Chi0n,20.70923667185674
Chi0v,21.465165617875194
Chi1n,11.624734235985919
Chi1v,12.002698708995144
Chi2n,10.019198289094138
Chi2v,10.426398415834743
Chi3n,6.729311429870391
Chi3v,7.005907980890402
Chi4n,4.391958416526446
Chi4v,4.53025669203645
MolMR,137.31849999999997
MolWt,488.03600000000034
fr_SH,0
Kappa1,24.502857459032445
Kappa2,9.203101535875104
Kappa3,4.915955949998509
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,6
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1234.5729261071235
MolLogP,3.216800000000002
NOCount,9
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,1.6349492822283522
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
