DLiP-ID,C000LX
Chi4v,3.336630929630869
MolMR,95.47900000000006
MolWt,314.86
fr_SH,0
Kappa1,15.388161151015984
Kappa2,6.719552325532733
Kappa3,3.2857132602320616
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,651.6334849101904
MolLogP,4.528400000000004
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9836353241232163
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,19.26246486877803
SMR_VSA6,32.08476650803001
SMR_VSA7,58.614105776366586
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.86019454009644
NHOHCount,0
PEOE_VSA1,9.799819461700956
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.866408164078955
PEOE_VSA7,69.2285694288238
PEOE_VSA8,22.942162269021026
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,22.97571243959964
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,314.154976416
NumHDonors,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,32.08476650803001
SlogP_VSA3,12.841643245852019
SlogP_VSA4,0.0
SlogP_VSA5,17.54772460632
SlogP_VSA6,42.46456947923127
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,37.37461099434451
EState_VSA5,22.501675532761116
EState_VSA6,0.0
EState_VSA7,6.06636706846161
EState_VSA8,60.29336583782499
EState_VSA9,11.600939890232516
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SlogP_VSA12,11.600939890232516
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,35.672513271255
fr_aldehyde,0
fr_barbitur,0
fr_bicyclic,2
fr_priamide,0
fr_pyridine,0
fr_thiazole,0
fr_thiocyan,0
EState_VSA10,0.0
EState_VSA11,0.0
FractionCSP3,0.3684210526315789
VSA_EState10,6.27193117318944
fr_C_O_noCOO,0
fr_Nhpyrrole,0
fr_imidazole,0
fr_phos_acid,0
fr_piperdine,0
fr_piperzine,0
fr_sulfonamd,0
fr_tetrazole,0
fr_thiophene,0
HallKierAlpha,-1.5099999999999993
NumHAcceptors,2
fr_morpholine,0
fr_nitro_arom,0
fr_phos_ester,0
HeavyAtomCount,22
HeavyAtomMolWt,291.676
MaxEStateIndex,6.27193117318944
MinEStateIndex,0.8155006508776352
NumHeteroatoms,3
fr_aryl_methyl,2
fr_isothiocyan,0
fr_Al_OH_noTert,0
fr_alkyl_halide,0
fr_allylic_oxid,0
fr_prisulfonamd,0
FpDensityMorgan1,1.0
FpDensityMorgan2,1.7272727272727273
FpDensityMorgan3,2.5
MaxPartialCharge,0.04579088671103562
MinPartialCharge,-0.3409480331776309
NumAromaticRings,2
fr_unbrch_alkane,0
MaxAbsEStateIndex,6.27193117318944
MinAbsEStateIndex,0.8155006508776352
NumAliphaticRings,1
NumRotatableBonds,4
NumSaturatedRings,0
fr_Ndealkylation1,0
fr_Ndealkylation2,0
fr_benzodiazepine,0
fr_ketone_Topliss,0
fr_term_acetylene,0
fr_alkyl_carbamate,0
fr_dihydropyridine,0
MaxAbsPartialCharge,0.3409480331776309
MinAbsPartialCharge,0.04579088671103562
NumRadicalElectrons,0
NumValenceElectrons,116
fr_para_hydroxylation,1
NumAromaticCarbocycles,2
fr_nitro_arom_nonortho,0
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,314.15497641600064
MZ,0.6222222222222223
Mi,1.122420695323886
Mm,0.5825345285340289
Mp,0.6845806919494346
Mv,0.6186178392925797
SZ,28.000000000000004
Si,50.508931289574875
Sm,26.2140537840313
Sp,30.80613113772456
Sv,27.83780276816609
nB,0
nC,19
nF,0
nH,23
nI,0
nN,2
nO,0
nP,0
nS,0
nX,1
ABC,17.13697168962116
AMW,6.981221698133347
IC0,1.3417964797799098
IC1,2.974009342800643
IC2,4.043825108357894
IC3,4.613858096233519
IC4,4.791635874011298
IC5,4.880524762900187
MID,45.12098082365712
Mpe,0.9437037037037034
Mse,0.9844865258557906
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,95.47900000000006
SdO,0
SdS,0
Spe,42.466666666666654
SsF,0
SsI,0
Sse,44.301893663510576
StN,0
fMF,0.3333333333333333
nBr,0
nCl,1
AMID,2.050953673802596
BIC0,0.23425543186636882
BIC1,0.5192127520610682
BIC2,0.7059848579315282
BIC3,0.8055031721953905
BIC4,0.8365402264261542
BIC5,0.8520587535415359
CIC0,4.150056616549765
CIC1,2.5178437535290317
CIC2,1.4480279879717806
CIC3,0.8779950000961554
CIC4,0.7002172223183765
CIC5,0.6113283334294879
GGI1,4.0
GGI2,2.4444444444444455
GGI3,1.4375
GGI4,1.2605555555555557
GGI5,0.5938888888888888
GGI6,0.5046712018140589
GGI7,0.3428642290249433
GGI8,0.23962270093222468
GGI9,0.0625
JGI1,0.16666666666666666
JGI2,0.0740740740740741
JGI3,0.03885135135135135
JGI4,0.03707516339869281
JGI5,0.018559027777777775
JGI6,0.018691525993113293
JGI7,0.015584737682951967
JGI8,0.014976418808264043
JGI9,0.010416666666666666
MIC0,13.930251457904188
MIC1,28.637781995521905
MIC2,34.03214036391025
MIC3,36.07380028235555
MIC4,37.23104472679999
MIC5,37.3206447268
MPC2,33
MPC3,43
MPC4,58
MPC5,78
MPC6,89
MPC7,100
MPC8,111
MPC9,117
Mare,0.9517333333333335
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2815017304091862
RPCG,0.05454831501836492
SIC0,0.24432490386107772
SIC1,0.54153111720855
SIC2,0.7363316238485095
SIC3,0.8401277338093879
SIC4,0.8724989161151548
SIC5,0.8886845072680382
SaaN,0
SaaO,0
SaaS,0
Sare,42.82800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.27193117318944
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,60.38084159009594
TIC1,133.83042042602895
TIC2,181.97212987610524
TIC3,207.62361433050836
TIC4,215.62361433050842
TIC5,219.62361433050842
Vabc,299.69663689670045
WPol,37
apol,51.44623899999998
bpol,27.003760999999994
nRot,4
ABCGG,13.775901094543384
ATS0Z,1094.0
ATS0d,137.0
ATS0i,7252.838315704628
ATS0m,4413.482369000001
ATS0p,70.38759681152698
ATS0s,93.94974089315653
ATS0v,9752.34656000512
ATS1Z,1104.0
ATS1d,173.0
ATS1i,6805.292012395695
ATS1m,4166.171493000003
ATS1p,87.68541913000004
ATS1s,117.21502057613169
ATS1v,12226.787700912182
ATS2Z,1617.0
ATS2d,288.0
ATS2i,13048.029575524733
ATS2m,5983.191290999998
ATS2p,133.65749425333902
ATS2s,185.18827160493836
ATS2v,18091.658075106232
ATS3Z,1916.0
ATS3d,352.0
ATS3i,17484.333883144765
ATS3m,6894.622919000002
ATS3p,169.60366187758393
ATS3s,235.06995884773661
ATS3v,22162.794451686048
ATS4Z,1854.0
ATS4d,359.0
ATS4i,21239.582278006867
ATS4m,6528.116915999999
ATS4p,176.79505404516803
ATS4s,255.224279835391
ATS4v,22366.479820028784
ATS5Z,1832.0
ATS5d,345.0
ATS5i,20770.818033167172
ATS5m,6451.034286999998
ATS5p,179.63218913547
ATS5s,251.8909465020577
ATS5v,22281.22300413435
ATS6Z,1735.0
ATS6d,302.0
ATS6i,21389.250088514975
ATS6m,6040.220519000001
ATS6p,163.475290598809
ATS6s,239.3539094650206
ATS6v,19671.498600509593
ATS7Z,1447.0
ATS7d,240.0
ATS7i,17026.01404124112
ATS7m,4990.835101000001
ATS7p,133.94732082577195
ATS7s,200.29629629629628
ATS7v,16109.946699417955
ATS8Z,1111.0
ATS8d,178.0
ATS8i,14497.072740617288
ATS8m,3727.297402
ATS8p,107.78246596152702
ATS8s,171.09876543209876
ATS8v,12835.45739782953
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3684210526315789
GGI10,0.0
JGI10,0.0
JGT10,0.3948956324195587
Kier1,16.84375
Kier2,7.7134986225895315
Kier3,4.11032990805841
MID_C,39.06322579809504
MID_N,4.281647121934605
MID_O,0.0
MID_X,1.776107903627468
MID_h,6.057755025562074
MPC10,114
MWC01,24.0
MWC02,4.74493212836325
MWC03,5.58724865840025
MWC04,6.466144724237619
MWC05,7.337587743538596
MWC06,8.227108234348146
MWC07,9.11173476822206
MWC08,10.006269747179154
MWC09,10.897498296714174
MWC10,11.794511494249958
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,4.528400000000004
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.198497031265826
SRW05,0.0
SRW06,6.698268054115413
SRW07,2.70805020110221
SRW08,8.29529885950246
SRW09,5.37989735354046
SRW10,9.947934967271424
SaaCH,15.07083378824781
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,6.24939646846393
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.252354917275552
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,4.6901349346322885
SsssP,0
VE1_A,4.02682372761723
VE1_D,4.610400752135787
VE2_A,0.18303744216441953
VE2_D,0.20956367055162667
VE3_A,2.181435268645101
VE3_D,2.3167721446435205
VR1_A,226.91050938224402
VR1_D,122.62220598824786
VR2_A,10.314114062829274
VR2_D,5.573736635829448
VR3_A,6.213013068319607
VR3_D,5.5975654929810235
WPath,995
Xc-3d,1.4385050488558724
Xc-4d,0.0
Xc-5d,0.24719387459906544
Xc-6d,0.0
Xp-0d,15.526733258565956
Xp-1d,10.647867045540844
Xp-2d,9.616505216908145
Xp-3d,7.605228161702441
Xp-4d,6.464413792680216
Xp-5d,5.622524526882697
Xp-6d,4.1613245306688755
Xp-7d,3.089948008481057
ZMIC0,76.12671589045206
ZMIC1,46.17487380305453
ZMIC2,31.413940118947696
ZMIC3,26.419016502987457
ZMIC4,24.246307909715654
ZMIC5,23.803311803701494
nAcid,0
nAtom,45
nBase,1
nRing,3
piPC1,3.4339872044851463
piPC2,3.9889840465642745
piPC3,4.5217885770490405
piPC4,5.073610093257644
piPC5,5.633002292595154
piPC6,5.823045895483019
piPC7,6.155786537613849
piPC8,6.54436138479466
piPC9,6.898998298303327
AATS0Z,24.31111111111111
AATS0d,3.0444444444444443
AATS0i,161.17418479343618
AATS0m,98.07738597777781
AATS0p,1.5641688180339328
AATS0s,2.087772019847923
AATS0v,216.71881244455824
AATS1Z,23.48936170212766
AATS1d,3.6808510638297873
AATS1i,144.79344707224882
AATS1m,88.64194665957453
AATS1p,1.8656472155319157
AATS1s,2.493936608002802
AATS1v,260.1444191683443
AATS2Z,19.25
AATS2d,3.4285714285714284
AATS2i,155.3336854229135
AATS2m,71.22846774999998
AATS2p,1.5911606458730836
AATS2s,2.204622281011171
AATS2v,215.37688184650276
AATS3Z,16.95575221238938
AATS3d,3.1150442477876106
AATS3i,154.72861843490944
AATS3m,61.014362115044264
AATS3p,1.5009173617485303
AATS3s,2.0802651225463418
AATS3v,196.13092435120396
AATS4Z,13.93984962406015
AATS4d,2.699248120300752
AATS4i,159.69610735343508
AATS4m,49.08358583458646
AATS4p,1.3292861206403612
AATS4s,1.9189795476345188
AATS4v,168.16902120322393
AATS5Z,13.774436090225564
AATS5d,2.593984962406015
AATS5i,156.17156415915167
AATS5m,48.50401719548871
AATS5p,1.3506179634245865
AATS5s,1.893916890992915
AATS5v,167.52799251228834
AATS6Z,13.143939393939394
AATS6d,2.287878787878788
AATS6i,162.03977339784072
AATS6m,45.759246356060615
AATS6p,1.2384491712030985
AATS6s,1.8132871929168226
AATS6v,149.0265045493151
AATS7Z,13.650943396226415
AATS7d,2.2641509433962264
AATS7i,160.62277397397284
AATS7m,47.08335000943397
AATS7p,1.2636539700544525
AATS7s,1.8895877009084554
AATS7v,151.98062923979202
AATS8Z,12.48314606741573
AATS8d,2.0
AATS8i,162.88845775974482
AATS8m,41.87974608988764
AATS8p,1.211038943387944
AATS8s,1.9224580385629073
AATS8v,144.21862244752282
AMID_C,1.7756011726406837
AMID_N,0.19462032372430024
AMID_O,0.0
AMID_X,0.08073217743761218
AMID_h,0.27535250116191246
ATS0dv,215.60493827160494
ATS0pe,263.3363
ATS0se,330.27337299999994
ATS1dv,241.11111111111111
ATS1pe,294.1425000000001
ATS1se,354.0610019999997
ATS2dv,318.6666666666667
ATS2pe,513.6105
ATS2se,630.4424879999995
ATS3dv,352.44444444444446
ATS3pe,676.8915000000001
ATS3se,838.1441999999998
ATS4dv,291.0
ATS4pe,774.9325000000001
ATS4se,973.5946840000001
ATS5dv,268.22222222222223
ATS5pe,763.4105
ATS5se,961.45107
ATS6dv,209.55555555555554
ATS6pe,756.1035
ATS6se,962.0331400000001
ATS7dv,161.22222222222223
ATS7pe,613.7645
ATS7se,777.7527580000002
ATS8dv,70.22222222222223
ATS8pe,515.9324000000003
ATS8se,654.762196
ATSC0Z,466.7999999999999
ATSC0c,0.29798503073959387
ATSC0d,24.977777777777767
ATSC0i,64.57847390847225
ATSC0m,2210.483914577777
ATSC0p,11.57169665052431
ATSC0s,8.03352808684313
ATSC0v,2458.9783431152186
ATSC1Z,19.342222222222205
ATSC1c,-0.051808430302720324
ATSC1d,10.734320987654325
ATSC1i,-14.251161359539791
ATSC1m,90.31715295209926
ATSC1p,-0.6460589172887666
ATSC1s,0.5904690831155298
ATSC1v,-33.17357390759955
ATSC2Z,40.03999999999994
ATSC2c,-0.08087258889701897
ATSC2d,1.6859259259259263
ATSC2i,19.555892217516746
ATSC2m,198.61796298814858
ATSC2p,3.066147921551263
ATSC2s,0.552712549464569
ATSC2v,500.81058261126026
ATSC3Z,-70.63111111111112
ATSC3c,-0.030567407792847976
ATSC3d,3.7669135802469174
ATSC3i,-13.011652714741865
ATSC3m,-334.977203673086
ATSC3p,-1.8812104199088902
ATSC3s,-2.008446337410926
ATSC3v,-367.52136577742414
ATSC4Z,11.72444444444443
ATSC4c,0.0322889166428956
ATSC4d,-5.712098765432099
ATSC4i,30.678368006421017
ATSC4m,54.5965123590125
ATSC4p,1.6975903881306824
ATSC4s,-2.1464132989362885
ATSC4v,198.14781083085055
ATSC5Z,27.05777777777776
ATSC5c,-0.02769583039555791
ATSC5d,-5.512098765432099
ATSC5i,-24.317046863889175
ATSC5m,117.17045491456798
ATSC5p,-1.9817981282339847
ATSC5s,-0.8738938659230282
ATSC5v,-521.2326280401628
ATSC6Z,20.653333333333336
ATSC6c,-0.013998427818093932
ATSC6d,-6.823703703703704
ATSC6i,2.3390216187507074
ATSC6m,104.41414383851833
ATSC6p,1.2678024439070643
ATSC6s,1.1755963126668811
ATSC6v,230.84368585797262
ATSC7Z,-92.12888888888891
ATSC7c,0.04671305852382511
ATSC7d,-10.48098765432099
ATSC7i,-26.15192917610613
ATSC7m,-437.3894492943209
ATSC7p,-3.2613327267777548
ATSC7s,1.370463024117447
ATSC7v,-542.3110267120032
ATSC8Z,-127.4711111111111
ATSC8c,-0.04030800768028665
ATSC8d,-15.400493827160503
ATSC8i,1.3309900096673446
ATSC8m,-607.5615714316048
ATSC8p,-2.6130455797475056
ATSC8s,-1.7558562286312123
ATSC8v,-546.0785666980821
AXp-0d,0.705760602662089
AXp-1d,0.4436611268975352
AXp-2d,0.2914092489972165
AXp-3d,0.17686577120238234
AXp-4d,0.11145541021862441
AXp-5d,0.07208364778054739
AXp-6d,0.04675645540077388
AXp-7d,0.03089948008481057
GATS1Z,0.7039326149975388
GATS1c,1.3848727213200644
GATS1d,0.7308624214431744
GATS1i,1.3986389224212936
GATS1m,0.711039055225599
GATS1p,1.0257229708950604
GATS1s,0.9932958771821794
GATS1v,1.0146606755178147
GATS2Z,0.7619251642387891
GATS2c,1.845435630694732
GATS2d,1.2792323335027966
GATS2i,0.9851001789854289
GATS2m,0.763551575748628
GATS2p,0.7817290654203276
GATS2s,0.9480014260062314
GATS2v,0.8429522188192461
GATS3Z,0.9500951687634129
GATS3c,1.312942270589939
GATS3d,1.1769754038988447
GATS3i,1.1513470459425263
GATS3m,0.9523135796344478
GATS3p,1.0289825828981711
GATS3s,1.0419080672791563
GATS3v,1.0359575661567557
GATS4Z,0.7973017376345749
GATS4c,1.216424626998261
GATS4d,1.1324351804778856
GATS4i,0.8645160585662119
GATS4m,0.8022485964407209
GATS4p,0.8831785084352627
GATS4s,1.042917267327829
GATS4v,0.9331525214502935
GATS5Z,0.7668270934405423
GATS5c,0.6680064052104739
GATS5d,1.019853905225698
GATS5i,1.102912415116
GATS5m,0.7749236216808528
GATS5p,1.0277651886549304
GATS5s,0.9388213706182504
GATS5v,1.0658437932700067
GATS6Z,1.0989717223650386
GATS6c,0.9307213276736317
GATS6d,0.9875444839857654
GATS6i,0.9202980925476101
GATS6m,1.094021147760876
GATS6p,0.9645964190754103
GATS6s,0.9013404675404398
GATS6v,0.9497053318628763
GATS7Z,1.3098413930251736
GATS7c,0.7938267782828834
GATS7d,1.1134425569059294
GATS7i,1.1077289496639628
GATS7m,1.302613591697854
GATS7p,1.1455355118399322
GATS7s,0.9172846126818431
GATS7v,1.0816507407274132
GATS8Z,1.3100911778015272
GATS8c,1.1565919016546156
GATS8d,1.256847534887441
GATS8i,0.948265998149995
GATS8m,1.3046317431165688
GATS8p,1.1065293472111692
GATS8s,1.2256965925807657
GATS8v,1.0778595767308792
MATS1Z,0.03967255556163282
MATS1c,-0.1664641211143042
MATS1d,0.41146740364958007
MATS1i,-0.21128912059148877
MATS1m,0.039119881975830585
MATS1p,-0.0534551731823994
MATS1s,0.07037290876956713
MATS1v,-0.012916719073045826
MATS2Z,0.04595115681233927
MATS2c,-0.1453918711530598
MATS2d,0.03615912557193698
MATS2i,0.16222698055176735
MATS2m,0.04813537862479597
MATS2p,0.14194800410826117
MATS2s,0.03685753076866229
MATS2v,0.1091068509378797
MATS3Z,-0.060255856101796484
MATS3c,-0.04085058058189482
MATS3d,0.06005731741882665
MATS3i,-0.0802377525893431
MATS3m,-0.0603478725101755
MATS3p,-0.06474025500531692
MATS3s,-0.09956071031800764
MATS3v,-0.0595198678456602
MATS4Z,0.008498109025777804
MATS4c,0.03666231620230507
MATS4d,-0.07737537794664602
MATS4i,0.16073310998727666
MATS4m,0.008356769329918056
MATS4p,0.049635995918313684
MATS4s,-0.09039989101914657
MATS4v,0.02726436878717831
MATS5Z,0.019612012035229453
MATS5c,-0.031447115512646624
MATS5d,-0.0746662028737324
MATS5i,-0.12740425329408642
MATS5m,0.01793459731573811
MATS5p,-0.05794597123765716
MATS5s,-0.03680554452439002
MATS5v,-0.07171958415896133
MATS6Z,0.015083352808288545
MATS6c,-0.01601486923614395
MATS6d,-0.09313329019734719
MATS6i,0.012347670754734285
MATS6m,0.0161031395068258
MATS6p,0.03735021679686859
MATS6s,0.04988735533068058
MATS6v,0.03200382439653629
MATS7Z,-0.08378603417891388
MATS7c,0.06655037456692903
MATS7d,-0.1781373799771706
MATS7i,-0.1719184956264422
MATS7m,-0.08400160659281919
MATS7p,-0.11964779981715562
MATS7s,0.0724215231636594
MATS7v,-0.09362684299726756
MATS8Z,-0.13807130546970528
MATS8c,-0.06839421856497055
MATS8d,-0.3117477708025114
MATS8i,0.010421003100071807
MATS8m,-0.1389714039288601
MATS8p,-0.11417537644842994
MATS8s,-0.11051090698302164
MATS8v,-0.1122853079362745
MAXsCl,6.27193117318944
MINsCl,6.27193117318944
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.333757575714284
SpAD_D,188.17191547223868
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.409793162635424
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,789
TMWC10,120.17303579525321
TSRW10,64.11976676490842
VE1_Dt,4.672441605903661
VE2_Dt,0.2123837093592573
VE3_Dt,2.3301391232348623
VR1_Dt,114.85097430383475
VR2_Dt,5.220498831992488
VR3_Dt,5.532092772735791
Xc-3dv,0.9174905341311732
Xc-4dv,0.0
Xc-5dv,0.09834817412823682
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.29455071672869226
Xp-0dv,14.10530640028772
Xp-1dv,8.31353395013615
Xp-2dv,6.646649667061064
Xp-3dv,4.50637327851943
Xp-4dv,3.3366309296308687
Xp-5dv,2.512969988152254
Xp-6dv,1.6864955648793456
Xp-7dv,1.091054946090374
Xpc-4d,2.9141103667184027
Xpc-5d,4.754376559603994
Xpc-6d,7.911014829420885
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,47
nFRing,1
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,7.161464407123637
AATS0dv,4.7912208504801095
AATS0pe,5.8519177777777776
AATS0se,7.339408288888888
AATS1dv,5.130023640661938
AATS1pe,6.25835106382979
AATS1se,7.533212808510632
AATS2dv,3.793650793650794
AATS2pe,6.1144107142857145
AATS2se,7.505267714285708
AATS3dv,3.1189773844641104
AATS3pe,5.990190265486726
AATS3se,7.417205309734512
AATS4dv,2.18796992481203
AATS4pe,5.826560150375941
AATS4se,7.320260781954889
AATS5dv,2.0167084377610696
AATS5pe,5.739928571428571
AATS5se,7.228955413533834
AATS6dv,1.5875420875420874
AATS6pe,5.728056818181819
AATS6se,7.288129848484849
AATS7dv,1.5209643605870022
AATS7pe,5.790231132075472
AATS7se,7.337290169811323
AATS8dv,0.7890137328339576
AATS8pe,5.796993258426969
AATS8se,7.3568786067415735
AATSC0Z,10.373333333333331
AATSC0c,0.006621889571990975
AATSC0d,0.5550617283950615
AATSC0i,1.43507719796605
AATSC0m,49.12186476839504
AATSC0p,0.2571488144560958
AATSC0s,0.17852284637429178
AATSC0v,54.64396318033819
AATSC1Z,0.41153664302600435
AATSC1c,-0.0011023070277174536
AATSC1d,0.22838980824796437
AATSC1i,-0.3032161991391445
AATSC1m,1.9216415521723247
AATSC1p,-0.01374593441039929
AATSC1s,0.012563171981181485
AATSC1v,-0.7058207214382882
AATSC2Z,0.47666666666666596
AATSC2c,-0.000962768915440702
AATSC2d,0.020070546737213407
AATSC2i,0.23280824068472317
AATSC2m,2.364499559382721
AATSC2p,0.03650176097084837
AATSC2s,0.006579911303149631
AATSC2v,5.962030745372146
AATSC3Z,-0.625054080629302
AATSC3c,-0.00027050803356502633
AATSC3d,0.033335518409264756
AATSC3i,-0.11514736915700766
AATSC3m,-2.964400032505186
AATSC3p,-0.016647879822202567
AATSC3s,-0.017773861393017044
AATSC3v,-3.252401467056851
AATSC4Z,0.08815371762740173
AATSC4c,0.0002427738093450797
AATSC4d,-0.04294811101828646
AATSC4i,0.2306644211009099
AATSC4m,0.410500092924906
AATSC4p,0.012763837504741972
AATSC4s,-0.016138445856663824
AATSC4v,1.4898331641417335
AATSC5Z,0.20344193817878015
AATSC5c,-0.0002082393262823903
AATSC5d,-0.041444351619790216
AATSC5i,-0.1828349388262344
AATSC5m,0.8809808640193082
AATSC5p,-0.014900737806270561
AATSC5s,-0.006570630570849836
AATSC5v,-3.9190423160914496
AATSC6Z,0.15646464646464647
