DLiP-ID,C001XB
DLiP-Mol-ID,26822
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H14N2S/c19-16-17-14(12-7-3-1-4-8-12)11-15(18-16)13-9-5-2-6-10-13/h1-11,14H,(H2,17,18,19)"
Standard Inchi Key(RDKit),HFRXOUDZIXBXEH-UHFFFAOYSA-N
Canonical SMILES(RDKit),SC1=NC(c2ccccc2)=CC(c2ccccc2)N1
SMILES(SDF),
MW(SDF),
MW(RDKit),266.369
MW Monoisotopic(RDKit),266.087769448
MolLogP(RDKit),3.6578
XLogP(SDF),
XLogP(CDK),3.972
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),24.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.796575330602778
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,37196.08031745863
qed,0.7965753306027784
Chi0,13.079139501373252
Chi1,9.326499840494922
TPSA,24.39
Chi0n,10.322630421275429
Chi0v,11.217057612275346
Chi1n,6.191546335413628
Chi1v,6.638759930913586
Chi2n,4.386034748573156
Chi2v,4.809641546323134
Chi3n,3.063734710114667
Chi3v,3.292834154988247
Chi4n,2.1318785231192923
Chi4v,2.378698871725039
MolMR,83.15870000000002
MolWt,266.36899999999997
fr_SH,1
Kappa1,12.055401662049862
Kappa2,5.325443786982248
Kappa3,2.71280276816609
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
