DLiP-ID,T001MC
DLiP-Mol-ID,17390
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H21Cl2NO5/c1-19(12-20(19,21)22)18(28)23-15(17(26)27)11-14-9-7-13(8-10-14)5-3-2-4-6-16(24)25/h7-10,15H,2,4,6,11-12H2,1H3,(H,23,28)(H,24,25)(H,26,27)/t15-,19?/m0/s1"
Standard Inchi Key(RDKit),FQYRXINYPFFZAF-FUKCDUGKSA-N
Canonical SMILES(RDKit),CC1(C(=O)N[C@@H](Cc2ccc(C#CCCCC(=O)O)cc2)C(=O)O)CC1(Cl)Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),426.296
MW Monoisotopic(RDKit),425.079678132
MolLogP(RDKit),2.9888
XLogP(SDF),
XLogP(CDK),3.092
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),103.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.336974709333555
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1217225.3447917795
qed,0.33697470933355556
Chi0,20.94938298937633
Chi1,13.048349499701454
TPSA,103.7
Chi0n,15.297386260290828
Chi0v,16.80924415232774
