DLiP-ID,T0062Y
DLiP-Mol-ID,23409
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26N4O5/c1-14-21(15(2)32-27-14)22(28)26-19(23(29)30)13-16-7-9-18(10-8-16)31-12-11-17-5-4-6-20(24-3)25-17/h4-10,19H,11-13H2,1-3H3,(H,24,25)(H,26,28)(H,29,30)/t19-/m0/s1"
Standard Inchi Key(RDKit),SXOHFYRRZAGKRM-IBGZPJMESA-N
Canonical SMILES(RDKit),CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)noc3C)C(=O)O)cc2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),438.484
MW Monoisotopic(RDKit),438.190319932
MolLogP(RDKit),2.77534
XLogP(SDF),
XLogP(CDK),0.665
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),126.58
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.441050455735589
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,14692715.93574021
qed,0.4410504557355888
Chi0,23.087211190881018
Chi1,15.367412398353688
TPSA,126.58000000000001
Chi0n,18.214756445431973
Chi0v,18.214756445431973
Chi1n,10.190262574099757
Chi1v,10.190262574099757
Chi2n,7.274156953306148
Chi2v,7.274156953306148
Chi3n,4.916868145574009
Chi3v,4.916868145574009
Chi4n,3.226616468150213
Chi4v,3.226616468150213
MolMR,117.99570000000006
MolWt,438.4840000000002
fr_SH,0
Kappa1,22.79737020047301
Kappa2,10.429399544917118
Kappa3,5.841122441573524
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1058.745729449114
MolLogP,2.77534
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.5526262227680636
SMR_VSA1,23.955559653757746
SMR_VSA2,0.0
SMR_VSA3,15.457430382078986
SMR_VSA4,0.0
SMR_VSA5,32.730958474381225
SMR_VSA6,18.97134255119644
SMR_VSA7,70.73957587119664
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
