DLiP-ID,T003DE
DLiP-Mol-ID,20116
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H16O4/c17-13-10-14(18)16(20)12(15(13)19)9-5-4-8-11-6-2-1-3-7-11/h1-3,6-7,10,17,20H,4-5,8-9H2"
Standard Inchi Key(RDKit),KZGKRIQDHGGKAE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1C=C(O)C(=O)C(CCCCc2ccccc2)=C1O
SMILES(SDF),
MW(SDF),
MW(RDKit),272.3
MW Monoisotopic(RDKit),272.104858992
MolLogP(RDKit),2.8052
XLogP(SDF),
XLogP(CDK),3.696
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),74.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.638142054151174
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,34255.35295109887
qed,0.6381420541511741
Chi0,14.535169427003234
Chi1,9.592224152875016
TPSA,74.6
Chi0n,11.00345251181159
Chi0v,11.00345251181159
Chi1n,6.550602538862953
Chi1v,6.550602538862953
Chi2n,4.742818422869733
Chi2v,4.742818422869733
Chi3n,3.278833881789759
Chi3v,3.278833881789759
Chi4n,2.1764398187758496
Chi4v,2.1764398187758496
MolMR,74.37760000000003
MolWt,272.29999999999995
