DLiP-ID,J0006F
DLiP-Mol-ID,26945
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H30ClN5O/c1-3-7-17(2)27-12-10-20(11-13-27)28(16-18-8-5-4-6-9-18)22(29)26-19-14-24-21(23)25-15-19/h4-6,8-9,14-15,17,20H,3,7,10-13,16H2,1-2H3,(H,26,29)"
Standard Inchi Key(RDKit),LEMFZWASLGUFGL-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cnc(Cl)nc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),415.969
MW Monoisotopic(RDKit),415.21388826
MolLogP(RDKit),4.8171
XLogP(SDF),
XLogP(CDK),3.392
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),61.36
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.658461324804574
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,3814845.177061566
qed,0.6584613248045743
Chi0,20.639617433688315
Chi1,14.062881945713372
TPSA,61.36
Chi0n,17.22096703648539
Chi0v,17.976895982503844
Chi1n,10.39619481609926
Chi1v,10.774159289108487
Chi2n,7.68926199350444
Chi2v,8.027323695395847
Chi3n,5.597847125589231
Chi3v,5.793027140178939
Chi4n,3.9575780664202274
Chi4v,4.055168073715081
MolMR,117.01070000000006
MolWt,415.9690000000001
fr_SH,0
Kappa1,21.52698937288615
Kappa2,10.554768934468415
Kappa3,6.1467309235357135
fr_ArN,0
fr_COO,0
