DLiP-ID,T001G5
piPC7,7.247525642228067
piPC8,7.643408036042523
piPC9,8.047229561370523
AATS0Z,28.285714285714285
AATS0d,3.9591836734693877
AATS0i,158.919492706918
AATS0m,112.1594249591837
AATS0p,1.5336258834139185
AATS0s,8.861252834467122
AATS0v,241.31420879431042
AATS1Z,28.076923076923077
AATS1d,4.826923076923077
AATS1i,143.47981932836925
AATS1m,108.03819219230769
AATS1p,1.885686390076923
AATS1s,4.086004273504273
AATS1v,290.88591950829334
AATS2Z,26.426966292134832
AATS2d,4.730337078651686
AATS2i,146.8170772976353
AATS2m,101.83532325842697
AATS2p,1.7494230858066515
AATS2s,3.950062421972534
AATS2v,268.065060847702
AATS3Z,25.774193548387096
AATS3d,4.153225806451613
AATS3i,149.5340223322169
AATS3m,98.29546756451612
AATS3p,1.6070872440225161
AATS3s,4.492943548387098
AATS3v,250.81530793237985
AATS4Z,25.23841059602649
AATS4d,3.4304635761589406
AATS4i,154.1667253744476
AATS4m,95.86885926490065
AATS4p,1.4026587347465893
AATS4s,6.019131714495953
AATS4v,221.9351459220487
AATS5Z,22.745222929936304
AATS5d,3.0636942675159236
AATS5i,158.87206030528523
AATS5m,84.64759286624204
AATS5p,1.2653616407798278
AATS5s,6.391719745222929
AATS5v,198.484013989731
AATS6Z,21.144927536231883
AATS6d,2.898550724637681
AATS6i,158.11033053802097
AATS6m,76.71781284782608
AATS6p,1.2718388334014201
AATS6s,6.016505636070853
AATS6v,194.02537288251202
AATS7Z,17.803030303030305
AATS7d,2.5454545454545454
AATS7i,160.94571399388772
AATS7m,64.04351095454544
AATS7p,1.1575049280808936
AATS7s,5.162878787878788
AATS7v,168.85296387518957
AATS8Z,16.26605504587156
AATS8d,2.3944954128440368
AATS8i,162.95730862688742
AATS8m,57.828615954128445
AATS8p,1.1016687709130917
AATS8s,4.996432212028542
AATS8v,157.49274805699733
AMID_C,1.501181024964526
AMID_N,0.0
AMID_O,0.5213394743170203
AMID_X,0.0
AMID_h,0.5213394743170203
ATS0dv,550.0
ATS0pe,336.6774
ATS0se,406.98914799999994
ATS1dv,518.0
ATS1pe,352.592
ATS1se,418.84274400000004
ATS2dv,831.0
ATS2pe,591.1115999999998
ATS2se,708.3707039999999
ATS3dv,1131.0
ATS3pe,841.8895
ATS3se,1009.824672
ATS4dv,1342.0
ATS4pe,1045.4632
ATS4se,1257.945188
ATS5dv,1154.0
ATS5pe,1095.6544
ATS5se,1327.872088
ATS6dv,875.0
ATS6pe,964.3891999999998
ATS6se,1169.187972
ATS7dv,678.0
ATS7pe,870.001
ATS7se,1072.007568
ATS8dv,455.0
ATS8pe,707.5194
ATS8se,877.7726600000001
ATSC0Z,380.2040816326531
ATSC0c,2.1198213228338902
ATSC0d,43.06122448979592
ATSC0i,66.6456886812559
ATSC0m,1785.661902
ATSC0p,11.238438365749836
ATSC0s,183.8837868480726
ATSC0v,2234.4846822163713
ATSC1Z,-18.828821324448167
ATSC1c,-1.001858650656988
ATSC1d,23.30237401082882
ATSC1i,11.827891709836189
ATSC1m,-76.67289787755112
ATSC1p,2.0280211008284987
ATSC1s,-24.40331574806794
ATSC1v,289.1464900687445
ATSC2Z,114.89462723865056
ATSC2c,0.10923650812403038
ATSC2d,14.174510620574763
ATSC2i,17.4798410893672
ATSC2m,552.1179733469387
ATSC2p,3.3679723066947855
ATSC2s,1.9581048405756791
ATSC2v,861.9974741744685
ATSC3Z,32.708038317367745
ATSC3c,-0.6767719803153884
ATSC3d,-1.6447313619325228
ATSC3i,-6.340430350135773
ATSC3m,171.28800563265293
ATSC3p,-0.3045398093201589
ATSC3s,-64.5848778286825
ATSC3v,350.3934927148706
ATSC4Z,164.4119117034569
ATSC4c,0.31232128298751405
ATSC4d,-19.025406080799666
ATSC4i,-32.088429290133725
ATSC4m,750.4632857346938
ATSC4p,-4.796276930218905
ATSC4s,45.39483259290112
ATSC4v,-191.32527502701512
ATSC5Z,-11.327363598500638
ATSC5c,0.6133139733311959
ATSC5d,-18.23698458975427
ATSC5i,-2.7708074619639826
ATSC5m,-59.4198363061225
ATSC5p,-0.6330544671045993
ATSC5s,28.45257184506456
ATSC5v,-186.2716729443967
ATSC6Z,-333.9625156184923
ATSC6c,-0.30670475069874126
ATSC6d,-13.845897542690546
ATSC6i,-13.386523848154052
ATSC6m,-1579.1321786530611
ATSC6p,-3.4953603928623567
ATSC6s,-43.875370216113645
ATSC6v,-1576.2924244134797
ATSC7Z,-23.855893377759266
ATSC7c,-0.3376291507104722
ATSC7d,-6.817992503123701
ATSC7i,-8.936853815175947
ATSC7m,-120.54636804081616
ATSC7p,-1.658209792369723
ATSC7s,16.46570005553242
ATSC7v,-350.69977625115393
ATSC8Z,18.913369429404415
ATSC8c,0.3159966612829319
ATSC8d,-5.238234069137862
ATSC8i,5.24465343923536
ATSC8m,89.04218002040824
ATSC8p,0.8510695586193229
ATSC8s,12.210045582858994
ATSC8v,139.4644806953294
AXp-0d,0.7363078856701305
AXp-1d,0.4289541330687439
AXp-2d,0.2591771805558101
AXp-3d,0.15721843333555316
AXp-4d,0.09636495263547738
AXp-5d,0.058138518518892714
AXp-6d,0.03422794935391031
AXp-7d,0.020677436989431378
GATS1Z,0.7113588504892853
GATS1c,1.2957395417961624
GATS1d,0.6752460809332848
GATS1i,0.9150213865100182
GATS1m,0.7115359951614952
GATS1p,0.8910615382871304
GATS1s,0.7762009455934005
GATS1v,0.7911084902991442
GATS2Z,0.5780455589932874
GATS2c,0.6873377653691152
GATS2d,1.114691943127962
GATS2i,0.9132708551435473
GATS2m,0.5814321972558695
GATS2p,0.8882172982901266
GATS2s,0.6241729239223541
GATS2v,0.7529406249979772
GATS3Z,0.7707235987740896
GATS3c,0.9957692112804498
GATS3d,1.2045864546705396
GATS3i,1.0720377064496411
GATS3m,0.7694306617780672
GATS3p,1.0293628677417561
GATS3s,1.0193149003714481
GATS3v,0.8667916179154405
GATS4Z,0.770447153171023
GATS4c,1.003962805822233
GATS4d,1.199585700386052
GATS4i,1.1556788202126853
GATS4m,0.7726204996265958
GATS4p,1.1189014846817307
GATS4s,0.9833209340600321
GATS4v,0.9472077294694207
GATS5Z,1.0148086607793059
GATS5c,1.0761907570285827
GATS5d,1.1643915839043681
GATS5i,0.9846531265462576
GATS5m,1.0102881483840187
GATS5p,0.9673140579419207
GATS5s,1.1521342619258785
GATS5v,0.9396483690849481
GATS6Z,1.2958715489276293
GATS6c,1.2597162795541306
GATS6d,1.066227076035442
GATS6i,1.0467339447222819
GATS6m,1.2920465336682805
GATS6p,1.0592744260917162
GATS6s,1.268891110058758
GATS6v,1.147451548890782
GATS7Z,1.0788464353681744
GATS7c,1.1312362461022238
GATS7d,0.9669108143041792
GATS7i,1.0040619859345639
GATS7m,1.080113743421595
GATS7p,1.019051972747984
GATS7s,0.9640407546801768
GATS7v,1.0683436091261374
GATS8Z,1.0765826057409622
GATS8c,0.9201238871793802
GATS8d,0.9255011087438585
GATS8i,0.9070543972680487
GATS8m,1.0766295478510675
GATS8p,0.927901957030642
GATS8s,1.005213732072961
GATS8v,1.012939443063859
MATS1Z,-0.04666584086873947
MATS1c,-0.4453484371300767
MATS1d,0.5099252643091505
MATS1i,0.16723532403223104
MATS1m,-0.040460885333677546
MATS1p,0.17004318761021242
MATS1s,-0.12505415807113554
MATS1v,0.1219363748447322
MATS2Z,0.1663753641281731
MATS2c,0.028370998840885887
MATS2d,0.18122903242984184
MATS2i,0.1444014297852413
MATS2m,0.17023102953423938
MATS2p,0.1649941769139949
MATS2s,0.00586271220369488
MATS2v,0.21239030314995946
MATS3Z,0.03399477083441551
MATS3c,-0.12615878806147532
MATS3d,-0.015093257911634256
MATS3i,-0.03759421934017426
MATS3m,0.03790548997364485
MATS3p,-0.010708101970136786
MATS3s,-0.13879115769567324
MATS3v,0.06196594042636466
MATS4Z,0.14032518937980115
MATS4c,0.04781029863894043
MATS4d,-0.14337277549355007
MATS4i,-0.1562411877462392
MATS4m,0.13637958054988814
MATS4p,-0.1384896811207346
MATS4s,0.08010914797280305
MATS4v,-0.027785236465387067
MATS5Z,-0.009298405762912373
MATS5c,0.090298394941277
MATS5d,-0.1321791891810306
MATS5i,-0.012975697611160377
MATS5m,-0.010385529551511547
MATS5p,-0.017580512737757077
MATS5s,0.04829192498712894
MATS5v,-0.02601751782939713
MATS6Z,-0.3118874808435825
MATS6c,-0.05137339185474429
MATS6d,-0.11416992925338278
MATS6i,-0.07132023238273676
MATS6m,-0.3140047691345408
MATS6p,-0.11043404662283961
MATS6s,-0.08472163896779668
MATS6v,-0.2504819295518061
MATS7Z,-0.023291693098456384
MATS7c,-0.059123866652464274
MATS7d,-0.05877495332471638
MATS7i,-0.04977769046037542
MATS7m,-0.025059767996802127
MATS7p,-0.054771628798197906
MATS7s,0.03323983886576566
MATS7v,-0.05826131138284575
MATS8Z,0.022362569989215382
MATS8c,0.06701203702890195
MATS8d,-0.05468498630375236
MATS8i,0.03537645555141644
MATS8m,0.022416413727393895
MATS8p,0.03404306630933487
MATS8s,0.029849937659163012
MATS8v,0.028057942074716912
MAXsOH,11.030555555555555
MAXssO,4.7500565615874955
MINsOH,10.089641681537424
MINssO,4.7500565615874955
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.141166812112324
SpAD_D,293.6263629351292
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.647972866245774
SssNH2,0
SsssAs,0
SsssCH,-1.5834489690938105
SsssNH,0
SssssB,0
SssssC,-1.9372697651591486
SssssN,0
TMPC10,2036
TMWC10,146.0204810908593
TSRW10,68.0948818469598
VE1_Dt,5.563362540130808
VE2_Dt,0.1794633077461551
VE3_Dt,2.8476048103566765
VR1_Dt,192.2040380569281
VR2_Dt,6.200130259900907
VR3_Dt,6.38995961746803
Xc-3dv,1.3039180029624788
Xc-4dv,0.06454972243679029
Xc-5dv,0.308755656842159
Xc-6dv,0.016137430609197572
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.18139916588397054
Xch-7d,0.64501607284474
Xp-0dv,16.553710473450746
Xp-1dv,9.451105500230536
Xp-2dv,7.607090352569836
Xp-3dv,6.073806330227506
Xp-4dv,4.496892260331664
Xp-5dv,3.272333357709588
Xp-6dv,2.05500847209469
Xp-7dv,1.3002552160790826
Xpc-4d,8.06079310510931
Xpc-5d,15.576867797226056
Xpc-6d,28.287145073188327
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,1
nHBAcc,9
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,8.372142130028866
AATS0dv,11.224489795918368
AATS0pe,6.870967346938775
AATS0se,8.305900979591836
AATS1dv,9.961538461538462
AATS1pe,6.780615384615384
AATS1se,8.054668153846155
AATS2dv,9.337078651685394
AATS2pe,6.641703370786515
AATS2se,7.959221393258426
AATS3dv,9.120967741935484
AATS3pe,6.789431451612903
AATS3se,8.143747354838709
AATS4dv,8.887417218543046
AATS4pe,6.923597350993377
AATS4se,8.330762834437085
AATS5dv,7.350318471337579
AATS5pe,6.978690445859872
AATS5se,8.457784
AATS6dv,6.340579710144928
AATS6pe,6.988327536231883
AATS6se,8.472376608695651
AATS7dv,5.136363636363637
AATS7pe,6.590916666666667
AATS7se,8.121269454545455
AATS8dv,4.174311926605505
AATS8pe,6.491003669724771
AATS8se,8.05296018348624
AATSC0Z,7.75926697209496
AATSC0c,0.04326165964967123
AATSC0d,0.8788004997917535
AATSC0i,1.360116095535835
AATSC0m,36.44207963265306
AATSC0p,0.22935588501530277
AATSC0s,3.7527303438382162
AATSC0v,45.60172820849738
AATSC1Z,-0.36209271777784935
AATSC1c,-0.019266512512634386
AATSC1d,0.4481225771313235
AATSC1i,0.22745945595838826
AATSC1m,-1.4744788053375215
AATSC1p,0.039000405785163436
AATSC1s,-0.46929453361669116
AATSC1v,5.5605094243989335
AATSC2Z,1.2909508678500063
AATSC2c,0.0012273764957756222
AATSC2d,0.15926416427612092
AATSC2i,0.19640270886929437
AATSC2m,6.203572734235267
AATSC2p,0.03784238546848074
AATSC2s,0.022001177983996395
AATSC2v,9.685364878364815
AATSC3Z,0.2637745025594173
AATSC3c,-0.005457838550930552
AATSC3d,-0.013263962596230023
AATSC3i,-0.05113250282367559
AATSC3m,1.3813548841342977
AATSC3p,-0.00245596620419483
AATSC3s,-0.5208457889409879
AATSC3v,2.825753973507021
AATSC4Z,1.0888206073076616
AATSC4c,0.0020683528674669805
AATSC4d,-0.12599606676026268
AATSC4i,-0.2125061542392962
AATSC4m,4.9699555346668465
AATSC4p,-0.03176342337893315
AATSC4s,0.3006280304165637
AATSC4v,-1.2670548015034113
AATSC5Z,-0.07214881272930343
AATSC5c,0.00390645842886112
AATSC5d,-0.11615913751435841
AATSC5i,-0.01764845517174511
AATSC5m,-0.3784702949434554
