DLiP-ID,I0008X
AATSC4s,-0.09128568491700242
AATSC4v,-4.500222730260634
AATSC5Z,-0.5141689410295054
AATSC5c,0.00016153623249342438
AATSC5d,-0.028674321802351452
AATSC5i,-0.0822375870908153
AATSC5m,-2.440652893176608
AATSC5p,-0.012512898058893286
AATSC5s,-0.07998440005853749
AATSC5v,-3.2287092723218973
AATSC6Z,-0.6540386269450308
AATSC6c,-0.0005958098620037589
AATSC6d,-0.031220406425660933
AATSC6i,-0.07184960816368466
AATSC6m,-3.0813783950617277
AATSC6p,-0.012180746656993825
AATSC6s,-0.09297920956377442
AATSC6v,-3.014701848418914
AATSC7Z,-0.43642597601289496
AATSC7c,-0.0020633079166922225
AATSC7d,-0.02801986479553892
AATSC7i,0.13691616639381912
AATSC7m,-1.9651284300907335
AATSC7p,0.016390191317685442
AATSC7s,-0.12010248097454064
AATSC7v,1.7644636451443965
AATSC8Z,-0.48140589569160996
AATSC8c,0.002718839089143131
AATSC8d,-0.0181607457797934
AATSC8i,0.029037708027678497
AATSC8m,-2.3788214172839504
AATSC8p,-0.012281376503829117
AATSC8s,0.16684807256235834
AATSC8v,-4.369981098247743
ATS0are,378.96959999999984
ATS1are,418.7499
ATS2are,711.4640000000002
ATS3are,912.7219000000001
ATS4are,1012.0438
ATS5are,1026.7648999999994
ATS6are,1055.6880000000003
ATS7are,996.3170000000005
ATS8are,889.5069
ATSC0dv,231.42857142857142
ATSC0pe,5.391685714285714
ATSC0se,3.1079250793650792
ATSC1dv,92.56009070294785
ATSC1pe,0.6070437641723521
ATSC1se,0.23624704257999152
ATSC2dv,62.85260770975059
ATSC2pe,1.249221315192764
ATSC2se,0.6914095217938971
ATSC3dv,-2.7437641723356014
ATSC3pe,0.7045480725623783
ATSC3se,0.24729998689845678
ATSC4dv,-73.47392290249432
ATSC4pe,-0.42358684807252983
ATSC4se,-0.07548507835728083
ATSC5dv,-67.5804988662131
ATSC5pe,-1.2123430839001996
ATSC5se,-0.7092304802217283
ATSC6dv,-84.99319727891155
ATSC6pe,-2.29343673469386
ATSC6se,-1.4132128858654638
ATSC7dv,-71.35147392290249
ATSC7pe,-2.57077664399092
ATSC7se,-1.5382031615016414
ATSC8dv,15.408163265306113
ATSC8pe,1.1497340136054433
ATSC8se,1.4062293030990183
AXp-0dv,0.5719051958951004
AXp-1dv,0.3065518037815175
AXp-2dv,0.15873255644551426
AXp-3dv,0.08462731272645958
AXp-4dv,0.04599113372668942
AXp-5dv,0.025027642364078357
AXp-6dv,0.012748262902740544
AXp-7dv,0.006918754930983005
BertzCT,1376.4644460123955
ECIndex,995
ETA_eta,30.465417447633563
GATS1dv,0.4618297401879492
GATS1pe,0.6157299523715853
GATS1se,0.6132549143519177
GATS2dv,0.8444712828770801
GATS2pe,0.7684156443311494
GATS2se,0.7373601729103483
GATS3dv,1.0563219819371945
GATS3pe,0.9685132013741831
GATS3se,0.992901401733805
GATS4dv,1.2614367946678786
GATS4pe,1.3292989137330828
GATS4se,1.4687489803787614
GATS5dv,1.2047534560508615
GATS5pe,1.3330793542241615
GATS5se,1.480052925127183
GATS6dv,1.2063253866893715
GATS6pe,1.3477377106136104
GATS6se,1.4373617393034965
GATS7dv,1.2031347612672916
GATS7pe,1.3407012467145976
GATS7se,1.3971280330538447
GATS8dv,0.926045267489712
GATS8pe,0.8150163479219319
GATS8se,0.6896406826419379
LogEE_A,4.495856845256478
LogEE_D,227.8699562812972
MATS1dv,0.3760733370186106
MATS1pe,0.10586713982667909
MATS1se,0.07147622154901544
MATS2dv,0.14878153515834683
MATS2pe,0.1269280260589882
MATS2se,0.12187300631011683
MATS3dv,-0.005012842820449085
MATS3pe,0.05525102550388363
MATS3se,0.033644016196846274
MATS4dv,-0.12270696053927135
MATS4pe,-0.030364829257834753
MATS4se,-0.00938736088849651
MATS5dv,-0.1101611591631551
MATS5pe,-0.08482523054617092
MATS5se,-0.08608766513492613
MATS6dv,-0.13297147722435076
MATS6pe,-0.15401162271192473
MATS6se,-0.1646373431065705
MATS7dv,-0.1170087758441172
MATS7pe,-0.18095568768564166
MATS7se,-0.18783461111020386
MATS8dv,0.027962962962962946
MATS8pe,0.08956165312730191
MATS8se,0.1900355678529565
MAXaaCH,2.1307242942289144
MAXaasC,1.3007448830352146
MAXaasN,1.705548469387755
MAXdssC,-0.030231601644840955
MAXsCH3,1.9439356134511674
MAXsssN,1.889171548248929
MDEC-11,0.14285714285714285
MDEC-12,5.1073375267459875
MDEC-13,3.535484086701765
MDEC-22,24.627839457352525
MDEC-23,31.744353346884612
MDEC-33,8.894875270673209
MDEN-23,1.2164403991146802
MDEN-33,0.5952753944880748
MDEO-11,0.12499999999999997
MINaaCH,1.784057434702276
MINaasC,0.3494027520966554
MINaasN,1.705548469387755
MINdssC,-0.16944890484531383
MINsCH3,1.9037494226085496
MINsssN,1.7027252672571935
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.2472667135871938
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,865.4481514731626
SpAbs_A,46.737826096015446
SpAbs_D,455.7399125625944
SpMAD_A,1.3353664598861557
SpMAD_D,13.021140358931268
SpMax_A,2.479164738198719
SpMax_D,227.8699562812972
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,58.440000000000005
TpiPC10,8.978387625575028
VAdjMat,6.285402218862249
VE1_DzZ,5.8228777198672335
VE1_Dzi,5.821375485894896
VE1_Dzm,5.822888093985682
VE1_Dzp,5.833702624388565
VE1_Dzv,5.831103821248301
VE2_DzZ,0.16636793485334953
VE2_Dzi,0.16632501388271131
VE2_Dzm,0.16636823125673378
VE2_Dzp,0.16667721783967326
VE2_Dzv,0.16660296632138002
VE3_DzZ,3.014557561622256
VE3_Dzi,3.0142995400979684
VE3_Dzm,3.0145593432343225
VE3_Dzp,3.0164148657909604
VE3_Dzv,3.0159692856271794
VR1_DzZ,246.7747157717211
VR1_Dzi,247.16677022248453
VR1_Dzm,246.77344502368817
VR1_Dzp,245.3153902544949
VR1_Dzv,245.47393129127767
VR2_DzZ,7.050706164906317
VR2_Dzi,7.061907720642415
VR2_Dzm,7.050669857819662
VR2_Dzp,7.009011150128425
VR2_Dzv,7.013540894036505
VR3_DzZ,6.761238807027696
VR3_Dzi,6.762826260376774
VR3_Dzm,6.761233657588861
VR3_Dzp,6.75530765833184
VR3_Dzv,6.75595372390555
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.1848940681816021
Xch-7dv,0.2093294957044766
Xpc-4dv,2.1743576813634893
Xpc-5dv,3.06561308550122
Xpc-6dv,3.9626635658590192
Zagreb1,188.0
Zagreb2,226.0
fragCpx,331.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,2
nBondsM,25
nBondsO,39
nBondsS,42
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.015390476190474
AATS1are,6.249998507462687
AATS2are,6.186643478260871
AATS3are,6.12565033557047
AATS4are,6.208857668711657
AATS5are,6.1482928143712545
AATS6are,6.067172413793105
AATS7are,6.00190963855422
AATS8are,5.930046
AATSC0dv,3.6734693877551017
AATSC0pe,0.08558231292517006
AATSC0se,0.04933214411690602
AATSC1dv,1.3814938910887737
AATSC1pe,0.009060354689139584
AATSC1se,0.003526075262387933
AATSC2dv,0.5465444148673965
AATSC2pe,0.010862794045154469
AATSC2se,0.00601225671125128
AATSC3dv,-0.01841452464654766
AATSC3pe,0.004728510554109921
AATSC3se,0.0016597314556943408
AATSC4dv,-0.4507602632054866
AATSC4pe,-0.0025986923194633734
AATSC4se,-0.0004630986402287167
AATSC5dv,-0.40467364590546767
AATSC5pe,-0.007259539424552094
AATSC5se,-0.0042468891031241214
AATSC6dv,-0.4884666510282273
AATSC6pe,-0.013180670889045171
AATSC6se,-0.008121913137157839
AATSC7dv,-0.42982815616206316
AATSC7pe,-0.015486606289101928
AATSC7se,-0.009266284105431575
AATSC8dv,0.10272108843537409
AATSC8pe,0.007664893424036289
AATSC8se,0.009374862020660122
AETA_eta,0.8704404985038161
ATSC0are,5.550165079365077
ATSC1are,0.6029403124212759
ATSC2are,1.288708188460584
ATSC3are,0.61211909800959
ATSC4are,-0.23908107835724318
ATSC5are,-1.22503600403122
ATSC6are,-2.509951171579728
ATSC7are,-2.809749256739723
ATSC8are,1.6813196523053662
BCUTZ-1h,8.023306552231599
BCUTZ-1l,5.688120276581558
BCUTc-1h,0.4319319408396461
BCUTc-1l,-0.4193635111886085
BCUTd-1h,3.2475016673041224
BCUTd-1l,0.9772883278711889
BCUTi-1h,14.692361557150551
BCUTi-1l,10.948628586929631
BCUTm-1h,16.01119220941982
BCUTm-1l,11.699266136922681
BCUTp-1h,2.0012979892445992
BCUTp-1l,0.7511454455354405
BCUTs-1h,7.009361223842007
BCUTs-1l,1.3531396062679568
BCUTv-1h,20.9064301033567
BCUTv-1l,14.701778058305601
BalabanJ,1.2267686410394476
Diameter,17
ETA_beta,47.75
GATS1are,0.6205734469831083
GATS2are,0.780482229888349
GATS3are,0.9976233891186722
GATS4are,1.372522597965045
GATS5are,1.3785484121780929
GATS6are,1.3920502381838156
GATS7are,1.3774485547994635
GATS8are,0.7690899169594267
HybRatio,0.20689655172413793
Lipinski,False
LogEE_Dt,432.7240757365813
MATS1are,0.1021490113810576
MATS2are,0.1272012551010379
MATS3are,0.046632028749906435
MATS4are,-0.01664915706852928
MATS5are,-0.08326587124052613
MATS6are,-0.16373844943304305
MATS7are,-0.1921295324166714
MATS8are,0.1272312163459174
MAXssCH2,0.8431212944890586
MINssCH2,0.5280370442427827
NsssssAs,0
RotRatio,0.1282051282051282
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,14.680394474296701
SMR_VSA4,0.0
SMR_VSA5,26.813052428219834
SMR_VSA6,17.98942254267563
SMR_VSA7,113.00734942325049
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,354.27320361853737
SpAD_Dzi,337.74886630485423
SpAD_Dzm,354.34881343232695
SpAD_Dzp,499.25758792288207
SpAD_Dzv,456.2869762671032
SpAbs_Dt,865.4481514731631
SpDiam_A,4.90738596537193
SpDiam_D,339.1817988144761
SpMAD_Dt,24.72709004209036
SpMax_Dt,432.7240757365813
SsssssAs,0
VE1_Dzpe,5.822456973694013
VE1_Dzse,5.822937284845984
VE2_Dzpe,0.16635591353411466
VE2_Dzse,0.16636963670988525
VE3_Dzpe,3.0144853015825963
VE3_Dzse,3.0145677910443665
VMcGowan,360.9300000000013
VR1_Dzpe,246.85075740837945
VR1_Dzse,246.76419150468678
VR2_Dzpe,7.052878783096555
VR2_Dzse,7.050405471562479
VR3_Dzpe,6.761546901489555
VR3_Dzse,6.761196158851916
mZagreb1,10.083333333333332
mZagreb2,7.750000000000001
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,54
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.08809785840262027
AATSC1are,0.008999109140616059
AATSC2are,0.011206158160526817
AATSC3are,0.004108181865836174
AATSC4are,-0.0014667550819462772
AATSC5are,-0.007335544934318683
AATSC6are,-0.014425006733216826
AATSC7are,-0.01692620034180556
AATSC8are,0.011208797682035775
AETA_beta,1.3642857142857143
BCUTdv-1h,6.023290405696293
BCUTdv-1l,0.9879192791325709
BCUTpe-1h,3.4909393540263967
BCUTpe-1l,2.237848936171319
BCUTse-1h,3.7037876917038473
BCUTse-1l,2.4338042477835895
ETA_alpha,16.766666666666666
ETA_dBeta,3.25
ETA_eta_B,0.35133161665972423
ETA_eta_F,39.833559414648796
ETA_eta_L,7.507667274363492
ETA_eta_R,70.29897686228236
ETA_psi_1,0.6067551266586251
LabuteASA,204.96633649678782
LogEE_DzZ,177.16721405416664
LogEE_Dzi,168.91006934424388
LogEE_Dzm,177.20493619822426
LogEE_Dzp,248.7813308011599
LogEE_Dzv,227.72843063973366
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.681802935145185
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,54.59730361615449
PEOE_VSA7,61.7270343480093
PEOE_VSA8,31.015583487269748
PEOE_VSA9,11.250837766380558
SM1_Dzare,1.3140995812005583
SpAD_Dzpe,350.49750048164435
SpAD_Dzse,354.80969725863065
SpAbs_DzZ,353.2629995369048
SpAbs_Dzi,336.57287197490064
SpAbs_Dzm,353.3413405243225
SpAbs_Dzp,501.7999774037256
SpAbs_Dzv,457.5321487485571
SpDiam_Dt,637.1623520576651
SpMAD_DzZ,10.12209153195821
SpMAD_Dzi,9.64996760871012
SpMAD_Dzm,10.124251812352199
SpMAD_Dzp,14.264502512082345
SpMAD_Dzv,13.036770750488664
SpMax_DzZ,177.16721405416664
SpMax_Dzi,168.91006934424388
SpMax_Dzm,177.20493619822426
SpMax_Dzp,248.7813308011599
SpMax_Dzv,227.72843063973366
VE1_Dzare,5.821811938287784
VE2_Dzare,0.16633748395107953
VE3_Dzare,3.014374511388422
VR1_Dzare,246.94774169175295
VR2_Dzare,7.055649762621513
VR3_Dzare,6.761939710640645
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,23
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.479047619047619
AETA_dBeta,0.09285714285714286
AETA_eta_B,0.010038046190277835
AETA_eta_F,1.1381016975613942
AETA_eta_L,0.21450477926752834
AETA_eta_R,2.00854219606521
BCUTare-1h,3.5455641453118623
BCUTare-1l,2.1879210282033865
ETA_beta_s,22.25
ETA_dPsi_A,0.10724487334137489
ETA_dPsi_B,0.0
ETA_eta_BR,0.7813316166597242
ETA_eta_FL,9.55521467134988
ETA_eta_RL,17.06288194571337
LogEE_Dzpe,175.2819553466099
LogEE_Dzse,177.43507838854063
PEOE_VSA10,0.0
PEOE_VSA11,5.693927994848461
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,4.899909730850478
SlogP_VSA2,39.58426674482486
SlogP_VSA3,12.965578028838586
SlogP_VSA4,6.923737199690624
SlogP_VSA5,44.59102203262218
SlogP_VSA6,84.92913895846256
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
SpAD_Dzare,345.40398243416547
SpAbs_Dzpe,349.4017319906494
SpAbs_Dzse,353.81211520419515
SpDiam_DzZ,264.4112506239153
SpDiam_Dzi,250.95940722524935
SpDiam_Dzm,264.47201241577073
SpDiam_Dzp,380.55916918674114
SpDiam_Dzv,346.96116781443004
SpMAD_Dzpe,10.014214299475553
SpMAD_Dzse,10.13741992167516
SpMax_Dzpe,175.2819553466099
SpMax_Dzse,177.43507838854063
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6357142857142857
AETA_eta_BR,0.02232376047599212
AETA_eta_FL,0.2730061334671394
AETA_eta_RL,0.48751091273466773
DetourIndex,7294
EState_VSA1,0.0
EState_VSA2,11.814359458703011
EState_VSA3,36.579034978966746
EState_VSA4,17.802135892458033
EState_VSA5,11.126902983393991
EState_VSA6,15.648079734457273
EState_VSA7,85.47742188330945
EState_VSA8,17.231415945224256
EState_VSA9,0.0
ETA_beta_ns,25.5
ETA_shape_p,0.09940357852882703
ETA_shape_x,0.0
ETA_shape_y,0.3399602385685885
GhoseFilter,False
LogEE_Dzare,172.73953691940275
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,344.16497425760497
SpDiam_Dzpe,261.3485473686212
SpDiam_Dzse,264.84636121687066
SpMAD_Dzare,9.868685212404728
SpMax_Dzare,172.73953691940275
TopoPSA(NO),58.440000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.705548469387755
VSA_EState9,74.29445153061226
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7285714285714285
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02095238095238098
FilterItLogS,-6.281510029880464
SpDiam_Dzare,257.2548227921318
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5719576719576713
ETA_epsilon_2,0.7895238095238092
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5064257028112439
ETA_epsilon_5,0.7895238095238092
AETA_beta_ns_d,0.014285714285714285
ETA_dEpsilon_A,0.12762777505045592
ETA_dEpsilon_B,0.06553196914642745
ETA_dEpsilon_C,-0.06209580590402847
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.14285714285714285,5.1073375267459875,3.535484086701765,0.0,24.627839457352525,31.744353346884612,0.0,8.894875270673209,0.0,0.0,0.12499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.2164403991146802,0.5952753944880748"
APolDescriptor,75.71420399999998
BCUTDescriptor,"11.850000000000001,15.99593335608748,-0.27502835188826824,0.25791941946070107,5.747249487651968,11.186128164738907"
BPolDescriptor,38.46579599999999
TPSADescriptor,58.440000000000005
ALOGPDescriptor,"5.371499999999999,28.853012249999992,139.815"
XLogPDescriptor,4.956
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,464.22122636000006
ChiPathDescriptor,"24.363232072819905,17.062881945713375,15.050963998560489,13.549962330131487,11.512272287255545,9.283284249036729,6.093290735365376,4.497514520965324,20.016681856328514,11.955520347479183,8.730290604503283,6.516303079937384,4.691095640122319,3.2035382226020315,1.7337637547727158,1.1000820340262978"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.5441062770026583,0.7106859166899552,0.0,0.0,0.028867513459481284,0.1848940681816021,0.2093294957044766"
AtomCountDescriptor,63
BondCountDescriptor,39
SmallRingDescriptor,"5,4,4,4,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.9982668271404171,0.0,0.7082958010469117,0.0,0.9411748511745155,0.0,0.19387462427884686,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,18,3,5,1,0,0"
ZagrebIndexDescriptor,188.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.99
WeightedPathDescriptor,"72.27573109735631,2.0650208884958947,18.677741098034325,5.182104546933465,13.495636551100853"
FractionalPSADescriptor,0.12588825474059695
WienerNumbersDescriptor,"3851.0,60.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.741150475014886,9.573907715852464,13.716543508432771,2.1743576813634893,3.0656130855012207,3.597109907981299"
FractionalCSP3Descriptor,0.20689655172413793
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,14,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,12.24,5.872153820205768"
AromaticAtomsCountDescriptor,23
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,3299.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.20689655172413793
AutocorrelationDescriptorMass,"37.98885927618781,41.51980165416561,59.43001807928546,65.56463280279723,65.477802811912"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.4767855382583963,-0.24855068554682336,0.004203016042809694,-0.04370215076085601,0.09611573374677924"
EccentricConnectivityIndexDescriptor,995
AutocorrelationDescriptorPolarizability,"2611.4803988583394,3108.374169342462,4419.180266719754,4647.251155219798,4420.279590511521"
