DLiP-ID,C001K5
DLiP-Mol-ID,32493
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H13NO2S/c1-17-11-7-8-12(18-2)14-13(11)15(19)9-5-3-4-6-10(9)16-14/h3-8H,1-2H3,(H,16,19)"
Standard Inchi Key(RDKit),KFAKESMKRPNZTM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12
SMILES(SDF),
MW(SDF),
MW(RDKit),271.341
MW Monoisotopic(RDKit),271.066699656
MolLogP(RDKit),4.06779
XLogP(SDF),
XLogP(CDK),4.159
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),34.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.563342227416759
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,31847.877276617604
qed,0.5633422274167591
Chi0,13.405412915006313
Chi1,9.257550155273627
TPSA,34.25
Chi0n,10.688846486529345
Chi0v,11.505343067457071
Chi1n,5.916902888336106
Chi1v,6.325151178799969
Chi2n,4.219791091234098
Chi2v,4.628039381697962
Chi3n,3.227130125067441
Chi3v,3.6511674731130963
Chi4n,2.313633157418798
Chi4v,2.694285444951148
MolMR,79.74270000000003
MolWt,271.341
fr_SH,0
Kappa1,11.989119300986285
Kappa2,4.551908461502076
Kappa3,1.7582000328873106
fr_ArN,0
