DLiP-ID,T001KQ
DLiP-Mol-ID,17332
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26Cl2N2O2/c1-26-12-11-20-23(28)27(14-15-5-6-15)21(16-7-9-18(24)10-8-16)22(29-20)17-3-2-4-19(25)13-17/h2-4,7-10,13,15,20-22,26H,5-6,11-12,14H2,1H3/t20-,21+,22-/m0/s1"
Standard Inchi Key(RDKit),FODTWMGUVKCBDV-BDTNDASRSA-N
Canonical SMILES(RDKit),CNCC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),433.379
MW Monoisotopic(RDKit),432.137133432
MolLogP(RDKit),5.0227
XLogP(SDF),
XLogP(CDK),4.807
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),41.57
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.666707678076372
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,7515378.360747681
qed,0.6667076780763719
Chi0,20.38010440969447
Chi1,14.062881945713373
TPSA,41.57
Chi0n,16.483376258654392
Chi0v,17.9952341506913
Chi1n,10.180166292204504
Chi1v,10.93609523822296
Chi2n,7.922922912512653
Chi2v,8.795794473456622
Chi3n,5.689017831874062
Chi3v,6.176091250001285
Chi4n,4.003266456175462
Chi4v,4.327982068260278
MolMR,116.23970000000006
MolWt,433.37900000000025
fr_SH,0
Kappa1,20.673451885937673
Kappa2,9.048949397963236
