DLiP-ID,C001UV
SsF,0
SsI,0
Sse,40.309541150764744
StN,0
fMF,0.575
nBr,0
nCl,0
AMID,2.078363898772411
BIC0,0.2653410489713905
BIC1,0.507559981555952
BIC2,0.668377851560956
BIC3,0.8552605229966762
BIC4,0.9160783930016806
BIC5,0.9247666601452521
CIC0,3.7949202083509626
CIC1,2.400977500432694
CIC2,1.4754887502163476
CIC3,0.39999999999999947
CIC4,0.04999999999999716
CIC5,0.0
GGI1,4.5
GGI2,2.666666666666668
GGI3,1.5
GGI4,1.3111111111111113
GGI5,0.8541666666666667
GGI6,0.5077551020408163
GGI7,0.359375
GGI8,0.24540186444948345
GGI9,0.11812500000000001
JGI1,0.1607142857142857
JGI2,0.06837606837606841
JGI3,0.037500000000000006
JGI4,0.03746031746031746
JGI5,0.024404761904761908
JGI6,0.014104308390022673
JGI7,0.010890151515151514
JGI8,0.009816074577979337
JGI9,0.0073828125000000005
MIC0,13.923486335044002
MIC1,27.067034846033554
MIC2,38.28288022488209
MIC3,42.86727288510017
MIC4,43.770222885100154
MIC5,43.82062288510017
MPC2,39
MPC3,52
MPC4,69
MPC5,92
MPC6,98
MPC7,117
MPC8,138
MPC9,152
Mare,0.9921
NaaN,2
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22167452723681177
RPCG,0.12792089897505843
SIC0,0.28692756822538745
SIC1,0.5488519465831847
SIC2,0.7227529714965877
SIC3,0.924839270116357
SIC4,0.9906049087645452
SIC5,1.0
SaaN,9.176548301419334
SaaO,0
SaaS,0
Sare,39.684
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,19.555660074312186
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,61.080315461456
TIC1,116.83802377818674
TIC2,153.8575737868406
TIC3,196.87712379549453
TIC4,210.8771237954946
TIC5,212.8771237954945
Vabc,283.0200149049017
WPol,40
apol,48.30589499999999
bpol,17.898104999999997
nRot,3
ABCGG,14.92194654900528
ATS0Z,1010.0
ATS0d,149.0
ATS0i,6314.274662198735
ATS0m,4001.047529
ATS0p,67.363601572735
ATS0s,181.47222222222223
ATS0v,10099.318275044312
ATS1Z,1163.0
ATS1d,186.0
ATS1i,6230.0039923633985
ATS1m,4470.696956000002
ATS1p,84.64421999200002
ATS1s,156.61111111111114
ATS1v,12629.692158528349
ATS2Z,1694.0
ATS2d,280.0
ATS2i,9802.410287331197
ATS2m,6452.5541589999975
ATS2p,123.37510067999996
ATS2s,239.22222222222229
ATS2v,18066.177205910855
ATS3Z,1848.0
ATS3d,313.0
ATS3i,13635.981299758341
ATS3m,6882.193136
ATS3p,134.87175862679194
ATS3s,300.55555555555543
ATS3v,19428.025149499976
ATS4Z,1688.0
ATS4d,289.0
ATS4i,13993.355421145841
ATS4m,6208.047742999999
ATS4p,122.13575728733902
ATS4s,302.55555555555554
ATS4v,17373.678312904187
ATS5Z,1583.0
ATS5d,280.0
ATS5i,12636.268016958289
ATS5m,5883.541510999999
ATS5p,119.97649971933897
ATS5s,250.1666666666667
ATS5v,17171.619470160196
ATS6Z,1617.0
ATS6d,276.0
ATS6i,11508.1929433105
ATS6m,6008.037708
ATS6p,128.301145780547
ATS6s,250.38888888888886
ATS6v,18261.274213559114
ATS7Z,1571.0
ATS7d,267.0
ATS7i,13065.115321190297
ATS7m,5697.300373
ATS7p,133.41940730109403
ATS7s,276.3888888888889
ATS7v,18366.15488553478
ATS8Z,1288.0
ATS8d,226.0
ATS8i,13546.943913638788
ATS8m,4529.428989000001
ATS8p,117.07010685988598
ATS8s,258.2777777777778
ATS8v,15526.69389552315
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,16
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.09060299969390878
JGI10,0.011325374961738598
JGT10,0.38197415540032564
Kier1,18.367346938775512
Kier2,8.347140039447732
Kier3,4.295857988165681
MID_C,42.128348607101
MID_N,6.2916946006482455
MID_O,3.5390542615610325
MID_X,0.0
MID_h,9.830748862209278
MPC10,151
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.75890177387728
MWC04,6.637258031284457
MWC05,7.509335266016592
MWC06,8.39502555744203
MWC07,9.275472466913964
MWC08,10.165505603232393
MWC09,11.050524859350896
MWC10,11.943401834081957
NaaCH,12
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.451600000000003
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.8885724595653635
SRW07,0.0
SRW08,8.510168576479273
SRW09,0.0
SRW10,10.179489173338517
SaaCH,21.417479704262746
SaaNH,0
SaaSe,0
SaaaC,1.6451641891324436
SaasC,2.7785871205180372
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.2598939436885863
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.304406926708476
VE1_D,4.921739168245034
VE2_A,0.17217627706833905
VE2_D,0.19686956672980138
VE3_A,2.375930096432757
VE3_D,2.509952689396383
VR1_A,221.36470520527328
VR1_D,150.48167992405266
VR2_A,8.85458820821093
VR2_D,6.019267196962106
VR3_A,6.3161023230235305
VR3_D,5.9301320805742375
WPath,1468
Xc-3d,1.5006670671981688
Xc-4d,0.0
Xc-5d,0.3003491900968691
Xc-6d,0.0
Xp-0d,17.225403871315223
Xp-1d,12.20350993820667
Xp-2d,10.987150611017183
Xp-3d,9.339203179983196
Xp-4d,7.857182171913474
Xp-5d,6.761351122903821
Xp-6d,4.503291413109104
Xp-7d,3.404428607847732
ZMIC0,77.30284922016516
ZMIC1,60.1304741145829
ZMIC2,35.80828358897678
ZMIC3,25.175736879181184
ZMIC4,23.050387212760025
ZMIC5,22.88429080801566
nAcid,0
nAtom,40
nBase,0
nRing,4
piPC1,3.7013019741124933
piPC2,4.363098624788363
piPC3,4.997212273764115
piPC4,5.6267214285197396
piPC5,6.259581464064923
piPC6,6.562532366633707
piPC7,7.065853514093181
piPC8,7.570411035043566
piPC9,8.023483275500757
AATS0Z,25.25
AATS0d,3.725
AATS0i,157.85686655496838
AATS0m,100.026188225
AATS0p,1.684090039318375
AATS0s,4.5368055555555555
AATS0v,252.4829568761078
AATS1Z,27.046511627906977
AATS1d,4.325581395348837
AATS1i,144.883813775893
AATS1m,103.96969665116283
AATS1p,1.9684702323720935
AATS1s,3.642118863049096
AATS1v,293.71377112856624
AATS2Z,25.28358208955224
AATS2d,4.17910447761194
AATS2i,146.30463115419695
AATS2m,96.30677849253728
AATS2p,1.8414194131343278
AATS2s,3.570480928689885
AATS2v,269.64443590911725
AATS3Z,21.0
AATS3d,3.5568181818181817
AATS3i,154.95433295179933
AATS3m,78.20674018181818
AATS3p,1.5326336207589994
AATS3s,3.415404040404039
AATS3v,220.77301306249973
AATS4Z,19.402298850574713
AATS4d,3.32183908045977
AATS4i,160.84316576029704
AATS4m,71.3568706091954
AATS4p,1.4038592791648163
AATS4s,3.4776500638569603
AATS4v,199.69745187246193
AATS5Z,20.037974683544302
AATS5d,3.5443037974683542
AATS5i,159.95275970833276
AATS5m,74.47520899999999
AATS5p,1.5186898698650504
AATS5s,3.1666666666666674
AATS5v,217.3622717741797
AATS6Z,21.276315789473685
AATS6d,3.6315789473684212
AATS6i,151.42359135934868
AATS6m,79.0531277368421
AATS6p,1.6881729707966708
AATS6s,3.2945906432748533
AATS6v,240.27992386261994
AATS7Z,18.267441860465116
AATS7d,3.104651162790698
AATS7i,151.91994559523602
AATS7m,66.24767875581395
AATS7p,1.5513884569894654
AATS7s,3.213824289405685
AATS7v,213.55994052947418
AATS8Z,14.804597701149426
AATS8d,2.5977011494252875
AATS8i,155.7119990073424
AATS8m,52.062402172413805
AATS8p,1.3456334121825975
AATS8s,2.968710089399745
AATS8v,178.46774592555346
AMID_C,1.68513394428404
AMID_N,0.2516677840259298
AMID_O,0.1415621704624413
AMID_X,0.0
AMID_h,0.3932299544883711
ATS0dv,352.0
ATS0pe,254.042
ATS0se,308.89562
ATS1dv,384.0
ATS1pe,283.25000000000006
ATS1se,336.1351999999998
ATS2dv,547.0
ATS2pe,435.2297000000001
ATS2se,518.511196
ATS3dv,571.0
ATS3pe,563.4960000000001
ATS3se,682.6990639999999
ATS4dv,520.0
ATS4pe,558.7253
ATS4se,680.2492279999998
ATS5dv,474.0
ATS5pe,502.7471
ATS5se,611.5025479999999
ATS6dv,451.0
ATS6pe,483.7731
ATS6se,584.3711200000001
ATS7dv,403.0
ATS7pe,533.3801
ATS7se,651.9841240000001
ATS8dv,304.0
ATS8pe,522.6969999999999
ATS8se,649.760084
ATSC0Z,270.40000000000003
ATSC0c,1.0895030407528001
ATSC0d,22.975
ATSC0i,63.74852612643432
ATSC0m,1289.1137569750001
ATSC0p,9.027114278959374
ATSC0s,48.85486111111111
ATSC0v,1935.8473160030157
ATSC1Z,-2.7299999999999804
ATSC1c,-0.6623228982430691
ATSC1d,7.3018750000000034
ATSC1i,1.205312948760112
ATSC1m,-6.6428434481252445
ATSC1p,1.0978970495331692
ATSC1s,-11.27730902777778
ATSC1v,170.4216965117585
ATSC2Z,-8.369999999999973
ATSC2c,0.21177488003104336
ATSC2d,-2.3581249999999967
ATSC2i,-17.122419717700843
ATSC2m,-49.13803650812529
ATSC2p,-2.7827845457403315
ATSC2s,2.5063020833333307
ATSC2v,-464.53572165627304
ATSC3Z,-12.179999999999993
ATSC3c,-0.2535655676295338
ATSC3d,-0.8199999999999978
ATSC3i,-36.67802075143059
ATSC3m,-59.09883964500018
ATSC3p,-2.429824536280625
ATSC3s,-5.829999999999999
ATSC3v,-329.4640734689134
ATSC4Z,-14.370000000000001
ATSC4c,0.28170708737664424
ATSC4d,2.2043749999999998
ATSC4i,-4.1891622716173185
ATSC4m,-67.66712562062509
ATSC4p,0.020100297843359927
ATSC4s,-0.7725173611111127
ATSC4v,-72.51244223075322
ATSC5Z,12.210000000000006
ATSC5c,-0.09126758899642727
ATSC5d,-1.8256249999999987
ATSC5i,33.41382108855954
ATSC5m,70.80823547437483
ATSC5p,3.888410040285234
ATSC5s,-5.030711805555557
ATSC5v,675.3421374470337
ATSC6Z,-78.05999999999999
ATSC6c,-0.015303912096413208
ATSC6d,-13.502499999999996
ATSC6i,11.612653862231861
ATSC6m,-370.3690324775002
ATSC6p,-0.4351494656194397
ATSC6s,-3.829791666666668
ATSC6v,-283.2022810851473
ATSC7Z,-106.85999999999999
ATSC7c,0.023846297164096447
ATSC7d,-12.296249999999997
ATSC7i,-6.000322036732464
ATSC7m,-515.01268227125
ATSC7p,-3.029182820272532
ATSC7s,-1.728229166666666
ATSC7v,-775.900794916394
ATSC8Z,-48.870000000000005
ATSC8c,-0.14092522305332555
ATSC8d,-5.7706250000000034
ATSC8i,-12.080450739486619
ATSC8m,-239.8060475956248
ATSC8p,-3.0629663028985155
ATSC8s,-2.260711805555551
ATSC8v,-556.1182346222781
AXp-0d,0.6890161548526089
AXp-1d,0.4358396406502382
AXp-2d,0.28172181053890216
AXp-3d,0.179600061153523
AXp-4d,0.11387220539005034
AXp-5d,0.073492946988085
AXp-6d,0.04595195319499086
AXp-7d,0.029097680408954975
GATS1Z,0.7513416815742396
GATS1c,1.4498835014794675
GATS1d,0.6908419161373586
GATS1i,1.009461735557077
GATS1m,0.7482209719497858
GATS1p,0.7916012094356387
GATS1s,1.0321467802808044
GATS1v,0.7464989240706592
GATS2Z,0.7792766934557979
GATS2c,0.615222265598372
GATS2d,1.140110113198967
GATS2i,1.1918348072657643
GATS2m,0.7868887509509169
GATS2p,1.0895188223379269
GATS2s,0.5911000214913832
GATS2v,0.9982668159735087
GATS3Z,0.9432364510489509
GATS3c,1.0619899068037841
GATS3d,1.0705806706894847
GATS3i,1.2947204762551936
GATS3m,0.9427604178499098
GATS3p,1.047140332830744
GATS3s,0.95993014249329
GATS3v,0.9873714447995233
GATS4Z,1.0212201591511936
GATS4c,1.0149832044886598
GATS4d,0.9755731492251697
GATS4i,1.1169283976443642
GATS4m,1.0176882267892509
GATS4p,0.9104679464583415
GATS4s,0.9782278907880141
GATS4v,0.933119295266067
GATS5Z,0.9320228821811098
GATS5c,0.9898123280768567
GATS5d,1.1280836352116361
GATS5i,0.8482746832771837
GATS5m,0.9269751955874159
GATS5p,0.6912788673425481
GATS5s,0.741864167900234
GATS5v,0.7440377762812084
GATS6Z,1.0010754048582995
GATS6c,0.8376245477099302
GATS6d,1.3624649218257832
GATS6i,0.9304774222722265
GATS6m,1.0027332869287244
GATS6p,0.9570948160107167
GATS6s,0.7373029523389859
GATS6v,0.9833111428657226
GATS7Z,1.0884391771019677
GATS7c,0.7685805587651089
GATS7d,1.1448237467419085
GATS7i,0.9898117042656749
GATS7m,1.0934309411335974
GATS7p,1.1380790100710816
GATS7s,0.8220044805234088
GATS7v,1.1580951631888388
GATS8Z,1.091677718832891
GATS8c,0.8178048867688433
GATS8d,0.9463059547484147
GATS8i,0.9745728308163074
GATS8m,1.0970379117809896
GATS8p,1.1893908392401853
GATS8s,0.9360453175922309
GATS8v,1.1874238756325597
MATS1Z,-0.009391771019677928
MATS1c,-0.565500325287144
MATS1d,0.2956449123162185
MATS1i,0.01758819247773782
MATS1m,-0.004793517422830382
MATS1p,0.11313688399199272
MATS1s,-0.21472827446957835
MATS1v,0.08189272438899597
MATS2Z,-0.018480084783184605
MATS2c,0.116046270151094
MATS2d,-0.061276858363243536
MATS2i,-0.1603541407325463
MATS2m,-0.022756828899041594
MATS2p,-0.18404152828518242
MATS2s,0.030627448675797676
MATS2v,-0.14326272372058443
MATS3Z,-0.02047471759010219
MATS3c,-0.10578866867191569
MATS3d,-0.016223167474527605
MATS3i,-0.2615249108853263
MATS3m,-0.02083843166221559
MATS3p,-0.12234980794290946
MATS3s,-0.05424229932765702
MATS3v,-0.07735961188330152
MATS4Z,-0.024433789022648436
MATS4c,0.11888034736809139
MATS4d,0.044113416632271446
MATS4i,-0.030213272936136668
MATS4m,-0.02413388419454178
MATS4p,0.001023750886965175
MATS4s,-0.007270113717146075
MATS4v,-0.017221943912411813
MATS5Z,0.022863455920904812
MATS5c,-0.04241515235663346
MATS5d,-0.04023360559771901
MATS5i,0.2653926522321844
MATS5m,0.027811565063424436
MATS5p,0.21810017569623205
MATS5s,-0.05213802256281298
MATS5v,0.17663861360468902
MATS6Z,-0.15193864839613822
MATS6c,-0.0073929950406509525
MATS6d,-0.3093179084817592
MATS6i,0.09587551990242463
MATS6m,-0.15121324139959544
MATS6p,-0.02537090231264346
MATS6s,-0.04125853146889769
MATS6v,-0.0769966881777805
MATS7Z,-0.18381037567084074
MATS7c,0.010180146903392643
MATS7d,-0.2489308398916921
MATS7i,-0.04377901150859805
MATS7m,-0.18581818800370586
MATS7p,-0.1560767038555362
MATS7s,-0.01645337845811682
MATS7v,-0.18642177390514084
MATS8Z,-0.08309528667618853
MATS8c,-0.05947042236500749
MATS8d,-0.1154803447025128
MATS8i,-0.08712719434541044
MATS8m,-0.08552825805356146
MATS8p,-0.1560033833216393
MATS8s,-0.021275420767818205
MATS8v,-0.1320799127804368
MAXaaN,4.604965513983371
MAXsOH,10.11899908563058
MINaaN,4.571582787435962
MINsOH,9.436660988681606
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.3162616361054
SpAD_D,243.36804399676657
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,961
TMWC10,128.640700170638
TSRW10,59.98257364292713
VE1_Dt,4.962917265870179
VE2_Dt,0.19851669063480717
VE3_Dt,2.518284458155174
VR1_Dt,145.74715424589363
VR2_Dt,5.829886169835745
VR3_Dt,5.8981640320146145
Xc-3dv,0.5372076441918081
Xc-4dv,0.0
Xc-5dv,0.06783898696393471
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.3055555555555555
Xch-7d,0.5306689868820993
Xp-0dv,13.217057612275346
Xp-1dv,7.817708529925044
Xp-2dv,5.601992534459659
Xp-3dv,3.878225924818397
Xp-4dv,2.636545348046488
Xp-5dv,1.8349768786992173
Xp-6dv,0.9480672940579565
Xp-7dv,0.586429332806703
Xpc-4d,3.527503699060645
Xpc-5d,5.680942569962122
Xpc-6d,8.958271349813016
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,4
piPC10,8.302688487109606
AATS0dv,8.8
AATS0pe,6.35105
AATS0se,7.7223905
AATS1dv,8.930232558139535
AATS1pe,6.587209302325583
AATS1se,7.8170976744186005
AATS2dv,8.164179104477611
AATS2pe,6.495965671641793
AATS2se,7.738973074626866
AATS3dv,6.488636363636363
AATS3pe,6.403363636363637
AATS3se,7.757943909090908
AATS4dv,5.977011494252873
AATS4pe,6.422129885057471
AATS4se,7.818956643678159
AATS5dv,6.0
AATS5pe,6.363887341772152
AATS5se,7.7405385822784805
AATS6dv,5.934210526315789
AATS6pe,6.36543552631579
AATS6se,7.689093684210528
AATS7dv,4.686046511627907
AATS7pe,6.202094186046511
AATS7se,7.5812107441860475
AATS8dv,3.4942528735632186
AATS8pe,6.008011494252872
AATS8se,7.468506712643678
AATSC0Z,6.760000000000001
AATSC0c,0.027237576018820004
AATSC0d,0.5743750000000001
AATSC0i,1.593713153160858
AATSC0m,32.227843924375
AATSC0p,0.22567785697398435
AATSC0s,1.221371527777778
AATSC0v,48.396182900075395
AATSC1Z,-0.0634883720930228
AATSC1c,-0.015402858098676026
AATSC1d,0.16981104651162798
AATSC1i,0.028030533692095627
AATSC1m,-0.15448473135174987
AATSC1p,0.02553248952402719
AATSC1s,-0.2622630006459949
AATSC1v,3.9632952677153144
AATSC2Z,-0.12492537313432794
AATSC2c,0.0031608191049409457
AATSC2d,-0.03519589552238801
AATSC2i,-0.2555585032492663
AATSC2m,-0.7334035299720192
AATSC2p,-0.04153409769761689
AATSC2s,0.03740749378109449
AATSC2v,-6.933368979944373
AATSC3Z,-0.13840909090909082
AATSC3c,-0.0028814269048810658
AATSC3d,-0.009318181818181793
AATSC3i,-0.41679569035716574
AATSC3m,-0.6715777232386384
AATSC3p,-0.027611642457734373
AATSC3s,-0.06624999999999999
AATSC3v,-3.743909925783107
AATSC4Z,-0.16517241379310346
AATSC4c,0.0032380124985821176
AATSC4d,0.025337643678160916
AATSC4i,-0.04815129047835998
AATSC4m,-0.7777830531106332
AATSC4p,0.0002310379062455164
AATSC4s,-0.008879509897828881
AATSC4v,-0.833476347479922
AATSC5Z,0.15455696202531655
AATSC5c,-0.0011552859366636364
AATSC5d,-0.023109177215189857
AATSC5i,0.42295976061467766
AATSC5m,0.8963067781566434
AATSC5p,0.049220380256775116
AATSC5s,-0.06367989627285514
AATSC5v,8.548634651228275
AATSC6Z,-1.0271052631578945
AATSC6c,-0.0002013672644264896
