DLiP-ID,C001RY
AATSC5m,3.8565878629784867
AATSC5p,0.01174669697564173
AATSC5s,-0.055124156658548196
AATSC5v,1.899748217072132
AATSC6Z,1.8869701726844583
AATSC6c,-0.0020235233432005758
AATSC6d,-0.03384615384615385
AATSC6i,0.037864900267961334
AATSC6m,8.822680680376765
AATSC6p,0.0541319509141507
AATSC6s,0.03087487859974632
AATSC6v,9.048455380674637
AATSC7Z,-1.1428571428571426
AATSC7c,0.0044051181946578935
AATSC7d,-0.10285714285714287
AATSC7i,0.22931130924157436
AATSC7m,-5.329342478775506
AATSC7p,-0.013546319663113468
AATSC7s,0.041020443156686515
AATSC7v,-4.259937175106359
AATSC8Z,-1.3015017327685792
AATSC8c,-0.0021227442647916194
AATSC8d,-0.04679245283018867
AATSC8i,-0.11959848391241731
AATSC8m,-6.217828636380439
AATSC8p,-0.033465963566423444
AATSC8s,-0.07609591208173618
AATSC8v,-9.456211414999345
ATS0are,215.64830000000003
ATS1are,242.254
ATS2are,387.6488
ATS3are,436.7108
ATS4are,442.3649
ATS5are,444.6558
ATS6are,394.26500000000004
ATS7are,353.2538
ATS8are,314.17400000000004
ATSC0dv,124.5079365079365
ATSC0pe,2.972497142857141
ATSC0se,1.7733329714285706
ATSC1dv,21.315192743764158
ATSC1pe,0.01766310204081508
ATSC1se,-0.10681356897959138
ATSC2dv,-13.247165532879833
ATSC2pe,-0.4690435918367353
ATSC2se,-0.23128983591836627
ATSC3dv,-15.213151927437641
ATSC3pe,-0.19714840816326534
ATSC3se,-0.17563934122448985
ATSC4dv,-22.451247165532884
ATSC4pe,-0.5553026938775509
ATSC4se,-0.2632110269387752
ATSC5dv,2.2879818594104333
ATSC5pe,-0.2925339591836732
ATSC5se,-0.21532496816326563
ATSC6dv,6.072562358276643
ATSC6pe,0.14155387755101956
ATSC6se,-0.1865582612244899
ATSC7dv,-26.698412698412703
ATSC7pe,0.5135588571428571
ATSC7se,0.7313700171428579
ATSC8dv,-34.64852607709751
ATSC8pe,-0.6481699591836724
ATSC8se,-0.28920329959183694
AXp-0dv,0.5685468102699172
AXp-1dv,0.31262644677404905
AXp-2dv,0.1744526817568902
AXp-3dv,0.09513892753659033
AXp-4dv,0.05057267899501659
AXp-5dv,0.024607059718745338
AXp-6dv,0.01318929271604091
AXp-7dv,0.007088741036579332
BertzCT,885.5762832011831
ECIndex,427
ETA_eta,13.612506419443118
GATS1dv,0.6236010091521511
GATS1pe,0.7829444026859573
GATS1se,0.9054646189002925
GATS2dv,0.9895858586703005
GATS2pe,1.0460228725439125
GATS2se,1.1118957772687939
GATS3dv,0.9896860303699927
GATS3pe,0.8327323208341958
GATS3se,0.7936782086543427
GATS4dv,1.006121097512607
GATS4pe,1.0205093446096203
GATS4se,0.9345877063963454
GATS5dv,0.9961495789517208
GATS5pe,1.0441680302182392
GATS5se,1.0216457124617344
GATS6dv,1.0376848546659867
GATS6pe,0.9910227549826389
GATS6se,1.032832949359447
GATS7dv,1.1294142019377869
GATS7pe,1.0000658417069248
GATS7se,0.8859603278275642
GATS8dv,1.0974522047857755
GATS8pe,1.0394836784202894
GATS8se,0.9845054959968048
LogEE_A,4.046772731499586
LogEE_D,102.68545328254282
MATS1dv,0.15768002361845448
MATS1pe,0.005473057108106388
MATS1se,-0.05547797304966245
MATS2dv,-0.06104697335752091
MATS2pe,-0.09053780691161932
MATS2se,-0.0748349492408488
MATS3dv,-0.059396070598900785
MATS3pe,-0.03224091635422563
MATS3se,-0.04814675906503858
MATS4dv,-0.08765546206583943
MATS4pe,-0.09081213422608926
MATS4se,-0.0721521602673581
MATS5dv,0.008691442589963762
MATS5pe,-0.046546943435466205
MATS5se,-0.05743021304422451
MATS6dv,0.02626211116777154
MATS6pe,0.025642184001581546
MATS6se,-0.05664725687174463
MATS7dv,-0.1340196328403876
MATS7pe,0.1079813605491872
MATS7se,0.2577667409781752
MATS8dv,-0.18377223788402147
MATS8pe,-0.14399905026896878
MATS8se,-0.10769737783500398
MAXaaCH,2.1090768087665634
MAXaaaC,1.011811224489796
MAXaasC,1.2756957566977412
MAXssNH,3.398428996598639
MDEC-22,11.738093726561237
MDEC-23,18.95515381073213
MDEC-33,5.413709824155665
MDEN-22,1.1905507889761497
MINaaCH,1.5938614890400604
MINaaaC,0.9267819349962209
MINaasC,0.8506897203325775
MINssNH,3.398428996598639
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3035714285714288
SM1_Dzi,0.7619824469814525
SM1_Dzm,1.3021248169781947
SM1_Dzp,-2.2127017878501234
SM1_Dzv,-1.199389487616844
SddssSe,0
SpAD_Dt,434.8151256980036
SpAbs_A,29.967922270891076
SpAbs_D,205.3709065650857
SpMAD_A,1.3621782850405035
SpMAD_D,9.335041207503897
SpMax_A,2.428683602800125
SpMax_D,102.68545328254282
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,79.19
TpiPC10,9.076666781742059
VAdjMat,5.643856189774724
VE1_DzZ,4.623127378224333
VE1_Dzi,4.614361915217832
VE1_Dzm,4.623134914472212
VE1_Dzp,4.620052165833364
VE1_Dzv,4.620883933034682
VE2_DzZ,0.2101421535556515
VE2_Dzi,0.20974372341899236
VE2_Dzm,0.21014249611237326
VE2_Dzp,0.21000237117424383
VE2_Dzv,0.2100401787743037
VE3_DzZ,2.319528758143348
VE3_Dzi,2.3176309555351065
VE3_Dzm,2.319530388261041
VE3_Dzp,2.3188633567000942
VE3_Dzv,2.319043374653831
VR1_DzZ,124.30810770976055
VR1_Dzi,124.97452716055606
VR1_Dzm,124.30780395286973
VR1_Dzp,124.82925669032244
VR1_Dzv,124.7453701741613
VR2_DzZ,5.650368532261843
VR2_Dzi,5.680660325479821
VR2_Dzm,5.650354725130442
VR2_Dzp,5.674057122287383
VR2_Dzv,5.670244098825513
VR3_DzZ,5.61122058370275
VR3_Dzi,5.616567294184501
VR3_Dzm,5.61121814011908
VR3_Dzp,5.615404217433858
VR3_Dzv,5.614731981474826
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.15713484026367722
Xch-6dv,0.14146520631226803
Xch-7dv,0.12304522056856218
Xpc-4dv,1.2325301024814683
Xpc-5dv,1.5356823973721632
Xpc-6dv,1.5986087619744997
Zagreb1,118.0
Zagreb2,139.0
fragCpx,163.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,25
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,3
AATS0are,6.161380000000001
AATS1are,6.375105263157894
AATS2are,6.354898360655738
AATS3are,6.065427777777778
AATS4are,6.143956944444444
AATS5are,6.0088621621621625
AATS6are,6.065615384615385
AATS7are,6.308103571428572
AATS8are,5.927811320754718
AATSC0dv,3.5573696145124716
AATSC0pe,0.08492848979591831
AATSC0se,0.05066665632653059
AATSC1dv,0.5609261248358989
AATSC1pe,0.0004648184747582916
AATSC1se,-0.002810883394199773
AATSC2dv,-0.21716664807999728
AATSC2pe,-0.007689239210438284
AATSC2se,-0.003791636654399447
AATSC3dv,-0.21129377676996725
AATSC3pe,-0.0027381723356009074
AATSC3se,-0.002439435294784581
AATSC4dv,-0.3118228772990678
AATSC4pe,-0.007712537414965985
AATSC4se,-0.0036557087074829886
AATSC5dv,0.030918673775816665
AATSC5pe,-0.003953161610590178
AATSC5se,-0.002909796867071157
AATSC6dv,0.09342403628117912
AATSC6pe,0.002177751962323378
AATSC6se,-0.0028701270957613833
AATSC7dv,-0.47675736961451254
AATSC7pe,0.00917069387755102
AATSC7se,0.013060178877551034
AATSC8dv,-0.6537457750395756
AATSC8pe,-0.012229621871390045
AATSC8se,-0.005456666030034659
AETA_eta,0.618750291792869
ATSC0are,3.103657142857141
ATSC1are,-0.05217346938775758
ATSC2are,-0.3494653061224524
ATSC3are,-0.16129183673469374
ATSC4are,-0.4954061224489803
ATSC5are,-0.47516938775510104
ATSC6are,-0.0735204081632654
ATSC7are,0.8116571428571404
ATSC8are,-0.5962551020408143
BCUTZ-1h,16.00450305035738
BCUTZ-1l,5.673115861749347
BCUTc-1h,0.40674391047503394
BCUTc-1l,-0.5357548209924834
BCUTd-1h,3.2408935558955183
BCUTd-1l,1.757912935676264
BCUTi-1h,14.557163232991384
BCUTi-1l,10.31141037564894
BCUTm-1h,32.06224583934867
BCUTm-1l,11.685838227743204
BCUTp-1h,2.9363797024927454
BCUTp-1l,0.7519475407836259
BCUTs-1h,3.5297921301521016
BCUTs-1l,0.6100528015762983
BCUTv-1h,24.440718254426116
BCUTv-1l,14.702563748098404
BalabanJ,1.337103714260833
Diameter,11
ETA_beta,33.0
GATS1are,0.8350886802472174
GATS2are,1.060507223630414
GATS3are,0.8132507144669064
GATS4are,1.0137467115087986
GATS5are,1.0628616358929905
GATS6are,1.0288596791874032
GATS7are,0.9828819457230179
GATS8are,1.000629637169193
HybRatio,0.058823529411764705
Lipinski,True
LogEE_Dt,217.4075628490018
MATS1are,-0.015483189368642737
MATS2are,-0.06460535791575105
MATS3are,-0.025262376080650368
MATS4are,-0.07759311339822367
MATS5are,-0.07241208279384428
MATS6are,-0.01275524655776527
MATS7are,0.16344772986706887
MATS8are,-0.12686754726707905
MAXssCH2,0.7636090639959686
MINssCH2,0.7636090639959686
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,0.7539014687882499
SM1_Dzse,0.7406398837148147
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,5.316788604006331
SMR_VSA7,65.50905844097953
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,147.48614995076179
SpAD_Dzi,149.5772260854929
SpAD_Dzm,147.50239475759338
SpAD_Dzp,185.95121591914335
SpAD_Dzv,175.91175292039077
SpAbs_Dt,434.8151256980035
SpDiam_A,4.8439806264607395
SpDiam_D,151.39914998559328
SpMAD_Dt,19.764323895363802
SpMax_Dt,217.4075628490018
SsssssAs,0
VE1_Dzpe,4.6172930072058165
VE1_Dzse,4.6182387087524415
VE2_Dzpe,0.20987695487299166
VE2_Dzse,0.20991994130692915
VE3_Dzpe,2.318265964558106
VE3_Dzse,2.3184707608988075
VMcGowan,220.40999999999985
VR1_Dzpe,124.79096337661798
VR1_Dzse,124.73332424137416
VR2_Dzpe,5.6723165171189995
VR2_Dzse,5.669696556426098
VR3_Dzpe,5.615097404836749
VR3_Dzse,5.614635412644972
mZagreb1,4.666666666666666
mZagreb2,4.833333333333333
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08867591836734688
AATSC1are,-0.0013729860365199365
AATSC2are,-0.005728939444630368
AATSC3are,-0.0022401643990929685
AATSC4are,-0.006880640589569171
AATSC5are,-0.0064212079426365
AATSC6are,-0.0011310832025117753
AATSC7are,0.014493877551020365
AATSC8are,-0.011250096264921025
AETA_beta,1.5
BCUTdv-1h,6.015006218814847
BCUTdv-1l,0.6503226570457388
BCUTpe-1h,3.489688034670144
BCUTpe-1l,2.220071714000081
BCUTse-1h,3.702734031597641
BCUTse-1l,2.4155878195470395
ETA_alpha,10.866666666666669
ETA_dBeta,4.0
ETA_eta_B,0.015234076806738273
ETA_eta_F,20.182665773049184
ETA_eta_L,4.409496232120546
ETA_eta_R,33.7951721924923
ETA_psi_1,0.6162570888468811
LabuteASA,131.01604885774623
LogEE_DzZ,73.60009699663965
LogEE_Dzi,74.82324860851833
LogEE_Dzm,73.60765432906302
LogEE_Dzp,92.49360712372568
LogEE_Dzv,87.79232334824766
PEOE_VSA1,9.733939541059678
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,35.20898253600935
PEOE_VSA8,15.826822899863092
PEOE_VSA9,24.58778311480695
SM1_Dzare,0.8181273791088497
SpAD_Dzpe,151.64010851231996
SpAD_Dzse,152.22161748302017
SpAbs_DzZ,146.41959150920337
SpAbs_Dzi,148.8845147700552
SpAbs_Dzm,146.43701990733848
SpAbs_Dzp,187.2549381008521
SpAbs_Dzv,176.7840361841121
SpDiam_Dt,299.62309526030435
SpMAD_DzZ,6.703915906852808
SpMAD_Dzi,6.798964822067859
SpMAD_Dzm,6.704654307163335
SpMAD_Dzp,8.452327996324698
SpMAD_Dzv,7.9959887691086715
SpMax_DzZ,73.60009699663965
SpMax_Dzi,74.82324860851833
SpMax_Dzm,73.60765432906302
SpMax_Dzp,92.49360712372568
SpMax_Dzv,87.79232334824766
VE1_Dzare,4.6165459236025885
VE2_Dzare,0.20984299652739039
VE3_Dzare,2.318104150255202
VR1_Dzare,124.82912560659508
VR2_Dzare,5.674051163936141
VR3_Dzare,5.615403167329101
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49393939393939407
AETA_dBeta,0.18181818181818182
AETA_eta_B,0.0006924580366699215
AETA_eta_F,0.9173938987749629
AETA_eta_L,0.20043164691457027
AETA_eta_R,1.536144190567832
BCUTare-1h,3.5443843129725394
BCUTare-1l,2.1708391397953877
ETA_beta_s,14.5
ETA_dPsi_A,0.09774291115311884
ETA_dPsi_B,0.0
ETA_eta_BR,0.35923407680673825
ETA_eta_FL,6.489483253445812
ETA_eta_RL,10.898979485566358
LogEE_Dzpe,75.85432250474125
LogEE_Dzse,76.14447419076983
PEOE_VSA10,12.14518285259957
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,9.967957041894417
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,4.877147193701299
SlogP_VSA6,65.04906218433158
SlogP_VSA7,0.0
SlogP_VSA8,22.02982791547505
SlogP_VSA9,0.0
SpAD_Dzare,150.64221156620272
SpAbs_Dzpe,150.9547435406942
SpAbs_Dzse,151.5483084978249
SpDiam_DzZ,110.46645561398356
SpDiam_Dzi,111.71603699000252
SpDiam_Dzm,110.47824118198395
SpDiam_Dzp,140.15723718018302
SpDiam_Dzv,132.66394944295146
SpMAD_Dzpe,6.892732205105452
SpMAD_Dzse,6.919164431046371
SpMax_Dzpe,75.85432250474125
SpMax_Dzse,76.14447419076983
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6590909090909091
AETA_eta_BR,0.016328821673033556
AETA_eta_FL,0.29497651152026416
AETA_eta_RL,0.49540815843483443
DetourIndex,2349
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,34.39244709922265
EState_VSA5,4.877147193701299
EState_VSA6,30.190431943977394
EState_VSA7,18.19910120538483
EState_VSA8,38.86390962175149
EState_VSA9,4.417150937053347
ETA_beta_ns,18.5
ETA_shape_p,0.0
ETA_shape_x,0.0
ETA_shape_y,0.2760736196319018
GhoseFilter,True
LogEE_Dzare,75.35829339124267
SlogP_VSA10,5.817862777835028
SlogP_VSA11,0.0
SpAbs_Dzare,149.89845940337645
SpDiam_Dzpe,113.53379087010104
SpDiam_Dzse,114.03558676933235
SpMAD_Dzare,6.847373253009215
SpMax_Dzare,75.35829339124267
TopoPSA(NO),50.95
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.162173570377034
VSA_EState9,38.44071958309648
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8409090909090909
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.006060606060605958
FilterItLogS,-5.773723709059316
SpDiam_Dzare,112.73796312146841
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6152380952380954
ETA_epsilon_2,0.8015151515151513
ETA_epsilon_3,0.446666666666667
ETA_epsilon_4,0.5251700680272112
ETA_epsilon_5,0.7797101449275361
AETA_beta_ns_d,0.022727272727272728
ETA_dEpsilon_A,0.16857142857142837
ETA_dEpsilon_B,0.09006802721088414
ETA_dEpsilon_C,-0.07850340136054423
ETA_dEpsilon_D,0.021805006587615194
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,1.0
MDEDescriptor,"0.0,0.0,0.0,0.0,11.738093726561237,18.95515381073213,0.0,5.413709824155665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1905507889761497,0.0,0.0"
APolDescriptor,45.59030899999999
BCUTDescriptor,"11.84999999999999,31.9720720825997,-0.32460340213416927,0.11929613672712833,5.837371398774564,10.591049812124751"
BPolDescriptor,21.707690999999997
TPSADescriptor,79.19
ALOGPDescriptor,"3.542799999999999,12.551431839999992,90.00019999999998"
XLogPDescriptor,2.775
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,307.07793313999997
ChiPathDescriptor,"14.77781011412252,10.898979485566358,9.460419195158744,8.330938103822383,7.058360638203731,5.052182477691485,3.7322797864195447,2.851405400894762,12.508029825938177,7.815661169351225,5.931391179734264,4.376390666683155,3.0343607397009955,1.6978871205934272,1.0287648318511913,0.6450754343287193"
ChiChainDescriptor,"0.0,0.0,0.2886751345948129,0.32147816943725344,0.461037423708175,0.0,0.0,0.15713484026367724,0.14146520631226803,0.12304522056856215"
AtomCountDescriptor,35
BondCountDescriptor,25
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.0068735753865525,0.0,0.21941609682128765,0.0,0.6092868721896548,0.0,0.0625491081994736,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,8,3,1,0,0,0"
ZagrebIndexDescriptor,118.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"46.01232550311548,2.0914693410507037,15.37391216912501,2.9962707857531585,9.366784427544797"
FractionalPSADescriptor,0.25788241828466546
WienerNumbersDescriptor,"1091.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.717220128649474,4.3955947167308,5.594978997152448,1.2325301024814685,1.5356823973721627,1.423696716226489"
FractionalCSP3Descriptor,0.058823529411764705
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.5232,7.26643598615917,3.5916824196597354"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,982.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.058823529411764705
AutocorrelationDescriptorMass,"29.982162977820398,30.00084596245377,41.22440983637925,34.10736657995917,32.02340492553816"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.34183865512893435,-0.23593364362103056,0.11638012330889234,-0.07881046242700161,0.059952530156870056"
EccentricConnectivityIndexDescriptor,427
AutocorrelationDescriptorPolarizability,"1609.0303153719472,1886.1197755987487,2575.0840746198387,2294.6741563723026,2072.472291918892"
