DLiP-ID,I00134
DLiP-Mol-ID,29349
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H19NO3S2/c1-10(2)9-13(16(20)21)18-15(19)14(23-17(18)22)11(3)12-7-5-4-6-8-12/h4-8,10,13H,9H2,1-3H3,(H,20,21)/b14-11-/t13-/m0/s1"
Standard Inchi Key(RDKit),SCEVCEGSVQEIQX-UROBUVALSA-N
Canonical SMILES(RDKit),C/C(=C1/SC(=S)N([C@@H](CC(C)C)C(=O)O)C1=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),349.477
MW Monoisotopic(RDKit),349.080635468
MolLogP(RDKit),3.7772
XLogP(SDF),
XLogP(CDK),3.388
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),57.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.647520853794318
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BCL2-Like_BAX
Common Target Pref Name,"BCL-like/BAX,BAK"
RDKit Descriptors
Ipc,124125.64286947857
qed,0.6475208537943181
Chi0,17.145899891012466
Chi1,10.82427496044389
TPSA,57.61000000000001
Chi0n,13.275979018369299
Chi0v,14.908972180224751
Chi1n,7.370195865581505
Chi1v,8.594940736973095
Chi2n,5.84685854827366
Chi2v,7.491046022306232
Chi3n,3.637904675911776
Chi3v,5.140848588006275
Chi4n,2.4606089893768224
Chi4v,3.8604833621377472
MolMR,96.94980000000002
MolWt,349.4770000000001
fr_SH,0
Kappa1,17.6900872412917
Kappa2,7.274176875337754
Kappa3,3.8163474216974884
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,1
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,667.6758697590221
MolLogP,3.7772000000000023
NOCount,4
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.378044040187539
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,33.23387405114585
SMR_VSA6,0.0
SMR_VSA7,40.80042334789509
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,145.10933408720322
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,68.15906813412711
PEOE_VSA7,30.399020890544286
PEOE_VSA8,0.0
PEOE_VSA9,4.905136513890047
RingCount,2
SMR_VSA10,45.7498820253694
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,349.080635468
NumHDonors,1
PEOE_VSA10,10.362374914706932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,32.24529705770147
SlogP_VSA3,9.589074368143644
SlogP_VSA4,5.917906046161393
SlogP_VSA5,32.75548471369488
SlogP_VSA6,35.236971856198096
SlogP_VSA7,0.0
SlogP_VSA8,5.573104530069267
