DLiP-ID,T006YG
DLiP-Mol-ID,24764
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H21NO3/c1-11-8-12(2)15(13(3)9-11)19-10-14(17)16-4-6-18-7-5-16/h8-9H,4-7,10H2,1-3H3"
Standard Inchi Key(RDKit),WGXBEARTNXLGED-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(C)c(OCC(=O)N2CCOCC2)c(C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),263.337
MW Monoisotopic(RDKit),263.152143532
MolLogP(RDKit),1.84946
XLogP(SDF),
XLogP(CDK),1.74
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),38.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.835117466002534
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,19755.09575407217
qed,0.8351174660025344
Chi0,13.828062645816686
Chi1,9.075387400469408
TPSA,38.769999999999996
Chi0n,11.86219291120354
Chi0v,11.86219291120354
Chi1n,6.638589953004483
Chi1v,6.638589953004483
Chi2n,5.009675892248211
Chi2v,5.009675892248211
Chi3n,3.3084391111828197
Chi3v,3.3084391111828197
Chi4n,2.4323948023169386
Chi4v,2.4323948023169386
MolMR,73.54700000000004
MolWt,263.33699999999993
fr_SH,0
Kappa1,13.871853541028633
Kappa2,6.062437809024976
Kappa3,3.4726442658875087
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,441.4536454497179
MolLogP,1.84946
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9641425629032065
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,32.910158705363905
SMR_VSA7,28.823088612014207
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,113.8584972247981
NHOHCount,0
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.696185628620217
PEOE_VSA7,31.898114582465862
PEOE_VSA8,13.08951281182515
PEOE_VSA9,13.213763929025836
RingCount,2
SMR_VSA10,5.907179729351506
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,263.152143532
