DLiP-ID,C001HS
DLiP-Mol-ID,32387
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25N7S2/c1-2-6-18(20-23-24-25-28(20)15-16-7-5-14-29-16)26-10-12-27(13-11-26)21-22-17-8-3-4-9-19(17)30-21/h3-5,7-9,14,18H,2,6,10-13,15H2,1H3"
Standard Inchi Key(RDKit),RVUSLGVGYUHCTQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCC(c1nnnn1Cc1cccs1)N1CCN(c2nc3ccccc3s2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),439.614
MW Monoisotopic(RDKit),439.1612858
MolLogP(RDKit),4.056
XLogP(SDF),
XLogP(CDK),4.036
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),62.97
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.432791397981969
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,18770443.62116246
qed,0.4327913979819687
Chi0,20.338288046437583
Chi1,14.813994385738887
TPSA,62.970000000000006
Chi0n,17.015541371250276
Chi0v,18.648534533105728
Chi1n,10.445722071962157
Chi1v,12.14187146414478
Chi2n,7.565751129009045
Chi2v,9.607095233900285
Chi3n,5.613611486163969
