DLiP-ID,C0019Z
DLiP-Mol-ID,32054
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H15NO2/c1-7(11)12-9-6-10-4-2-8(9)3-5-10/h8-9H,2-6H2,1H3/t9-/m1/s1"
Standard Inchi Key(RDKit),WRJPSSPFHGNBMG-SECBINFHSA-N
Canonical SMILES(RDKit),CC(=O)O[C@@H]1CN2CCC1CC2
SMILES(SDF),
MW(SDF),
MW(RDKit),169.224
MW Monoisotopic(RDKit),169.11027872
MolLogP(RDKit),0.6437
XLogP(SDF),
XLogP(CDK),0.659
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),29.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.539519240632953
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,729.02930248312
qed,0.5395192406329529
Chi0,8.55204176387779
Chi1,5.7540201954234895
TPSA,29.54
Chi0n,7.453944620739675
Chi0v,7.453944620739675
Chi1n,4.650712053634815
Chi1v,4.650712053634815
Chi2n,3.785922543705511
Chi2v,3.785922543705511
Chi3n,2.9135015806848803
Chi3v,2.9135015806848803
Chi4n,2.257511612452002
Chi4v,2.257511612452002
MolMR,44.718000000000025
MolWt,169.224
fr_SH,0
Kappa1,8.047715036869382
Kappa2,3.0529023955834815
Kappa3,1.4592258008744357
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,184.967556752381
MolLogP,0.6436999999999999
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.946157149507563
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,25.869346833290944
SMR_VSA6,19.634269217737724
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,72.68202663569795
NHOHCount,0
