DLiP-ID,T0030O
MW,467.1856491520007
MZ,0.6833333333333333
Mi,1.1310864541797292
Mm,0.6487073005300698
Mp,0.6681997804391219
Mv,0.6423033720062423
SZ,41.0
Si,67.86518725078375
Sm,38.922438031804184
Sp,40.09198682634731
Sv,38.53820232037454
nB,0
nC,25
nF,1
nH,26
nI,0
nN,3
nO,5
nP,0
nS,0
nX,1
ABC,25.77208297812078
AMW,7.786427485866678
IC0,1.6623511723979054
IC1,3.797819291715494
IC2,4.994739663055176
IC3,5.648394345536403
IC4,5.648394345536403
IC5,5.648394345536403
MID,68.47972609998637
Mpe,0.9885620915032679
Mse,1.0190216071862104
NdO,2
NdS,0
NsF,1
NsI,0
NtN,0
SMR,124.97070000000005
SdO,24.291357155065306
SdS,0
Spe,59.31372549019608
SsF,13.381621196861666
SsI,0
Sse,61.14129643117262
StN,0
fMF,0.4166666666666667
nBr,0
nCl,0
AMID,2.0141095911760694
BIC0,0.26856192071115664
BIC1,0.613558470937126
BIC2,0.8069275010209531
BIC3,0.912528988795511
BIC4,0.912528988795511
BIC5,0.912528988795511
CIC0,4.244539423210613
CIC1,2.1090713038930247
CIC2,0.9121509325533426
CIC3,0.25849625007211596
CIC4,0.25849625007211596
CIC5,0.25849625007211596
GGI1,7.5
GGI2,3.333333333333335
GGI3,2.0625
GGI4,1.8577777777777782
GGI5,1.1874999999999996
GGI6,0.7102040816326529
GGI7,0.5607638888888888
GGI8,0.38120433358528594
GGI9,0.20500000000000002
JGI1,0.20833333333333334
JGI2,0.06944444444444448
JGI3,0.04125000000000001
JGI4,0.04038647342995169
JGI5,0.026388888888888885
JGI6,0.016909620991253642
JGI7,0.013677168021680217
JGI8,0.01003169298908647
JGI9,0.006212121212121212
MIC0,16.524770734403837
MIC1,35.64018753392148
MIC2,45.104779072906155
MIC3,45.76366299284722
MIC4,45.76366299284722
MIC5,45.76366299284722
MPC2,48
MPC3,59
MPC4,71
MPC5,86
MPC6,81
MPC7,81
MPC8,85
MPC9,91
Mare,1.0034
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.14078484855759443
RPCG,0.09258257671990656
SIC0,0.28142575954153976
SIC1,0.6429472884666232
SIC2,0.8455784955232654
SIC3,0.9562381855752847
SIC4,0.9562381855752847
SIC5,0.9562381855752847
SaaN,4.438666416391587
SaaO,0
SaaS,0
Sare,60.20400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.576249378572438
SsSH,0
SssO,10.780964843607514
SssS,0
StCH,0
StsC,0
TIC0,99.74107034387433
TIC1,227.86915750292965
TIC2,299.6843797833106
TIC3,338.90366073218416
TIC4,338.90366073218416
TIC5,338.90366073218416
Vabc,425.1946397802094
WPol,50
apol,66.95361799999999
bpol,34.68438200000001
nRot,11
ABCGG,19.165467514293017
ATS0Z,1474.0
ATS0d,194.0
ATS0i,9842.248432162974
ATS0m,5862.388165149772
ATS0p,88.43870452607399
ATS0s,351.5277777777778
ATS0v,13385.040309106414
ATS1Z,1594.0
ATS1d,237.0
ATS1i,9143.300180010456
ATS1m,6079.404995835202
ATS1p,110.29660171600003
ATS1s,220.94444444444446
ATS1v,16531.255619328822
ATS2Z,2262.0
ATS2d,358.0
ATS2i,15955.865278948986
ATS2m,8481.233539670406
ATS2p,157.06908874364103
ATS2s,382.2777777777777
ATS2v,23047.139820101027
ATS3Z,2499.0
ATS3d,404.0
ATS3i,20899.87290931158
ATS3m,9140.085642521599
ATS3p,178.78309381873495
ATS3s,458.33333333333326
ATS3v,25780.729626753768
ATS4Z,2462.0
ATS4d,383.0
ATS4i,22096.09763728704
ATS4m,8849.828224057605
ATS4p,179.02455658488597
ATS4s,512.8333333333333
ATS4v,25299.545643653782
ATS5Z,2385.0
ATS5d,383.0
ATS5i,23266.743415784316
ATS5m,8592.0698566704
ATS5p,178.848421317772
ATS5s,537.6111111111111
ATS5v,24867.280083574427
ATS6Z,2281.0
ATS6d,363.0
ATS6i,23265.962523628074
ATS6m,8146.597477696
ATS6p,168.35128387077205
ATS6s,546.8055555555555
ATS6v,23574.00879958038
ATS7Z,2124.0
ATS7d,334.0
ATS7i,20909.108887818573
ATS7m,7685.744699260798
ATS7p,155.7158868793191
ATS7s,462.8333333333333
ATS7v,21952.101105335354
ATS8Z,1965.0
ATS8d,307.0
ATS8i,18602.69785315093
ATS8m,7108.027044096
ATS8p,146.83644907367807
ATS8s,411.4722222222221
ATS8v,20656.730623361967
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.24
GGI10,0.21456994184266912
JGI10,0.008252690070871888
JGT10,0.44088643338163186
Kier1,28.569444444444443
Kier2,14.666666666666666
Kier3,9.119218615340419
MAXdO,12.564451194647631
MAXsF,13.381621196861666
MID_C,51.611394106656405
MID_N,5.956665687977107
MID_O,9.147674614057774
MID_X,1.763991691295089
MID_h,16.86833199332997
MINdO,11.726905960417675
MINsF,13.381621196861666
MPC10,90
MWC01,36.0
MWC02,5.1298987149230735
MWC03,5.948034989180646
MWC04,6.796823718274855
MWC05,7.630946580890459
MWC06,8.480736654405622
MWC07,9.31982238259318
MWC08,10.170265140870399
MWC09,11.011703577346932
MWC10,11.862828531416897
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.318200000000001
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.579729825986222
SRW05,0.0
SRW06,7.055312843339752
SRW07,0.0
SRW08,8.61341204915678
SRW09,0.0
SRW10,10.213652480789968
SaaCH,16.140799026169397
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5499963812454842
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.855361206425401
SdssS,0
SsCH3,3.115095794508286
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.460331832691509
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.425582274528563
VE1_D,5.742468268907391
VE2_A,0.13016418454495773
VE2_D,0.16889612555609973
VE3_A,2.71117728888922
VE3_D,2.9716645615296966
VR1_A,1056.7357032807265
VR1_D,223.8473797990598
VR2_A,31.08046186119784
VR2_D,6.58374646467823
VR3_A,8.18671534202621
VR3_D,6.634739911076679
WPath,4295
Xc-3d,2.1436234060726758
Xc-4d,0.0
Xc-5d,0.33093309327558146
Xc-6d,0.0
Xp-0d,24.501424753254113
Xp-1d,16.388580448408863
Xp-2d,14.32775182164637
Xp-3d,11.471955105559495
Xp-4d,8.948082327405771
Xp-5d,7.299712097892047
Xp-6d,4.522522847813514
Xp-7d,2.92949678149852
ZMIC0,109.90626334212199
ZMIC1,57.108053979413434
ZMIC2,29.156434038329724
ZMIC3,25.314829870461132
ZMIC4,25.314829870461132
ZMIC5,25.314829870461132
nAcid,1
nAtom,60
nBase,0
nRing,3
piPC1,3.871201010907891
piPC2,4.412798293340635
piPC3,4.8959723857761155
piPC4,5.370056463703014
piPC5,5.85022495104014
piPC6,5.8316991760273895
piPC7,5.898955129006381
piPC8,6.041295835785824
piPC9,6.326149473155099
AATS0Z,24.566666666666666
AATS0d,3.2333333333333334
AATS0i,164.03747386938292
AATS0m,97.70646941916287
AATS0p,1.4739784087678998
AATS0s,5.858796296296297
AATS0v,223.08400515177357
AATS1Z,25.70967741935484
AATS1d,3.8225806451612905
AATS1i,147.47258354855575
AATS1m,98.05491928766455
AATS1p,1.7789774470322586
AATS1s,3.563620071684588
AATS1v,266.63315515046486
AATS2Z,21.961165048543688
AATS2d,3.4757281553398056
AATS2i,154.91131338785422
AATS2m,82.34207320068354
AATS2p,1.5249426091615634
AATS2s,3.71143473570658
AATS2v,223.75863903010705
AATS3Z,19.076335877862597
AATS3d,3.0839694656488548
AATS3i,159.54101457489756
AATS3m,69.77164612611908
AATS3p,1.364756441364389
AATS3s,3.498727735368956
AATS3v,196.79946279964707
AATS4Z,17.840579710144926
AATS4d,2.7753623188405796
AATS4i,160.11664954555826
AATS4m,64.12919002940293
AATS4p,1.297279395542652
AATS4s,3.7161835748792265
AATS4v,183.3300408960419
AATS5Z,16.448275862068964
AATS5d,2.6413793103448278
AATS5i,160.4602994192022
AATS5m,59.25565418393379
AATS5p,1.2334373883984275
AATS5s,3.707662835249042
AATS5v,171.49848333499605
AATS6Z,16.06338028169014
AATS6d,2.556338028169014
AATS6i,163.84480650442305
AATS6m,57.370404772507044
AATS6p,1.1855724216251553
AATS6s,3.8507433489827854
AATS6v,166.01414647591818
AATS7Z,16.46511627906977
AATS7d,2.5891472868217056
AATS7i,162.0861154094463
AATS7m,59.579416273339525
AATS7p,1.2070998982892953
AATS7s,3.5878552971576227
AATS7v,170.1713263979485
AATS8Z,16.939655172413794
AATS8d,2.646551724137931
AATS8i,160.3680849409563
AATS8m,61.27609520772414
AATS8p,1.2658314575317076
AATS8s,3.5471743295019147
AATS8v,178.07526399449972
AMID_C,1.5179821796075412
AMID_N,0.17519604964638552
AMID_O,0.2690492533546404
AMID_X,0.05188210856750262
AMID_h,0.4961274115685286
ATS0dv,532.0
ATS0pe,391.13569999999993
ATS0se,476.55645199999987
ATS1dv,485.0
ATS1pe,411.094
ATS1se,489.4712839999998
ATS2dv,645.0
ATS2pe,674.0628
ATS2se,814.2826079999999
ATS3dv,654.0
ATS3pe,850.6867
ATS3se,1036.95516
ATS4dv,653.0
ATS4pe,895.3790000000001
ATS4se,1095.0869199999997
ATS5dv,615.0
ATS5pe,908.2602000000002
ATS5se,1122.81738
ATS6dv,618.0
ATS6pe,905.2869999999998
ATS6se,1118.4493199999997
ATS7dv,591.0
ATS7pe,814.1452999999998
ATS7se,1009.6212480000002
ATS8dv,511.0
ATS8pe,735.6841999999997
ATS8se,907.7720480000002
ATSC0Z,465.4000000000001
ATSC0c,1.7216578956437774
ATSC0d,33.93333333333334
ATSC0i,109.3369061281835
ATSC0m,2219.8244651707146
ATSC0p,13.725588471241933
ATSC0s,135.56064814814812
ATSC0v,2901.634409274615
ATSC1Z,8.120000000000049
ATSC1c,-0.9217620050901175
ATSC1d,10.402222222222218
ATSC1i,-9.422904008950344
ATSC1m,40.39233841327503
ATSC1p,-0.3935887366389324
ATSC1s,-9.958040123456788
ATSC1v,32.96498210577454
ATSC2Z,24.630000000000045
ATSC2c,0.12403456069000311
ATSC2d,-4.218888888888887
ATSC2i,-6.6148766759510975
ATSC2m,118.76779276001378
ATSC2p,-0.030554430242886677
ATSC2s,22.590794753086424
ATSC2v,54.75936711760161
ATSC3Z,-79.48999999999995
ATSC3c,-0.07569037748865953
ATSC3d,-9.287777777777777
ATSC3i,-8.722062040654368
ATSC3m,-377.42088617864545
ATSC3p,-1.1458966298000555
ATSC3s,-27.287044753086416
ATSC3v,-285.14271148234496
ATSC4Z,-162.81999999999994
ATSC4c,0.06941853758501644
ATSC4d,-11.613333333333333
ATSC4i,-12.562579589368468
ATSC4m,-780.9625332368593
ATSC4p,-4.117844378664314
ATSC4s,-22.531157407407406
ATSC4v,-1142.4011211158033
ATSC5Z,37.75000000000001
ATSC5c,-0.08786113491040515
ATSC5d,-6.005555555555555
ATSC5i,-34.01310193725239
ATSC5m,172.0098496312202
ATSC5p,-3.730666013075038
ATSC5s,43.56917438271606
ATSC5v,-388.9517700188896
ATSC6Z,-34.680000000000014
ATSC6c,-0.12821285344530983
ATSC6d,5.191111111111112
ATSC6i,25.16861469963807
ATSC6m,-166.1491218985012
ATSC6p,0.1820871088166914
ATSC6s,2.439799382716049
ATSC6v,-41.30768401886789
ATSC7Z,98.18999999999997
ATSC7c,0.3068732238466572
ATSC7d,3.576666666666668
ATSC7i,11.945007194470746
ATSC7m,470.97890665624504
ATSC7p,3.1619697329111784
ATSC7s,-4.057245370370374
ATSC7v,747.1902532119416
ATSC8Z,7.660000000000002
ATSC8c,-0.12344992443274286
ATSC8d,-4.204444444444444
ATSC8i,-6.966722463170564
ATSC8m,40.35535728916669
ATSC8p,0.7072334661299954
ATSC8s,-8.298734567901231
ATSC8v,115.4716124096108
AXp-0d,0.7206301398015915
AXp-1d,0.4552383457891351
AXp-2d,0.2984948296176327
AXp-3d,0.19443991704338126
AXp-4d,0.12602932855501087
AXp-5d,0.08488037323130287
AXp-6d,0.05583361540510511
AXp-7d,0.036166626932080496
GATS1Z,0.7555242108765265
GATS1c,1.51083656172746
GATS1d,0.8413080676848975
GATS1i,1.1692540482249048
GATS1m,0.7569035660259575
GATS1p,1.1094225968047404
GATS1s,0.6448495181467382
GATS1v,0.9683305304720893
GATS2Z,0.8443305894084219
GATS2c,1.0277827802757347
GATS2d,1.2491655063230778
GATS2i,1.0532154242848066
GATS2m,0.8432570350353835
GATS2p,1.0213793828733753
GATS2s,0.5496709779955812
GATS2v,0.9579067454880426
GATS3Z,1.0180522705577078
GATS3c,1.0807758824041527
GATS3d,1.2277103735808874
GATS3i,1.066309985011519
GATS3m,1.0169058886957718
GATS3p,1.0259719947831167
GATS3s,0.9779283153260339
GATS3v,1.004256540074274
GATS4Z,1.1088015296176577
GATS4c,1.0433396371540846
GATS4d,1.1276373110105065
GATS4i,1.004369647340776
GATS4m,1.105694201712632
GATS4p,1.1055007052681172
GATS4s,1.0788751848090763
GATS4v,1.1270571066114197
GATS5Z,0.9271890698398114
GATS5c,0.9602972216507542
GATS5d,1.073199647720344
GATS5i,0.9968727007619684
GATS5m,0.9262268519067121
GATS5p,1.0973982060448069
GATS5s,0.791542479031137
GATS5v,1.0550415940027382
GATS6Z,1.0476600470895852
GATS6c,1.063281275545484
GATS6d,0.8754738647998006
GATS6i,0.8683161083890292
GATS6m,1.045958199073287
GATS6p,0.966516892102961
GATS6s,1.16401768751376
GATS6v,0.9812288851467807
GATS7Z,0.9114856604138141
GATS7c,0.9745375876256831
GATS7d,0.9367432722620732
GATS7i,0.7793959912346414
GATS7m,0.9051677413573864
GATS7p,0.8743427603643296
GATS7s,1.050539545589889
GATS7v,0.8734515749356452
GATS8Z,0.9721059377917399
GATS8c,1.058936490739399
GATS8d,1.0342287107919517
GATS8i,0.9519740886139063
GATS8m,0.9691161962955706
GATS8p,0.9757470745322453
GATS8s,1.007614774223552
GATS8v,0.9741268092966417
MATS1Z,0.016884539140801628
MATS1c,-0.5181213695929117
MATS1d,0.29666011787819235
MATS1i,-0.08340220778526095
MATS1m,0.017609212065232433
MATS1p,-0.02775052789741318
MATS1s,-0.07108857293282103
MATS1v,0.010994353900775723
MATS2Z,0.030828476182926525
MATS2c,0.0419671889126956
MATS2d,-0.07242451408625322
MATS2i,-0.035242685708365556
MATS2m,0.03116693372906127
MATS2p,-0.0012967529418617008
MATS2s,0.09707600578563338
MATS2v,0.010993342357292253
MATS3Z,-0.07822869271118657
MATS3c,-0.020136026184879904
MATS3d,-0.12536180806550784
MATS3i,-0.03653695460514307
MATS3m,-0.07787306191683926
MATS3p,-0.03823793436274952
MATS3s,-0.092194034653466
MATS3v,-0.04500901794013474
MATS4Z,-0.15210851815175344
MATS4c,0.017530760866847312
MATS4d,-0.14879986332963183
MATS4i,-0.0499556034575269
MATS4m,-0.15296206201068868
MATS4p,-0.13044009915564658
MATS4s,-0.0722640052872806
MATS4v,-0.1711780567627528
MATS5Z,0.033564008713305574
MATS5c,-0.02111704757318789
MATS5d,-0.07323352076417584
MATS5i,-0.12872494299425133
MATS5m,0.03206401705150145
MATS5p,-0.11247050505074958
MATS5s,0.13299304871130835
MATS5v,-0.05546720823732287
MATS6Z,-0.031485864045467486
MATS6c,-0.03146644014168632
MATS6d,0.06463930933340711
MATS6i,0.09726474166880852
MATS6m,-0.03162585845179041
MATS6p,0.0056054583855672455
MATS6s,0.007604722769544995
MATS6v,-0.006015213680296542
MATS7Z,0.09813014061422527
MATS7c,0.08290365489151347
MATS7d,0.049024535112167054
MATS7i,0.050813741640360226
MATS7m,0.09868345899478737
MATS7p,0.10714903771042479
MATS7s,-0.01392063918046034
MATS7v,0.1197705504250673
MATS8Z,0.008513255190196049
MATS8c,-0.037088325939151304
MATS8d,-0.0640877989296118
MATS8i,-0.032957555355536496
MATS8m,0.009403203268689576
MATS8p,0.02665171072861222
MATS8s,-0.03166441716729362
MATS8v,0.020583811621143484
MAXaaN,4.438666416391587
MAXsOH,9.576249378572438
MAXssO,5.757439361294326
MINaaN,4.438666416391587
MINsOH,9.576249378572438
MINssO,5.023525482313188
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.343733310340255
SpAD_D,523.5593516669709
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.1345815263026608
SssNH2,0
SsssAs,0
SsssCH,-1.180969011657109
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,762
TMWC10,146.35106028990205
TSRW10,69.75256664042111
VE1_Dt,5.734278962588897
VE2_Dt,0.1686552636055558
VE3_Dt,2.970237448508349
VR1_Dt,225.17902456522077
VR2_Dt,6.622912487212376
VR3_Dt,6.640671182187472
Xc-3dv,0.7416154914719282
Xc-4dv,0.0
Xc-5dv,0.05037563652321228
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.23470804841064383
Xch-7d,0.39113987463788114
Xp-0dv,18.87755813051012
Xp-1dv,10.619345989195784
Xp-2dv,7.419591860469503
Xp-3dv,5.064634360853652
Xp-4dv,3.277684557966647
Xp-5dv,2.1805339144775986
Xp-6dv,1.1302806228009612
Xp-7dv,0.6513131217891321
Xpc-4d,4.517139853141875
Xpc-5d,6.263142709353194
Xpc-6d,9.235547215426491
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,62
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.542066619001041
AATS0dv,8.866666666666667
AATS0pe,6.518928333333332
AATS0se,7.942607533333331
AATS1dv,7.82258064516129
AATS1pe,6.630548387096774
AATS1se,7.894698129032255
AATS2dv,6.262135922330097
AATS2pe,6.544299029126214
AATS2se,7.905656388349513
AATS3dv,4.99236641221374
AATS3pe,6.493791603053435
AATS3se,7.915688244274809
AATS4dv,4.731884057971015
AATS4pe,6.488253623188407
AATS4se,7.935412463768114
AATS5dv,4.241379310344827
AATS5pe,6.263863448275863
AATS5se,7.743568137931034
AATS6dv,4.352112676056338
AATS6pe,6.37526056338028
AATS6se,7.876403661971829
AATS7dv,4.5813953488372094
AATS7pe,6.311203875968991
AATS7se,7.826521302325583
AATS8dv,4.405172413793103
AATS8pe,6.34210517241379
AATS8se,7.825621103448277
AATSC0Z,7.756666666666669
AATSC0c,0.028694298260729622
AATSC0d,0.5655555555555556
AATSC0i,1.8222817688030584
AATSC0m,36.99707441951191
AATSC0p,0.22875980785403222
AATSC0s,2.259344135802469
AATSC0v,48.36057348791025
AATSC1Z,0.13096774193548466
AATSC1c,-0.014867129114356734
AATSC1d,0.1677777777777777
AATSC1i,-0.15198232272500553
AATSC1m,0.6514893292463714
AATSC1p,-0.0063482054296602
AATSC1s,-0.1606135503783353
AATSC1v,0.531693259770557
AATSC2Z,0.23912621359223346
AATSC2c,0.001204219035825273
AATSC2d,-0.040960086299892104
AATSC2i,-0.06422210365001066
AATSC2m,1.1530853666020755
AATSC2p,-0.0002966449538144337
AATSC2s,0.21932810439889733
AATSC2v,0.5316443409475885
AATSC3Z,-0.6067938931297706
AATSC3c,-0.0005777891411348056
AATSC3d,-0.07089906700593722
AATSC3i,-0.06658062626453716
AATSC3m,-2.8810754670125607
AATSC3p,-0.008747302517557676
AATSC3s,-0.20829805155027797
AATSC3v,-2.176661919712557
AATSC4Z,-1.1798550724637678
AATSC4c,0.0005030328810508438
AATSC4d,-0.08415458937198067
