DLiP-ID,C000NC
AATS6s,2.6190476190476186
AATS6v,134.30705331694367
AATS7Z,8.405405405405405
AATS7d,1.7297297297297298
AATS7i,170.91219887103608
AATS7m,25.73790767567568
AATS7p,0.9100003587847838
AATS7s,2.3783783783783785
AATS7v,105.94041581662711
AATS8Z,6.875
AATS8d,1.5416666666666667
AATS8i,171.65328233265373
AATS8m,20.367775916666663
AATS8p,0.830377042472458
AATS8s,2.2083333333333335
AATS8v,93.41693766484364
AMID_C,1.6174532863413749
AMID_N,0.2797577159038864
AMID_O,0.12650899697601056
AMID_X,0.0
AMID_h,0.4062667128798969
ATS0dv,166.0
ATS0pe,169.60430000000002
ATS0se,210.75916000000007
ATS1dv,173.0
ATS1pe,187.45900000000003
ATS1se,224.84475600000002
ATS2dv,231.0
ATS2pe,304.89500000000004
ATS2se,372.10067200000003
ATS3dv,196.0
ATS3pe,366.49199999999996
ATS3se,455.49490400000013
ATS4dv,157.0
ATS4pe,365.3419999999999
ATS4se,458.531176
ATS5dv,116.0
ATS5pe,321.4737
ATS5se,406.65873999999997
ATS6dv,55.0
ATS6pe,253.86950000000002
ATS6se,318.95038800000003
ATS7dv,39.0
ATS7pe,214.56260000000006
ATS7se,274.56723999999997
ATS8dv,8.0
ATS8pe,134.3385
ATS8se,174.44742399999998
ATSC0Z,200.42857142857144
ATSC0c,0.6669051009142336
ATSC0d,14.857142857142858
ATSC0i,41.60859433150369
ATSC0m,956.863879
ATSC0p,6.289752052228714
ATSC0s,26.85714285714287
ATSC0v,1413.4735599942537
ATSC1Z,-0.30102040816326125
ATSC1c,-0.32989927307366335
ATSC1d,6.897959183673474
ATSC1i,0.05312022079572709
ATSC1m,1.8598702499998847
ATSC1p,0.5383285499877644
ATSC1s,-3.8123582766439923
ATSC1v,94.53358707188843
ATSC2Z,-0.4642857142857091
ATSC2c,-0.004402930201651609
ATSC2d,2.0000000000000004
ATSC2i,7.707777025838067
ATSC2m,1.1649182499998965
ATSC2p,0.7505510580693966
ATSC2s,1.738095238095239
ATSC2v,151.06986461929642
ATSC3Z,-22.147959183673464
ATSC3c,-0.031131674666805775
ATSC3d,-2.081632653061224
ATSC3i,-6.839657104972639
ATSC3m,-105.34311275
ATSC3p,-0.7585350293306253
ATSC3s,-2.160997732426305
ATSC3v,-160.31690576097884
ATSC4Z,-33.234693877551024
ATSC4c,-0.10938183054938988
ATSC4d,-4.469387755102042
ATSC4i,-15.264602515082943
ATSC4m,-162.5837015
ATSC4p,-2.13992720404901
ATSC4s,-2.231292517006802
ATSC4v,-394.38884548444054
ATSC5Z,45.87244897959183
ATSC5c,0.3600397230897136
ATSC5d,-7.755102040816325
ATSC5i,-3.608427895257468
ATSC5m,208.98324475000004
ATSC5p,-1.0380347145673334
ATSC5s,9.39965986394558
ATSC5v,-58.22930264600235
ATSC6Z,-93.35714285714286
ATSC6c,-0.35713852123600537
ATSC6d,-5.142857142857144
ATSC6i,-11.837417603193392
ATSC6m,-443.11658199999994
ATSC6p,-1.8805041904041433
ATSC6s,-11.769841269841272
ATSC6v,-537.2809334641627
ATSC7Z,-21.28061224489796
ATSC7c,0.2080993579734749
ATSC7d,-1.7755102040816326
ATSC7i,2.5825591324509327
ATSC7m,-102.33630874999989
ATSC7p,-0.14205496894287498
ATSC7s,-0.23185941043083816
ATSC7v,-112.21836020454542
ATSC8Z,13.561224489795915
ATSC8c,-0.09554648762877599
ATSC8d,0.4081632653061218
ATSC8i,2.540792200899281
ATSC8m,65.33223150000008
ATSC8p,0.344721916465314
ATSC8s,0.8129251700680274
ATSC8v,106.35150105023905
AXp-0d,0.7118753804464919
AXp-1d,0.45392411668599214
AXp-2d,0.29109084803889945
AXp-3d,0.1827886758167789
AXp-4d,0.11442076780730127
AXp-5d,0.0787943960511146
AXp-6d,0.05447269762835581
AXp-7d,0.03559827707376194
GATS1Z,0.9383341116327082
GATS1c,1.4560100731043861
GATS1d,0.6893236074270557
GATS1i,1.2342316431590634
GATS1m,0.9371238630015967
GATS1p,1.0004432914714605
GATS1s,1.023615187087307
GATS1v,0.9532726092942527
GATS2Z,0.931982486508502
GATS2c,0.8223945619015137
GATS2d,1.1868131868131868
GATS2i,1.043850056424817
GATS2m,0.9331180954821717
GATS2p,0.9657733867092477
GATS2s,0.6023936170212765
GATS2v,0.940129242871528
GATS3Z,0.9860427888716216
GATS3c,0.8210491376948506
GATS3d,1.1618852459016396
GATS3i,1.0862383598471455
GATS3m,0.9882740510128643
GATS3p,1.0759705106066422
GATS3s,0.9128444366934074
GATS3v,1.05136581680209
GATS4Z,1.010334996436208
GATS4c,0.8751879024575052
GATS4d,1.0698666253101738
GATS4i,1.1305155146762524
GATS4m,1.0147454641415397
GATS4p,1.1341619359326043
GATS4s,0.7713302161976661
GATS4v,1.1063905179429763
GATS5Z,0.8499060454869435
GATS5c,0.6134412701984157
GATS5d,1.2390734265734265
GATS5i,0.9542316463159795
GATS5m,0.855540935856847
GATS5p,1.0129288111902452
GATS5s,0.6430488394584136
GATS5v,0.9722220982202596
GATS6Z,1.3182466143977192
GATS6c,1.6258821581434442
GATS6d,1.0384615384615385
GATS6i,1.1208045172997732
GATS6m,1.3110664726832806
GATS6p,1.10761714138061
GATS6s,1.7260638297872335
GATS6v,1.164748807598222
GATS7Z,1.0813315096992928
GATS7c,0.9625847761786683
GATS7d,0.83497920997921
GATS7i,0.8032057711624521
GATS7m,1.0784424460610413
GATS7p,0.8870150174919749
GATS7s,1.1124928119608966
GATS7v,0.9670041910262754
GATS8Z,0.9121079828937989
GATS8c,1.1825705033239793
GATS8d,0.7193509615384616
GATS8i,0.6900771024766257
GATS8m,0.9094810268070533
GATS8p,0.8226270457942435
GATS8s,1.0856050531914887
GATS8v,0.8436051591842193
MATS1Z,-0.0014500946248187185
MATS1c,-0.47761433468490816
MATS1d,0.4482758620689658
MATS1i,0.0012326417142459805
MATS1m,0.0018766899164173974
MATS1p,0.08263688174412798
MATS1s,-0.13705469960055433
MATS1v,0.06457411782623768
MATS2Z,-0.0013236941248345232
MATS2c,-0.0037725909005351154
MATS2d,0.07692307692307694
MATS2i,0.1058541891531724
MATS2m,0.0006956763506677549
MATS2p,0.06818811223962735
MATS2s,0.036980749746707196
MATS2v,0.061073400570480565
MATS3Z,-0.05072269025390555
MATS3c,-0.021427260052137454
MATS3d,-0.06431273644388398
MATS3i,-0.07545351596585151
MATS3m,-0.05053405897091512
MATS3p,-0.05535671526826937
MATS3s,-0.03693368988102159
MATS3v,-0.052061877896452856
MATS4Z,-0.07488561377692962
MATS4c,-0.0740708775309187
MATS4d,-0.13585607940446653
MATS4i,-0.16567950850493018
MATS4m,-0.07673494533867016
MATS4p,-0.15364973520220318
MATS4s,-0.03752001830244792
MATS4v,-0.12600949642795317
MATS5Z,0.11651655543316268
MATS5c,0.274841127598683
MATS5d,-0.2657342657342657
MATS5i,-0.044149961494727386
MATS5m,0.11118767505962618
MATS5p,-0.08401826210617531
MATS5s,0.17817537072856215
MATS5v,-0.020972453577344258
MATS6Z,-0.31052506533618435
MATS6c,-0.35701083582098697
MATS6d,-0.2307692307692308
MATS6i,-0.18966302184083103
MATS6m,-0.3087284002980602
MATS6p,-0.19931937695782506
MATS6s,-0.29215918045705275
MATS6v,-0.2534092600766898
MATS7Z,-0.08034905896630772
MATS7c,0.2361364383137666
MATS7d,-0.09043659043659043
MATS7i,0.046970321987695046
MATS7m,-0.08093491123214196
MATS7p,-0.017091461902747008
MATS7s,-0.006533128873554379
MATS7v,-0.06008036140223135
MATS8Z,0.07893799002138273
MATS8c,-0.16714657314925463
MATS8d,0.032051282051282
MATS8i,0.07124147343452694
MATS8m,0.07965703212630111
MATS8p,0.06394140275641326
MATS8s,0.035313238770685575
MATS8v,0.08778144475923788
MAXsOH,9.368962506298816
MINsOH,9.368962506298816
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,18.065646882988947
SpAD_D,91.11513773102271
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9192091836734693
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,289
TMWC10,98.38911630583806
TSRW10,59.4581826058256
VE1_Dt,3.7247816879220603
VE2_Dt,0.26605583485157575
VE3_Dt,1.6514804794660172
VR1_Dt,57.7633108825003
VR2_Dt,4.12595077732145
VR3_Dt,4.392826050935904
Xc-3dv,0.3209352391633652
Xc-4dv,0.0
Xc-5dv,0.050296115882772816
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.2721655269759087
Xch-7d,0.4352839364706287
Xp-0dv,8.170828234631557
Xp-1dv,4.746097719838738
Xp-2dv,3.3973536592482554
Xp-3dv,2.3953440292523367
Xp-4dv,1.632900929765323
Xp-5dv,1.0858467310768152
Xp-6dv,0.5925219259777508
Xp-7dv,0.3162421256674153
Xpc-4d,1.7338152824066102
Xpc-5d,2.79669989799186
Xpc-6d,4.117150917308028
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,1
nHBAcc,2
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,5.323410051537796
AATS0dv,5.928571428571429
AATS0pe,6.057296428571429
AATS0se,7.52711285714286
AATS1dv,5.9655172413793105
AATS1pe,6.464103448275863
AATS1se,7.753267448275863
AATS2dv,4.714285714285714
AATS2pe,6.222346938775511
AATS2se,7.593891265306123
AATS3dv,3.2131147540983607
AATS3pe,6.008065573770491
AATS3se,7.467129573770494
AATS4dv,2.532258064516129
AATS4pe,5.892612903225805
AATS4se,7.395664129032259
AATS5dv,2.109090909090909
AATS5pe,5.844976363636364
AATS5se,7.393795272727272
AATS6dv,1.3095238095238095
AATS6pe,6.044511904761905
AATS6se,7.594056857142858
AATS7dv,1.054054054054054
AATS7pe,5.798989189189191
AATS7se,7.420736216216215
AATS8dv,0.3333333333333333
AATS8pe,5.597437500000001
AATS8se,7.268642666666666
AATSC0Z,7.158163265306123
AATSC0c,0.023818039318365486
AATSC0d,0.5306122448979592
AATSC0i,1.4860212261251318
AATSC0m,34.17370996428571
AATSC0p,0.2246340018653112
AATSC0s,0.9591836734693882
AATSC0v,50.481198571223345
AATSC1Z,-0.010380014074595215
AATSC1c,-0.011375837002540115
AATSC1d,0.23786066150598187
AATSC1i,0.0018317317515767963
AATSC1m,0.06413345689654774
AATSC1p,0.018563053447853944
AATSC1s,-0.13146063022910318
AATSC1v,3.259778864547877
AATSC2Z,-0.009475218658892021
AATSC2c,-8.985571840105324e-05
AATSC2d,0.040816326530612256
AATSC2i,0.1573015719558789
AATSC2m,0.02377384183673258
AATSC2p,0.015317368532028502
AATSC2s,0.035471331389698754
AATSC2v,3.0830584616182946
AATSC3Z,-0.3630812980930076
AATSC3c,-0.000510355322406652
AATSC3d,-0.03412512546002007
AATSC3i,-0.11212552631102687
AATSC3m,-1.726936274590164
AATSC3p,-0.012435000480829923
AATSC3s,-0.035426192334857456
AATSC3v,-2.6281459960816203
AATSC4Z,-0.5360434496379197
AATSC4c,-0.0017642230733772562
AATSC4d,-0.07208689927583938
AATSC4i,-0.24620326637230555
AATSC4m,-2.622317766129032
AATSC4p,-0.034514954904016286
AATSC4s,-0.03598858898398068
AATSC4v,-6.3611104110393635
AATSC5Z,0.8340445269016696
AATSC5c,0.006546176783449338
AATSC5d,-0.14100185528756956
AATSC5i,-0.06560777991377215
AATSC5m,3.7996953590909097
AATSC5p,-0.01887335844667879
AATSC5s,0.17090290661719235
AATSC5v,-1.058714593563679
AATSC6Z,-2.2227891156462585
