DLiP-ID,T002NU
ATSC5p,0.18702890243696635
ATSC5s,-10.433050586489731
ATSC5v,240.91218374654164
ATSC6Z,142.91836734693877
ATSC6c,0.07989162862399939
ATSC6d,-1.375
ATSC6i,4.8812998058024135
ATSC6m,655.0359867474491
ATSC6p,-0.7796470407215375
ATSC6s,9.225931524873321
ATSC6v,-50.16075937504445
ATSC7Z,123.08163265306123
ATSC7c,-0.03336273739114154
ATSC7d,-2.0
ATSC7i,6.723023023755492
ATSC7m,608.9509763418366
ATSC7p,3.309872013868769
ATSC7s,14.591234847848604
ATSC7v,270.23092566177866
ATSC8Z,-532.2448979591837
ATSC8c,0.13033808963519272
ATSC8d,-1.5
ATSC8i,-5.534662477296439
ATSC8m,-2843.357469739795
ATSC8p,-2.1939252335969526
ATSC8s,7.477814170935867
ATSC8v,-133.7338851227751
AXp-0d,0.7363789132964851
AXp-1d,0.4484617125293379
AXp-2d,0.2994304465440464
AXp-3d,0.19928656871918096
AXp-4d,0.12573115883339805
AXp-5d,0.07797974375814691
AXp-6d,0.056115669234490295
AXp-7d,0.033303646769981515
GATS1Z,0.48366334074342143
GATS1c,1.4750930484998415
GATS1d,0.8947604120017915
GATS1i,0.853445455313087
GATS1m,0.4814340796946074
GATS1p,0.4926279452445838
GATS1s,0.861347192344423
GATS1v,0.5846934118589905
GATS2Z,0.6098643859888238
GATS2c,0.6128716132803768
GATS2d,1.3707201889020073
GATS2i,1.1613365596251584
GATS2m,0.6116541223540951
GATS2p,0.7140951046950254
GATS2s,0.5895129153504304
GATS2v,0.8350367664016287
GATS3Z,0.9661053094142584
GATS3c,0.9104123667288269
GATS3d,1.0882221227048814
GATS3i,1.2521048695552972
GATS3m,0.9687337347889716
GATS3p,1.0857427461606612
GATS3s,1.0172122283574254
GATS3v,1.0821243088307289
GATS4Z,0.8102276986506747
GATS4c,1.0288526790373917
GATS4d,0.8140074211502785
GATS4i,1.1442198069558038
GATS4m,0.8058723783675044
GATS4p,0.9210546155456628
GATS4s,1.1747144424051539
GATS4v,1.022898947254315
GATS5Z,1.0975304961155785
GATS5c,0.7942379160575336
GATS5d,0.9563164108618654
GATS5i,0.7621391137944424
GATS5m,1.0910770513765382
GATS5p,0.9869715251678355
GATS5s,1.2118144564060074
GATS5v,0.9520396410847773
GATS6Z,0.7363149307699092
GATS6c,0.7497367006746865
GATS6d,0.9488158899923607
GATS6i,0.8602127702166149
GATS6m,0.7450945853291502
GATS6p,0.899636725970977
GATS6s,0.9764080881789875
GATS6v,0.8948858954201453
GATS7Z,0.7538511994002999
GATS7c,0.731902234704084
GATS7d,0.9545454545454547
GATS7i,0.8003662180454865
GATS7m,0.7545746297764396
GATS7p,0.6857352365904922
GATS7s,0.6347710392535174
GATS7v,0.8705854112956373
GATS8Z,1.8380657327586207
GATS8c,0.6040963692803151
GATS8d,1.095779220779221
GATS8i,0.9707147906697676
GATS8m,1.8420541047925247
GATS8p,1.4936618521017573
GATS8s,0.6636130063495037
GATS8v,1.256943850404529
MATS1Z,-0.014578917437832802
MATS1c,-0.6029394634895545
MATS1d,0.1536050156739812
MATS1i,0.1700359261861669
MATS1m,-0.012046897405276653
MATS1p,0.11469287062472101
MATS1s,-0.17205701786378005
MATS1v,0.10864902078083136
MATS2Z,-0.004238789696061056
MATS2c,0.09547993655165568
MATS2d,-0.2727272727272727
MATS2i,-0.17108524422115035
MATS2m,-0.0048652995252988825
MATS2p,-0.02997639353406501
MATS2s,0.028733870483878755
MATS2v,-0.08312417100258929
MATS3Z,-0.05250478209171274
MATS3c,0.01401485751736214
MATS3d,-0.14733542319749215
MATS3i,-0.2628752376174498
MATS3m,-0.05407144482590725
MATS3p,-0.17978567826496403
MATS3s,-0.10119402966376895
MATS3v,-0.19313750317150774
MATS4Z,0.18489505247376306
MATS4c,-0.04334309606079178
MATS4d,0.05844155844155844
MATS4i,-0.12587406230423417
MATS4m,0.18755164284520495
MATS4p,0.08151427732139775
MATS4s,-0.13106799315149728
MATS4v,-0.004102313303576103
MATS5Z,-0.14043205669892325
MATS5c,-0.015817524654886922
MATS5d,0.05785123966942148
MATS5i,0.2352623518419493
MATS5m,-0.13674289327524944
MATS5p,0.009702139817090952
MATS5s,-0.09653698726689694
MATS5v,0.10455250703981002
MATS6Z,0.061760296322427015
MATS6c,0.0634978801504183
MATS6d,-0.058823529411764705
MATS6i,0.10178846500882681
MATS6m,0.052534444498820984
MATS6p,-0.052339623941416655
MATS6s,0.11047561157963393
MATS6v,-0.028171732038157565
MATS7Z,0.05023321672497085
MATS7c,-0.025043558885311325
MATS7d,-0.0808080808080808
MATS7i,0.13240491214258834
MATS7m,0.04612514363741728
MATS7p,0.2098554150988596
MATS7s,0.165015466435423
MATS7v,0.14333785840352056
MATS8Z,-0.2443778110944528
MATS8c,0.11006728202704984
MATS8d,-0.06818181818181818
MATS8i,-0.12262616958367313
MATS8m,-0.24229217358948937
MATS8p,-0.15648882335815026
MATS8s,0.09513926559175903
MATS8v,-0.0798031155126089
MAXsBr,3.1882252936757807
MAXsOH,9.57819866360992
MINsBr,3.1882252936757807
MINsOH,9.159618446628727
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.42197306818279
SpAD_D,163.33076138191183
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,379
TMWC10,110.58683116665406
TSRW10,52.150851036024015
VE1_Dt,4.303786314281669
VE2_Dt,0.2265150691727194
VE3_Dt,2.1013490596306097
VR1_Dt,93.37383708906253
VR2_Dt,4.9144124783717125
VR3_Dt,5.178465075347688
Xc-3dv,0.9150817111759781
Xc-4dv,0.0
Xc-5dv,0.14378348364527177
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.33739623249838807
Xp-0dv,12.6946991208494
Xp-1dv,6.841366496280991
Xp-2dv,5.49817096286464
Xp-3dv,3.6132328211977547
Xp-4dv,2.6402071229581616
Xp-5dv,1.2751628858537811
Xp-6dv,0.8711806153678164
Xp-7dv,0.3108424404017997
Xpc-4d,3.424239116316872
Xpc-5d,4.449062019472291
Xpc-6d,5.870494956491128
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,0
nHBAcc,3
nHBDon,3
nHRing,0
nSpiro,0
naRing,2
piPC10,6.18826412308259
AATS0dv,9.576229668822261
AATS0pe,6.798503571428571
AATS0se,8.195485357142859
AATS1dv,8.968071519795657
AATS1pe,6.7907758620689656
AATS1se,8.043983862068966
AATS2dv,7.923400673400673
AATS2pe,6.705979545454547
AATS2se,7.96590490909091
AATS3dv,5.530012771392082
AATS3pe,6.742936206896551
AATS3se,8.13298972413793
AATS4dv,4.494586517734666
AATS4pe,6.605855357142857
AATS4se,8.091453446428572
AATS5dv,5.410774410774411
AATS5pe,6.495956818181816
AATS5se,7.994179272727272
AATS6dv,6.328976034858388
AATS6pe,6.811088235294119
AATS6se,8.185213176470587
AATS7dv,4.69753086419753
AATS7pe,6.403988888888889
AATS7se,7.8456618888888885
AATS8dv,3.7222222222222223
AATS8pe,6.4126875
AATS8se,7.914671749999999
AATSC0Z,68.06122448979592
AATSC0c,0.03700523194620893
AATSC0d,0.6875
AATSC0i,1.4104509910300744
AATSC0m,366.726335452806
AATSC0p,0.43811540069538146
AATSC0s,2.456206608157667
AATSC0v,52.36868113784869
AATSC1Z,-0.9922589725545387
AATSC1c,-0.022311914695953734
AATSC1d,0.10560344827586207
AATSC1i,0.23982734059999566
AATSC1m,-4.417914539013024
AATSC1p,0.05024871297065319
AATSC1s,-0.42260758425691825
AATSC1v,5.6898059252108535
AATSC2Z,-0.28849721706864534
AATSC2c,0.0035332571983033305
AATSC2d,-0.1875
AATSC2i,-0.2413073522623438
AATSC2m,-1.7842334657931358
AATSC2p,-0.013133119664579335
AATSC2s,0.07057632256044953
AATSC2v,-4.353103206082607
AATSC3Z,-3.5735397607318773
AATSC3c,0.0005186230531230558
AATSC3d,-0.10129310344827586
AATSC3i,-0.3707726394147983
AATSC3m,-19.829422813643554
AATSC3p,-0.07876687447234565
AATSC3s,-0.24855344436625224
AATSC3v,-10.114356319348929
AATSC4Z,12.584183673469385
AATSC4c,-0.0016039213229964145
AATSC4d,0.04017857142857143
AATSC4i,-0.17753919592198844
AATSC4m,68.7801266887755
AATSC4p,0.03571266027105862
AATSC4s,-0.32193007089667136
AATSC4v,-0.21483273732253164
AATSC5Z,-9.557977736549164
AATSC5c,-0.000585331168668969
AATSC5d,0.03977272727272727
AATSC5i,0.3318260173075434
AATSC5m,-50.14722015004638
AATSC5p,0.004250656873567417
AATSC5s,-0.2371147860565848
AATSC5v,5.475276903330492
AATSC6Z,4.2034813925570225
