DLiP-ID,T002AY
AATSC4i,-0.04958323410888675
AATSC4m,-1.7437581699396187
AATSC4p,-0.01012820776208148
AATSC4s,-0.10368505195843324
AATSC4v,-2.1930922769465524
AATSC5Z,-0.31568508046976945
AATSC5c,-0.0018864307464307654
AATSC5d,-0.06706766917293232
AATSC5i,0.05971779047375306
AATSC5m,-1.5002166941601844
AATSC5p,-0.010219906377420143
AATSC5s,-0.1145112781954887
AATSC5v,-1.5785135927857665
AATSC6Z,-0.6616712580348943
AATSC6c,-0.0012845896075671546
AATSC6d,-0.0653968253968254
AATSC6i,-0.10587383288832103
AATSC6m,-3.266698757400247
AATSC6p,-0.022270021228892465
AATSC6s,0.10679894179894187
AATSC6v,-5.02808093274472
AATSC7Z,0.7442223891810668
AATSC7c,0.0034313596227519786
AATSC7d,-0.0003305785123966835
AATSC7i,0.0023470422979369287
AATSC7m,3.5794758068851458
AATSC7p,-0.007239370687645705
AATSC7s,0.7660330578512399
AATSC7v,-1.0560629687364753
AATSC8Z,-0.4165289256198348
AATSC8c,-0.002878374193939253
AATSC8d,0.0490909090909091
AATSC8i,-0.01584139433720002
AATSC8m,-1.979860411675563
AATSC8p,0.0034707631214193437
AATSC8s,-0.26055555555555554
AATSC8v,-0.13965198782524493
ATS0are,345.17469999999986
ATS1are,361.508
ATS2are,625.3018999999998
ATS3are,857.8750000000001
ATS4are,844.6510000000001
ATS5are,815.091
ATS6are,785.6229999999999
ATS7are,739.3979
ATS8are,653.916
ATSC0dv,220.83636363636376
ATSC0pe,8.099938181818178
ATSC0se,5.233051927272727
ATSC1dv,55.33322314049588
ATSC1pe,-0.4318941157024769
ATSC1se,-0.3521050155371927
ATSC2dv,17.22776859504133
ATSC2pe,1.7889007933884309
ATSC2se,1.3826964244628108
ATSC3dv,-63.7986776859504
ATSC3pe,-2.3819742479338837
ATSC3se,-1.5804875953718984
ATSC4dv,-53.440991735537196
ATSC4pe,-0.7203219504132236
ATSC4se,-0.3917483252892533
ATSC5dv,-54.82247933884297
ATSC5pe,-1.1016323305785118
ATSC5se,-0.8607366241322328
ATSC6dv,-7.534214876033056
ATSC6pe,-0.8060638347107412
ATSC6se,-0.17325066975207498
ATSC7dv,72.92363636363636
ATSC7pe,5.007737818181816
ATSC7se,3.493143723636363
ATSC8dv,-19.781818181818196
ATSC8pe,-1.7978745454545473
ATSC8se,-1.2036453090909023
AXp-0dv,0.5616273923709184
AXp-1dv,0.32269249162603714
AXp-2dv,0.17855425058443683
AXp-3dv,0.10211381283743012
AXp-4dv,0.05671621793911137
AXp-5dv,0.03227820832210558
AXp-6dv,0.01886256015841121
AXp-7dv,0.011667825268684486
BertzCT,872.1310356006567
ECIndex,795
ETA_eta,26.06865934049987
GATS1dv,0.4997746713234591
GATS1pe,0.6800110377119779
GATS1se,0.692302744340321
GATS2dv,0.7783640623242298
GATS2pe,0.5500438018255502
GATS2se,0.49474887890262936
GATS3dv,1.0700134183042482
GATS3pe,0.9949343071615581
GATS3se,0.9704019567093775
GATS4dv,1.0475870908739822
GATS4pe,0.8939708514501433
GATS4se,0.8555054751525779
GATS5dv,1.1113934597732593
GATS5pe,1.0340655359684627
GATS5se,1.0541639416697959
GATS6dv,1.0673707981463616
GATS6pe,1.1886783840133204
GATS6se,1.2236976112320939
GATS7dv,0.8427016750744722
GATS7pe,0.7720995564786067
GATS7se,0.7846340215187405
GATS8dv,0.9969948954388271
GATS8pe,1.0893143741164357
GATS8se,1.0829827389166569
LogEE_A,4.275266525801695
LogEE_D,193.4952380496344
MATS1dv,0.2417704478551887
MATS1pe,-0.05144976749817608
MATS1se,-0.06492395992057061
MATS2dv,0.042481491686135506
MATS2pe,0.12026683111932998
MATS2se,0.14388420159672657
MATS3dv,-0.11268981528518851
MATS3pe,-0.11470938051399766
MATS3se,-0.11780931320418968
MATS4dv,-0.09575287242624798
MATS4pe,-0.035187858275510076
MATS4se,-0.029621018920637496
MATS5dv,-0.10265949741800567
MATS5pe,-0.05624268133195781
MATS5se,-0.06801838041991622
MATS6dv,-0.014892223973402952
MATS6pe,-0.04343900574118705
MATS6se,-0.014451469888530102
MATS7dv,0.15009804948879532
MATS7pe,0.28101997962396447
MATS7se,0.30341617544016825
MATS8dv,-0.04478840770624074
MATS8pe,-0.11098075720443226
MATS8se,-0.11500414345383705
MAXaaCH,2.117087269893006
MAXaasC,1.2511099816235307
MAXdssC,-0.23557590480840807
MAXssNH,3.3183994750295813
MDEC-22,16.83202241956931
MDEC-23,23.037829901949568
MDEC-33,5.5998309135649995
MDEN-22,0.5984084805885755
MDEO-11,0.7211247851537042
MINaaCH,1.2536519169624605
MINaasC,-0.4590953171643226
MINdssC,-1.0493938204177613
MINssNH,2.7193947818388655
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.5119047619047623
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,599.9102112847115
SpAbs_A,36.94675508618325
SpAbs_D,386.9904760992688
SpMAD_A,1.2740260374545949
SpMAD_D,13.344499175836855
SpMax_A,2.347496571598959
SpMax_D,193.4952380496344
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,91.32000000000001
TpiPC10,7.640423608329289
VAdjMat,5.954196310386875
VE1_DzZ,5.325747075709228
VE1_Dzi,5.3258113015150945
VE1_Dzm,5.325859257647461
VE1_Dzp,5.31153863719132
VE1_Dzv,5.321708070573717
VE2_DzZ,0.1836464508865251
VE2_Dzi,0.18364866556948603
VE2_Dzm,0.18365031922922279
VE2_Dzp,0.18315650473073516
VE2_Dzv,0.18350717484736953
VE3_DzZ,2.737263734655203
VE3_Dzi,2.7372757940747907
VE3_Dzm,2.737284798508809
VE3_Dzp,2.734592292456245
VE3_Dzv,2.736505054712671
VR1_DzZ,174.36974047056427
VR1_Dzi,174.47951549645612
VR1_Dzm,174.3483638270789
VR1_Dzp,176.51281460562922
VR1_Dzv,175.14695637000438
VR2_DzZ,6.012749671398768
VR2_Dzi,6.0165350171191765
VR2_Dzm,6.012012545761342
VR2_Dzp,6.086648779504456
VR2_Dzv,6.0395502196553235
VR3_DzZ,6.225888726937195
VR3_Dzi,6.226518082039077
VR3_Dzm,6.225766125654103
VR3_Dzp,6.2381042147281365
VR3_Dzv,6.230336109208342
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09060585141443525
Xch-7dv,0.10748553788766424
Xpc-4dv,1.1675168558886495
Xpc-5dv,1.5607684999092484
Xpc-6dv,1.951965399970507
Zagreb1,144.0
Zagreb2,162.0
fragCpx,149.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,31
nBondsS,43
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.275903636363634
AATS1are,6.342245614035088
AATS2are,6.191107920792078
AATS3are,6.084219858156029
AATS4are,6.076625899280576
AATS5are,6.128503759398496
AATS6are,6.235103174603174
AATS7are,6.110726446280992
AATS8are,5.94469090909091
AATSC0dv,4.0152066115702505
AATSC0pe,0.14727160330578506
AATSC0se,0.09514639867768594
AATSC1dv,0.9707583007104541
AATSC1pe,-0.007577089749166261
AATSC1se,-0.006177280974336714
AATSC2dv,0.1705719662875379
AATSC2pe,0.01771188904344981
AATSC2se,0.013690063608542682
AATSC3dv,-0.4524728913897192
AATSC3pe,-0.016893434382509814
AATSC3se,-0.011209131882070202
AATSC4dv,-0.3844675664427136
AATSC4pe,-0.005182172305131105
AATSC4se,-0.002818333275462254
AATSC5dv,-0.4121990927732554
AATSC5pe,-0.008282949853973773
AATSC5se,-0.006471703940843856
AATSC6dv,-0.05979535615899251
AATSC6pe,-0.006397332021513819
AATSC6se,-0.0013750053154926586
AATSC7dv,0.6026746806912096
AATSC7pe,0.041386262960180296
AATSC7se,0.02886895639368895
AATSC8dv,-0.17983471074380178
AATSC8pe,-0.016344314049586795
AATSC8se,-0.010942230082644566
AETA_eta,0.8989192876034438
ATSC0are,8.834334545454547
ATSC1are,-0.5362321652892509
ATSC2are,2.0887929256198348
ATSC3are,-2.6721849256198333
ATSC4are,-0.7763691239669435
ATSC5are,-1.2733926280991719
ATSC6are,-0.7953627768594973
ATSC7are,5.764905818181814
ATSC8are,-1.9984072727272788
BCUTZ-1h,9.004069792680173
BCUTZ-1l,5.693388187428236
BCUTc-1h,0.43371821129818117
BCUTc-1l,-0.3739165032859435
BCUTd-1h,3.1810688306262214
BCUTd-1l,0.9726826004208846
BCUTi-1h,17.424772690245035
BCUTi-1l,10.954092308149209
BCUTm-1h,19.000142408714222
BCUTm-1l,11.704781703581485
BCUTp-1h,1.9863280106777483
BCUTp-1l,0.5458555144862531
BCUTs-1h,8.001920999297937
BCUTs-1l,1.2523488080400755
BCUTv-1h,20.892932501864
BCUTv-1l,13.304119221509202
BalabanJ,1.335972092621612
Diameter,16
ETA_beta,33.5
GATS1are,0.6854166512310229
GATS2are,0.5321155888455202
GATS3are,0.9921543449772461
GATS4are,0.8836915308716499
GATS5are,1.036517045935972
GATS6are,1.1966217815801785
GATS7are,0.755691205859392
GATS8are,1.0840600434173764
HybRatio,0.4090909090909091
Lipinski,True
LogEE_Dt,299.9551056423557
MATS1are,-0.05856887113937894
MATS2are,0.12875463208880436
MATS3are,-0.1179875668382327
MATS4are,-0.03477301141105214
MATS5are,-0.059607312098332366
MATS6are,-0.039299186907155795
MATS7are,0.2966167651965869
MATS8are,-0.11310457298424936
MAXssCH2,1.1266203227356477
MAXsssCH,-0.7462158324151191
MINssCH2,-0.29043762541237284
MINsssCH,-0.7462158324151191
NsssssAs,0
RotRatio,0.2903225806451613
SM1_Dzpe,1.6190119046886824
SM1_Dzse,1.4797733799930697
SMR_VSA1,19.086016810659167
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,50.987592189630035
SMR_VSA6,11.861545009918906
SMR_VSA7,59.036254230058006
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,331.6931373458085
SpAD_Dzi,323.98227294860794
SpAD_Dzm,331.5823857447028
SpAD_Dzp,411.1932959816338
SpAD_Dzv,381.33209998144696
SpAbs_Dt,599.9102112847113
SpDiam_A,4.694993143197918
SpDiam_D,300.49468653611626
SpMAD_Dt,20.68655900981764
SpMax_Dt,299.9551056423557
SsssssAs,0
VE1_Dzpe,5.325801924841713
VE1_Dzse,5.325683448506358
VE2_Dzpe,0.18364834223592114
VE2_Dzse,0.18364425684504682
VE3_Dzpe,2.737274033463852
VE3_Dzse,2.7372517874894724
VMcGowan,303.17000000000075
VR1_Dzpe,174.36104788152858
VR1_Dzse,174.38155243758942
VR2_Dzpe,6.0124499269492615
VR2_Dzse,6.0131569806065315
VR3_Dzpe,6.225838874217976
VR3_Dzse,6.225956465565094
mZagreb1,9.13888888888889
mZagreb2,6.472222222222222
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,49
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.16062426446280995
AATSC1are,-0.00940758184717984
AATSC2are,0.02068111807544391
AATSC3are,-0.018951666139147755
AATSC4are,-0.005585389381057147
AATSC5are,-0.009574380662399788
AATSC6are,-0.006312402990948391
AATSC7are,0.04764384973703978
AATSC8are,-0.01816733884297526
AETA_beta,1.1551724137931034
BCUTdv-1h,7.004059585133135
BCUTdv-1l,1.8375300738431264
BCUTpe-1h,3.988673189383517
BCUTpe-1l,2.2427338069043397
BCUTse-1h,4.009954348712316
BCUTse-1l,2.4385946564831484
ETA_alpha,13.485714285714288
ETA_dBeta,-2.5
ETA_eta_B,0.40617317152611676
ETA_eta_F,25.500283829055384
ETA_eta_L,7.571797871192017
ETA_eta_R,51.568943169555254
ETA_psi_1,0.5412844036697252
LabuteASA,169.09921513376682
LogEE_DzZ,165.89870331986648
LogEE_Dzi,162.0445452504255
LogEE_Dzm,165.8444027428914
LogEE_Dzp,204.79581519771517
LogEE_Dzv,190.38657237166774
PEOE_VSA1,15.740104602853368
PEOE_VSA2,9.589074368143644
PEOE_VSA3,9.374393568622029
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,61.43011230340886
PEOE_VSA8,18.659506023687047
PEOE_VSA9,12.462662452073971
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,329.76871907456166
SpAD_Dzse,332.03871375538586
SpAbs_DzZ,330.33811881746885
SpAbs_Dzi,322.6448504579961
SpAbs_Dzm,330.1981456361001
SpAbs_Dzp,416.39126331085686
SpAbs_Dzv,383.47476172754057
SpDiam_Dt,438.1267918775129
SpMAD_DzZ,11.437694391234777
SpMAD_Dzi,11.17180251546924
SpMAD_Dzm,11.433875370506993
SpMAD_Dzp,14.179079171780476
SpMAD_Dzv,13.149382757980929
SpMax_DzZ,165.89870331986648
SpMax_Dzi,162.0445452504255
SpMax_Dzm,165.8444027428914
SpMax_Dzp,204.79581519771517
SpMax_Dzv,190.38657237166774
VE1_Dzare,5.326068035594084
VE2_Dzare,0.18365751846876152
VE3_Dzare,2.737323998541048
VR1_Dzare,174.32399743071983
VR2_Dzare,6.0111723251972355
VR3_Dzare,6.225626358932641
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.465024630541872
AETA_dBeta,-0.08620689655172414
AETA_eta_B,0.014005971431935061
AETA_eta_F,0.8793201320363926
AETA_eta_L,0.26109647831696614
AETA_eta_R,1.7782394196398363
BCUTare-1h,4.107720842738585
BCUTare-1l,2.192865753101647
ETA_beta_s,18.0
ETA_dPsi_A,0.17271559633027478
ETA_dPsi_B,0.0
ETA_eta_BR,0.6641731715261168
ETA_eta_FL,6.436242519654962
ETA_eta_RL,14.008040390846979
LogEE_Dzpe,164.94018753399425
LogEE_Dzse,166.07038354596855
PEOE_VSA10,11.635083618880923
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,28.511747339003843
SlogP_VSA3,22.430717613995665
SlogP_VSA4,5.817220841045895
SlogP_VSA5,54.966779922020464
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,326.94605498351586
SpAbs_Dzpe,328.32424536932547
SpAbs_Dzse,330.71223387632523
SpDiam_DzZ,262.2400761352215
SpDiam_Dzi,255.76903841129126
SpDiam_Dzm,262.1940492715694
SpDiam_Dzp,320.3770574790931
SpDiam_Dzv,300.0939979569189
SpMAD_Dzpe,11.371335140502126
SpMAD_Dzse,11.449610819151236
SpMax_Dzpe,164.94018753399425
SpMax_Dzse,166.07038354596855
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6206896551724138
AETA_eta_BR,0.022902523156072992
AETA_eta_FL,0.22193939722948144
AETA_eta_RL,0.48303587554644756
DetourIndex,4156
EState_VSA1,17.828366958145704
EState_VSA2,18.748822975203524
EState_VSA3,11.984273114623004
EState_VSA4,43.7398336703001
EState_VSA5,23.762552697081826
EState_VSA6,6.06636706846161
EState_VSA7,6.06636706846161
EState_VSA8,21.68392279742148
EState_VSA9,5.106527394840706
ETA_beta_ns,15.5
ETA_shape_p,0.09533898305084744
ETA_shape_x,0.0
ETA_shape_y,0.2966101694915254
GhoseFilter,True
LogEE_Dzare,163.53524783716864
SlogP_VSA10,10.208277825509848
SlogP_VSA11,0.0
SpAbs_Dzare,325.3437013817212
SpDiam_Dzpe,260.71806470156406
SpDiam_Dzse,262.49289404306825
SpMAD_Dzare,11.274001895983305
SpMax_Dzare,163.53524783716864
TopoPSA(NO),91.32000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.446892424224774
VSA_EState9,59.553107575775236
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5344827586206896
EState_VSA10,13.979489415818463
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.034975369458128014
FilterItLogS,-6.163755276194082
SpDiam_Dzare,258.5245851160192
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5948051948051947
ETA_epsilon_2,0.8591133004926104
ETA_epsilon_3,0.43975903614457795
ETA_epsilon_4,0.5494505494505489
ETA_epsilon_5,0.8066964285714282
AETA_beta_ns_d,0.017241379310344827
ETA_dEpsilon_A,0.15504615866061672
ETA_dEpsilon_B,0.04535464535464573
ETA_dEpsilon_C,-0.10969151330597099
ETA_dEpsilon_D,0.05241687192118216
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7931034482758621
MDEDescriptor,"0.0,0.0,0.0,0.0,16.83202241956931,23.037829901949568,0.0,5.5998309135649995,0.0,0.0,0.7211247851537042,0.0,0.0,0.0,0.0,0.0,0.5984084805885755,0.0,0.0"
APolDescriptor,62.31961799999997
BCUTDescriptor,"11.849999999999994,18.998407990936382,-0.33172301010093325,0.2605356948914384,4.105501856519559,10.28152998823789"
BPolDescriptor,34.18238199999999
TPSADescriptor,91.32000000000001
ALOGPDescriptor,"1.5769000000000009,2.4866136100000027,104.33690000000001"
XLogPDescriptor,3.053
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,399.19582012
ChiPathDescriptor,"20.639617433688315,14.008040390846979,12.530511377797184,9.330476688434409,7.789063269001714,6.32901272074158,4.034177915751148,2.791415044520361,16.287194378756634,10.003467240407153,7.32072427396191,5.003576829034076,3.516405512224905,2.4531438324800248,1.3392417712471956,0.8400834193452831"
ChiChainDescriptor,"0.0,0.0,0.0,0.2347080484106438,0.3936345532609666,0.0,0.0,0.0,0.09060585141443524,0.10748553788766424"
AtomCountDescriptor,55
BondCountDescriptor,31
SmallRingDescriptor,"3,2,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.8563893715520872,0.0,0.16666666666666666,0.0,0.6472505673722563,0.0,0.056842464101370505,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,8,2,1,8,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"58.81019818478782,2.0279378684409592,19.16921467994255,7.346769143511037,9.294810740713583"
FractionalPSADescriptor,0.22875991029302065
WienerNumbersDescriptor,"2728.0,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.1829238908181274,4.9273533570637875,6.784648681633766,1.1675168558886488,1.5607684999092497,1.8054844290668244"
FractionalCSP3Descriptor,0.4090909090909091
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,6,1,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.658688865764827,12.142772159428912,7.88338192419825"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2437.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.4090909090909091
AutocorrelationDescriptorMass,"33.90539214949493,33.57515264200553,46.177212553775604,44.31993939656545,42.094226835109474"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.5556284070031978,-0.26717848727488164,0.07987642601414871,-0.10835157958493201,0.10378815108181022"
EccentricConnectivityIndexDescriptor,795
AutocorrelationDescriptorPolarizability,"1735.2117587810612,1968.968951298092,2570.294841481861,2532.533268175284,2186.105327329775"
