DLiP-ID,T004IV
AATSC4m,0.5640233141619393
AATSC4p,0.016049257994529817
AATSC4s,-0.2210647183912252
AATSC4v,3.4490093524204575
AATSC5Z,-0.01883083792375451
AATSC5c,0.005401831236963719
AATSC5d,-0.07631827998738139
AATSC5i,-0.20201862640981338
AATSC5m,-0.2102346469864995
AATSC5p,-0.028489616104409487
AATSC5s,0.32131532755789605
AATSC5v,-4.313159623613523
AATSC6Z,-1.4298923587208214
AATSC6c,-0.0027836270865709382
AATSC6d,0.004943988985543525
AATSC6i,0.0389816775491769
AATSC6m,-6.619989000422432
AATSC6p,-0.0015418650765038962
AATSC6s,-0.37228289212925303
AATSC6v,-2.81971093565077
AATSC7Z,-0.6011051269497099
AATSC7c,-0.0004080863405054539
AATSC7d,0.010788976708400363
AATSC7i,-0.08134405472916192
AATSC7m,-2.774968331651745
AATSC7p,-0.004685973483399388
AATSC7s,-0.3381000190405135
AATSC7v,-1.8440350988472698
AATSC8Z,0.5227444698853193
AATSC8c,5.02929228420369e-05
AATSC8d,0.01457336307622764
AATSC8i,-0.10775252974152828
AATSC8m,2.4860359353779935
AATSC8p,-0.004366094858033211
AATSC8s,-0.041412940342785746
AATSC8v,1.6401452122609659
ATS0are,365.7196
ATS1are,380.7789
ATS2are,647.7299000000003
ATS3are,813.0069999999997
ATS4are,976.8619999999999
ATS5are,924.3799999999999
ATS6are,948.0139999999998
ATS7are,813.9909999999996
ATS8are,714.9809999999999
ATSC0dv,254.27586206896552
ATSC0pe,8.152760344827582
ATSC0se,5.518832275862069
ATSC1dv,97.51248513674203
ATSC1pe,0.06503171819263351
ATSC1se,-0.1793732461355535
ATSC2dv,62.0321046373365
ATSC2pe,1.9021869797859745
ATSC2se,1.3006517907253257
ATSC3dv,6.110582639714629
ATSC3pe,0.49447785374554787
ATSC3se,0.42184407609988045
ATSC4dv,-15.850178359096319
ATSC4pe,-1.5153392092746705
ATSC4se,-1.2380571605231867
ATSC5dv,-28.216409036860885
ATSC5pe,1.2710970570749167
ATSC5se,0.9038259215219969
ATSC6dv,-140.65398335315103
ATSC6pe,-5.7312460760998745
ATSC6se,-3.74826499881094
ATSC7dv,-39.5089179548157
ATSC7pe,-2.3165639120095185
ATSC7se,-1.656035267538643
ATSC8dv,4.872770511296065
ATSC8pe,0.14849997027347486
ATSC8se,-0.380218368608798
AXp-0dv,0.595917099685192
AXp-1dv,0.30892136226245326
AXp-2dv,0.17517289503923966
AXp-3dv,0.08653271830175487
AXp-4dv,0.04807618835583387
AXp-5dv,0.02424128641791909
AXp-6dv,0.013550055852411091
AXp-7dv,0.007549657496490797
BertzCT,952.8593502841186
ECIndex,726
ETA_eta,28.23391993739132
GATS1dv,0.4654293831280771
GATS1pe,0.7170194987151733
GATS1se,0.7579271000257922
GATS2dv,0.8483144274796981
GATS2pe,0.7396798259582236
GATS2se,0.7117438943833483
GATS3dv,0.9383692546407555
GATS3pe,0.8377520706589046
GATS3se,0.8312226806028384
GATS4dv,1.047297787544117
GATS4pe,1.1092967523553112
GATS4se,1.1398947867363334
GATS5dv,1.052207701632321
GATS5pe,0.938860554989451
GATS5se,0.9545076881162946
GATS6dv,1.2343877135882833
GATS6pe,1.3920323632719276
GATS6se,1.4182030017894336
GATS7dv,0.9856710381467478
GATS7pe,1.0623811122371887
GATS7se,1.0756433389784992
GATS8dv,0.8901798142681344
GATS8pe,0.8368157502374233
GATS8se,0.8520091901954614
LogEE_A,4.29519236493655
LogEE_D,189.91514689616523
MATS1dv,0.37699107721587094
MATS1pe,0.007841452830323073
MATS1se,-0.031951147056237965
MATS2dv,0.13872003914123285
MATS2pe,0.1326711062088339
MATS2se,0.1340113769371071
MATS3dv,0.010804776051620722
MATS3pe,0.027269705805065117
MATS3se,0.03436711233618107
MATS4dv,-0.02302806037394254
MATS4pe,-0.0686646998029366
MATS4se,-0.08287467569872725
MATS5dv,-0.043783176411329394
MATS5pe,0.06151551948214218
MATS5se,0.0646172179653357
MATS6dv,-0.21107233094942404
MATS6pe,-0.2682432393851795
MATS6se,-0.2591597173481343
MATS7dv,-0.06626421927599356
MATS7pe,-0.12117937145866722
MATS7se,-0.12797097273177738
MATS8dv,0.00918572514104726
MATS8pe,0.00873100654527401
MATS8se,-0.033023912265641914
MAXaaCH,1.73072360271269
MAXaasC,0.7109347967582098
MAXaasN,1.2176728624291826
MAXdssC,-0.4326492897434451
MAXsCH3,1.977301591572234
MAXssNH,2.557050813961438
MAXsssN,1.4674577084474132
MDEC-11,1.1979665812555764
MDEC-12,5.23722663090445
MDEC-13,7.210417272342457
MDEC-22,5.736957857084246
MDEC-23,17.312333520434432
MDEC-33,8.379472736547388
MDEN-22,0.09999999999999998
MDEN-23,1.0433897200488584
MDEN-33,0.09090909090909091
MDEO-11,0.9729506266807925
MDEO-12,0.4911304059638447
MINaaCH,1.4665617513180713
MINaasC,0.3562181055620257
MINaasN,1.2176728624291826
MINdssC,-1.1156984267536212
MINsCH3,1.4630615765553743
MINssNH,2.557050813961438
MINsssN,1.4674577084474132
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8214285714285716
SM1_Dzi,1.7666692712220975
SM1_Dzm,1.8163286094222189
SM1_Dzp,-7.484198594423033
SM1_Dzv,-3.2722709032638435
SddssSe,0
SpAD_Dt,505.76348470510675
SpAbs_A,36.57667018031423
SpAbs_D,379.8302937923306
SpMAD_A,1.2192223393438077
SpMAD_D,12.661009793077683
SpMax_A,2.42548858708851
SpMax_D,189.91514689616523
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,113.76
TpiPC10,8.481235648327603
VAdjMat,5.954196310386875
VE1_DzZ,5.391475838668007
VE1_Dzi,5.393062628730045
VE1_Dzm,5.391458805842983
VE1_Dzp,5.361432342861576
VE1_Dzv,5.373403134341889
VE2_DzZ,0.17971586128893355
VE2_Dzi,0.1797687542910015
VE2_Dzm,0.17971529352809942
VE2_Dzp,0.17871441142871922
VE2_Dzv,0.1791134378113963
VE3_DzZ,2.783431446623303
VE3_Dzi,2.7837257179225867
VE3_Dzm,2.7834282874044844
VE3_Dzp,2.7778434561975556
VE3_Dzv,2.780073727256248
VR1_DzZ,183.24200510922765
VR1_Dzi,183.22031008971877
VR1_Dzm,183.2451927182884
VR1_Dzp,188.06215527378924
VR1_Dzv,186.0826121390811
VR2_DzZ,6.108066836974255
VR2_Dzi,6.1073436696572925
VR2_Dzm,6.108173090609613
VR2_Dzp,6.268738509126308
VR2_Dzv,6.2027537379693705
VR3_DzZ,6.3094200001569485
VR3_Dzi,6.309301597698445
VR3_Dzm,6.309437395629858
VR3_Dzp,6.335384810016025
VR3_Dzv,6.3248030150607075
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.04221153450751842
Xch-7dv,0.0669664920362353
Xpc-4dv,1.7501114557751596
Xpc-5dv,2.1803630427542844
Xpc-6dv,2.511814751043248
Zagreb1,148.0
Zagreb2,170.0
fragCpx,91.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,31
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,1
AATS0are,6.305510344827587
AATS1are,6.453879661016949
AATS2are,6.350293137254905
AATS3are,6.302379844961238
AATS4are,6.222050955414012
AATS5are,6.288299319727891
AATS6are,6.236934210526314
AATS7are,5.985227941176468
AATS8are,5.90893388429752
AATSC0dv,4.3840665873959574
AATSC0pe,0.14056483353151003
AATSC0se,0.09515228061831153
AATSC1dv,1.652753985368509
AATSC1pe,0.001102232511739551
AATSC1se,-0.0030402245107720932
AATSC2dv,0.6081578886013382
AATSC2pe,0.018648891958686024
AATSC2se,0.012751488144365938
AATSC3dv,0.04736885767220642
AATSC3pe,0.0038331616569422314
AATSC3se,0.003270109117053337
AATSC4dv,-0.10095655005793834
AATSC4pe,-0.009651842097290895
AATSC4se,-0.007885714398236859
AATSC5dv,-0.19194836079497202
AATSC5pe,0.008646918755611679
AATSC5se,0.006148475656612224
AATSC6dv,-0.9253551536391516
AATSC6pe,-0.037705566290130756
AATSC6se,-0.024659638150071973
AATSC7dv,-0.2905067496677625
AATSC7pe,-0.017033558176540578
AATSC7se,-0.012176729908372375
AATSC8dv,0.040270830671868305
AATSC8pe,0.0012272724815989657
AATSC8se,-0.0031423005670148593
AETA_eta,0.9411306645797107
ATSC0are,8.7979724137931
ATSC1are,-0.03005814506539345
ATSC2are,2.0568519619500645
ATSC3are,0.67779928656362
ATSC4are,-1.873573602853742
ATSC5are,1.3684147443519679
ATSC6are,-6.245720808561228
ATSC7are,-2.543397384066593
ATSC8are,-0.11885279429251824
BCUTZ-1h,8.029847368840487
BCUTZ-1l,5.681905779723917
BCUTc-1h,0.4761873779266788
BCUTc-1l,-0.525799723788615
BCUTd-1h,3.2758121245430827
BCUTd-1l,0.9724664499615492
BCUTi-1h,14.6926957998425
BCUTi-1l,10.942699401511632
BCUTm-1h,16.015503106717684
BCUTm-1l,11.693465540049287
BCUTp-1h,1.9992849681024494
BCUTp-1l,0.7413419478645966
BCUTs-1h,7.0104656693428495
BCUTs-1l,1.254618818364807
BCUTv-1h,20.90528293853842
BCUTv-1l,14.700425993334143
BalabanJ,1.8790449030953955
Diameter,15
ETA_beta,34.5
GATS1are,0.7349610393202812
GATS2are,0.7432446114497521
GATS3are,0.8339250971618852
GATS4are,1.125091272053069
GATS5are,0.9459834997488545
GATS6are,1.4057173537633278
GATS7are,1.0568986393900823
GATS8are,0.8358705115908398
HybRatio,0.42857142857142855
Lipinski,True
LogEE_Dt,252.88174235255337
MATS1are,-0.0033585789531704034
MATS2are,0.13293773078147644
MATS3are,0.034638317980412205
MATS4are,-0.07867133214538437
MATS5are,0.061368542349942067
MATS6are,-0.27088463791401507
MATS7are,-0.12328797221487815
MATS8are,-0.0064754420929110336
MAXssCH2,0.5234049943301108
MAXsssCH,0.2726444892001556
MINssCH2,0.11345434933232545
MINsssCH,-1.0682471445368276
NsssssAs,0
RotRatio,0.25806451612903225
SM1_Dzpe,1.938341493268054
SM1_Dzse,1.8035259735430311
SMR_VSA1,19.432464716784395
SMR_VSA2,0.0
SMR_VSA3,19.99718307830303
SMR_VSA4,12.965578028838582
SMR_VSA5,26.31013685145522
SMR_VSA6,20.7022259298673
SMR_VSA7,46.37956741628034
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
SpAD_DzZ,307.26469958778847
SpAD_Dzi,299.89357623508886
SpAD_Dzm,307.320957903735
SpAD_Dzp,410.8459798375265
SpAD_Dzv,372.74998066287685
SpAbs_Dt,505.76348470510663
SpDiam_A,4.85097717417702
SpDiam_D,288.46957895304496
SpMAD_Dt,16.858782823503557
SpMax_Dt,252.88174235255337
SsssssAs,0
VE1_Dzpe,5.392104997651858
VE1_Dzse,5.391384502744166
VE2_Dzpe,0.17973683325506193
VE2_Dzse,0.17971281675813885
VE3_Dzpe,2.783548134946804
VE3_Dzse,2.78341450567796
VMcGowan,319.9000000000009
VR1_Dzpe,183.16037853407983
VR1_Dzse,183.25429168834415
VR2_Dzpe,6.105345951135994
VR2_Dzse,6.1084763896114715
VR3_Dzpe,6.30897444314017
VR3_Dzse,6.309487049015169
mZagreb1,12.722222222222221
mZagreb2,6.749999999999998
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,51
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15168917954815692
AATSC1are,-0.0005094600858541262
AATSC2are,0.020165215313235927
AATSC3are,0.005254258035376899
AATSC4are,-0.011933589827093898
AATSC5are,0.009308943839129034
AATSC6are,-0.0410902684773765
AATSC7are,-0.01870145135343083
AATSC8are,-0.0009822544982852747
AETA_beta,1.15
BCUTdv-1h,6.024895914819614
BCUTdv-1l,0.988442001517889
BCUTpe-1h,3.502251263238118
BCUTpe-1l,2.230564708299069
BCUTse-1h,3.715048899489703
BCUTse-1l,2.426469169072973
ETA_alpha,13.76666666666667
ETA_dBeta,-3.5
ETA_eta_B,0.7810768516393196
ETA_eta_F,31.11220984434327
ETA_eta_L,7.094753963685068
ETA_eta_R,59.34612978173459
ETA_psi_1,0.5208070617906687
LabuteASA,174.82262273646236
LogEE_DzZ,153.69306407960852
LogEE_Dzi,150.00567709325182
LogEE_Dzm,153.72102323884823
LogEE_Dzp,204.67457005932096
LogEE_Dzv,186.04776324111205
PEOE_VSA1,20.06008868349756
PEOE_VSA2,4.794537184071822
PEOE_VSA3,14.270877303288827
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,38.11294267322769
PEOE_VSA7,17.044809029555385
PEOE_VSA8,27.060921994192967
PEOE_VSA9,18.870092604587605
SM1_Dzare,2.1712424383434152
SpAD_Dzpe,305.03064307823814
SpAD_Dzse,307.5873201075102
SpAbs_DzZ,305.58852463085867
SpAbs_Dzi,298.35949921522615
SpAbs_Dzm,305.6492814765377
SpAbs_Dzp,416.8333387130649
SpAbs_Dzv,375.36779738548785
SpDiam_Dt,370.5188799375095
SpMAD_DzZ,10.242156652926282
SpMAD_Dzi,9.996452541169628
SpMAD_Dzm,10.2440319301245
SpMAD_Dzp,13.694865994584216
SpMAD_Dzv,12.424999355429229
SpMax_DzZ,153.69306407960852
SpMax_Dzi,150.00567709325182
SpMax_Dzm,153.72102323884823
SpMax_Dzp,204.67457005932096
SpMax_Dzv,186.04776324111205
VE1_Dzare,5.393080170480483
VE2_Dzare,0.1797693390160161
VE3_Dzare,2.783728970568276
VR1_Dzare,183.0062346027251
VR2_Dzare,6.100207820090836
VR3_Dzare,6.30813250979655
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45888888888888896
AETA_dBeta,-0.11666666666666667
AETA_eta_B,0.026035895054643987
AETA_eta_F,1.0370736614781089
AETA_eta_L,0.23649179878950224
AETA_eta_R,1.9782043260578197
BCUTare-1h,3.5560887181230365
BCUTare-1l,2.180887215904211
ETA_beta_s,19.0
ETA_dPsi_A,0.19319293820933126
ETA_dPsi_B,0.0
ETA_eta_BR,0.9530768516393195
ETA_eta_FL,7.038382747048709
ETA_eta_RL,14.133136710733776
LogEE_Dzpe,152.579932922228
LogEE_Dzse,153.85377758620655
PEOE_VSA10,6.041840829147961
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
SlogP_VSA1,15.612918452858388
SlogP_VSA2,58.53140842844258
SlogP_VSA3,18.26303078967502
SlogP_VSA4,5.917906046161393
SlogP_VSA5,19.410925891078243
SlogP_VSA6,35.25684902953134
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,301.70631045974045
SpAbs_Dzpe,303.2602943446461
SpAbs_Dzse,305.9259802772615
SpDiam_DzZ,235.70743321326563
SpDiam_Dzi,230.14259493809203
SpDiam_Dzm,235.7442059176051
SpDiam_Dzp,304.848166237589
SpDiam_Dzv,280.3523179134727
SpMAD_Dzpe,10.167688102607938
SpMAD_Dzse,10.25291067025034
SpMax_Dzpe,152.579932922228
SpMax_Dzse,153.85377758620655
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6333333333333333
AETA_eta_BR,0.03176922838797732
AETA_eta_FL,0.23461275823495695
AETA_eta_RL,0.4711045570244592
DetourIndex,3690
EState_VSA1,18.042260629437884
EState_VSA2,17.89799456413941
EState_VSA3,28.984622714287468
EState_VSA4,0.0
EState_VSA5,22.888353778886273
EState_VSA6,38.36081223920082
EState_VSA7,13.847474399381248
EState_VSA8,10.415470412307368
EState_VSA9,4.736862953800049
ETA_beta_ns,15.5
ETA_shape_p,0.27845036319612587
ETA_shape_x,0.0
ETA_shape_y,0.38498789346246964
GhoseFilter,True
LogEE_Dzare,150.925529977815
SlogP_VSA10,4.794537184071822
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,299.7433027755477
SpDiam_Dzpe,234.1569207893496
SpDiam_Dzse,235.93047051304643
SpMAD_Dzare,10.056877015324682
SpMax_Dzare,150.925529977815
TopoPSA(NO),113.76
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.2176728624291826
VSA_EState9,76.11566047090413
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5166666666666667
EState_VSA10,19.490138947056174
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04111111111111102
FilterItLogS,-3.696254017730817
SpDiam_Dzare,231.91638740826198
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6005747126436777
ETA_epsilon_2,0.8811111111111106
ETA_epsilon_3,0.43636363636363584
ETA_epsilon_4,0.5641414141414134
ETA_epsilon_5,0.8447916666666663
AETA_beta_ns_d,0.03333333333333333
ETA_dEpsilon_A,0.16421107628004183
ETA_dEpsilon_B,0.03643329850226429
ETA_dEpsilon_C,-0.12777777777777755
ETA_dEpsilon_D,0.03631944444444435
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.4
MDEDescriptor,"1.1979665812555764,5.23722663090445,7.210417272342457,0.0,5.736957857084246,17.312333520434432,0.0,8.379472736547388,0.0,0.0,0.9729506266807925,0.4911304059638447,0.0,0.0,0.0,0.0,0.09999999999999998,1.0433897200488584,0.09090909090909091"
APolDescriptor,64.04020399999999
BCUTDescriptor,"11.850000000000012,15.99895124907495,-0.34639944717948823,0.27759321349849064,4.4679373106029985,10.856171611539017"
BPolDescriptor,40.01979599999999
TPSADescriptor,113.76
ALOGPDescriptor,"1.8141000000000007,3.2909588100000025,107.25059999999999"
XLogPDescriptor,0.27800000000000047
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,416.20597022
ChiPathDescriptor,"22.42192077295136,14.133136710733776,12.999852713299218,10.06996149398126,7.5947277904212145,6.157220427700094,3.7265958525094596,2.473562699765467,17.87751299055576,9.576562230136052,7.532434486687308,4.58623406999301,3.0768760547733662,1.890820340597688,1.0027041330784199,0.5964229422227725"
ChiChainDescriptor,"0.0,0.0,0.0,0.1388888888888889,0.2895079236633574,0.0,0.0,0.0,0.04221153450751842,0.0669664920362353"
AtomCountDescriptor,58
BondCountDescriptor,31
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.4563737510566623,0.0,0.6446772378423572,0.0,1.2350259953052187,0.0,0.11829678677683057,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,5,3,3,2,1,0"
ZagrebIndexDescriptor,148.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"59.22852884875189,1.9742842949583965,25.08532448478112,12.710319465865098,12.375005018916035"
FractionalPSADescriptor,0.2733262089918322
WienerNumbersDescriptor,"2754.0,47.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.200177674400905,7.02358119580145,10.410123116903192,1.7501114557751591,2.1803630427542835,2.3523281127940763"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,5,0,2,0,0,5,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.253902185223726,12.296376419686316,7.535777856888572"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2611.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"35.31226638281065,34.68198762951543,48.784749479123654,54.03040355821608,52.80867175682232"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.8398054071388319,-0.4737570801797057,0.07599786064089066,0.020402542868933185,-0.1530008258285205"
EccentricConnectivityIndexDescriptor,726
AutocorrelationDescriptorPolarizability,"1899.615963879071,2176.802562094098,2949.02243175379,3110.5884102544583,2868.6452894158137"
