DLiP-ID,T000JY
DLiP-Mol-ID,16113
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H27N5O4/c1-26-11-14-9-13(7-8-15(14)23-18(22(26)31)10-20(28)29)21(30)27(2)12-19-24-16-5-3-4-6-17(16)25-19/h7-9,18,23H,3-6,10-12H2,1-2H3,(H,24,25)(H,28,29)/t18-/m0/s1"
Standard Inchi Key(RDKit),BOGKCCITBZWXSX-SFHVURJKSA-N
Canonical SMILES(RDKit),CN(Cc1nc2c([nH]1)CCCC2)C(=O)c1ccc2c(c1)CN(C)C(=O)[C@H](CC(=O)O)N2
SMILES(SDF),
MW(SDF),
MW(RDKit),425.489
MW Monoisotopic(RDKit),425.206304344
MolLogP(RDKit),1.7879
XLogP(SDF),
XLogP(CDK),1.387
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),118.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.672097011326738
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10381268.806892002
qed,0.6720970113267377
Chi0,22.12059138570063
Chi1,14.812570843487292
TPSA,118.63000000000001
Chi0n,17.77274779845576
Chi0v,17.77274779845576
Chi1n,10.498688531811723
Chi1v,10.498688531811723
Chi2n,8.338078774806528
Chi2v,8.338078774806528
Chi3n,5.879940988903288
Chi3v,5.879940988903288
Chi4n,4.264430663352475
Chi4v,4.264430663352475
MolMR,113.60670000000006
MolWt,425.48900000000015
fr_SH,0
Kappa1,20.8943544505723
Kappa2,8.407734531804367
Kappa3,4.39842551917628
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1007.4037524629464
MolLogP,1.7878999999999996
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.5043733013229994
SMR_VSA1,19.490138947056174
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,51.235461755603154
SMR_VSA6,19.41213256936071
SMR_VSA7,46.53826467647567
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,179.99822048396138
NHOHCount,3
PEOE_VSA1,25.2071139814952
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,49.44583918878586
PEOE_VSA8,37.584866132495975
PEOE_VSA9,18.659506023687044
RingCount,4
SMR_VSA10,23.471051021338425
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,425.206304344
NumHDonors,3
PEOE_VSA10,11.866245327147887
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.316788604006331
SlogP_VSA2,62.79515343959327
SlogP_VSA3,35.52023042582081
SlogP_VSA4,0.0
SlogP_VSA5,52.396165523940695
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
