DLiP-ID,T00538
DLiP-Mol-ID,21867
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H27N5O4/c26-23(27)17-6-7-19-18(12-17)13-21(28-19)25(34)30-10-8-16(9-11-30)24(33)29-20(14-22(31)32)15-4-2-1-3-5-15/h1-7,12-13,16,20,28H,8-11,14H2,(H3,26,27)(H,29,33)(H,31,32)"
Standard Inchi Key(RDKit),PYTVFHSWPMQZDQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc2[nH]c(C(=O)N3CCC(C(=O)NC(CC(=O)O)c4ccccc4)CC3)cc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),461.522
MW Monoisotopic(RDKit),461.206304344
MolLogP(RDKit),2.63637
XLogP(SDF),
XLogP(CDK),2.404
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),152.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.270466039242479
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,52543968.52381513
qed,0.270466039242479
Chi0,24.241911729260263
Chi1,16.31257084348729
TPSA,152.36999999999998
Chi0n,18.582909198599754
Chi0v,18.582909198599754
Chi1n,11.151108107018715
Chi1v,11.151108107018715
Chi2n,8.534912378307157
Chi2v,8.534912378307157
Chi3n,6.212293117955447
Chi3v,6.212293117955447
Chi4n,4.33225770535676
Chi4v,4.33225770535676
MolMR,127.5208
MolWt,461.5220000000002
fr_SH,0
Kappa1,23.032831937184216
Kappa2,9.779421442503022
Kappa3,5.086796635787662
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1228.5916778751737
MolLogP,2.636370000000001
NOCount,9
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.3769246185020494
SMR_VSA1,19.490138947056174
SMR_VSA2,5.409283605791522
SMR_VSA3,15.200676855804016
SMR_VSA4,11.651573523323577
SMR_VSA5,25.30430569792599
SMR_VSA6,13.08951281182515
SMR_VSA7,71.41813459439695
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
