DLiP-ID,T0065I
DLiP-Mol-ID,23511
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H19ClN2O2/c23-17-9-7-16(8-10-17)22(27)20-4-2-1-3-19(20)21(26)25(22)14-13-15-5-11-18(24)12-6-15/h1-12,27H,13-14,24H2"
Standard Inchi Key(RDKit),TXYQCSRWSKEAES-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1ccc(CCN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),378.859
MW Monoisotopic(RDKit),378.113505528
MolLogP(RDKit),3.8141
XLogP(SDF),
XLogP(CDK),4.024
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),66.56
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.678175262364316
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,1852723.6515418564
qed,0.6781752623643165
Chi0,19.01829709012867
Chi1,12.997055696919674
TPSA,66.56
Chi0n,14.600407016311241
Chi0v,15.356335962329696
Chi1n,8.742467745472869
Chi1v,9.120432218482097
Chi2n,6.673062553160961
Chi2v,7.1094983336329465
Chi3n,5.019387610301783
Chi3v,5.2713639256412685
Chi4n,3.5935408857766173
Chi4v,3.71952904344636
MolMR,106.4877
MolWt,378.85900000000004
fr_SH,0
Kappa1,17.586695937637565
Kappa2,6.724559345825585
Kappa3,2.969035712927413
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,985.954433276578
MolLogP,3.8141000000000025
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.7287921867827039
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,12.145807216896262
SMR_VSA6,12.27842388307476
SMR_VSA7,100.07284410206866
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,162.35827528201975
NHOHCount,3
PEOE_VSA1,15.74010460285337
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,54.06550936946378
PEOE_VSA7,42.316108456931055
PEOE_VSA8,33.94513046942845
PEOE_VSA9,0.0
RingCount,4
SMR_VSA10,23.195505894267583
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,378.113505528
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,5.724985593970254
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.733667477162185
