DLiP-ID,C000FD
DLiP-Mol-ID,30740
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H12N2O3S/c17-12-6-2-1-5-11(12)15-14(20)16-13(18)8-7-10-4-3-9-19-10/h1-9,17H,(H2,15,16,18,20)/b8-7+"
Standard Inchi Key(RDKit),MWWUYGQSKNGHMI-BQYQJAHWSA-N
Canonical SMILES(RDKit),O=C(/C=C/c1ccco1)NC(=S)Nc1ccccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),288.328
MW Monoisotopic(RDKit),288.056863244
MolLogP(RDKit),2.5116
XLogP(SDF),
XLogP(CDK),2.44
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),74.5
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.45954746772115
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,45244.75708641317
qed,0.45954746772115046
Chi0,14.372032720186704
Chi1,9.647867045540842
TPSA,74.5
Chi0n,10.368110889598182
Chi0v,11.184607470525908
Chi1n,5.765057166815354
Chi1v,6.173305457279217
Chi2n,3.8092768842547065
Chi2v,4.21752517471857
Chi3n,2.3311385270258382
Chi3v,2.53526267225777
Chi4n,1.430386283537302
Chi4v,1.6409351167097097
MolMR,80.21220000000002
MolWt,288.32800000000003
fr_SH,0
Kappa1,13.822967863894139
Kappa2,6.532894383230313
Kappa3,3.959214441579051
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,635.628389995154
MolLogP,2.511600000000001
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8838865063170698
SMR_VSA1,14.318215515965875
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,54.497632932117035
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,120.46725248170078
NHOHCount,3
PEOE_VSA1,14.840466935900384
PEOE_VSA2,10.111325788078153
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,42.559361823727016
PEOE_VSA8,6.076020106833881
PEOE_VSA9,11.950549270322618
RingCount,2
SMR_VSA10,35.0008964386404
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,288.056863244
NumHDonors,3
PEOE_VSA10,11.509759252158346
PEOE_VSA11,5.112436884724758
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,16.126144008916967
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
