DLiP-ID,I000CX
DLiP-Mol-ID,28216
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H21N3O3/c1-15-6-5-9-17-18(14-23-19(15)17)20(26)22(28)25-12-10-24(11-13-25)21(27)16-7-3-2-4-8-16/h2-9,14,23H,10-13H2,1H3"
Standard Inchi Key(RDKit),GFGMHHHSHWSIIJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cccc2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12
SMILES(SDF),
MW(SDF),
MW(RDKit),375.428
MW Monoisotopic(RDKit),375.158291532
MolLogP(RDKit),2.64362
XLogP(SDF),
XLogP(CDK),3.058
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),73.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.564961910677538
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,3876492.127770328
qed,0.5649619106775379
Chi0,19.67299762850792
Chi1,13.5585506480638
TPSA,73.48
Chi0n,15.643751609844331
Chi0v,15.643751609844331
Chi1n,9.306547902831982
Chi1v,9.306547902831982
Chi2n,6.979372525106752
Chi2v,6.979372525106752
Chi3n,5.2375104705096955
Chi3v,5.2375104705096955
Chi4n,3.628489806418331
Chi4v,3.628489806418331
MolMR,106.29170000000002
MolWt,375.42800000000005
fr_SH,0
Kappa1,17.976742994458412
Kappa2,7.306717223612469
Kappa3,3.17488031793687
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1047.3340432794264
MolLogP,2.6436200000000003
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.4421270112348386
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,26.1790256236503
SMR_VSA7,71.41813459439695
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,162.2972616804922
NHOHCount,1
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,24.619922828310838
PEOE_VSA8,48.84224561904142
PEOE_VSA9,5.563451491696996
RingCount,4
SMR_VSA10,28.500529337149004
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,375.1582915320001
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,6.923737199690624
SlogP_VSA5,26.27942884323463
