DLiP-ID,C001AA
AATSC5i,0.27191992958312017
AATSC5m,22.912391429640014
AATSC5p,0.08399559178966487
AATSC5s,-0.4863145277439327
AATSC5v,4.6630805484739914
AATSC6Z,3.726464354029882
AATSC6c,0.0012004928199554179
AATSC6d,-0.022411208189008932
AATSC6i,-0.058481733366984326
AATSC6m,18.482702850902132
AATSC6p,-0.05541954352581
AATSC6s,-0.4329415485956469
AATSC6v,-3.8123881714943515
AATSC7Z,2.8031952193664447
AATSC7c,-0.0006872194619373368
AATSC7d,-0.008475868166712378
AATSC7i,-0.07213429864787202
AATSC7m,14.082286014512611
AATSC7p,0.027442915106192622
AATSC7s,-0.13972136935320098
AATSC7v,-2.3329491824376256
AATSC8Z,1.607173999207293
AATSC8c,-3.712422558422397e-05
AATSC8d,0.035909631391200965
AATSC8i,-0.018217498311976343
AATSC8m,6.589751032461344
AATSC8p,0.04873835002895601
AATSC8s,0.18388733120313686
AATSC8v,6.726969314114575
ATS0are,183.28610000000003
ATS1are,195.3708
ATS2are,331.294
ATS3are,406.108
ATS4are,422.61899999999997
ATS5are,351.4386
ATS6are,285.7098
ATS7are,224.39000000000001
ATS8are,167.298
ATSC0dv,110.59703892909512
ATSC0pe,3.196779310344827
ATSC0se,2.286681172413792
ATSC1dv,-15.496309671189664
ATSC1pe,0.09873246135552843
ATSC1se,0.4081829536266347
ATSC2dv,18.18748827657975
ATSC2pe,1.604470868014265
ATSC2se,1.3351244898929855
ATSC3dv,19.55925974858463
ATSC3pe,0.06561878715814319
ATSC3se,-0.44355476575505304
ATSC4dv,-16.983335209080572
ATSC4pe,-2.1126639714625486
ATSC4se,-1.7955313864447058
ATSC5dv,-33.13231521035283
ATSC5pe,-2.1005400713436404
ATSC5se,-1.4567363959571922
ATSC6dv,-50.73838056138667
ATSC6pe,0.2478293697978605
ATSC6se,0.4992340713436383
ATSC7dv,-26.634568553668387
ATSC7pe,-0.11240321046372898
ATSC7se,0.07468249227110388
ATSC8dv,11.732971884995496
ATSC8pe,0.6078696789536305
ATSC8se,0.3275301664684879
AXp-0dv,0.6434694079915508
AXp-1dv,0.3759336728058932
AXp-2dv,0.22128842901964182
AXp-3dv,0.12302345909890972
AXp-4dv,0.066758958925879
AXp-5dv,0.04323849788238953
AXp-6dv,0.028361605960002305
AXp-7dv,0.0146469713100411
BertzCT,835.2682849173008
ECIndex,312
ETA_eta,11.46943432722755
GATS1dv,0.827996520850971
GATS1pe,0.5036318881287846
GATS1se,0.38207887972545923
GATS2dv,0.7904598921820716
GATS2pe,0.535618738653588
GATS2se,0.5178231256904718
GATS3dv,0.8693124123149462
GATS3pe,0.8900304002918056
GATS3se,0.9868729861194292
GATS4dv,1.2150380797083378
GATS4pe,1.6625174973020758
GATS4se,1.803101968397548
GATS5dv,1.3222432577490377
GATS5pe,1.7166800520037502
GATS5se,1.7776240852072576
GATS6dv,1.2626405070000513
GATS6pe,1.0045218862049967
GATS6se,0.9449130830254376
GATS7dv,0.9851117396499779
GATS7pe,0.6581912929939927
GATS7se,0.4988141041581179
GATS8dv,0.7218913788157953
GATS8pe,0.408292182002144
GATS8se,0.2849655392253418
LogEE_A,3.8967813345720677
LogEE_D,72.61208972164755
MATS1dv,-0.1310753696237134
MATS1pe,0.028892399559818174
MATS1se,0.16698811103544267
MATS2dv,0.09350978288919298
MATS2pe,0.2853954218543903
MATS2se,0.33200449830439416
MATS3dv,0.0789030072527326
MATS3pe,0.009157990411104816
MATS3se,-0.08654186998557002
MATS4dv,-0.06851160209550582
MATS4pe,-0.2948508686378488
MATS4se,-0.35032572254340116
MATS5dv,-0.15795871545008042
MATS5pe,-0.34646041676350237
MATS5se,-0.3359005101716906
MATS6dv,-0.2892232941213048
MATS6pe,0.04887426991502614
MATS6se,0.1376381312074874
MATS7dv,-0.17907524643714046
MATS7pe,-0.02614565046042308
MATS7se,0.02428547361497408
MATS8dv,0.10255132444760752
MATS8pe,0.18381229959175985
MATS8se,0.13845939612064914
MAXaaCH,1.8918004115226337
MAXaaaC,0.9057284055597551
MAXaasC,0.8507538632737047
MAXaasN,1.3110827664399092
MDEC-22,12.425081553894092
MDEC-23,13.469781767798544
MDEC-33,1.7710301384923586
MDEO-11,0.4999999999999999
MINaaCH,1.5853617488662133
MINaaaC,0.6855729166666669
MINaasC,0.27504913076341686
MINaasN,1.3110827664399092
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0964285714285715
SM1_Dzi,0.5314694486041271
SM1_Dzm,2.116072157654764
SM1_Dzp,-1.8061733994321965
SM1_Dzv,-0.7356808525556309
SddssSe,0
SpAD_Dt,306.79870371309823
SpAbs_A,24.47661580623711
SpAbs_D,145.2241794432951
SpMAD_A,1.2882429371703743
SpMAD_D,7.643377865436586
SpMax_A,2.5000482859447337
SpMax_D,72.61208972164755
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,47.45
TpiPC10,8.668995804190432
VAdjMat,5.392317422778761
VE1_DzZ,4.275261851330796
VE1_Dzi,4.292030585214406
VE1_Dzm,4.275641953543582
VE1_Dzp,4.3044567828140385
VE1_Dzv,4.305537129365779
VE2_DzZ,0.22501378164898925
VE2_Dzi,0.22589634659023192
VE2_Dzm,0.22503378702860957
VE2_Dzp,0.22655035699021256
VE2_Dzv,0.226607217335041
VE3_DzZ,2.0946992384585905
VE3_Dzi,2.0986138370138736
VE3_Dzm,2.094788141859146
VE3_Dzp,2.101504833236481
VE3_Dzv,2.1017557849951998
VR1_DzZ,99.0170525370043
VR1_Dzi,98.27081425670501
VR1_Dzm,98.98708886423479
VR1_Dzp,97.64399795114343
VR1_Dzv,97.48240889999171
VR2_DzZ,5.211423817737068
VR2_Dzi,5.172148118773948
VR2_Dzm,5.209846782328147
VR2_Dzp,5.1391577869022855
VR2_Dzv,5.130653099999564
VR3_DzZ,5.2371459693225555
VR3_Dzi,5.229580964425754
VR3_Dzm,5.236843312289363
VR3_Dzp,5.223182076691992
VR3_Dzv,5.221525826359726
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.037267799624996496
Xch-6dv,0.1442322503055129
Xch-7dv,0.267097270932323
Xpc-4dv,2.4664425514543162
Xpc-5dv,3.1809070407769653
Xpc-6dv,4.4021996265375805
Zagreb1,104.0
Zagreb2,125.0
fragCpx,99.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,21
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,1
AATS0are,6.320210344827587
AATS1are,6.3022838709677425
AATS2are,6.495960784313725
AATS3are,6.247815384615385
AATS4are,6.501830769230769
AATS5are,6.389792727272727
AATS6are,6.211082608695651
AATS7are,5.753589743589744
AATS8are,5.5766
AATSC0dv,3.813690997555004
AATSC0pe,0.11023376932223541
AATSC0se,0.07885107491082041
AATSC1dv,-0.49988095713515046
AATSC1pe,0.0031849181082428527
AATSC1se,0.013167192052472087
AATSC2dv,0.35661741718783824
AATSC2pe,0.03146021309831892
AATSC2se,0.02617891156652913
AATSC3dv,0.3009116884397635
AATSC3pe,0.0010095198024329722
AATSC3se,-0.0068239194731546625
AATSC4dv,-0.2612820801397011
AATSC4pe,-0.03250252263788536
AATSC4se,-0.027623559791457013
AATSC5dv,-0.6024057310973242
AATSC5pe,-0.03819163766079346
AATSC5se,-0.026486116290130767
AATSC6dv,-1.1030082730736233
AATSC6pe,0.005387594995605663
AATSC6se,0.010852914594426919
AATSC7dv,-0.6829376552222663
AATSC7pe,-0.002882133601634076
AATSC7se,0.0019149356992590738
AATSC8dv,0.39109906283318324
AATSC8pe,0.020262322631787684
AATSC8se,0.010917672215616264
AETA_eta,0.6036544382751342
ATSC0are,3.2839448275862066
ATSC1are,-0.1457755053507738
ATSC2are,2.0092556480380455
ATSC3are,0.11196848989298344
ATSC4are,-2.037462544589779
ATSC5are,-2.2230022592152223
ATSC6are,-0.11755731272294827
ATSC7are,-0.12365338882282517
ATSC8are,0.5783329369797907
BCUTZ-1h,35.00041795930066
BCUTZ-1l,5.679564542593132
BCUTc-1h,0.46455814940076445
BCUTc-1l,-0.4008316860078128
BCUTd-1h,4.048724430166696
BCUTd-1l,0.9717116475731087
BCUTi-1h,14.550322652100938
BCUTi-1l,10.319755519254747
BCUTm-1h,79.90417849821418
BCUTm-1l,11.691127734109918
BCUTp-1h,3.0589999018670886
BCUTp-1l,0.7609679582206519
BCUTs-1h,7.014203436568114
BCUTs-1l,0.29754817517862964
BCUTv-1h,26.52389206384926
BCUTv-1l,14.702151304513656
BalabanJ,1.689490264850922
Diameter,10
ETA_beta,29.0
GATS1are,0.5851675851474649
GATS2are,0.5237758460322376
GATS3are,0.8915000332782141
GATS4are,1.7416211272074273
GATS5are,1.8280763329980838
GATS6are,1.084484406255832
GATS7are,0.5788285508554651
GATS8are,0.24504674781381502
HybRatio,0.0
Lipinski,True
LogEE_Dt,153.39935185654915
MATS1are,-0.041526469291524905
MATS2are,0.3479102047982984
MATS3are,0.015211940223280514
MATS4are,-0.27680786322201684
MATS5are,-0.35692696603901003
MATS6are,-0.02256804629236994
MATS7are,-0.027999067133034447
MATS8are,0.17023890526952584
MAXddssS,-3.5431712962962947
MINddssS,-3.5431712962962947
NsssssAs,0
RotRatio,0.09523809523809523
SM1_Dzpe,0.82876749148169
SM1_Dzse,0.8555487412013502
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,3.972405908237111
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,0.0
SMR_VSA7,65.26686670359999
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,78.72778288082677
SpAD_Dzi,104.54095031224537
SpAD_Dzm,78.70594338104934
SpAD_Dzp,105.62508553289803
SpAD_Dzv,112.57770919529128
SpAbs_Dt,306.79870371309835
SpDiam_A,4.9222855549755415
SpDiam_D,107.46614029063956
SpMAD_Dt,16.147300195426222
SpMax_Dt,153.39935185654915
SsssssAs,0
VE1_Dzpe,4.291654085962275
VE1_Dzse,4.290281696206765
VE2_Dzpe,0.22587653084011974
VE2_Dzse,0.22580429980035607
VE3_Dzpe,2.098526112623522
VE3_Dzse,2.098206280408031
VMcGowan,201.00999999999985
VR1_Dzpe,98.15449774783801
VR1_Dzse,98.2287107701415
VR2_Dzpe,5.166026197254632
VR2_Dzse,5.169932145796921
VR3_Dzpe,5.228396631090341
VR3_Dzse,5.229152429168968
mZagreb1,6.118055555555555
mZagreb2,4.0555555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,22
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11323947681331747
AATSC1are,-0.004702435656476574
AATSC2are,0.03939716956937344
AATSC3are,0.0017225921521997452
AATSC4are,-0.03134557760907353
AATSC5are,-0.04041822289482223
AATSC6are,-0.0025555937548467013
AATSC7are,-0.0031705997134057738
AATSC8are,0.019277764565993023
AETA_beta,1.5263157894736843
BCUTdv-1h,6.017572489780727
BCUTdv-1l,0.25601302879578075
BCUTpe-1h,3.53698983175274
BCUTpe-1l,2.2283931335631313
BCUTse-1h,3.768327894695932
BCUTse-1l,2.424340725948276
ETA_alpha,10.233333333333334
ETA_dBeta,6.0
ETA_eta_B,0.32686003361627414
ETA_eta_F,18.89898695617014
ETA_eta_L,3.602357108655183
ETA_eta_R,30.36842128339769
ETA_psi_1,0.6573875802997863
LabuteASA,119.21761726296229
LogEE_DzZ,38.94000481013374
LogEE_Dzi,52.29844723236501
LogEE_Dzm,38.88828783020244
LogEE_Dzp,52.27133824025386
LogEE_Dzv,56.0952543732889
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,12.390202892566048
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,34.12904510333418
PEOE_VSA7,36.39820241076966
PEOE_VSA8,16.055787301910286
PEOE_VSA9,10.412184193134037
SM1_Dzare,0.8200974008130545
SpAD_Dzpe,102.35721177803299
SpAD_Dzse,100.8518360635245
SpAbs_DzZ,77.29338438458618
SpAbs_Dzi,104.06542501612591
SpAbs_Dzm,77.25810453633818
SpAbs_Dzp,106.3488498799399
SpAbs_Dzv,112.92618959913341
SpDiam_Dt,215.88335306875484
SpMAD_DzZ,4.143567520043514
SpMAD_Dzi,5.502155279591862
SpMAD_Dzm,4.142418072686807
SpMAD_Dzp,5.559215028047265
SpMAD_Dzv,5.925142589225857
SpMax_DzZ,38.94000481013374
SpMax_Dzi,52.29844723236501
SpMax_Dzm,38.88828783020244
SpMax_Dzp,52.27133824025386
SpMax_Dzv,56.0952543732889
VE1_Dzare,4.290866505936321
VE2_Dzare,0.22583507925980636
VE3_Dzare,2.098342581452293
VR1_Dzare,98.1939152685622
VR2_Dzare,5.168100803608536
VR3_Dzare,5.228798136971118
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5385964912280702
AETA_dBeta,0.3157894736842105
AETA_eta_B,0.01720315966401443
AETA_eta_F,0.9946835240089548
AETA_eta_L,0.18959774256079912
AETA_eta_R,1.598337962284089
BCUTare-1h,3.5808791467685146
BCUTare-1l,2.1784763958692666
ETA_beta_s,11.5
ETA_dPsi_A,0.05661241970021369
ETA_dPsi_B,0.0
ETA_eta_BR,0.5848600336162741
ETA_eta_FL,5.484996420101639
ETA_eta_RL,9.087353528756822
LogEE_Dzpe,51.22222523067343
LogEE_Dzse,50.470946912878105
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,0.0
SlogP_VSA2,12.390202892566048
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,70.16235017911775
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,103.03982994466642
SpAbs_Dzpe,101.61568296986519
SpAbs_Dzse,100.08634508455489
SpDiam_DzZ,56.82644712725268
SpDiam_Dzi,79.04431299550589
SpDiam_Dzm,56.76366739004668
SpDiam_Dzp,78.82490376946303
SpDiam_Dzv,85.42299000850113
SpMAD_Dzpe,5.387221672528052
SpMAD_Dzse,5.307991371764447
SpMax_Dzpe,51.22222523067343
SpMax_Dzse,50.470946912878105
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6052631578947368
AETA_eta_BR,0.03078210703243548
AETA_eta_FL,0.28868402211061256
AETA_eta_RL,0.47828176467141165
DetourIndex,1418
EState_VSA1,10.023291153407584
EState_VSA2,4.895483475517775
EState_VSA3,5.516700717616262
EState_VSA4,9.85894373029721
EState_VSA5,3.972405908237111
EState_VSA6,42.595045982382736
EState_VSA7,18.19910120538483
EState_VSA8,15.929943897949348
EState_VSA9,0.0
ETA_beta_ns,17.5
ETA_shape_p,0.19543973941368076
ETA_shape_x,0.08143322475570032
ETA_shape_y,0.2345276872964169
GhoseFilter,True
LogEE_Dzare,51.563077993428635
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,102.3060585860442
SpDiam_Dzpe,77.34240164875715
SpDiam_Dzse,76.00648969486585
SpMAD_Dzare,5.423148944456128
SpMax_Dzare,51.563077993428635
TopoPSA(NO),39.07
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.297535798269926
VSA_EState9,19.279885652850574
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9210526315789473
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.038596491228070226
ETA_dAlpha_B,0.0
FilterItLogS,-4.2080629615550285
SpDiam_Dzare,77.92037134364054
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6402298850574712
ETA_epsilon_2,0.8192982456140347
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5294573643410855
ETA_epsilon_5,0.8192982456140347
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.19683365864237656
ETA_dEpsilon_B,0.11077252071638577
ETA_dEpsilon_C,-0.0860611379259908
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8421052631578947
MDEDescriptor,"0.0,0.0,0.0,0.0,12.425081553894092,13.469781767798544,0.0,1.7710301384923586,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,39.96192999999999
BCUTDescriptor,"11.988360835202382,78.91833737784215,-0.22590456053000565,0.25129058750136185,7.133226860508181,12.526302391100279"
BPolDescriptor,20.678069999999995
TPSADescriptor,47.45
ALOGPDescriptor,"4.3114,18.58816996,76.8239"
XLogPDescriptor,4.324
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,334.96156174000004
ChiPathDescriptor,"13.457819157813608,9.087353528756825,8.670397541773053,7.356870571980326,5.9627900921262205,4.611350664212418,3.1987722817159057,1.898742359775612,11.613163941809981,6.813885234819743,5.497893925246189,3.888039566139915,2.5892543421887884,1.8398961982334445,1.1228687796139663,0.5402141146070715"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3508619525870898,0.5684198592154468,0.0,0.0,0.037267799624996496,0.1213962268260813,0.19364398854826165"
AtomCountDescriptor,29
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.7642968647675576,0.16666666666666666,0.6810920318262313,0.15137471507731048,0.8645636168056309,0.02280752297933222,0.1439909879689384,0.014186472425610424"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,1,0,0,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"38.79292671340542,2.041732984916075,14.523017173087888,5.019545438085995,3.467319641294295"
FractionalPSADescriptor,0.14165804504109367
WienerNumbersDescriptor,"667.0,31.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.1041485641149,6.3332296062206135,8.834603339099633,1.5869929964152067,1.9480319426806372,2.3082838507633174"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.4131113423517165,2.6122448979591835"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,619.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"70.29476220212379,35.88107870638511,52.194795657162175,53.97574049483636,41.481496645670504"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.19942327269427607,-0.1275650232055739,0.08294871767515141,-0.02990444359553857,-0.016735033494253693"
EccentricConnectivityIndexDescriptor,312
AutocorrelationDescriptorPolarizability,"1718.668082478299,2044.2996862381608,2973.5054682708046,2833.5446824125834,2370.833081798538"
