DLiP-ID,P0001J
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,272.07970686400034
MZ,0.7395833333333333
Mi,1.1222112088487874
Mm,0.7083610856714679
Mp,0.6884265718562875
Mv,0.6758153241400368
SZ,23.666666666666664
Si,35.9107586831612
Sm,22.667554741486974
Sp,22.0296502994012
Sv,21.626090372481176
nB,0
nC,14
nF,0
nH,12
nI,0
nN,2
nO,4
nP,0
nS,0
nX,0
ABC,15.274871060063752
AMW,8.50249083950001
IC0,1.6774212838293647
IC1,3.4790301730294653
IC2,4.241729296672174
IC3,4.788909765557392
IC4,4.851409765557392
IC5,4.851409765557392
MID,39.83007160056372
Mpe,1.0041666666666667
Mse,1.030498907501821
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,73.03750000000002
SdO,34.062865067131845
SdS,0
Spe,32.13333333333333
SsF,0
SsI,0
Sse,32.97596504005827
StN,0
fMF,0.4375
nBr,0
nCl,0
AMID,1.991503580028186
BIC0,0.31309472729027493
BIC1,0.649369370568988
BIC2,0.7917290010467287
BIC3,0.8938615549470103
BIC4,0.9055273306494441
BIC5,0.9055273306494441
CIC0,3.3225787161706353
CIC1,1.5209698269705347
CIC2,0.7582707033278258
CIC3,0.211090234442608
CIC4,0.148590234442608
CIC5,0.148590234442608
GGI1,5.0
GGI2,2.666666666666668
GGI3,1.3125
GGI4,1.235555555555556
GGI5,0.5625
GGI6,0.32571428571428573
GGI7,0.2673611111111111
GGI8,0.164273116654069
GGI9,0.14125000000000004
JGI1,0.2380952380952381
JGI2,0.0919540229885058
JGI3,0.045258620689655166
JGI4,0.05371980676328504
JGI5,0.026785714285714284
JGI6,0.018095238095238095
JGI7,0.015727124183006536
JGI8,0.011733794046719216
JGI9,0.014125000000000004
MIC0,16.30338543836258
MIC1,32.07165701074051
MIC2,40.15166313104554
MIC3,42.32784604368183
MIC4,42.39084604368183
MIC5,42.39084604368183
MPC2,29
MPC3,35
MPC4,40
MPC5,49
MPC6,45
MPC7,44
MPC8,39
MPC9,41
Mare,1.01925
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.22595691999533146
RPCG,0.1586002957657087
SIC0,0.33548425676587296
SIC1,0.6958060346058931
SIC2,0.8483458593344348
SIC3,0.9577819531114784
SIC4,0.9702819531114784
SIC5,0.9702819531114784
SaaN,0
SaaO,0
SaaS,0
Sare,32.616
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.876580588923662
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,53.67748108253967
TIC1,111.32896553694289
TIC2,135.73533749350958
TIC3,153.24511249783654
TIC4,155.24511249783654
TIC5,155.24511249783654
Vabc,240.25009160572787
WPol,29
apol,36.789515999999985
bpol,16.922483999999997
nRot,3
ABCGG,12.804478580147723
ATS0Z,870.0
ATS0d,112.0
ATS0i,5158.418078380988
ATS0m,3448.154564
ATS0p,49.372770858188005
ATS0s,253.91666666666669
ATS0v,7654.433011962574
ATS1Z,909.0
ATS1d,134.0
ATS1i,4867.24810212145
ATS1m,3492.3327209999993
ATS1p,60.41284338599999
ATS1s,134.05555555555554
ATS1v,9214.518704186794
ATS2Z,1317.0
ATS2d,196.0
ATS2i,7963.750726256847
ATS2m,5019.738208999999
ATS2p,86.445700874547
ATS2s,240.8888888888889
ATS2v,12967.965681373518
ATS3Z,1416.0
ATS3d,211.0
ATS3i,10154.370384041298
ATS3m,5239.286725
ATS3p,96.988900252547
ATS3s,286.16666666666663
ATS3v,14271.892938537414
ATS4Z,1238.0
ATS4d,185.0
ATS4i,11408.500361122791
ATS4m,4426.442131
ATS4p,84.636292319641
ATS4s,303.55555555555554
ATS4v,12261.518796542352
ATS5Z,1077.0
ATS5d,157.0
ATS5i,9225.60683718934
ATS5m,3947.5155809999997
ATS5p,71.11506345849
ATS5s,248.8888888888889
ATS5v,10399.768856362138
ATS6Z,938.0
ATS6d,134.0
ATS6i,8117.271228647995
ATS6m,3388.9270899999997
ATS6p,63.91509485709399
ATS6s,253.3888888888889
ATS6v,9330.745338345827
ATS7Z,845.0
ATS7d,126.0
ATS7i,7152.940668326642
ATS7m,3118.7883249999995
ATS7p,60.108589365640995
ATS7s,223.00000000000003
ATS7v,8556.922396401918
ATS8Z,727.0
ATS8d,109.0
ATS8i,6193.089728947446
ATS8m,2631.496878
ATS8p,53.761018105396
ATS8s,159.1111111111111
ATS8v,7587.546295875201
C1SP1,0
C1SP2,4
C1SP3,0
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.07142857142857142
GGI10,0.07009488827670646
JGI10,0.011682481379451076
JGT10,0.5271770405268132
Kier1,16.3718820861678
Kier2,7.319857312722949
Kier3,4.496326530612245
MAXdO,11.984842687074831
MID_C,28.7415828868537
MID_N,4.133572443335636
MID_O,6.9549162703743885
MID_X,0.0
MID_h,11.088488713710024
MINdO,10.840292369166828
MPC10,40
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.43372200355424
MWC04,6.285998094508865
MWC05,7.123672785204607
MWC06,7.9748769005588755
MWC07,8.818038250394299
MWC08,9.668587665523317
MWC09,10.514040857292054
MWC10,11.364274633213537
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.3357999999999999
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,0.0
SRW06,6.5638555265321274
SRW07,0.0
SRW08,8.138272638530186
SRW09,0.0
SRW10,9.751093661983862
SaaCH,10.054110362107295
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.7776322226421442
SaasN,1.2942309670781893
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4802355921962702
SdssS,0
SsCH3,1.545797041395887
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5825151171579743
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.15619152062598
VE1_D,4.411521319584256
VE2_A,0.20780957603129901
VE2_D,0.2205760659792128
VE3_A,2.117746335657658
VE3_D,2.177366780957352
VR1_A,103.13767511503451
VR1_D,100.94803263518347
VR2_A,5.156883755751726
VR2_D,5.047401631759174
VR3_A,5.329211927868345
VR3_D,5.307753036621543
WPath,874
Xc-3d,1.5778975930851458
Xc-4d,0.0
Xc-5d,0.4511844635310912
Xc-6d,0.0
Xp-0d,14.698306133819765
Xp-1d,9.46923425058676
Xp-2d,8.777414013149631
Xp-3d,6.914773663893378
Xp-4d,4.976390243351752
Xp-5d,4.016719144626766
Xp-6d,2.4389475453059246
Xp-7d,1.5859577671156264
ZMIC0,65.69737536113783
ZMIC1,41.80330456578107
ZMIC2,27.083646483360873
ZMIC3,22.866729296672176
ZMIC4,22.679229296672176
ZMIC5,22.679229296672176
nAcid,1
nAtom,32
nBase,0
nRing,2
piPC1,3.4339872044851463
piPC2,4.04305126783455
piPC3,4.5591262474866845
piPC4,5.012300573415317
piPC5,5.546641216392545
piPC6,5.646771108827693
piPC7,5.725013819411452
piPC8,5.702740265077757
piPC9,6.066832885380821
AATS0Z,27.1875
AATS0d,3.5
AATS0i,161.20056494940587
AATS0m,107.754830125
AATS0p,1.5428990893183752
AATS0s,7.934895833333334
AATS0v,239.20103162383043
AATS1Z,27.545454545454547
AATS1d,4.0606060606060606
AATS1i,147.49236673095302
AATS1m,105.82826427272725
AATS1p,1.8306922238181815
AATS1s,4.062289562289562
AATS1v,279.2278395208119
AATS2Z,25.326923076923077
AATS2d,3.769230769230769
AATS2i,153.1490524280163
AATS2m,96.53342709615383
AATS2p,1.6624173245105192
AATS2s,4.632478632478633
AATS2v,249.3839554110292
AATS3Z,21.454545454545453
AATS3d,3.196969696969697
AATS3i,153.85409672789845
AATS3m,79.3831321969697
AATS3p,1.4695287917052575
AATS3s,4.335858585858586
AATS3v,216.24080209905173
AATS4Z,17.685714285714287
AATS4d,2.642857142857143
AATS4i,162.97857658746844
AATS4m,63.23488758571428
AATS4p,1.2090898902805858
AATS4s,4.336507936507936
AATS4v,175.1645542363193
AATS5Z,18.894736842105264
AATS5d,2.754385964912281
AATS5i,161.85275152963754
AATS5m,69.25465931578947
AATS5p,1.2476326922542105
AATS5s,4.366471734892788
AATS5v,182.45208519933576
AATS6Z,18.76
AATS6d,2.68
AATS6i,162.3454245729599
AATS6m,67.7785418
AATS6p,1.2783018971418798
AATS6s,5.067777777777779
AATS6v,186.61490676691653
AATS7Z,18.77777777777778
AATS7d,2.8
AATS7i,158.95423707392536
AATS7m,69.3064072222222
AATS7p,1.3357464303475777
AATS7s,4.955555555555557
AATS7v,190.15383103115374
AATS8Z,18.175
AATS8d,2.725
AATS8i,154.82724322368614
AATS8m,65.78742195
AATS8p,1.3440254526349
AATS8s,3.977777777777777
AATS8v,189.68865739688005
AMID_C,1.437079144342685
AMID_N,0.2066786221667818
AMID_O,0.3477458135187194
AMID_X,0.0
AMID_h,0.5544244356855013
ATS0dv,334.0
ATS0pe,214.93259999999998
ATS0se,259.998928
ATS1dv,307.0
ATS1pe,222.23399999999998
ATS1se,263.401684
ATS2dv,428.0
ATS2pe,348.1713
ATS2se,416.02429199999995
ATS3dv,400.0
ATS3pe,433.1325
ATS3se,523.689028
ATS4dv,356.0
ATS4pe,460.74619999999993
ATS4se,565.330868
ATS5dv,317.0
ATS5pe,371.3817
ATS5se,455.25015600000006
ATS6dv,284.0
ATS6pe,332.7842
ATS6se,406.94710399999997
ATS7dv,262.0
ATS7pe,286.7342
ATS7se,352.48238000000003
ATS8dv,193.0
ATS8pe,252.96699999999998
ATS8se,309.96436
ATSC0Z,239.875
ATSC0c,1.0529966186216353
ATSC0d,20.875
ATSC0i,48.674515177267466
ATSC0m,1131.7324515
ATSC0p,7.076880623367499
ATSC0s,102.97135416666666
ATSC0v,1464.630461838749
ATSC1Z,-3.18359375
ATSC1c,-0.7384426183414654
ATSC1d,5.22265625
ATSC1i,-6.204227010789965
ATSC1m,-11.635399234375
ATSC1p,0.07536113983814063
ATSC1s,-11.086778428819443
ATSC1v,35.22870339702124
ATSC2Z,29.015625
ATSC2c,0.2998378068057115
ATSC2d,-6.921875
ATSC2i,7.319278184652573
ATSC2m,131.79061806250002
ATSC2p,0.6805389113525622
ATSC2s,25.013563368055557
ATSC2v,100.30647520147465
ATSC3Z,-66.6796875
ATSC3c,-0.04044833935745506
ATSC3d,-6.0546875
ATSC3i,-30.540123688445682
ATSC3m,-321.6556804687499
ATSC3p,-4.204507147620719
ATSC3s,-10.633626302083334
ATSC3v,-710.7683900059226
ATSC4Z,-90.4765625
ATSC4c,-0.028609864600876667
ATSC4d,-2.1015625
ATSC4i,1.3307090633255858
ATSC4m,-419.13287040625
ATSC4p,-0.5352791380181563
ATSC4s,-50.754177517361114
ATSC4v,-257.6304255960952
ATSC5Z,25.03515625
ATSC5c,0.12155579436549507
ATSC5d,-1.30859375
ATSC5i,-0.8973347985031155
ATSC5m,119.260276390625
ATSC5p,-0.15215286413123436
ATSC5s,-12.901231553819445
ATSC5v,92.59657093056526
ATSC6Z,-60.9921875
ATSC6c,-0.3275211545507532
ATSC6d,3.0078125
ATSC6i,13.013259081552764
ATSC6m,-281.23768046875
ATSC6p,1.3907200464027807
ATSC6s,-13.54812282986111
ATSC6v,19.549625352051507
ATSC7Z,58.17578125
ATSC7c,0.20761045207571177
ATSC7d,-2.35546875
ATSC7i,5.600342427693073
ATSC7m,269.507661328125
ATSC7p,1.0682175037024528
ATSC7s,42.881429036458336
ATSC7v,234.47742229843578
ATSC8Z,-25.15625
ATSC8c,-0.05452483101309745
ATSC8d,-3.21875
ATSC8i,-21.970741090060848
ATSC8m,-128.27512012499994
ATSC8p,-3.4132180601296245
ATSC8s,2.46462673611111
ATSC8v,-533.1477736815953
AXp-0d,0.7349153066909883
AXp-1d,0.4509159166946076
AXp-2d,0.30266944872929763
AXp-3d,0.19756496182552508
AXp-4d,0.12440975608379382
AXp-5d,0.0819738600944238
AXp-6d,0.05419883434013166
AXp-7d,0.03604449470717333
GATS1Z,0.6970802343392233
GATS1c,1.6444681573711444
GATS1d,0.8550172382507712
GATS1i,1.2676853077099026
GATS1m,0.700520607153948
GATS1p,0.9894789922027594
GATS1s,0.6551992191202126
GATS1v,0.8649201048123953
GATS2Z,0.7045736962360203
GATS2c,0.7248769513783878
GATS2d,1.370796867802856
GATS2i,1.0317237783151367
GATS2m,0.7122943778404828
GATS2p,0.9127055283101178
GATS2s,0.4740966695393746
GATS2v,0.8684724463598488
GATS3Z,0.9800243182212958
GATS3c,0.8832057678299414
GATS3d,1.1250226819089095
GATS3i,1.329723773171964
GATS3m,0.9864943147271494
GATS3p,1.2703790947062668
GATS3s,0.84728624603691
GATS3v,1.1783316425157173
GATS4Z,1.1944911784411523
GATS4c,0.9655914743546714
GATS4d,0.9864841745081266
GATS4i,0.9403557289030718
GATS4m,1.188718292008032
GATS4p,0.9759172260641198
GATS4s,1.329120226022176
GATS4v,1.0353863966913734
GATS5Z,0.9477158242140002
GATS5c,0.9557370196978142
GATS5d,1.0160731169240467
GATS5i,0.970840778618011
GATS5m,0.9469282141951674
GATS5p,0.9681711445621213
GATS5s,1.0473824563769845
GATS5v,0.9446749366634406
GATS6Z,1.1695674830640959
GATS6c,1.188470531885074
GATS6d,0.7722155688622755
GATS6i,0.7932530963812161
GATS6m,1.162559373247768
GATS6p,0.8208616362047223
GATS6s,1.2287209057265456
GATS6v,0.9332885568779333
GATS7Z,0.8026865844479184
GATS7c,0.6328580237866535
GATS7d,1.0560212907518298
GATS7i,0.8623959697140234
GATS7m,0.8092945519425669
GATS7p,0.8964533129135903
GATS7s,0.5433849721854578
GATS7v,0.9166423572004528
GATS8Z,0.9870244919228764
GATS8c,0.8261157838387817
GATS8d,1.0023952095808384
GATS8i,1.3136005518631575
GATS8m,0.9992526477668119
GATS8p,1.396533637229124
GATS8s,0.7003700800013488
GATS8v,1.3077188312076706
MATS1Z,-0.012869708023433922
MATS1c,-0.680026466028105
MATS1d,0.24260569769551807
MATS1i,-0.12360102837726634
MATS1m,-0.009969504156069417
MATS1p,0.010326226034201634
MATS1s,-0.10440588582264311
MATS1v,0.02332408605482485
MATS2Z,0.07443780815328496
MATS2c,0.1752290274781973
MATS2d,-0.2040534315983418
MATS2i,0.09253653938106444
MATS2m,0.071661741872118
MATS2p,0.059177651638509715
MATS2s,0.14948780849997312
MATS2v,0.042145143960034534
MATS3Z,-0.13477663555829267
MATS3c,-0.01862429157443116
MATS3d,-0.1406278352386137
MATS3i,-0.30421120053279344
MATS3m,-0.13780135853794748
MATS3p,-0.288057553680833
MATS3s,-0.050069241516094154
MATS3v,-0.23529141715373492
MATS4Z,-0.17242611479193032
MATS4c,-0.012420548190586873
MATS4d,-0.046022241231822074
MATS4i,0.012497795633281626
MATS4m,-0.16930114325700235
MATS4p,-0.03457724491135289
MATS4s,-0.22532392537703483
MATS4v,-0.08041203014176812
MATS5Z,0.05859228582137992
MATS5c,0.06480728262705743
MATS5d,-0.03519277235003677
MATS5i,-0.01034970564345912
MATS5m,0.05915986374170611
MATS5p,-0.012070169943367985
MATS5s,-0.07033797623046092
MATS5v,0.03549293912363779
MATS6Z,-0.1627305888483585
MATS6c,-0.1990638290812981
MATS6d,0.09221556886227546
MATS6i,0.17110567577021157
MATS6m,-0.1590412250363928
MATS6p,0.12577021954543705
MATS6s,-0.08420592971008996
MATS6v,0.008542605490811147
MATS7Z,0.17246250940883562
MATS7c,0.1402037733483811
MATS7d,-0.08023952095808383
MATS7i,0.08181829262922902
MATS7m,0.16934204921488902
MATS7p,0.10733844138305197
MATS7s,0.29613537565789666
MATS7v,0.11384407510668543
MATS8Z,-0.08389786347055758
MATS8c,-0.04142450606116479
MATS8d,-0.12335329341317366
MATS8i,-0.3611046316134136
MATS8m,-0.09067522625509865
MATS8p,-0.38584435621076923
MATS8s,0.01914805729074462
MATS8v,-0.29121217266627797
MAXsOH,8.876580588923662
MINsOH,8.876580588923662
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.910444387013925
SpAD_D,180.24986209280632
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,403
TMWC10,112.79833170709105
TSRW10,53.28332614495997
VE1_Dt,4.419842887775841
VE2_Dt,0.22099214438879206
VE3_Dt,2.1792513302657146
VR1_Dt,100.25016015080827
VR2_Dt,5.012508007540413
VR3_Dt,5.3008158442596445
Xc-3dv,0.5284786553098003
Xc-4dv,0.0
Xc-5dv,0.06265389189475813
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.28240456108522144
Xp-0dv,10.660623946718887
Xp-1dv,5.7857244586065635
Xp-2dv,4.206998682351968
Xp-3dv,2.7154089024956862
Xp-4dv,1.6614765000259282
Xp-5dv,1.0619118681727708
Xp-6dv,0.48961013269061826
Xp-7dv,0.2512458012986824
Xpc-4d,3.474351209907376
Xpc-5d,4.014647887347535
Xpc-6d,5.812795791912249
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.385721241642017
AATS0dv,10.4375
AATS0pe,6.716643749999999
AATS0se,8.1249665
AATS1dv,9.303030303030303
AATS1pe,6.734363636363636
AATS1se,7.981869212121212
AATS2dv,8.23076923076923
AATS2pe,6.695601923076922
AATS2se,8.000467153846152
AATS3dv,6.0606060606060606
AATS3pe,6.562613636363636
AATS3se,7.934682242424243
AATS4dv,5.085714285714285
AATS4pe,6.582088571428571
AATS4se,8.076155257142858
AATS5dv,5.56140350877193
AATS5pe,6.515468421052632
AATS5se,7.986844842105264
AATS6dv,5.68
AATS6pe,6.655684
AATS6se,8.13894208
AATS7dv,5.822222222222222
AATS7pe,6.371871111111111
AATS7se,7.832941777777778
AATS8dv,4.825
AATS8pe,6.324174999999999
AATS8se,7.749109
AATSC0Z,7.49609375
AATSC0c,0.0329061443319261
AATSC0d,0.65234375
AATSC0i,1.5210785992896083
AATSC0m,35.366639109375
AATSC0p,0.22115251948023434
AATSC0s,3.217854817708333
AATSC0v,45.769701932460904
AATSC1Z,-0.09647253787878787
AATSC1c,-0.022377049040650465
AATSC1d,0.1582623106060606
AATSC1i,-0.18800687911484742
AATSC1m,-0.35258785558712125
AATSC1p,0.00228367090418608
AATSC1s,-0.33596298269149827
AATSC1v,1.0675364665764013
AATSC2Z,0.5579927884615384
AATSC2c,0.0057661116693406055
AATSC2d,-0.13311298076923078
AATSC2i,0.14075534970485717
AATSC2m,2.534434962740385
AATSC2p,0.013087286756780041
AATSC2s,0.4810300647702992
AATSC2v,1.9289706769514356
AATSC3Z,-1.0102982954545454
AATSC3c,-0.0006128536266281069
AATSC3d,-0.09173768939393939
AATSC3i,-0.46272914679463156
AATSC3m,-4.87357091619318
AATSC3p,-0.06370465375182907
AATSC3s,-0.16111555003156566
AATSC3v,-10.769218030392766
AATSC4Z,-1.2925223214285715
AATSC4c,-0.00040871235144109523
AATSC4d,-0.03002232142857143
AATSC4i,0.019010129476079798
AATSC4m,-5.9876124343749995
AATSC4p,-0.007646844828830804
AATSC4s,-0.7250596788194444
AATSC4v,-3.680434651372789
AATSC5Z,0.43921326754385964
AATSC5c,0.0021325577958858787
AATSC5d,-0.0229577850877193
AATSC5i,-0.015742715763212553
AATSC5m,2.0922855507127194
AATSC5p,-0.0026693484935304272
AATSC5s,-0.22633739568104289
AATSC5v,1.6245012443958817
AATSC6Z,-1.21984375
AATSC6c,-0.006550423091015064
AATSC6d,0.06015625
AATSC6i,0.2602651816310553
AATSC6m,-5.624753609375
AATSC6p,0.027814400928055615
AATSC6s,-0.27096245659722223
AATSC6v,0.3909925070410301
