DLiP-ID,C000M9
DLiP-Mol-ID,31039
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C6H11N3/c1-5(7)2-6-3-8-4-9-6/h3-5H,2,7H2,1H3,(H,8,9)/t5-/m1/s1"
Standard Inchi Key(RDKit),XNQIOISZPFVUFG-RXMQYKEDSA-N
Canonical SMILES(RDKit),C[C@@H](N)Cc1c[nH]cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),125.175
MW Monoisotopic(RDKit),125.095297352
MolLogP(RDKit),0.2994
XLogP(SDF),
XLogP(CDK),0.026
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),54.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),9
QED Weighted(RDKit),0.596905143873035
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,144.18497538897435
qed,0.5969051438730354
Chi0,6.69023444431199
Chi1,4.287693700234704
TPSA,54.7
Chi0n,5.463721453445009
Chi0v,5.463721453445009
Chi1n,3.0203163748616753
Chi1v,3.0203163748616753
Chi2n,2.241948626249809
Chi2v,2.241948626249809
Chi3n,1.0859666407853685
Chi3v,1.0859666407853685
Chi4n,0.732422534979713
Chi4v,0.732422534979713
MolMR,35.9411
MolWt,125.17499999999998
fr_SH,0
Kappa1,6.292399020807833
Kappa2,2.6390497530187402
Kappa3,1.852927112248124
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,154.82071839336206
MolLogP,0.2993999999999998
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.477963935223384
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,5.733667477162185
SMR_VSA5,19.386399651764595
SMR_VSA6,0.0
SMR_VSA7,18.21809164122608
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,54.29492856166032
NHOHCount,3
PEOE_VSA1,10.717645998109393
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.923737199690624
PEOE_VSA8,18.659506023687047
PEOE_VSA9,12.021248069613002
RingCount,1
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,125.09529735199999
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
