DLiP-ID,C001N8
DLiP-Mol-ID,32632
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H8N2O3/c13-8-9(14)12(10(15)11-8)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,13,15)"
Standard Inchi Key(RDKit),GGLAGGHAVVZWSQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C1NC(=O)N(Cc2ccccc2)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),204.185
MW Monoisotopic(RDKit),204.053492116
MolLogP(RDKit),0.264999999999999
XLogP(SDF),
XLogP(CDK),0.843
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.55488269725559
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3426.976149286677
qed,0.5548826972555899
Chi0,10.836498814253964
Chi1,7.181540550352055
TPSA,66.48
Chi0n,7.765816594026226
Chi0v,7.765816594026226
Chi1n,4.390050790328824
Chi1v,4.390050790328824
Chi2n,3.1361728816026333
Chi2v,3.1361728816026333
Chi3n,2.088523271519849
Chi3v,2.088523271519849
Chi4n,1.342472089978376
Chi4v,1.342472089978376
MolMR,50.53070000000002
MolWt,204.185
fr_SH,0
Kappa1,9.387539673203536
Kappa2,3.5285496233872937
Kappa3,1.7133376874225574
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
