DLiP-ID,I001B2
DLiP-Mol-ID,29692
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H21N3O5/c1-15(27)31-17-7-8-20-18(13-17)19(14-24-20)21(28)23(30)26-11-9-25(10-12-26)22(29)16-5-3-2-4-6-16/h2-8,13-14,24H,9-12H2,1H3"
Standard Inchi Key(RDKit),WHVNHWUDLGRECL-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)Oc1ccc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),419.437
MW Monoisotopic(RDKit),419.148120772
MolLogP(RDKit),2.2605
XLogP(SDF),
XLogP(CDK),2.617
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),99.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.302664294573556
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,14084333.782327622
qed,0.30266429457355587
Chi0,21.95745467888409
Chi1,14.935560745775547
TPSA,99.78
Chi0n,16.96024819077206
Chi0v,16.96024819077206
Chi1n,9.912937274384069
Chi1v,9.912937274384069
Chi2n,7.282935058852224
Chi2v,7.282935058852224
Chi3n,5.228496791652635
Chi3v,5.228496791652635
Chi4n,3.651791387179374
Chi4v,3.651791387179374
MolMR,112.86370000000001
MolWt,419.4370000000002
fr_SH,0
Kappa1,20.337551351057034
Kappa2,8.430387922712582
Kappa3,4.182105666561212
fr_ArN,0
fr_COO,0
fr_C_O,4
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1160.4284836967645
MolLogP,2.2605000000000004
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.4495942684008254
SMR_VSA1,23.915011690087333
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,26.1790256236503
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
