DLiP-ID,C000X2
Xp-6d,4.501653602964
Xp-7d,3.5186440574845674
ZMIC0,62.160075062660454
ZMIC1,28.107350637725148
ZMIC2,20.130410074913208
ZMIC3,19.664996533186443
ZMIC4,19.664996533186443
ZMIC5,19.664996533186443
nAcid,0
nAtom,36
nBase,1
nRing,4
piPC1,3.332204510175204
piPC2,3.993602992420569
piPC3,4.643188253175612
piPC4,5.322094926459033
piPC5,5.858468725325503
piPC6,6.253377988816316
piPC7,6.7161501377602075
piPC8,7.138231257229338
piPC9,7.326624935029606
AATS0Z,19.22222222222222
AATS0d,3.4444444444444446
AATS0i,160.54743220823562
AATS0m,75.52519961111109
AATS0p,1.5290397857578337
AATS0s,2.172067901234568
AATS0v,217.28906039414957
AATS1Z,22.94871794871795
AATS1d,4.205128205128205
AATS1i,144.81348128501537
AATS1m,86.39374033333331
AATS1p,1.8838750146153849
AATS1s,2.52991452991453
AATS1v,267.14899966279467
AATS2Z,19.375
AATS2d,4.055555555555555
AATS2i,152.35411163306378
AATS2m,71.80464877777777
AATS2p,1.667544681788778
AATS2s,2.246141975308642
AATS2v,231.4354211290232
AATS3Z,16.427083333333332
AATS3d,3.4479166666666665
AATS3i,150.93356363349733
AATS3m,58.55928055208333
AATS3p,1.5554258713952394
AATS3s,2.145833333333333
AATS3v,206.14861536763476
AATS4Z,12.358333333333333
AATS4d,2.7666666666666666
AATS4i,159.14879331265146
AATS4m,42.58834424166667
AATS4p,1.281423216545583
AATS4s,1.9194444444444443
AATS4v,161.70003223555995
AATS5Z,10.592592592592593
AATS5d,2.4537037037037037
AATS5i,160.35708122092564
AATS5m,34.945103037037036
AATS5p,1.1917116656089999
AATS5s,1.912551440329218
AATS5v,144.4287533662483
AATS6Z,9.220930232558139
AATS6d,2.0697674418604652
AATS6i,162.76217629732173
AATS6m,29.658535499999996
AATS6p,1.0914713866950234
AATS6s,1.8478682170542642
AATS6v,128.4404057744406
AATS7Z,6.587301587301587
AATS7d,1.8253968253968254
AATS7i,168.47512098225909
AATS7m,18.766696396825388
AATS7p,0.9297532189083333
AATS7s,1.7116402116402114
AATS7v,101.77551254460914
AATS8Z,4.0625
AATS8d,1.46875
AATS8i,170.21292596689176
AATS8m,7.789981499999998
AATS8p,0.8061591757199061
AATS8s,1.625
AATS8v,78.14915825725822
AMID_C,1.8773861210470046
AMID_N,0.23436435991839144
AMID_O,0.0
AMID_X,0.0
AMID_h,0.23436435991839144
ATS0dv,194.0
ATS0pe,209.6432
ATS0se,261.98388000000006
ATS1dv,228.0
ATS1pe,244.858
ATS1se,293.7804679999999
ATS2dv,338.0
ATS2pe,441.3630000000001
ATS2se,538.3182079999999
ATS3dv,333.0
ATS3pe,575.681
ATS3se,707.7099880000001
ATS4dv,271.0
ATS4pe,691.0255
ATS4se,869.914196
ATS5dv,183.0
ATS5pe,614.0476
ATS5se,778.143056
ATS6dv,99.0
ATS6pe,480.73450000000014
ATS6se,614.8416200000001
ATS7dv,19.0
ATS7pe,346.35999999999996
ATS7se,448.74354000000005
ATS8dv,0.0
ATS8pe,172.74400000000006
ATS8se,226.05868799999996
ATSC0Z,236.88888888888889
ATSC0c,0.31132265905676393
ATSC0d,23.999999999999993
ATSC0i,54.13765903146318
ATSC0m,1141.0434205555553
ATSC0p,8.527862583641
ATSC0s,7.354166666666668
ATSC0v,1923.5384866601728
ATSC1Z,22.70370370370373
ATSC1c,-0.09277771854480371
ATSC1d,12.33333333333333
ATSC1i,-4.561146575570713
ATSC1m,108.25271556481445
ATSC1p,0.20910322197008702
ATSC1s,-0.17071759259259062
ATSC1v,101.28181641716719
ATSC2Z,40.333333333333364
ATSC2c,-0.08790123624324847
ATSC2d,1.9999999999999947
ATSC2i,19.608398504797925
ATSC2m,199.8763653333329
ATSC2p,2.8987498846980038
ATSC2s,0.16898148148148306
ATSC2v,574.8658156285239
ATSC3Z,-100.037037037037
ATSC3c,0.033883091923269916
ATSC3d,-7.333333333333335
ATSC3i,-25.66701866379975
ATSC3m,-484.2981528148151
ATSC3p,-4.1597486943959945
ATSC3s,-2.0787037037037024
ATSC3v,-912.4723121542886
ATSC4Z,-15.074074074074066
ATSC4c,-0.03492779463923791
ATSC4d,-11.333333333333336
ATSC4i,-3.102472290120795
ATSC4m,-71.69567146296292
ATSC4p,-0.3633830357578336
ATSC4s,1.4467592592592586
ATSC4v,-88.07722601394556
ATSC5Z,-72.0
ATSC5c,0.05584515539631259
ATSC5d,-9.999999999999995
ATSC5i,-11.466747524635855
ATSC5m,-350.33846433333315
ATSC5p,-3.0207186278803344
ATSC5s,-0.82175925925926
ATSC5v,-689.3013656111342
ATSC6Z,-18.456790123456802
ATSC6c,-0.030369596093690693
ATSC6d,-3.1111111111111085
ATSC6i,-16.99624380162426
ATSC6m,-92.27521216049362
ATSC6p,-1.808972715960113
ATSC6s,-0.80516975308642
ATSC6v,-327.8385205378164
ATSC7Z,-25.888888888888914
ATSC7c,-0.03939462120233472
ATSC7d,-4.999999999999998
ATSC7i,4.447211666718866
ATSC7m,-122.07693763888858
ATSC7p,-0.02378767197008705
ATSC7s,-0.823495370370372
ATSC7v,-69.86967762328717
ATSC8Z,-41.45679012345681
ATSC8c,0.00026751335481695754
ATSC8d,4.222222222222224
ATSC8i,-2.974531064226545
ATSC8m,-198.9510793271603
ATSC8p,-1.08694243505128
ATSC8s,-2.864197530864197
ATSC8v,-281.247709462575
AXp-0d,0.6819809112782995
AXp-1d,0.416056354429423
AXp-2d,0.26209030379369874
AXp-3d,0.15868217734389545
AXp-4d,0.10046679570627262
AXp-5d,0.0627591926782418
AXp-6d,0.04019333574075
AXp-7d,0.02568353326631071
GATS1Z,0.8827031317650454
GATS1c,1.4242636528576846
GATS1d,0.6730769230769234
GATS1i,1.221734285902577
GATS1m,0.8836443005521183
GATS1p,0.9956027377371103
GATS1s,1.0559066366431804
GATS1v,0.9451658851395467
GATS2Z,0.905986163227017
GATS2c,1.3881249295739075
GATS2d,1.276041666666667
GATS2i,0.9298268935282531
GATS2m,0.9017576759301404
GATS2p,0.810113266117087
GATS2s,0.8895971041863392
GATS2v,0.8188421658410938
GATS3Z,1.116579209662289
GATS3c,0.8820760526410716
GATS3d,1.2380642361111116
GATS3i,1.2216347391251925
GATS3m,1.1181860685346392
GATS3p,1.1833552480792453
GATS3s,0.9846159899276044
GATS3v,1.1639670455023785
GATS4Z,0.9899155722326455
GATS4c,0.940056552791607
GATS4d,1.1545138888888893
GATS4i,0.9849645636255849
GATS4m,0.9897740149210322
GATS4p,0.9851773198717357
GATS4s,0.8576487252124645
GATS4v,0.9862792026903279
GATS5Z,1.0657051282051282
GATS5c,0.8077865242233798
GATS5d,1.0734953703703707
GATS5i,1.0092906595273774
GATS5m,1.0672526925201955
GATS5p,1.0881125241940122
GATS5s,1.0233273878221942
GATS5v,1.0916340611619015
GATS6Z,0.9981620053230943
GATS6c,0.8605870446573474
GATS6d,0.8139534883720932
GATS6i,1.0340533998813137
GATS6m,1.0000387101805022
GATS6p,1.0530698879002511
GATS6s,1.069130597096866
GATS6v,1.042650945517095
GATS7Z,1.0459662288930582
GATS7c,1.1837904929739211
GATS7d,0.9143518518518521
GATS7i,0.8393065632462298
GATS7m,1.043540545574827
GATS7p,0.932380484144055
GATS7s,1.15098100933795
GATS7v,0.968418349998198
GATS8Z,1.1727544559099436
GATS8c,1.1595944145271322
GATS8d,0.3417968750000001
GATS8i,0.9101202131691976
GATS8m,1.1713406563353044
GATS8p,1.0687444498173824
GATS8s,1.6359773371104813
GATS8v,1.109773058690287
MATS1Z,0.08846875451003042
MATS1c,-0.2750874967594927
MATS1d,0.4743589743589744
MATS1i,-0.07777006287312432
MATS1m,0.08757386598806043
MATS1p,0.022633849554739068
MATS1s,-0.021428052589525425
MATS1v,0.04860360637978611
MATS2Z,0.08513133208255165
MATS2c,-0.141173849198078
MATS2d,0.04166666666666657
MATS2i,0.18109758397017234
MATS2m,0.08758490769615777
MATS2p,0.16995758645658032
MATS2s,0.01148882593641811
MATS2v,0.14942924709207656
MATS3Z,-0.15836069418386484
MATS3c,0.04081347470731157
MATS3d,-0.1145833333333334
MATS3i,-0.1777899556634148
MATS3m,-0.15916292406921015
MATS3p,-0.18291872612849852
MATS3s,-0.10599622285174684
MATS3v,-0.17788940508904405
MATS4Z,-0.01909005628517823
MATS4c,-0.0336574871341467
MATS4d,-0.14166666666666675
MATS4i,-0.017192130278394925
MATS4m,-0.01885002888708358
MATS4p,-0.012783380320465458
MATS4s,0.05901794145420204
MATS4v,-0.013736750258666278
MATS5Z,-0.10131332082551595
MATS5c,0.05979343699289409
MATS5d,-0.13888888888888887
MATS5i,-0.07060240954743244
MATS5m,-0.10234447349449072
MATS5p,-0.11807251810377353
MATS5s,-0.037246878606652004
MATS5v,-0.1194502337560821
MATS6Z,-0.03261486103233128
MATS6c,-0.04083497878783147
MATS6d,-0.05426356589147284
MATS6i,-0.13141880965931338
MATS6m,-0.033852202555630324
MATS6p,-0.08879650502109536
MATS6s,-0.04583086281485386
MATS6v,-0.07134493563772555
MATS7Z,-0.06244974537657471
MATS7c,-0.07230829963942759
MATS7d,-0.11904761904761903
MATS7i,0.04694077754778299
MATS7m,-0.061135491272891924
MATS7p,-0.0015939463468318173
MATS7s,-0.06398669004901311
MATS7v,-0.020756293854963227
MATS8Z,-0.19688086303939972
MATS8c,0.0009666900735105314
MATS8d,0.1979166666666668
MATS8i,-0.0618118239155865
MATS8m,-0.19615376611529917
MATS8p,-0.14339000276322547
MATS8s,-0.43814919735599606
MATS8v,-0.16449043018357618
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.054304559323562
SpAD_D,116.82774101313731
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.2766461167800456
SssNH2,0
SsssAs,0
SsssCH,1.1929166666666664
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1018
TMWC10,114.46152758317184
TSRW10,66.25181892525882
VE1_Dt,4.237630546118648
VE2_Dt,0.23542391922881378
VE3_Dt,2.031790944477785
VR1_Dt,90.05937651476961
VR2_Dt,5.003298695264978
VR3_Dt,5.088255856753242
Xc-3dv,0.9083968208688727
Xc-4dv,0.0
Xc-5dv,0.19713345539978055
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.36059617750569406
Xch-7d,0.7431880037327412
Xp-0dv,10.902879042200436
Xp-1dv,6.7023794638165795
Xp-2dv,5.8091031760601455
Xp-3dv,4.5514400392822845
Xp-4dv,3.784910177190745
Xp-5dv,2.858195332372255
Xp-6dv,1.8887292187709026
Xp-7dv,1.2685247496711562
Xpc-4d,3.4058036661953106
Xpc-5d,6.364735241967293
Xpc-6d,10.68605816865415
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,39
nFRing,1
nHBAcc,1
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,7.5568179058202345
AATS0dv,5.388888888888889
AATS0pe,5.823422222222223
AATS0se,7.277330000000002
AATS1dv,5.846153846153846
AATS1pe,6.278410256410257
AATS1se,7.532832512820511
AATS2dv,4.694444444444445
AATS2pe,6.130041666666668
AATS2se,7.476641777777776
AATS3dv,3.46875
AATS3pe,5.996677083333334
AATS3se,7.371979041666667
AATS4dv,2.2583333333333333
AATS4pe,5.758545833333333
AATS4se,7.249284966666666
AATS5dv,1.6944444444444444
AATS5pe,5.685625925925926
AATS5se,7.205028296296296
AATS6dv,1.1511627906976745
AATS6pe,5.58993604651163
AATS6se,7.1493211627907
AATS7dv,0.30158730158730157
AATS7pe,5.497777777777777
AATS7se,7.122913333333334
AATS8dv,0.0
AATS8pe,5.398250000000002
AATS8se,7.064333999999999
AATSC0Z,6.580246913580247
AATSC0c,0.008647851640465665
AATSC0d,0.6666666666666665
AATSC0i,1.5038238619850883
AATSC0m,31.695650570987645
AATSC0p,0.23688507176780554
AATSC0s,0.20428240740740744
AATSC0v,53.431624629449246
AATSC1Z,0.5821462488129162
AATSC1c,-0.002378915860123172
AATSC1d,0.31623931623931617
AATSC1i,-0.11695247629668494
AATSC1m,2.775710655508063
AATSC1p,0.0053616210761560775
AATSC1s,-0.004377374169040785
AATSC1v,2.596969651722236
AATSC2Z,0.5601851851851856
AATSC2c,-0.001220850503378451
AATSC2d,0.027777777777777703
AATSC2i,0.27233886812219343
AATSC2m,2.7760606296296237
AATSC2p,0.04026041506525005
AATSC2s,0.0023469650205761535
AATSC2v,7.984247439285054
AATSC3Z,-1.042052469135802
AATSC3c,0.0003529488742007283
AATSC3d,-0.07638888888888891
AATSC3i,-0.26736477774791406
AATSC3m,-5.044772425154324
AATSC3p,-0.04333071556662494
AATSC3s,-0.0216531635802469
AATSC3v,-9.50491991827384
AATSC4Z,-0.12561728395061722
AATSC4c,-0.00029106495532698256
AATSC4d,-0.09444444444444447
AATSC4i,-0.025853935751006626
AATSC4m,-0.5974639288580244
AATSC4p,-0.003028191964648613
AATSC4s,0.012056327160493822
AATSC4v,-0.7339768834495464
AATSC5Z,-0.6666666666666666
AATSC5c,0.0005170847721880795
AATSC5d,-0.09259259259259255
AATSC5i,-0.10617358819107273
AATSC5m,-3.243874669753085
AATSC5p,-0.027969616924817912
AATSC5s,-0.007608882030178333
AATSC5v,-6.382420051954946
AATSC6Z,-0.21461383864484654
AATSC6c,-0.000353134838298729
AATSC6d,-0.036175710594315215
AATSC6i,-0.19763074187935187
