DLiP-ID,C000F3
DLiP-Mol-ID,30730
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15NO3/c19-17(9-6-13-4-2-1-3-5-13)18-14-7-8-15-16(12-14)21-11-10-20-15/h1-9,12H,10-11H2,(H,18,19)/b9-6+"
Standard Inchi Key(RDKit),YUWGYIKUNIEZHJ-RMKNXTFCSA-N
Canonical SMILES(RDKit),O=C(/C=C/c1ccccc1)Nc1ccc2c(c1)OCCO2
SMILES(SDF),
MW(SDF),
MW(RDKit),281.311
MW Monoisotopic(RDKit),281.10519334
MolLogP(RDKit),3.1097
XLogP(SDF),
XLogP(CDK),2.617
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),47.56
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.879337405266427
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,95904.19604504698
qed,0.879337405266427
Chi0,14.493353063746348
Chi1,10.309663088089316
TPSA,47.56
Chi0n,11.412461125660945
Chi0v,11.412461125660945
Chi1n,6.749123781643926
Chi1v,6.749123781643926
Chi2n,4.59170537314058
Chi2v,4.59170537314058
Chi3n,3.0364437518720906
Chi3v,3.0364437518720906
Chi4n,2.041099943085124
Chi4v,2.041099943085124
MolMR,81.53770000000004
MolWt,281.31100000000004
fr_SH,0
Kappa1,13.243141289437586
Kappa2,6.134269000925848
Kappa3,3.419854547391976
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
