DLiP-ID,T004NT
ATS4s,354.80041152263357
ATS4v,21472.308315542716
ATS5Z,2665.0
ATS5d,301.0
ATS5i,14967.633134074575
ATS5m,10119.858443
ATS5p,157.65532280733902
ATS5s,325.3248742569728
ATS5v,21092.61669829884
ATS6Z,2449.0
ATS6d,291.0
ATS6i,14891.592830251524
ATS6m,9163.119534000005
ATS6p,151.74291867248996
ATS6s,301.49279835390934
ATS6v,20274.329936101727
ATS7Z,2216.0
ATS7d,261.0
ATS7i,14839.187951135884
ATS7m,8293.146985000003
ATS7p,131.60748096013097
ATS7s,301.34876543209884
ATS7v,17910.78419016712
ATS8Z,1770.0
ATS8d,223.0
ATS8i,12500.93040549418
ATS8m,6471.747195000001
ATS8p,115.72096423933897
ATS8s,300.2242798353908
ATS8v,15848.57566241116
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.15
GGI10,0.1486583001734517
JGI10,0.007432915008672584
JGT10,0.5119719961078686
Kier1,23.658688865764827
Kier2,10.543388429752065
Kier3,5.626634958382877
MAXdO,12.637162357226842
MID_C,41.2817089517579
MID_N,4.203407536689269
MID_O,8.990899549915516
MID_X,1.7820914778769015
MID_h,17.043483230224393
MINdO,11.132935162861157
MPC10,129
MWC01,31.0
MWC02,5.017279836814924
MWC03,5.872117789475416
MWC04,6.75343791859778
MWC05,7.627057417018934
MWC06,8.51057131510735
MWC07,9.39007525287337
MWC08,10.275085591132715
MWC09,11.157749397155232
MWC10,12.044065349831385
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,4
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.289200000000005
SRW02,4.143134726391533
SRW03,0.0
SRW04,5.476463551931511
SRW05,2.3978952727983707
SRW06,6.9985096422506015
SRW07,4.844187086458591
SRW08,8.602820277383675
SRW09,6.985641817639208
SRW10,10.250016196420983
SaaCH,9.50429680995622
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.553012447367168
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.6567309670781891
SdssC,-0.42743199730795434
SdssS,0
SsCH3,4.63285902158944
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.401389597505669
SsssP,0
VE1_A,4.52370805124068
VE1_D,5.302965509495413
VE2_A,0.15598993280140278
VE2_D,0.18286087963777287
VE3_A,2.5740427598395965
VE3_D,2.732976931165383
VR1_A,269.1285641402959
VR1_D,180.47536458534591
VR2_A,9.280295315182617
VR2_D,6.223288433977445
VR3_A,6.6598999360274265
VR3_D,6.260305021158823
WPath,2420
Xc-3d,2.1580599184205314
Xc-4d,0.0
Xc-5d,0.6714123310387443
Xc-6d,0.0
Xp-0d,21.12902755413791
Xp-1d,13.832937555743037
Xp-2d,12.527651472025324
Xp-3d,10.729937026559885
Xp-4d,8.272287263084355
Xp-5d,6.668424680474413
Xp-6d,4.3891209901055435
Xp-7d,3.0737548031405293
ZMIC0,92.35256440303692
ZMIC1,49.539502254411495
ZMIC2,34.00379315778747
ZMIC3,31.03179414808625
ZMIC4,29.806207380762068
ZMIC5,28.887017305268934
nAcid,1
nAtom,46
nBase,2
nRing,3
piPC1,3.7376696182833684
piPC2,4.330733340286331
piPC3,4.894101477840304
piPC4,5.404927101606295
piPC5,5.937206335377967
piPC6,6.195297849887692
piPC7,6.545259857451687
piPC8,6.8534310802515375
piPC9,7.213929377620479
AATS0Z,36.95652173913044
AATS0d,3.630434782608696
AATS0i,158.79810860568986
AATS0m,149.11595023913046
AATS0p,1.7855399865746298
AATS0s,5.619754908782464
AATS0v,253.65417645124563
AATS1Z,31.666666666666668
AATS1d,4.1875
AATS1i,144.47672318526136
AATS1m,122.9237482083334
AATS1p,1.9762678530416677
AATS1s,3.6357167352537725
AATS1v,289.2854114735713
AATS2Z,30.116883116883116
AATS2d,3.935064935064935
AATS2i,153.5127280043641
AATS2m,116.65521166233769
AATS2p,1.7766907741511813
AATS2s,3.7834963390518954
AATS2v,257.2024344637807
AATS3Z,30.149425287356323
AATS3d,3.6436781609195403
AATS3i,149.35998189698813
AATS3m,115.4542730344828
AATS3p,1.7982310392838847
AATS3s,3.774927865285464
AATS3v,255.64639049790452
AATS4Z,25.744897959183675
AATS4d,3.173469387755102
AATS4i,155.2260774763843
AATS4m,95.61807644897958
AATS4p,1.6057064468305722
AATS4s,3.620412362475853
AATS4v,219.10518689329302
AATS5Z,27.760416666666668
AATS5d,3.1354166666666665
AATS5i,155.91284514661015
AATS5m,105.41519211458332
AATS5p,1.6422429459097814
AATS5s,3.3888007735101335
AATS5v,219.71475727394625
AATS6Z,25.510416666666668
AATS6d,3.03125
AATS6i,155.12075864845337
AATS6m,95.44916181250005
AATS6p,1.5806554028384372
AATS6s,3.1405499828532224
AATS6v,211.190936834393
AATS7Z,23.827956989247312
AATS7d,2.806451612903226
AATS7i,159.56116076490198
AATS7m,89.17362349462368
AATS7p,1.415134203872376
AATS7s,3.240309305721493
AATS7v,192.58907731362495
AATS8Z,22.125
AATS8d,2.7875
AATS8i,156.26163006867725
AATS8m,80.8968399375
AATS8p,1.446512052991737
AATS8s,3.752803497942385
AATS8v,198.1071957801395
AMID_C,1.423507205233031
AMID_N,0.14494508747204377
AMID_O,0.310031018962604
AMID_X,0.06145143027161729
AMID_h,0.5877063182835998
ATS0dv,446.0493827160494
ATS0pe,306.6231999999998
ATS0se,373.0055339999999
ATS1dv,423.44444444444446
ATS1pe,322.74800000000005
ATS1se,383.8745379999997
ATS2dv,587.7777777777778
ATS2pe,516.8977000000002
ATS2se,623.394556
ATS3dv,587.7777777777778
ATS3pe,584.2262999999999
ATS3se,702.9885019999997
ATS4dv,505.55555555555554
ATS4pe,653.0764999999999
ATS4se,795.9545339999997
ATS5dv,486.4074074074074
ATS5pe,628.2939
ATS5se,769.786313
ATS6dv,453.7777777777778
ATS6pe,618.8370000000001
ATS6se,760.0811119999997
ATS7dv,473.6666666666667
ATS7pe,595.6839
ATS7se,736.2090999999998
ATS8dv,432.7777777777778
ATS8pe,518.7383000000001
ATS8se,637.2020599999997
ATSC0Z,609.217391304348
ATSC0c,1.4452316721500686
ATSC0d,31.326086956521745
ATSC0i,70.49680691139294
ATSC0m,2785.838806108696
ATSC0p,13.898871528490368
ATSC0s,91.45737410787059
ATSC0v,2255.922781370878
ATSC1Z,14.034026465028353
ATSC1c,-0.8120755007609349
ATSC1d,14.551039697542535
ATSC1i,-11.686018483795278
ATSC1m,68.47525497353521
ATSC1p,-0.11464619287205596
ATSC1s,-8.753495334895527
ATSC1v,-13.286421444027546
ATSC2Z,156.7013232514178
ATSC2c,0.04656516220490263
ATSC2d,1.149810964083172
ATSC2i,29.665059062018234
ATSC2m,740.7852203180529
ATSC2p,6.429605004627881
ATSC2s,17.14007581965264
ATSC2v,1093.4891093707163
ATSC3Z,-42.345935727788316
ATSC3c,0.20373837326445907
ATSC3d,-12.029773156899813
ATSC3i,-27.038101426261715
ATSC3m,-201.9177383794892
ATSC3p,-2.8466070121536733
ATSC3s,-4.749815584817084
ATSC3v,-478.34275324036525
ATSC4Z,-275.94139886578455
ATSC4c,-0.1545735027407438
ATSC4d,-6.194706994328923
ATSC4i,-12.85381876147707
ATSC4m,-1262.9750611663512
ATSC4p,-3.3970431281265037
ATSC4s,-29.845832220467564
ATSC4v,-898.2620259655872
ATSC5Z,96.19848771266537
ATSC5c,0.0523086594542296
ATSC5d,-3.2022684310018916
ATSC5i,8.78501864212233
ATSC5m,442.29136951228764
ATSC5p,3.434718062554535
ATSC5s,2.7134307267352025
ATSC5v,212.01089352789273
ATSC6Z,-80.84499054820421
ATSC6c,-0.4168304834429776
ATSC6d,0.5368620037807181
ATSC6i,-23.818633218676354
ATSC6m,-385.3096345964082
ATSC6p,-4.881405745008943
ATSC6s,-8.55538599659038
ATSC6v,-638.1646255864272
ATSC7Z,145.79962192816637
ATSC7c,0.4399822372329311
ATSC7d,1.1885633270321372
ATSC7i,7.744446329572126
ATSC7m,643.8441595628543
ATSC7p,-1.4118135490576171
ATSC7s,-3.3841742096636147
ATSC7v,358.79630845961026
ATSC8Z,-189.68241965973533
ATSC8c,-0.05743282716765613
ATSC8d,-13.327977315689978
ATSC8i,-19.39478859775682
ATSC8m,-854.5578481238189
ATSC8p,-6.626459153542946
ATSC8s,18.179008960262127
ATSC8v,-616.4921147507916
AXp-0d,0.7285871570392383
AXp-1d,0.44622379212074315
AXp-2d,0.2847193516369392
AXp-3d,0.1849989142510325
AXp-4d,0.11489287865394937
AXp-5d,0.07577755318720923
AXp-6d,0.04823209879236861
AXp-7d,0.03043321587267851
GATS1Z,0.6178521089066513
GATS1c,1.5001474174700524
GATS1d,0.6733605135322691
GATS1i,1.2268423679467648
GATS1m,0.6135405521766254
GATS1p,0.8871708612001086
GATS1s,0.6916929818752886
GATS1v,0.8485603523514295
GATS2Z,0.6777377275878559
GATS2c,1.0624551345557909
GATS2d,1.1006966662761248
GATS2i,0.8241658925645283
GATS2m,0.6663752768389423
GATS2p,0.6755494279138855
GATS2s,0.5677518471201322
GATS2v,0.6072245348815203
GATS3Z,0.956427741738608
GATS3c,0.8855970761630698
GATS3d,1.2631314460743255
GATS3i,1.2475849241259147
GATS3m,0.9497386561195306
GATS3p,1.101346715642022
GATS3s,0.8497639846406412
GATS3v,1.0056774862320248
GATS4Z,1.3009330195109727
GATS4c,0.9852158835210403
GATS4d,1.0773768216516306
GATS4i,1.1310046915659868
GATS4m,1.287668540512951
GATS4p,1.1879866327053132
GATS4s,1.209871919111185
GATS4v,1.1217572124167736
GATS5Z,1.0460397784042246
GATS5c,0.9546410889393194
GATS5d,1.0324861207494793
GATS5i,0.9924517554713691
GATS5m,1.0277961014054389
GATS5p,1.0138280715494403
GATS5s,0.7762296244164129
GATS5v,0.9370849210538822
GATS6Z,1.2491692388666853
GATS6c,0.8705607560789634
GATS6d,1.0324861207494793
GATS6i,1.170721655451596
GATS6m,1.2454162522909638
GATS6p,1.2514583248824729
GATS6s,0.8775429426898151
GATS6v,1.1409630411820886
GATS7Z,0.9975781127696994
GATS7c,0.6225328202843787
GATS7d,0.965391417250565
GATS7i,0.9380612725342965
GATS7m,0.999010178102261
GATS7p,1.0933794788202729
GATS7s,0.9694759283982578
GATS7v,0.9531628699173126
GATS8Z,1.2732523908078786
GATS8c,0.9297443101713941
GATS8d,1.265917765440666
GATS8i,1.1408358901085105
GATS8m,1.2630113721730407
GATS8p,1.341202159577297
GATS8s,0.9185658832624217
GATS8v,1.1609997267796663
MATS1Z,0.022076315539061746
MATS1c,-0.5384873834136071
MATS1d,0.445148045338885
MATS1i,-0.15885969219920223
MATS1m,0.0235556053012629
MATS1p,-0.007904905656825445
MATS1s,-0.09172323658356923
MATS1v,-0.005644173929920121
MATS2Z,0.1536623524919271
MATS2c,0.019248228077023165
MATS2d,0.02192741332227792
MATS2i,0.25138703598342854
MATS2m,0.15885593012957444
MATS2p,0.276357884319162
MATS2s,0.11195954305730227
MATS2v,0.2895725153201167
MATS3Z,-0.03675174973175704
MATS3c,0.07453734903819564
MATS3d,-0.20304386321759316
MATS3i,-0.20278943511066666
MATS3m,-0.03832278551692292
MATS3p,-0.10828955106643075
MATS3s,-0.027459751282965336
MATS3v,-0.11211237375839755
MATS4Z,-0.2126063956841657
MATS4c,-0.05020296112234869
MATS4d,-0.09282102848078856
MATS4i,-0.0855843746302098
MATS4m,-0.212799472607966
MATS4p,-0.11472373455842028
MATS4s,-0.153178115179581
MATS4v,-0.18690054435514866
MATS5Z,0.07566282472166709
MATS5c,0.01734293987011543
MATS5d,-0.0489821882951654
MATS5i,0.05971175552165315
MATS5m,0.07607449532252973
MATS5p,0.11841266404977034
MATS5s,0.014216300973468767
MATS5v,0.045031928392091795
MATS6Z,-0.06358686601960227
MATS6c,-0.13820017729011355
MATS6d,0.0082118898912792
MATS6i,-0.16189520609485397
MATS6m,-0.0662735879905424
MATS6p,-0.16828754152370415
MATS6s,-0.044823676931700814
MATS6v,-0.13554861848640454
MATS7Z,0.11837472642496906
MATS7c,0.15058182498422729
MATS7d,0.01876683605321873
MATS7i,0.054337019283401025
MATS7m,0.11431406273167423
MATS7p,-0.0502426673757172
MATS7s,-0.01830243472614162
MATS7v,0.07866809240291799
MATS8Z,-0.17902868969454747
MATS8c,-0.022850229660600165
MATS8d,-0.24463913948646765
MATS8i,-0.15819161083036093
MATS8m,-0.17638162035568397
MATS8p,-0.2741383719877467
MATS8s,0.11429291792066847
MATS8v,-0.1571343526954824
MAXdsN,4.410824354050364
MAXsCl,6.312711275951669
MAXsOH,9.117447022159636
MAXssO,5.288223241331903
MAXssS,1.172264555513563
MINdsN,4.410824354050364
MINsCl,6.312711275951669
MINsOH,9.117447022159636
MINssO,5.218686295827245
MINssS,1.172264555513563
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.92114483428098
SpAD_D,345.6440043432052
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,876
TMWC10,136.6474398680071
TSRW10,78.69866857127447
VE1_Dt,5.324401106155891
VE2_Dt,0.18360003814330658
VE3_Dt,2.7370109739353485
VR1_Dt,178.19828567485374
VR2_Dt,6.144768471546681
VR3_Dt,6.247607631751963
Xc-3dv,1.0250584880197247
Xc-4dv,0.0
Xc-5dv,0.19999175495149812
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.40713484026367713
Xch-7d,0.6846681556145997
Xp-0dv,17.37472412310198
Xp-1dv,9.543350339625533
Xp-2dv,7.369681912442605
Xp-3dv,5.498341259395361
Xp-4dv,3.7782524402498807
Xp-5dv,2.5669565254188202
Xp-6dv,1.4287927578091009
Xp-7dv,0.8798431885743303
Xpc-4d,5.404562842306558
Xpc-5d,7.515886203254272
Xpc-6d,11.005446410651738
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,48
nFRing,0
nHBAcc,6
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,7.506660459031068
AATS0dv,9.696725711218466
AATS0pe,6.665721739130431
AATS0se,8.108815956521736
AATS1dv,8.82175925925926
AATS1pe,6.723916666666668
AATS1se,7.997386208333327
AATS2dv,7.633477633477634
AATS2pe,6.712957142857146
AATS2se,8.096033194805194
AATS3dv,6.756066411238826
AATS3pe,6.715244827586206
AATS3se,8.080327609195399
AATS4dv,5.158730158730158
AATS4pe,6.6640459183673455
AATS4se,8.121985040816323
AATS5dv,5.066743827160494
AATS5pe,6.544728125
AATS5se,8.018607427083333
AATS6dv,4.726851851851852
AATS6pe,6.446218750000001
AATS6se,7.91751158333333
AATS7dv,5.093189964157706
AATS7pe,6.405203225806452
AATS7se,7.916226881720428
AATS8dv,5.409722222222223
AATS8pe,6.4842287500000015
AATS8se,7.965025749999997
AATSC0Z,13.243856332703217
AATSC0c,0.03141807982934932
AATSC0d,0.6810018903591684
AATSC0i,1.5325392806824552
AATSC0m,60.561713176276
AATSC0p,0.3021493810541384
AATSC0s,1.9882037849537084
AATSC0v,49.041799595019086
AATSC1Z,0.29237555135475735
AATSC1c,-0.016918239599186143
AATSC1d,0.3031466603654695
AATSC1i,-0.24345871841240163
AATSC1m,1.4265678119486502
AATSC1p,-0.002388462351501166
AATSC1s,-0.18236448614365683
AATSC1v,-0.27680044675057386
AATSC2Z,2.035082120148283
AATSC2c,0.0006047423662974367
AATSC2d,0.014932609923158077
AATSC2i,0.38526050729893807
AATSC2m,9.62058727685783
AATSC2p,0.08350136369646598
AATSC2s,0.2225983872682161
AATSC2v,14.201157264554757
AATSC3Z,-0.4867348934228542
AATSC3c,0.0023418203823501044
AATSC3d,-0.13827325467700935
AATSC3i,-0.31078277501450247
AATSC3m,-2.32089354459183
AATSC3p,-0.032719620829352564
AATSC3s,-0.05459558143467913
AATSC3v,-5.49819256598121
