DLiP-ID,C0015I
DLiP-Mol-ID,31857
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H13N3O3S2/c21-15(13-3-1-9-23-13)20-17(24)19-12-7-5-11(6-8-12)18-16(22)14-4-2-10-25-14/h1-10H,(H,18,22)(H2,19,20,21,24)"
Standard Inchi Key(RDKit),RPHXFUXPIJACLX-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NC(=S)Nc1ccc(NC(=O)c2cccs2)cc1)c1ccco1
SMILES(SDF),
MW(SDF),
MW(RDKit),371.443
MW Monoisotopic(RDKit),371.039833276
MolLogP(RDKit),3.7202
XLogP(SDF),
XLogP(CDK),2.178
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.608968490423407
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,766782.2009722881
qed,0.6089684904234072
Chi0,17.648053602125596
Chi1,12.114193540729627
TPSA,83.37
Chi0n,12.814744144215576
Chi0v,14.44773730607103
Chi1n,7.224076054519567
Chi1v,8.511977156238324
Chi2n,4.894325545272191
Chi2v,6.250268028734925
Chi3n,3.1176345800528003
Chi3v,4.190388392159328
Chi4n,1.972163751144254
Chi4v,2.80166019055916
MolMR,101.10909999999998
MolWt,371.4430000000001
fr_SH,0
Kappa1,16.872735594240034
Kappa2,7.7336412828125605
Kappa3,4.523908530931726
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,1
fr_NH0,0
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,872.5259399482634
MolLogP,3.720200000000001
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5416595465611227
SMR_VSA1,14.006225305196992
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,10.633577208012662
SMR_VSA7,70.81155692637358
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.40652140741975
NHOHCount,3
PEOE_VSA1,15.05072814506601
PEOE_VSA2,14.905862972149976
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,6.06636706846161
PEOE_VSA7,60.062505692743876
PEOE_VSA8,11.374772549367124
PEOE_VSA9,11.140310189340356
RingCount,3
SMR_VSA10,51.856228213776326
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,371.039833276
NumHDonors,3
PEOE_VSA10,0.0
PEOE_VSA11,10.8726843035992
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
PEOE_VSA14,0.0
SlogP_VSA1,15.950365812018994
SlogP_VSA2,16.926796343427768
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.226468980719385
SlogP_VSA6,64.5913132508512
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.907179729351506
EState_VSA2,16.779864032950705
EState_VSA3,16.251919743068424
EState_VSA4,0.0
EState_VSA5,17.599948873573794
EState_VSA6,42.46456947923127
EState_VSA7,11.446429838927525
EState_VSA8,15.950365812018994
