DLiP-ID,J0000N
AATSC5i,-0.04951921092171116
AATSC5m,-0.1834783943040452
AATSC5p,-0.014818192361575926
AATSC5s,-0.011900621144482143
AATSC5v,-2.442878399052597
AATSC6Z,-0.31313131313131326
AATSC6c,-0.0028712997120433122
AATSC6d,0.03124721643240163
AATSC6i,0.101146766466361
AATSC6m,-1.4495430643644838
AATSC6p,0.0148850566013612
AATSC6s,-0.22738410090519143
AATSC6v,1.6630815600572668
AATSC7Z,1.510137875101379
AATSC7c,0.002192356186974907
AATSC7d,-0.009051495399156938
AATSC7i,0.3145424075107844
AATSC7m,7.31915181330307
AATSC7p,0.013429006348899571
AATSC7s,0.9303735361965253
AATSC7v,3.164133280124439
AATSC8Z,0.09777777777777771
AATSC8c,-0.0002177548066891175
AATSC8d,-0.09973113854595338
AATSC8i,-0.30139387516011357
AATSC8m,0.6437836332814159
AATSC8p,-0.0246372691930852
AATSC8s,-0.014557060661484503
AATSC8v,-2.871511461129945
ATS0are,345.22469999999987
ATS1are,349.904
ATS2are,658.0409
ATS3are,831.82
ATS4are,934.1899
ATS5are,930.8669999999998
ATS6are,921.2079
ATS7are,806.2149999999999
ATS8are,730.5169999999999
ATSC0dv,241.99999999999994
ATSC0pe,10.89335
ATSC0se,6.75452748148148
ATSC1dv,80.11111111111111
ATSC1pe,0.0034027777777800756
ATSC1se,-0.15272036076817724
ATSC2dv,140.66666666666669
ATSC2pe,7.6075000000000035
ATSC2se,5.218216979423861
ATSC3dv,48.33333333333334
ATSC3pe,0.4374999999999949
ATSC3se,-0.2854883045267371
ATSC4dv,-1.4444444444444464
ATSC4pe,-2.0170111111111124
ATSC4se,-1.6310797256515766
ATSC5dv,20.22222222222222
ATSC5pe,0.6721555555555545
ATSC5se,0.1893997558299068
ATSC6dv,12.111111111111112
ATSC6pe,-2.139938888888893
ATSC6se,-1.3055080027434727
ATSC7dv,136.2222222222222
ATSC7pe,8.79088055555555
ATSC7se,5.9819280562414505
ATSC8dv,-24.111111111111086
ATSC8pe,0.8710138888888811
ATSC8se,0.26130453360770406
AXp-0dv,0.5953913267666143
AXp-1dv,0.3451801835058149
AXp-2dv,0.18310608377719328
AXp-3dv,0.10691472989486517
AXp-4dv,0.06472157010547065
AXp-5dv,0.03799713408758329
AXp-6dv,0.020883462023097776
AXp-7dv,0.011936009016190291
BertzCT,583.6372318583459
ECIndex,567
ETA_eta,27.606751047961726
GATS1dv,0.4200976709241174
GATS1pe,0.5688350315476037
GATS1se,0.5813880073023194
GATS2dv,0.6398476746070331
GATS2pe,0.4739164485762449
GATS2se,0.423257618467669
GATS3dv,0.7451042040962992
GATS3pe,0.6221535702243016
GATS3se,0.6159353904688878
GATS4dv,0.9480752501087432
GATS4pe,0.9360652310088745
GATS4se,0.9526882160868365
GATS5dv,0.8688288386254897
GATS5pe,0.7990735173293796
GATS5se,0.8260010126200538
GATS6dv,0.8774551894386609
GATS6pe,0.866683766737469
GATS6se,0.8625335275572213
GATS7dv,0.5810912710381857
GATS7pe,0.3114856217610024
GATS7se,0.24326006196990743
GATS8dv,0.8059504132231408
GATS8pe,0.566654114666287
GATS8se,0.5428978240230221
LogEE_A,4.15560888051625
LogEE_D,145.0083392599011
MATS1dv,0.3250187828700226
MATS1pe,0.00030669253176583396
MATS1se,-0.02219898095716108
MATS2dv,0.3077297034516287
MATS2pe,0.36972097655909353
MATS2se,0.4089975897305941
MATS3dv,0.0781530722242185
MATS3pe,0.015715611099791253
MATS3se,-0.016538953334794642
MATS4dv,-0.002120487168334062
MATS4pe,-0.065780474954179
MATS4se,-0.08578875956930238
MATS5dv,0.029686820356676823
MATS5pe,0.02192090635692028
MATS5se,0.009961726493096847
MATS6dv,0.017548567135344
MATS6pe,-0.06888314263455993
MATS6se,-0.06777313952524253
MATS7dv,0.221873680400555
MATS7pe,0.3180856773296262
MATS7se,0.3490755292963375
MATS8dv,-0.04304132231404956
MATS8pe,0.03454199121482342
MATS8se,0.01671228058928102
MAXaaCH,1.4872213281547697
MAXaasC,0.17532131075060375
MAXdssC,-0.319337023389602
MAXsCH3,2.1507805794904806
MAXssNH,2.646369205089443
MAXsssN,2.3941806789290556
MDEC-11,0.09999999999999998
MDEC-12,4.393984195120824
MDEC-13,1.1813185511069713
MDEC-14,0.1849000654084097
MDEC-22,14.784217961184993
MDEC-23,12.927183459175518
MDEC-24,2.028269050035126
MDEC-33,1.9827032282500943
MDEC-34,1.2495759747681021
MDEN-23,0.5773502691896258
MDEN-33,0.25
MINaaCH,0.9780546614881029
MINaasC,-0.7590598759682801
MINdssC,-0.319337023389602
MINsCH3,1.996794175174406
MINssNH,2.646369205089443
MINsssN,1.7812972411186696
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6785714285714288
SM1_Dzi,1.9099925228008692
SM1_Dzm,1.7801330332976701
SM1_Dzp,-8.63145372247527
SM1_Dzv,-2.9969473586904343
SddssSe,0
SpAD_Dt,395.7720791378017
SpAbs_A,31.938746200265324
SpAbs_D,290.0166785198022
SpMAD_A,1.2284133153948202
SpMAD_D,11.154487635377007
SpMax_A,2.368418793611808
SpMax_D,145.0083392599011
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,35.58
TpiPC10,7.233906580370576
VAdjMat,5.754887502163468
VE1_DzZ,5.004248585499215
VE1_Dzi,5.001654263605513
VE1_Dzm,5.0046165899661865
VE1_Dzp,4.997637332914592
VE1_Dzv,5.009654627039941
VE2_DzZ,0.1924710994422775
VE2_Dzi,0.19237131783098127
VE2_Dzm,0.19248525346023795
VE2_Dzp,0.19221682049671507
VE2_Dzv,0.1926790241169208
VE3_DzZ,2.5657987137561786
VE3_Dzi,2.565280155462947
VE3_Dzm,2.5658722494589155
VE3_Dzp,2.5644767123653573
VE3_Dzv,2.5668784210293905
VR1_DzZ,149.928467996623
VR1_Dzi,150.2876689874694
VR1_Dzm,149.8613075199329
VR1_Dzp,151.29068440878254
VR1_Dzv,149.72245768095047
VR2_DzZ,5.766479538331653
VR2_Dzi,5.780294961056516
VR2_Dzm,5.7638964430743425
VR2_Dzp,5.818872477260867
VR2_Dzv,5.758556064651941
VR3_DzZ,5.965669745357738
VR3_Dzi,5.968062695755807
VR3_Dzm,5.965221694868371
VR3_Dzp,5.974714493594309
VR3_Dzv,5.964294743110279
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.09232750021456806
Xch-7dv,0.1022888376960229
Xpc-4dv,1.471264737434579
Xpc-5dv,1.9874310600990528
Xpc-6dv,2.4836501526450556
Zagreb1,128.0
Zagreb2,145.0
fragCpx,79.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,1
nBondsM,7
nBondsO,27
nBondsS,48
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.393049999999998
AATS1are,6.361890909090909
AATS2are,6.45138137254902
AATS3are,6.027681159420291
AATS4are,6.145986184210526
AATS5are,6.124124999999999
AATS6are,5.981869480519481
AATS7are,5.88478102189781
AATS8are,5.844136
AATSC0dv,4.48148148148148
AATSC0pe,0.2017287037037037
AATSC0se,0.12508384224965705
AATSC1dv,1.4565656565656566
AATSC1pe,6.186868686872865e-05
AATSC1se,-0.002776733832148677
AATSC2dv,1.3790849673202616
AATSC2pe,0.07458333333333336
AATSC2se,0.05115898999435158
AATSC3dv,0.35024154589371986
AATSC3pe,0.0031702898550724267
AATSC3se,-0.0020687558299038924
AATSC4dv,-0.0095029239766082
AATSC4pe,-0.013269809941520477
AATSC4se,-0.010730787668760372
AATSC5dv,0.13304093567251463
AATSC5pe,0.004422076023391806
AATSC5se,0.0012460510251967552
AATSC6dv,0.07864357864357865
AATSC6pe,-0.013895707070707098
AATSC6se,-0.008477324693139433
AATSC7dv,0.9943227899432278
AATSC7pe,0.06416701135442007
AATSC7se,0.04366370843971862
AATSC8dv,-0.1928888888888887
AATSC8pe,0.006968111111111049
AATSC8se,0.0020904362688616324
AETA_eta,1.0617981172292972
ATSC0are,12.160031481481472
ATSC1are,-0.11436169410150847
ATSC2are,8.970575720164607
ATSC3are,0.028939917695472134
ATSC4are,-2.5564923182441697
ATSC5are,0.7764373113854586
ATSC6are,-2.333532373113855
ATSC7are,10.078527537722898
ATSC8are,0.7842937928669381
BCUTZ-1h,9.014095164327406
BCUTZ-1l,5.6936162749078285
BCUTc-1h,0.502222792257087
BCUTc-1l,-0.3917482824071798
BCUTd-1h,4.022104802463083
BCUTd-1l,0.9777899991768656
BCUTi-1h,17.43070008850205
BCUTi-1l,10.95479479105631
BCUTm-1h,19.005606705219634
BCUTm-1l,11.705271795250278
BCUTp-1h,1.9833270360412458
BCUTp-1l,0.5269799126716765
BCUTs-1h,8.007388981959325
BCUTs-1l,1.2189539689537237
BCUTv-1h,20.890132027629576
BCUTv-1l,13.302787689569007
BalabanJ,1.8834408269275564
Diameter,14
ETA_beta,24.5
GATS1are,0.5731917726212027
GATS2are,0.4538245716580201
GATS3are,0.6182890946065612
GATS4are,0.9376283399383
GATS5are,0.7863152686416994
GATS6are,0.8493113104563308
GATS7are,0.27938727250590745
GATS8are,0.5514409078802032
HybRatio,0.631578947368421
Lipinski,True
LogEE_Dt,197.88603956890086
MATS1are,-0.009233725319164275
MATS2are,0.3905523048745836
MATS3are,0.0009312735445803058
MATS4are,-0.07468957095186812
MATS5are,0.022684116531291352
MATS6are,-0.0672902543548286
MATS7are,0.326689803853734
MATS8are,0.027862996821554204
MAXssCH2,1.1104890672290981
MAXsssCH,0.13319897171831663
MAXssssC,-4.4206850066627785
MINssCH2,0.6004358386873268
MINsssCH,0.13319897171831663
MINssssC,-4.4206850066627785
NsssssAs,0
RotRatio,0.2222222222222222
SM1_Dzpe,1.8201630090476866
SM1_Dzse,1.6097837795551937
SMR_VSA1,17.96578232709628
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,51.74890023767672
SMR_VSA6,31.49581422765663
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,246.74456853141567
SpAD_Dzi,235.3027910021698
SpAD_Dzm,246.344801767761
SpAD_Dzp,372.92679654637027
SpAD_Dzv,323.2158411289055
SpAbs_Dt,395.7720791378017
SpDiam_A,4.736837587223617
SpDiam_D,214.51336351967666
SpMAD_Dt,15.222003043761605
SpMax_Dt,197.88603956890086
SsssssAs,0
VE1_Dzpe,5.003828035841811
VE1_Dzse,5.0041387519826745
VE2_Dzpe,0.19245492445545426
VE2_Dzse,0.1924668750762567
VE3_Dzpe,2.5657146717022328
VE3_Dzse,2.5657767654616452
VMcGowan,280.7400000000006
VR1_Dzpe,149.9624353301669
VR1_Dzse,149.95454464979755
VR2_Dzpe,5.767785974237189
VR2_Dzse,5.7674824865306755
VR3_Dzpe,5.965896276628359
VR3_Dzse,5.96584365753109
mZagreb1,9.979166666666668
mZagreb2,5.888888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,4
nBondsKS,51
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2251857681755828
AATSC1are,-0.0020793035291183357
AATSC2are,0.08794682078592753
AATSC3are,0.000209709548517914
AATSC4are,-0.016819028409501117
AATSC5are,0.00510814020648328
AATSC6are,-0.015152807617622435
AATSC7are,0.07356589443593356
AATSC8are,0.006274350342935505
AETA_beta,0.9423076923076923
BCUTdv-1h,7.014087546992301
BCUTdv-1l,0.987144440497052
BCUTpe-1h,4.00714844686661
BCUTpe-1l,2.2425645285701417
BCUTse-1h,4.030585677887192
BCUTse-1l,2.4383872230288683
ETA_alpha,11.890476190476193
ETA_dBeta,-8.5
ETA_eta_B,0.5683284439825389
ETA_eta_F,19.910602307819982
ETA_eta_L,7.762931459940194
ETA_eta_R,47.51735335578171
ETA_psi_1,0.5057727364796438
LabuteASA,152.89747728596092
LogEE_DzZ,123.43684470526826
LogEE_Dzi,117.72485675196185
LogEE_Dzm,123.24086753900733
LogEE_Dzp,185.35105516897735
LogEE_Dzv,161.2621189461423
PEOE_VSA1,15.116608065707286
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,19.913841467842857
PEOE_VSA7,50.42714410300144
PEOE_VSA8,31.363496321569247
PEOE_VSA9,5.563451491696996
SM1_Dzare,2.013449250360349
SpAD_Dzpe,243.87803387778678
SpAD_Dzse,247.3623228512003
SpAbs_DzZ,245.22507693812827
SpAbs_Dzi,233.61830791711483
SpAbs_Dzm,244.73140435379588
SpAbs_Dzp,379.33356406043004
SpAbs_Dzv,325.5211852509749
SpDiam_Dt,283.72703038335635
SpMAD_DzZ,9.490175712746757
SpMAD_Dzi,9.0501073462373
SpMAD_Dzm,9.474800067990808
SpMAD_Dzp,14.34333832870655
SpMAD_Dzv,12.431378504957904
SpMax_DzZ,123.43684470526826
SpMax_Dzi,117.72485675196185
SpMax_Dzm,123.24086753900733
SpMax_Dzp,185.35105516897735
SpMax_Dzv,161.2621189461423
VE1_Dzare,5.003144479959775
VE2_Dzare,0.19242863384460673
VE3_Dzare,2.56557805578128
VR1_Dzare,150.0162117469378
VR2_Dzare,5.769854297959147
VR3_Dzare,5.966254811596571
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4573260073260074
AETA_dBeta,-0.3269230769230769
AETA_eta_B,0.021858786307020726
AETA_eta_F,0.7657923964546147
AETA_eta_L,0.2985742869207767
AETA_eta_R,1.827590513683912
BCUTare-1h,4.124528520655729
BCUTare-1l,2.1928063903662025
ETA_beta_s,16.5
ETA_dPsi_A,0.20822726352035614
ETA_dPsi_B,0.0
ETA_eta_BR,0.7403284439825388
ETA_eta_FL,4.5829536584503625
ETA_eta_RL,12.345885118390557
LogEE_Dzpe,122.00902320847214
LogEE_Dzse,123.74307618635227
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.05180042683729
SlogP_VSA3,6.176298517443475
SlogP_VSA4,0.0
SlogP_VSA5,45.09421238278229
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,240.0745514792022
SpAbs_Dzpe,242.23649051832496
SpAbs_Dzse,245.90519930110423
SpDiam_DzZ,183.00147120045074
SpDiam_Dzi,173.82192096411333
SpDiam_Dzm,182.81192439463425
SpDiam_Dzp,274.0863382657983
SpDiam_Dzv,240.82518858076244
SpMAD_Dzpe,9.379924379914875
SpMAD_Dzse,9.513935494276934
SpMax_Dzpe,122.00902320847214
SpMax_Dzse,123.74307618635227
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6346153846153846
AETA_eta_BR,0.02847417092240534
AETA_eta_FL,0.17626744840193703
AETA_eta_RL,0.47484173532271373
DetourIndex,2494
EState_VSA1,11.73975000914047
EState_VSA2,17.760341616169594
EState_VSA3,6.544756405912575
EState_VSA4,57.45028984636499
EState_VSA5,12.13273413692322
EState_VSA6,4.899909730850478
EState_VSA7,6.923737199690624
EState_VSA8,17.140435534547432
EState_VSA9,0.0
ETA_beta_ns,8.0
ETA_shape_p,0.18422106527833396
ETA_shape_x,0.04205046055266319
ETA_shape_y,0.23548257909491385
GhoseFilter,True
LogEE_Dzare,120.11471609538418
SlogP_VSA10,23.653168601779846
SlogP_VSA11,0.0
SpAbs_Dzare,238.26804104708373
SpDiam_Dzpe,180.7953206680052
SpDiam_Dzse,183.42207176112737
SpMAD_Dzare,9.23363659535393
SpMax_Dzare,120.11471609538418
TopoPSA(NO),35.58
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.54142765894119
VSA_EState9,30.54190567439214
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.3076923076923077
EState_VSA10,17.96578232709628
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04267399267399259
FilterItLogS,-4.847653256935786
SpDiam_Dzare,177.86369396875958
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5909171075837745
ETA_epsilon_2,0.9042124542124538
ETA_epsilon_3,0.43684210526315803
ETA_epsilon_4,0.5618253968253967
ETA_epsilon_5,0.8818342151675481
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.15407500232061644
ETA_dEpsilon_B,0.029091710758377798
ETA_dEpsilon_C,-0.12498329156223864
ETA_dEpsilon_D,0.022378239044905657
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.5769230769230769
MDEDescriptor,"0.09999999999999998,4.393984195120824,1.1813185511069713,0.1849000654084097,14.784217961184993,12.927183459175518,2.028269050035126,1.9827032282500943,1.2495759747681021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.25"
APolDescriptor,57.88320399999998
BCUTDescriptor,"11.994305342184305,19.000414217079502,-0.33282908403469036,0.416759997716464,3.5994031372070316,10.584193723511941"
BPolDescriptor,39.79679599999999
TPSADescriptor,35.58
ALOGPDescriptor,"1.0807000000000013,1.1679124900000029,89.904"
XLogPDescriptor,3.9409999999999994
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,371.2184474
ChiPathDescriptor,"19.15648977056287,12.345885118390557,11.330576774654268,8.259416723897548,6.623692035766179,5.2109981786860375,3.107326214823203,2.455054378760211,15.480174495931973,9.319864954657003,6.774925099756151,4.704248115374068,3.4302432155899445,2.3938194475177488,1.2738911834089646,0.8355206311333203"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.2076303192968934,0.0,0.0,0.0,0.09232750021456805,0.1022888376960229"
AtomCountDescriptor,54
BondCountDescriptor,27
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.457062952095845,0.2886751345948129,0.5972791285011342,0.14433756729740646,0.7249509534256169,0.01349873117890097,0.0999917319855478,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,5,1,7,5,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"51.64315659895685,1.9862752538060326,19.61327268202571,2.5710427233901694,9.900220241054457"
FractionalPSADescriptor,0.09584652985109166
WienerNumbersDescriptor,"1814.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.06579908086674,5.646112531750707,7.354158456635031,1.4712647374345793,1.9874310600990537,2.227613332559028"
FractionalCSP3Descriptor,0.631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,8,0,0,4,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.290809327846365,10.51862673484295,6.8429752066115705"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,2375.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.631578947368421
AutocorrelationDescriptorMass,"32.360542356498335,30.4069027771516,46.047846712556684,44.14880593235306,43.67442438835333"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.5850306991549418,-0.43473780423236924,0.22025972341037056,-0.07339819210020557,0.029723776888676008"
EccentricConnectivityIndexDescriptor,567
AutocorrelationDescriptorPolarizability,"1536.6069461460258,1744.2233602625026,2309.9597520351576,2388.8158583293775,2191.996873902272"
