DLiP-ID,C004V0
DLiP-Mol-ID,32157
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H8BrNO2S/c15-8-3-4-11-9(6-8)10(14(17)18)7-12(16-11)13-2-1-5-19-13/h1-7H,(H,17,18)"
Standard Inchi Key(RDKit),KYHKYEUYJZTRCP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1cc(-c2cccs2)nc2ccc(Br)cc12
SMILES(SDF),
MW(SDF),
MW(RDKit),334.194
MW Monoisotopic(RDKit),332.945911596
MolLogP(RDKit),4.424
XLogP(SDF),
XLogP(CDK),3.629
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),50.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.754478172910353
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
Common Target Pref Name,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
RDKit Descriptors
Ipc,36046.11192267115
qed,0.7544781729103532
Chi0,13.405412915006313
Chi1,9.147867045540844
TPSA,50.19
Chi0n,9.630340129264253
Chi0v,12.032833249306682
Chi1n,5.52447912277762
Chi1v,7.197130203589868
Chi2n,3.998981499589241
Chi2v,5.862351221379805
Chi3n,2.7747658186945725
Chi3v,4.1603899414521965
Chi4n,1.9254720389778608
Chi4v,2.972750902809605
MolMR,79.71530000000003
MolWt,334.194
fr_SH,0
Kappa1,12.320787865222709
Kappa2,4.752720761670025
Kappa3,2.2655150794508705
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,768.4669419022703
MolLogP,4.424000000000001
NOCount,3
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,2.3381687083174234
SMR_VSA1,9.901064578912528
