DLiP-ID,C001LW
DLiP-Mol-ID,32565
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H27N3O4/c1-2-13-29-14-12-25-21-17-8-9-19(30)22(21)33-23(25)18(10-11-26(25,32)20(29)15-17)27-28-24(31)16-6-4-3-5-7-16/h2-9,20,23,30,32H,1,10-15H2,(H,28,31)/b27-18+/t20-,23+,25+,26-/m1/s1"
Standard Inchi Key(RDKit),AKXCFAYOTIEFOH-XTNAHFASSA-N
Canonical SMILES(RDKit),C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2/C(=N/NC(=O)c2ccccc2)CC[C@@]3(O)[C@H]1C5
SMILES(SDF),
MW(SDF),
MW(RDKit),445.519
MW Monoisotopic(RDKit),445.200156344
MolLogP(RDKit),2.5183
XLogP(SDF),
XLogP(CDK),2.582
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),94.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),6
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.496725103565573
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,54938291.3942508
qed,0.4967251035655733
Chi0,22.794317972067564
Chi1,15.992167280567008
TPSA,94.39
Chi0n,18.328601123129648
Chi0v,18.328601123129648
Chi1n,11.505383206235171
Chi1v,11.505383206235171
Chi2n,9.505062088983598
Chi2v,9.505062088983598
Chi3n,8.08934578066943
Chi3v,8.08934578066943
Chi4n,6.70527760988937
Chi4v,6.70527760988937
MolMR,123.60680000000002
MolWt,445.5190000000003
fr_SH,0
Kappa1,20.447162017344166
Kappa2,7.168741143340365
Kappa3,2.6323472497897256
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1179.5595121575097
MolLogP,2.518300000000001
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4341223675266341
SMR_VSA1,19.744454927553285
SMR_VSA2,0.0
SMR_VSA3,10.325701127960862
SMR_VSA4,5.101407525739723
SMR_VSA5,48.84513498898076
SMR_VSA6,13.08951281182515
SMR_VSA7,71.80987974475464
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,191.92344847466148
NHOHCount,3
PEOE_VSA1,14.94991774348146
