DLiP-ID,I001EH
AATSC5Z,-2.9308128544423435
AATSC5c,0.0015219700242101218
AATSC5d,0.010910072913853625
AATSC5i,0.12116670413130114
AATSC5m,-14.299113275861917
AATSC5p,0.0060522189819002216
AATSC5s,-0.5629380542951311
AATSC5v,-3.4692904119419063
AATSC6Z,0.6321843703495152
AATSC6c,-0.0017380221799521334
AATSC6d,-0.023528938583437242
AATSC6i,-0.22381445409091297
AATSC6m,3.4493474701162365
AATSC6p,-0.02487743555258059
AATSC6s,-0.32217492100193285
AATSC6v,-6.374761532659643
AATSC7Z,2.6061880328691034
AATSC7c,-0.0010744329319004992
AATSC7d,-0.003375641371860671
AATSC7i,-0.1839301451144848
AATSC7m,12.870952522481767
AATSC7p,-0.024076703648337038
AATSC7s,0.25063673060183034
AATSC7v,-2.1124493551553503
AATSC8Z,3.1094670056276215
AATSC8c,0.001435533999302573
AATSC8d,0.025574169437020608
AATSC8i,0.2162644386430327
AATSC8m,15.530116023624053
AATSC8p,0.046801067418968
AATSC8s,0.4405033828101456
AATSC8v,8.53040841296701
ATS0are,290.90229999999985
ATS1are,313.50399999999996
ATS2are,536.6610000000001
ATS3are,699.9916999999998
ATS4are,733.3870000000003
ATS5are,680.5269000000001
ATS6are,586.0120000000001
ATS7are,591.4547999999999
ATS8are,517.5418999999999
ATSC0dv,184.88459473966725
ATSC0pe,5.4031239130434745
ATSC0se,3.6580914130434765
ATSC1dv,46.17777155437308
ATSC1pe,-0.05531025519848916
ATSC1se,-0.167926418241966
ATSC2dv,19.375647298912675
ATSC2pe,-0.03842192816635309
ATSC2se,0.08185189792060465
ATSC3dv,6.672291068636357
ATSC3pe,1.8923200378071816
ATSC3se,1.2123442117202263
ATSC4dv,-98.01854833899925
ATSC4pe,-2.2166336956521753
ATSC4se,-1.7182848369565225
ATSC5dv,-103.23084941694482
ATSC5pe,-2.8588393667296783
ATSC5se,-1.6611650080340277
ATSC6dv,-55.44616625306956
ATSC6pe,-0.9498336483931938
ATSC6se,-0.4068142353497164
ATSC7dv,22.907878052385524
ATSC7pe,1.543409924385634
ATSC7se,1.2464295982986768
ATSC8dv,68.87064912703786
ATSC8pe,1.7667352079395093
ATSC8se,1.0417088275047264
AXp-0dv,0.5931325936417237
AXp-1dv,0.3157589809320629
AXp-2dv,0.17042350802401737
AXp-3dv,0.09244526052832786
AXp-4dv,0.050917277256821616
AXp-5dv,0.02796560211884108
AXp-6dv,0.014850745396546764
AXp-7dv,0.007858906421549504
BertzCT,1053.202873011093
ECIndex,718
ETA_eta,22.114009525485706
GATS1dv,0.49422398735362205
GATS1pe,0.6164206100724884
GATS1se,0.6362044207733877
GATS2dv,0.820740947348629
GATS2pe,0.7755136650588439
GATS2se,0.7232121757719882
GATS3dv,0.9546358633890204
GATS3pe,0.7554037709034095
GATS3se,0.7440648238455578
GATS4dv,1.3070854140053418
GATS4pe,1.3850320889244028
GATS4se,1.4999232760989851
GATS5dv,1.4315427111501895
GATS5pe,1.6528176505206709
GATS5se,1.748503305785324
GATS6dv,1.1262838446371164
GATS6pe,1.1304320352449004
GATS6se,1.126136995860558
GATS7dv,0.8797375035253908
GATS7pe,0.7700817167511127
GATS7se,0.6688942678759512
GATS8dv,0.7820260806479813
GATS8pe,0.7219147460545794
GATS8se,0.6423630975037514
LogEE_A,4.2727399812428555
LogEE_D,164.53865847658224
MATS1dv,0.23447362454446397
MATS1pe,-0.009609980055821426
MATS1se,-0.04309493425990884
MATS2dv,0.05738971132653616
MATS2pe,-0.0038941508743400247
MATS2se,0.012253290944361728
MATS3dv,0.014822247706421975
MATS3pe,0.14384324423776235
MATS3se,0.13611663316588737
MATS4dv,-0.21206428470044777
MATS4pe,-0.16410015623007163
MATS4se,-0.18788867121578415
MATS5dv,-0.24461174614234657
MATS5pe,-0.23179996113359555
MATS5se,-0.19894212515172488
MATS6dv,-0.1467576589183168
MATS6pe,-0.08602656877695011
MATS6se,-0.05442163253511168
MATS7dv,0.05815886103599496
MATS7pe,0.13408127062581293
MATS7se,0.15993553057532653
MATS8dv,0.1969572762748292
MATS8pe,0.172888105493269
MATS8se,0.1505671983751826
MAXaaCH,1.8728969493232315
MAXaaNH,3.043973760349676
MAXaaaC,0.7888213877985915
MAXaasC,0.8375348711513243
MAXdssC,-0.05508858468905342
MAXsssN,1.7146772407820388
MDEC-22,15.283729155122405
MDEC-23,21.67364265557411
MDEC-33,7.99592562335302
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.5742456118249768
MINaaNH,3.043973760349676
MINaaaC,0.7135336555903491
MINaasC,0.3648995711946652
MINdssC,-0.5350130513893137
MINsssN,1.521750637755102
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.007142857142857
SM1_Dzi,1.2420033006675162
SM1_Dzm,2.0249793912848943
SM1_Dzp,-4.348969231169468
SM1_Dzv,-1.930903462271982
SddssSe,0
SpAD_Dt,566.9126579071269
SpAbs_A,37.212122315757384
SpAbs_D,329.0773169531644
SpMAD_A,1.3290043684199067
SpMAD_D,11.752761319755875
SpMax_A,2.4710338173831903
SpMax_D,164.53865847658224
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.462671830581865
VAdjMat,5.954196310386875
VE1_DzZ,5.227676506841805
VE1_Dzi,5.221891799845646
VE1_Dzm,5.227753027469543
VE1_Dzp,5.240691990275289
VE1_Dzv,5.236439365193601
VE2_DzZ,0.1867027323872073
VE2_Dzi,0.18649613570877308
VE2_Dzm,0.1867054652667694
VE2_Dzp,0.18716757108126034
VE2_Dzv,0.1870156916140572
VE3_DzZ,2.6835863339899957
VE3_Dzi,2.682479167183234
VE3_Dzm,2.683600971480973
VE3_Dzp,2.6860729660079
VE3_Dzv,2.685261174083003
VR1_DzZ,171.8797292711644
VR1_Dzi,172.83167979139742
VR1_Dzm,171.86303535563235
VR1_Dzp,171.5275280563535
VR1_Dzv,171.63795797376642
VR2_DzZ,6.138561759684443
VR2_Dzi,6.172559992549908
VR2_Dzm,6.137965548415441
VR2_Dzp,6.125983144869768
VR2_Dzv,6.129927070491658
VR3_DzZ,6.176414400982945
VR3_Dzi,6.181937588873976
VR3_Dzm,6.176317270702612
VR3_Dzp,6.174363184354373
VR3_Dzv,6.175006780087163
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.16304900132889857
Xch-7dv,0.24145951932214532
Xpc-4dv,2.089081590682622
Xpc-5dv,2.768689194759178
Xpc-6dv,3.445268591322678
Zagreb1,150.0
Zagreb2,180.0
fragCpx,205.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,31
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.323963043478257
AATS1are,6.39804081632653
AATS2are,6.388821428571429
AATS3are,6.249925892857141
AATS4are,6.377278260869567
AATS5are,6.481208571428572
AATS6are,6.234170212765958
AATS7are,6.035253061224489
AATS8are,5.948757471264367
AATSC0dv,4.019230320427549
AATSC0pe,0.1174592155009451
AATSC0se,0.07952372637051036
AATSC1dv,0.9424035011096548
AATSC1pe,-0.0011287807183365133
AATSC1se,-0.0034270697600401225
AATSC2dv,0.2306624678441985
AATSC2pe,-0.0004574039067422987
AATSC2se,0.0009744273561976745
AATSC3dv,0.0595740273985389
AATSC3pe,0.016895714623278407
AATSC3se,0.010824501890359163
AATSC4dv,-0.8523352029478196
AATSC4pe,-0.01927507561436674
AATSC4se,-0.014941607277882804
AATSC5dv,-0.9831509468280459
AATSC5pe,-0.027227041587901697
AATSC5se,-0.015820619124133597
AATSC6dv,-0.5898528324794634
AATSC6pe,-0.010104613280778657
AATSC6se,-0.004327811014358685
AATSC7dv,0.2337538576774033
AATSC7pe,0.0157490808610779
AATSC7se,0.012718669370394661
AATSC8dv,0.7916166566326192
AATSC8pe,0.020307301240684014
AATSC8se,0.011973664683962371
AETA_eta,0.7897860544816323
ATSC0are,5.647897826086955
ATSC1are,-0.1372563799621931
ATSC2are,0.014821361058600964
ATSC3are,1.9447879017013228
ATSC4are,-2.3103749999999996
ATSC5are,-2.6073993856332693
ATSC6are,-1.105471644612476
ATSC7are,1.3014285444234408
ATSC8are,1.715562807183365
BCUTZ-1h,35.000418261349665
BCUTZ-1l,5.675810516539562
BCUTc-1h,0.4651809573237996
BCUTc-1l,-0.40824242428623514
BCUTd-1h,3.274619454029962
BCUTd-1l,0.9762359012228123
BCUTi-1h,14.548624417088277
BCUTi-1l,10.935437456231833
BCUTm-1h,79.90417862730375
BCUTm-1l,11.687414897021364
BCUTp-1h,3.058991924575392
BCUTp-1l,0.7465779132228115
BCUTs-1h,7.01054641151455
BCUTs-1l,1.0433108490621752
BCUTv-1h,26.52389309470813
BCUTv-1l,14.701658539755853
BalabanJ,1.2797942802936233
Diameter,15
ETA_beta,37.25
GATS1are,0.6458362844474401
GATS2are,0.7896996359498565
GATS3are,0.761016397515241
GATS4are,1.4212648569129032
GATS5are,1.693585878239422
GATS6are,1.1648369927589488
GATS7are,0.785744308427623
GATS8are,0.7113617136104705
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,283.45632895356346
MATS1are,-0.022814316422761237
MATS2are,0.0014370762144173639
MATS3are,0.14142468552170046
MATS4are,-0.1636272518478403
MATS5are,-0.20225033983127125
MATS6are,-0.09578351137351038
MATS7are,0.10815964482768788
MATS8are,0.1606047441612006
MAXssCH2,0.40890909758965366
MINssCH2,0.342457089317209
NsssssAs,0
RotRatio,0.0967741935483871
SM1_Dzpe,1.3982289357901356
SM1_Dzse,1.3132134234848372
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,26.1790256236503
SMR_VSA7,70.32740261853237
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,267.1618812648371
SpAD_Dzi,261.90317887182056
SpAD_Dzm,267.1976418806744
SpAD_Dzp,348.8466214506626
SpAD_Dzv,323.53045606862554
SpAbs_Dt,566.9126579071269
SpDiam_A,4.855122345793392
SpDiam_D,254.18132302269748
SpMAD_Dt,20.246880639540247
SpMax_Dt,283.45632895356346
SsssssAs,0
VE1_Dzpe,5.2238732847654985
VE1_Dzse,5.224544173644531
VE2_Dzpe,0.18656690302733922
VE2_Dzse,0.18659086334444752
VE3_Dzpe,2.6828585524992103
VE3_Dzse,2.682986971732577
VMcGowan,285.3600000000004
VR1_Dzpe,172.4982184408157
VR1_Dzse,172.43402029474157
VR2_Dzpe,6.16065065860056
VR2_Dzse,6.158357867669342
VR3_Dzpe,6.18000632571991
VR3_Dzse,6.179634089439238
mZagreb1,8.61111111111111
mZagreb2,6.138888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12278038752362945
AATSC1are,-0.002801150611473328
AATSC2are,0.00017644477450715434
AATSC3are,0.01736417769376181
AATSC4are,-0.020090217391304344
AATSC5are,-0.024832375101269233
AATSC6are,-0.011760336644813574
AATSC7are,0.013279883106361641
AATSC8are,0.019719112726245575
AETA_beta,1.3303571428571428
BCUTdv-1h,6.025258501730807
BCUTdv-1l,0.25601284712686573
BCUTpe-1h,3.496042319145166
BCUTpe-1l,2.2230670617791906
BCUTse-1h,3.7088174449872415
BCUTse-1l,2.4190995942671583
ETA_alpha,14.033333333333335
ETA_dBeta,0.75
ETA_eta_B,0.35566291430929553
ETA_eta_F,28.66797358637767
ETA_eta_L,6.078570715524495
ETA_eta_R,50.781983111863376
ETA_psi_1,0.6057553956834536
LabuteASA,169.7998671717369
LogEE_DzZ,133.3945038199871
LogEE_Dzi,130.8879232474687
LogEE_Dzm,133.37135878910144
LogEE_Dzp,173.49138874722357
LogEE_Dzv,161.3514630066831
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,34.12904510333418
PEOE_VSA8,47.798264417257585
PEOE_VSA9,11.080152209313258
SM1_Dzare,1.5017373553477598
SpAD_Dzpe,267.82221854637976
SpAD_Dzse,270.06929577247246
SpAbs_DzZ,265.58484044851053
SpAbs_Dzi,260.83860461410546
SpAbs_Dzm,265.60658664466484
SpAbs_Dzp,351.33174672561665
SpAbs_Dzv,324.6338294756381
SpDiam_Dt,403.31500899649586
SpMAD_DzZ,9.541495759458469
SpMAD_Dzi,9.353684959707877
SpMAD_Dzm,9.5427729243098
SpMAD_Dzp,12.458807908952236
SpMAD_Dzv,11.554659145308054
SpMax_DzZ,133.3945038199871
SpMax_Dzi,130.8879232474687
SpMax_Dzm,133.37135878910144
SpMax_Dzp,173.49138874722357
SpMax_Dzv,161.3514630066831
VE1_Dzare,5.222710734075043
VE2_Dzare,0.18652538335982297
VE3_Dzare,2.682635982002834
VR1_Dzare,172.60373575014162
VR2_Dzare,6.164419133933629
VR3_Dzare,6.180617839571586
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5011904761904763
AETA_dBeta,0.026785714285714284
AETA_eta_B,0.012702246939617698
AETA_eta_F,1.0238561995134883
AETA_eta_L,0.21709181126873195
AETA_eta_R,1.8136422539951205
BCUTare-1h,3.5499103127789073
BCUTare-1l,2.1727554409105756
ETA_beta_s,18.25
ETA_dPsi_A,0.10824460431654637
ETA_dPsi_B,0.0
ETA_eta_BR,0.6996629143092955
ETA_eta_FL,7.4799799325393055
ETA_eta_RL,13.5585506480638
LogEE_Dzpe,133.90244826862283
LogEE_Dzse,135.03413699368912
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,59.20049963513837
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,265.3073420973633
SpAbs_Dzpe,266.6237366014167
SpAbs_Dzse,268.94368426662834
SpDiam_DzZ,212.31610597878267
SpDiam_Dzi,206.61170617099538
SpDiam_Dzm,212.30578722768186
SpDiam_Dzp,279.6461804597561
SpDiam_Dzv,259.1758923731394
SpMAD_Dzpe,9.565079233799278
SpMAD_Dzse,9.645331991874016
SpMax_Dzpe,133.90244826862283
SpMax_Dzse,135.03413699368912
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6517857142857143
AETA_eta_BR,0.024987961225331982
AETA_eta_FL,0.26714214044783235
AETA_eta_RL,0.4842339517165643
DetourIndex,3828
EState_VSA1,11.690424675716445
EState_VSA2,5.907179729351506
EState_VSA3,42.69215282150909
EState_VSA4,9.989420233448676
EState_VSA5,4.899909730850478
EState_VSA6,23.229487439386773
EState_VSA7,36.39820241076966
EState_VSA8,20.913922418896558
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.16627078384798097
ETA_shape_x,0.0
ETA_shape_y,0.342042755344418
GhoseFilter,True
LogEE_Dzare,132.63569897383715
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,264.0201386499224
SpDiam_Dzpe,212.14779500200478
SpDiam_Dzse,214.11316445224327
SpMAD_Dzare,9.475262217762975
SpMax_Dzare,132.63569897383715
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.8375348711513243
VSA_EState9,63.308843080632066
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6785714285714286
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0011904761904762498
ETA_dAlpha_B,0.0
FilterItLogS,-4.802963734681776
SpDiam_Dzare,209.9099734365766
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6210144927536233
ETA_epsilon_2,0.827380952380952
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5461111111111112
ETA_epsilon_5,0.8091954022988502
AETA_beta_ns_d,0.017857142857142856
ETA_dEpsilon_A,0.1774247491638798
ETA_dEpsilon_B,0.07490338164251209
ETA_dEpsilon_C,-0.1025213675213677
ETA_dEpsilon_D,0.018185550082101765
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,0.0,0.0,0.0,15.283729155122405,21.67364265557411,0.0,7.99592562335302,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,57.71827399999997
BCUTDescriptor,"11.850000000000012,78.91833750793327,-0.28311271107280656,0.2745719608791522,5.423164963395961,10.823326564787646"
BPolDescriptor,28.46172599999999
TPSADescriptor,73.48
ALOGPDescriptor,"3.1895999999999987,10.173548159999992,109.4973"
XLogPDescriptor,3.63
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,439.05315368
ChiPathDescriptor,"19.672997628507925,13.558550648063804,12.127401859423822,11.062772635297646,8.868235576022105,6.73224467119331,4.478181483058364,3.2663466317647973,16.60771262196826,9.78852840889395,7.498634353056765,5.639160892227995,3.9206303487752647,2.5728353949333806,1.4405223034650358,0.8566207999488958"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.43258928054836454,0.6518130178574782,0.0,0.0,0.036084391824351615,0.16304900132889857,0.24145951932214535"
AtomCountDescriptor,46
BondCountDescriptor,31
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.721300820049005,0.0,0.6856898218138113,0.0,0.9395691823631499,0.0,0.19465027106072658,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,0,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"57.44726886164035,2.0516881736300125,20.23041767767122,7.702554189522208,9.97000731323662"
FractionalPSADescriptor,0.16736014622401563
WienerNumbersDescriptor,"2228.0,47.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.070813856366015,7.885179766430743,10.656355217380153,2.089081590682622,2.768689194759178,3.1409674666944283"
FractionalCSP3Descriptor,0.19047619047619047
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,9.427685950413224,4.541789841440473"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1645.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"74.66143880176767,38.97840685798585,59.23627942357668,70.73741117954866,64.82604717153473"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6116561957262384,-0.3073571242671216,-0.06777709104017089,0.2199540634819012,-0.23370212947690597"
EccentricConnectivityIndexDescriptor,718
AutocorrelationDescriptorPolarizability,"2039.1233828352924,2411.666131066696,3386.6455169741566,3360.4846689484184,2881.4341168758124"
