DLiP-ID,C000CS
DLiP-Mol-ID,30475
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H8ClNO2S/c15-13-6-5-12(19-13)11-7-9(14(17)18)8-3-1-2-4-10(8)16-11/h1-7H,(H,17,18)"
Standard Inchi Key(RDKit),GNBCDNSGZAPUEF-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1cc(-c2ccc(Cl)s2)nc2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),289.743
MW Monoisotopic(RDKit),288.996427176
MolLogP(RDKit),4.3149
XLogP(SDF),
XLogP(CDK),3.078
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),50.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.764359101876601
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,34594.544858595924
qed,0.7643591018766006
Chi0,13.405412915006313
Chi1,9.147867045540842
TPSA,50.19
Chi0n,9.630340129264251
Chi0v,11.202765656210433
Chi1n,5.537559206352556
Chi1v,6.732020260289509
Chi2n,3.9811160610127714
Chi2v,5.696200162352026
Chi3n,2.772241860304181
Chi3v,4.025904801000784
Chi4n,1.9305258533278817
Chi4v,2.934268140333846
MolMR,77.02530000000003
MolWt,289.743
fr_SH,0
Kappa1,12.140659924413075
Kappa2,4.643345987399247
