DLiP-ID,C100JM
DLiP-Mol-ID,36496
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H15N3O2/c1-21-15-4-2-3-12(9-15)10-19-11-16(17-18-19)13-5-7-14(20)8-6-13/h2-9,11,20H,10H2,1H3"
Standard Inchi Key(RDKit),FXULPXRRIHJEOR-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(Cn2cc(-c3ccc(O)cc3)nn2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),281.315
MW Monoisotopic(RDKit),281.11642672
MolLogP(RDKit),2.7076
XLogP(SDF),
XLogP(CDK),3.132
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),60.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.798450670546563
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
Common Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
RDKit Descriptors
Ipc,107559.71270161029
qed,0.7984506705465628
Chi0,14.656489770562878
Chi1,10.241514740667453
TPSA,60.17
Chi0n,11.600361876356878
Chi0v,11.600361876356878
Chi1n,6.568975622239677
Chi1v,6.568975622239677
Chi2n,4.699765098065493
Chi2v,4.699765098065493
Chi3n,3.18044062269707
Chi3v,3.18044062269707
Chi4n,2.0980197666747697
Chi4v,2.0980197666747697
MolMR,79.21880000000002
MolWt,281.315
fr_SH,0
Kappa1,13.176433486137155
Kappa2,5.6636735958285
Kappa3,3.0243327860421494
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,735.2878319041491
MolLogP,2.7076000000000002
NOCount,5
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.7960434905415452
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,7.109797541277533
SMR_VSA7,60.29123161100295
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,121.97858974843325
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,0.0
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,17.34611923257809
PEOE_VSA7,41.96165390246666
PEOE_VSA8,5.563451491696996
PEOE_VSA9,19.851397518803186
RingCount,3
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,281.11642672
NumHDonors,1
PEOE_VSA10,17.19295166141627
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,27.210194775219332
SlogP_VSA3,6.544756405912575
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.749511833283905
EState_VSA3,6.544756405912575
EState_VSA4,22.570342811526356
EState_VSA5,0.0
EState_VSA6,23.924334613345938
EState_VSA7,42.595045982382736
EState_VSA8,10.312066903955905
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
