DLiP-ID,T004P0
DLiP-Mol-ID,20425
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17NO4/c1-20-15(19)12-9-5-6-10-16(12)14(18)13(17)11-7-3-2-4-8-11/h2-4,7-8,12H,5-6,9-10H2,1H3"
Standard Inchi Key(RDKit),OSSJJUINWCSLDC-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)C1CCCCN1C(=O)C(=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),275.304
MW Monoisotopic(RDKit),275.115758024
MolLogP(RDKit),1.4234
XLogP(SDF),
XLogP(CDK),1.853
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),63.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.475298016097448
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,40142.0503728934
qed,0.4752980160974478
Chi0,14.535169427003234
Chi1,9.647065707741406
TPSA,63.68
Chi0n,11.372735497239358
Chi0v,11.372735497239358
Chi1n,6.6303853524872025
Chi1v,6.6303853524872025
Chi2n,4.7284358555745944
Chi2v,4.7284358555745944
Chi3n,3.467143351604012
Chi3v,3.467143351604012
Chi4n,2.39915424417873
Chi4v,2.39915424417873
MolMR,72.14050000000003
MolWt,275.304
fr_SH,0
Kappa1,14.243572651182891
Kappa2,6.321165095822189
Kappa3,2.8698306395965023
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,511.8646153927762
MolLogP,1.4233999999999998
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.1759590084890696
SMR_VSA1,19.120474506015512
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,25.30430569792599
SMR_VSA6,13.65455394719011
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,117.06799619537881
NHOHCount,0
PEOE_VSA1,9.636772684650527
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,19.26246486877803
PEOE_VSA8,12.10820789760957
PEOE_VSA9,7.109797541277533
RingCount,2
SMR_VSA10,17.659729963668294
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,275.115758024
NumHDonors,0
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,5.783244946364939
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,42.25603447085684
SlogP_VSA3,14.325937321943691
SlogP_VSA4,0.0
