DLiP-ID,C0008L
DLiP-Mol-ID,30439
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10Cl2N2O3S/c1-20-12(18)11-10(4-5-21-11)17-13(19)16-7-2-3-8(14)9(15)6-7/h2-6H,1H3,(H2,16,17,19)"
Standard Inchi Key(RDKit),KKQMABIOYQQXFZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)c1sccc1NC(=O)Nc1ccc(Cl)c(Cl)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),345.207
MW Monoisotopic(RDKit),343.97891854
MolLogP(RDKit),4.4855
XLogP(SDF),
XLogP(CDK),3.478
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),67.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.805921900219707
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,60815.34558151469
qed,0.8059219002197073
Chi0,15.405412915006313
Chi1,10.007239053047547
TPSA,67.42999999999999
Chi0n,10.775673453822035
Chi0v,13.104027926786674
Chi1n,5.698453944437064
Chi1v,7.334035701710414
Chi2n,3.8629935724358897
Chi2v,5.59350990375239
Chi3n,2.46168624192378
Chi3v,4.095163177513613
Chi4n,1.5170156133207777
Chi4v,2.5809114467563607
MolMR,84.76190000000001
MolWt,345.2070000000001
fr_SH,0
Kappa1,15.625492665093974
Kappa2,6.797824876212794
Kappa3,3.873691978854904
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,687.8059380702724
MolLogP,4.485500000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,2.0655697878082884
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,17.743374749290194
SMR_VSA7,44.5679448654963
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,134.36653318973615
NHOHCount,2
PEOE_VSA1,15.37044016181271
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,23.20187978046503
PEOE_VSA7,29.645531044312353
PEOE_VSA8,5.687386274683562
PEOE_VSA9,22.84245044344375
RingCount,2
