DLiP-ID,C100NM
C2SP2,15
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.08333333333333333
GGI10,0.20579736761554945
JGI10,0.007622124726501831
JGT10,0.45389240097953953
Kier1,26.074074074074073
Kier2,11.82314494425221
Kier3,6.415682780129205
MAXdO,12.837257964531592
MID_C,49.820875631548596
MID_N,6.4833566919206405
MID_O,8.762747250884392
MID_X,0.0
MID_h,17.27914870771149
MINdO,11.278765885836208
MPC10,151
MWC01,36.0
MWC02,5.1647859739235145
MWC03,6.018593214496234
MWC04,6.900730664045173
MWC05,7.771910256435763
MWC06,8.655737000864297
MWC07,9.533944453604027
MWC08,10.419151452942367
MWC09,11.301376930874744
MWC10,12.188046139995496
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,1
NdCH2,0
NddsN,0
NdsCH,1
NdssC,5
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.158920000000002
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.6240175061873385
SRW05,3.044522437723423
SRW06,7.134890851565884
SRW07,5.41610040220442
SRW08,8.72534492491121
SRW09,7.496097345175956
SRW10,10.358155438089856
SaaCH,18.817097550471225
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.8070123666455475
SaasN,1.713595555378564
SdCH2,0
SddsN,0
SdsCH,1.5531637902074409
SdssC,-2.4263659781350047
SdssS,0
SsCH3,1.8469553235802008
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.717760128460574
SssPH,0
SssSe,0
SsssB,0
SsssN,0.9051951895440349
SsssP,0
VE1_A,4.683492018245153
VE1_D,5.6583600268207705
VE2_A,0.14192400055288343
VE2_D,0.17146545535820518
VE3_A,2.7379664579093883
VE3_D,2.927056570790965
VR1_A,441.6371018113217
VR1_D,221.70627099047613
VR2_A,13.38294247913096
VR2_D,6.718371848196246
VR3_A,7.284410976688992
VR3_D,6.595275870623737
WPath,3534
Xc-3d,2.3913619387582954
Xc-4d,0.0
Xc-5d,0.6916180702140928
Xc-6d,0.0
Xp-0d,23.534804948073724
Xp-1d,15.829407595892903
Xp-2d,14.615756346051393
Xp-3d,12.120130908588584
Xp-4d,9.94230057346572
Xp-5d,7.708065927089744
Xp-6d,4.769672664011654
Xp-7d,3.6041548733036355
ZMIC0,103.95443450264536
ZMIC1,63.88274026218082
ZMIC2,36.299279172670666
ZMIC3,27.602314215331013
ZMIC4,26.835468992163474
ZMIC5,26.835468992163474
nAcid,1
nAtom,52
nBase,0
nRing,4
piPC1,3.9219733362813143
piPC2,4.502583597212991
piPC3,5.039384707382242
piPC4,5.575238623542718
piPC5,6.017071375821756
piPC6,6.231956736756805
piPC7,6.630394755602228
piPC8,6.961681042879369
piPC9,7.250291680616629
AATS0Z,30.884615384615383
AATS0d,3.7115384615384617
AATS0i,158.1693530627564
AATS0m,122.65222830769234
AATS0p,1.7430243306179032
AATS0s,6.686497573071647
AATS0v,253.14750821971288
AATS1Z,29.836363636363636
AATS1d,4.345454545454546
AATS1i,144.68885616786818
AATS1m,115.31787210909091
AATS1p,1.9971653373818183
AATS1s,3.657463524130191
AATS1v,292.7375142206257
AATS2Z,28.43820224719101
AATS2d,4.078651685393258
AATS2i,149.5571423037168
AATS2m,109.17794434831461
AATS2p,1.815683214937034
AATS2s,3.8478637813843806
AATS2v,261.7498207977766
AATS3Z,23.321428571428573
AATS3d,3.4464285714285716
AATS3i,153.58378554727295
AATS3m,87.03136660714286
AATS3p,1.5936883668566335
AATS3s,3.66779651675485
AATS3v,226.38343385667304
AATS4Z,21.057377049180328
AATS4d,3.122950819672131
AATS4i,156.77388090189464
AATS4m,77.32642617213115
AATS4p,1.4616213316150573
AATS4s,3.9569419145921882
AATS4v,204.0773920096763
AATS5Z,23.52542372881356
AATS5d,3.1016949152542375
AATS5i,156.97444681664965
AATS5m,88.47066973728813
AATS5p,1.479167376746873
AATS5s,4.393413894120109
AATS5v,206.02559450804102
AATS6Z,21.3125
AATS6d,3.125
AATS6i,156.65484257086766
AATS6m,78.58318419642858
AATS6p,1.4659217248891427
AATS6s,3.7956900352733682
AATS6v,203.88495936592432
AATS7Z,23.0
AATS7d,3.087378640776699
AATS7i,158.28926853362282
AATS7m,85.76459972815535
AATS7p,1.479891646842087
AATS7s,4.108893683327341
AATS7v,209.2943893887394
AATS8Z,23.989473684210527
AATS8d,3.0736842105263156
AATS8i,156.14842149830423
AATS8m,89.0711331263158
AATS8p,1.5307395080593786
AATS8s,4.34743339831059
AATS8v,212.72987178949256
AMID_C,1.509723503986321
AMID_N,0.19646535430062548
AMID_O,0.2655377954813452
AMID_X,0.0
AMID_h,0.5236105669003481
ATS0dv,508.44444444444446
ATS0pe,341.5691999999999
ATS0se,414.7305369999999
ATS1dv,489.3333333333333
ATS1pe,365.2125
ATS1se,433.67565199999996
ATS2dv,683.0
ATS2pe,587.5972999999999
ATS2se,703.7284559999998
ATS3dv,672.0
ATS3pe,727.9004000000001
ATS3se,882.4516339999999
ATS4dv,690.0
ATS4pe,787.6827999999998
ATS4se,963.661962
ATS5dv,736.3333333333333
ATS5pe,763.5522
ATS5se,933.664098
ATS6dv,637.6666666666666
ATS6pe,720.5891
ATS6se,884.1082779999999
ATS7dv,601.3333333333333
ATS7pe,673.0335000000001
ATS7se,823.2787599999999
ATS8dv,527.3333333333334
ATS8pe,628.9107000000001
ATS8se,768.1107099999999
ATSC0Z,498.3076923076923
ATSC0c,1.3390636147461512
ATSC0d,33.75
ATSC0i,83.0432970092669
ATSC0m,2282.2453707692307
ATSC0p,14.409493701544669
ATSC0s,138.43670861031967
ATSC0v,2501.1502438042626
ATSC1Z,15.674556213017794
ATSC1c,-0.9080781243106637
ATSC1d,10.1875
ATSC1i,-8.555633429242908
ATSC1m,76.60673930177556
ATSC1p,0.6709572432645978
ATSC1s,-10.404633104642002
ATSC1v,80.63323270160441
ATSC2Z,111.47337278106512
ATSC2c,0.4682839474296251
ATSC2d,-4.9375
ATSC2i,-9.625283943272215
ATSC2m,487.1861494911249
ATSC2p,-0.5461192559370536
ATSC2s,19.377286025478696
ATSC2v,-53.21649667209867
ATSC3Z,-60.66272189349109
ATSC3c,-0.0212554364260616
ATSC3d,-11.25
ATSC3i,-7.17117731272717
ATSC3m,-300.56317888757366
ATSC3p,-3.3154711521962175
ATSC3s,-22.008682457934587
ATSC3v,-587.7409493627397
ATSC4Z,-102.95266272189347
ATSC4c,-0.8178974170163494
ATSC4d,-1.375
ATSC4i,-15.060640735823114
ATSC4m,-475.7650504201183
ATSC4p,-2.0663824124988666
ATSC4s,-11.41537380987167
ATSC4v,-428.4937494084745
ATSC5Z,212.68639053254438
ATSC5c,0.8220521709012679
ATSC5d,4.625
ATSC5i,5.109006250899031
ATSC5m,960.5541075621303
ATSC5p,0.5491153983577226
ATSC5s,52.33387944294283
ATSC5v,240.58183562606212
ATSC6Z,-59.50887573964495
ATSC6c,-0.14788425561456578
ATSC6d,3.5
ATSC6i,-10.76157131958586
ATSC6m,-243.94636773372787
ATSC6p,-0.21944740074685304
ATSC6s,-28.33953610360305
ATSC6v,81.30716993692876
ATSC7Z,7.6982248520710215
ATSC7c,-0.1058644764506909
ATSC7d,-5.3125
ATSC7i,15.137349198562502
ATSC7m,66.35674589940837
ATSC7p,2.3667518176330318
ATSC7s,-17.645065406327866
ATSC7v,542.7707919978826
ATSC8Z,-86.56213017751477
ATSC8c,0.23418992721240336
ATSC8d,-5.0625
ATSC8i,8.361582203393068
ATSC8m,-384.5347133668637
ATSC8p,1.3585516115124816
ATSC8s,-41.62298867805456
ATSC8v,-110.05443424986225
AXp-0d,0.7131759075173856
AXp-1d,0.43970576655258065
AXp-2d,0.2865834577657136
AXp-3d,0.1808974762475908
AXp-4d,0.11560814620308978
AXp-5d,0.07708065927089744
AXp-6d,0.0467614967059966
AXp-7d,0.030034623944196964
GATS1Z,0.6866513233601841
GATS1c,1.6316642142544437
GATS1d,0.7555555555555555
GATS1i,1.1667018177706732
GATS1m,0.6840326490203985
GATS1p,0.8593270105607649
GATS1s,0.6048533275162424
GATS1v,0.8177457288090628
GATS2Z,0.722749600202587
GATS2c,0.69956429693166
GATS2d,1.2224719101123596
GATS2i,1.1513028029503662
GATS2m,0.7235116730553572
GATS2p,0.9734890287310847
GATS2s,0.5182992443764045
GATS2v,0.9016183293757698
GATS3Z,0.9366523508137431
GATS3c,0.9573768042873896
GATS3d,1.194047619047619
GATS3i,1.0716815458553588
GATS3m,0.9424727504634833
GATS3p,1.041310571455626
GATS3s,0.8808136619598833
GATS3v,1.03779965557916
GATS4Z,1.076315043602812
GATS4c,1.2206574451417573
GATS4d,1.015664845173042
GATS4i,1.0799918068239363
GATS4m,1.0752055868964656
GATS4p,1.0417274524457203
GATS4s,1.0059199015935882
GATS4v,1.039629891161425
GATS5Z,0.8803525360934793
GATS5c,0.7117413350693711
GATS5d,0.9028248587570621
GATS5i,0.974750908496585
GATS5m,0.8751665032111458
GATS5p,1.0195335809416328
GATS5s,0.8177675831974621
GATS5v,0.9474734225676189
GATS6Z,1.1445434823358178
GATS6c,0.9977116156746637
GATS6d,0.9714285714285715
GATS6i,1.0450074333753951
GATS6m,1.1289717994415407
GATS6p,1.0618014997357694
GATS6s,1.1607183332834836
GATS6v,0.9775509511279813
GATS7Z,1.1163707185185407
GATS7c,1.1461796415102712
GATS7d,1.1076591154261057
GATS7i,0.93068546038282
GATS7m,1.0956457867213325
GATS7p,0.9771062648309314
GATS7s,1.1895577382750433
GATS7v,0.8574358065115637
GATS8Z,1.3073406346988186
GATS8c,1.1036573631115827
GATS8d,1.145263157894737
GATS8i,0.9420810644826569
GATS8m,1.2791012869835439
GATS8p,1.087238898839627
GATS8s,1.5121297825568034
GATS8v,0.9808458532867464
MATS1Z,0.0297398186870247
MATS1c,-0.6411544461389245
MATS1d,0.2853872053872054
MATS1i,-0.09740656749235174
MATS1m,0.031735496460182616
MATS1p,0.044023724121699234
MATS1s,-0.07105852025318464
MATS1v,0.03047999877707149
MATS2Z,0.13070340061955593
MATS2c,0.2043249484962319
MATS2d,-0.08547648772367873
MATS2i,-0.06772083488484763
MATS2m,0.12472282384220085
MATS2p,-0.02214379770657695
MATS2s,0.081781490531573
MATS2v,-0.012431394175333448
MATS3Z,-0.05652097208133018
MATS3c,-0.00736977345575879
MATS3d,-0.15476190476190477
MATS3i,-0.04009324413670019
MATS3m,-0.061144691970946
MATS3p,-0.10682720184166418
MATS3s,-0.07381219156425331
MATS3v,-0.10910169317729268
MATS4Z,-0.08806097814038939
MATS4c,-0.2603401436430892
MATS4d,-0.017364905889496053
MATS4i,-0.0773005134085784
MATS4m,-0.08885333104626109
MATS4p,-0.06112311630569861
MATS4s,-0.035146524456596585
MATS4v,-0.07302107521455885
MATS5Z,0.18808902098890115
MATS5c,0.2705325383446611
MATS5d,0.06038920276208412
MATS5i,0.027111477560865526
MATS5m,0.18547305906395012
MATS5p,0.016793307378833378
MATS5s,0.1665915621848884
MATS5v,0.04238814292237387
MATS6Z,-0.055445904820711836
MATS6c,-0.051275045108768735
MATS6d,0.04814814814814815
MATS6i,-0.060166732378087284
MATS6m,-0.049626922258794996
MATS6p,-0.007070775373112107
MATS6s,-0.0950444567374401
MATS6v,0.01509295875536823
MATS7Z,0.007799362742306313
MATS7c,-0.03991307273401355
MATS7d,-0.07946781733189501
MATS7i,0.09202617372105758
MATS7m,0.014678742918925552
MATS7p,0.08292206652491843
MATS7s,-0.0643484553331265
MATS7v,0.10955767505275803
MATS8Z,-0.09508457776116734
MATS8c,0.09572970938276507
MATS8d,-0.08210526315789474
MATS8i,0.05511421406669716
MATS8m,-0.09222591119753414
MATS8p,0.05160682713178047
MATS8s,-0.1645741929355574
MATS8v,-0.024085047291506134
MAXsOH,9.234312485654852
MAXssS,0.7544998740236832
MINsOH,9.234312485654852
MINssS,0.7544998740236832
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,42.467656441666314
SpAD_D,443.5222259828729
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.39086339911691637
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1021
TMWC10,146.9542760871816
TSRW10,85.08958834700647
VE1_Dt,5.660372353465615
VE2_Dt,0.17152643495350348
VE3_Dt,2.9274121453550483
VR1_Dt,220.91532523378288
VR2_Dt,6.694403794963118
VR3_Dt,6.591701952833333
Xc-3dv,1.044553517458286
Xc-4dv,0.0
Xc-5dv,0.18785509302381226
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19641855032959654
Xch-6d,0.5862873331187655
Xch-7d,0.8351574153569635
Xp-0dv,18.334688831208975
Xp-1dv,10.768665032113132
Xp-2dv,8.28268134172976
Xp-3dv,5.932405487661243
Xp-4dv,4.17568906716035
Xp-5dv,2.6434882249947984
Xp-6dv,1.4518639434730345
Xp-7dv,0.9089187989249153
Xpc-4d,5.627230067606538
Xpc-5d,8.357753641477323
Xpc-6d,12.211406795270255
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,7.518679316550423
AATS0dv,9.777777777777779
AATS0pe,6.56863846153846
AATS0se,7.9755872499999985
AATS1dv,8.896969696969697
AATS1pe,6.640227272727272
AATS1se,7.8850118545454535
AATS2dv,7.674157303370786
AATS2pe,6.602216853932584
AATS2se,7.907061303370784
AATS3dv,6.0
AATS3pe,6.499110714285715
AATS3se,7.87903244642857
AATS4dv,5.655737704918033
AATS4pe,6.4564163934426215
AATS4se,7.898868540983607
AATS5dv,6.240112994350282
AATS5pe,6.470781355932203
AATS5se,7.912407610169491
AATS6dv,5.6934523809523805
AATS6pe,6.43383125
AATS6se,7.893823910714285
AATS7dv,5.838187702265372
AATS7pe,6.534305825242719
AATS7se,7.992997669902912
AATS8dv,5.5508771929824565
AATS8pe,6.620112631578949
AATS8se,8.085375894736842
AATSC0Z,9.58284023668639
AATSC0c,0.02575122336050291
AATSC0d,0.6490384615384616
AATSC0i,1.5969864809474403
AATSC0m,43.88933405325444
AATSC0p,0.27710564810662824
AATSC0s,2.6622443963523015
AATSC0v,48.099043150081975
AATSC1Z,0.2849919311457781
AATSC1c,-0.016510511351102975
AATSC1d,0.18522727272727274
AATSC1i,-0.15555697144078015
AATSC1m,1.3928498054868284
AATSC1p,0.012199222604810869
AATSC1s,-0.18917514735712732
AATSC1v,1.4660587763928075
AATSC2Z,1.2525098065288216
AATSC2c,0.00526161738684972
AATSC2d,-0.05547752808988764
AATSC2i,-0.10814925778957546
AATSC2m,5.474001679675561
AATSC2p,-0.006136171415023074
AATSC2s,0.21772231489301905
AATSC2v,-0.5979381648550413
AATSC3Z,-0.541631445477599
AATSC3c,-0.00018978068237555
AATSC3d,-0.10044642857142858
AATSC3i,-0.06402836886363544
AATSC3m,-2.6835998114961934
AATSC3p,-0.029602421001751943
AATSC3s,-0.19650609337441596
AATSC3v,-5.2476870478816044
AATSC4Z,-0.8438742846056843
AATSC4c,-0.006704077188658602
AATSC4d,-0.011270491803278689
AATSC4i,-0.12344787488379602
AATSC4m,-3.8997135280337565
AATSC4p,-0.01693756075818743
