DLiP-ID,I000UC
AATSC4i,-0.01637972719351015
AATSC4m,-8.112835234747337
AATSC4p,0.0008044069221567681
AATSC4s,-0.24451724185892934
AATSC4v,0.14103510032643324
AATSC5Z,0.5196264367816091
AATSC5c,0.005346397086520443
AATSC5d,-0.01221264367816092
AATSC5i,-0.1575243616430848
AATSC5m,3.2097840994755744
AATSC5p,-0.051057982102985996
AATSC5s,0.4913228978199944
AATSC5v,3.7488078931785545
AATSC6Z,-3.998928571428572
AATSC6c,-0.0003281284772375532
AATSC6d,-0.07386363636363637
AATSC6i,0.057999124032978265
AATSC6m,-18.49520838768669
AATSC6p,-0.007112908317281928
AATSC6s,-0.16116642268696668
AATSC6v,-2.4691415616166528
AATSC7Z,0.05537671232876791
AATSC7c,-0.0021263420297643896
AATSC7d,-0.06078767123287671
AATSC7i,0.1402198624400214
AATSC7m,1.9224979184332152
AATSC7p,0.03264298861012304
AATSC7s,-0.4283712551616494
AATSC7v,-2.251951800063517
AATSC8Z,-2.080833333333333
AATSC8c,0.001816224665410264
AATSC8d,-0.05416666666666667
AATSC8i,-0.3091463063118063
AATSC8m,-7.964674436875004
AATSC8p,-0.10433301455658586
AATSC8s,-0.14496811771262005
AATSC8v,-10.7691466963562
ATS0are,252.09969999999998
ATS1are,266.125
ATS2are,429.1992
ATS3are,556.0819999999998
ATS4are,581.285
ATS5are,555.2040000000002
ATS6are,496.44100000000003
ATS7are,464.73060000000004
ATS8are,370.10980000000006
ATSC0dv,150.49917695473255
ATSC0pe,4.460977499999998
ATSC0se,3.2275929749999994
ATSC1dv,15.90371056241427
ATSC1pe,-0.24915887499999903
ATSC1se,-0.23153372374999992
ATSC2dv,-12.78646090534978
ATSC2pe,1.254870750000001
ATSC2se,1.2796972424999997
ATSC3dv,-22.61011659807955
ATSC3pe,0.20190312500000063
ATSC3se,0.3321803312500001
ATSC4dv,15.013491083676266
ATSC4pe,-1.0054321250000005
ATSC4se,-0.9278763162499999
ATSC5dv,62.8921364883402
ATSC5pe,2.4459464375
ATSC5se,1.6056927293749985
ATSC6dv,-53.91544238683126
ATSC6pe,-2.247261687499997
ATSC6se,-1.868201426875
ATSC7dv,-65.62471536351167
ATSC7pe,-2.946486437499997
ATSC7se,-2.0614149793749994
ATSC8dv,-32.487242798353925
ATSC8pe,-0.1911837499999996
ATSC8se,-0.16208591249999987
AXp-0dv,0.6416282411195072
AXp-1dv,0.34879440282217017
AXp-2dv,0.21124264801527062
AXp-3dv,0.11437975126022978
AXp-4dv,0.06471364049137376
AXp-5dv,0.037630832681608314
AXp-6dv,0.021715649500983668
AXp-7dv,0.012829031774458526
BertzCT,881.4170631642608
ECIndex,579
ETA_eta,22.62691803171928
GATS1dv,0.6426812958847641
GATS1pe,0.6658334091895458
GATS1se,0.7003928368632044
GATS2dv,0.8805619192549089
GATS2pe,0.5162497852702884
GATS2se,0.4387909364927424
GATS3dv,0.996627288490033
GATS3pe,0.847636719381197
GATS3se,0.8029145362316529
GATS4dv,1.0001224073452317
GATS4pe,1.1515890331115652
GATS4se,1.1792129195306549
GATS5dv,0.9267736200778756
GATS5pe,0.9692092573107965
GATS5se,1.0433081594518268
GATS6dv,1.2731665853512764
GATS6pe,1.4763718687914678
GATS6se,1.5792256630017467
GATS7dv,1.340935097358513
GATS7pe,1.6041490015898372
GATS7se,1.6674184584069884
GATS8dv,1.0993709548197628
GATS8pe,1.0257768616855836
GATS8se,1.057484796390722
LogEE_A,4.18045035007149
LogEE_D,137.9275359567717
MATS1dv,0.10064102221887151
MATS1pe,-0.05319331170503906
MATS1se,-0.0683197385919869
MATS2dv,-0.0499766692654043
MATS2pe,0.16547029540182245
MATS2se,0.2332273894676975
MATS3dv,-0.06677073531957001
MATS3pe,0.02011548415615693
MATS3se,0.0457417350704755
MATS4dv,0.04245019633560268
MATS4pe,-0.09590800613695293
MATS4se,-0.12233295483557616
MATS5dv,0.19213344157305773
MATS5pe,0.25209117838246087
MATS5se,0.2287306783926576
MATS6dv,-0.18610083181755493
MATS6pe,-0.26169346714507474
MATS6se,-0.3006866898163555
MATS7dv,-0.23892986574408778
MATS7pe,-0.3619191346377235
MATS7se,-0.3499643428403653
MATS8dv,-0.1439088392628464
MATS8pe,-0.028571279127351155
MATS8se,-0.033479213716531266
MAXaaCH,1.8770175631981187
MAXaasC,0.9407418767879838
MAXdsCH,1.729332955404384
MAXdssC,0.42743900646678434
MAXsssN,1.2083564814814813
MDEC-22,12.033201132021428
MDEC-23,20.564437224088685
MDEC-33,7.971116459067144
MDEO-11,0.814325284978472
MINaaCH,1.8385492386011313
MINaasC,0.8387399743848158
MINdsCH,1.729332955404384
MINdssC,-1.074032638103705
MINsssN,1.2083564814814813
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9714285714285715
SM1_Dzi,0.6177031392126361
SM1_Dzm,2.990696439186396
SM1_Dzp,-2.4643297327368656
SM1_Dzv,-0.9770964554421886
SddssSe,0
SpAD_Dt,424.050596285693
SpAbs_A,33.092254666743294
SpAbs_D,275.8550719135434
SpMAD_A,1.2727790256439728
SpMAD_D,10.609810458213207
SpMax_A,2.4648888006175844
SpMax_D,137.9275359567717
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,115.0
TpiPC10,8.139130435868859
VAdjMat,5.807354922057604
VE1_DzZ,5.017794562012942
VE1_Dzi,5.020973163053218
VE1_Dzm,5.017962644430012
VE1_Dzp,5.030628039661928
VE1_Dzv,5.033617438428449
VE2_DzZ,0.19299209853895932
VE2_Dzi,0.19311435242512376
VE2_Dzm,0.19299856324730816
VE2_Dzp,0.1934856938331511
VE2_Dzv,0.19360067070878648
VE3_DzZ,2.5685019519209473
VE3_Dzi,2.5691352171251145
VE3_Dzm,2.5685354486294925
VE3_Dzp,2.571056280124583
VE3_Dzv,2.571650343308146
VR1_DzZ,153.09722272164498
VR1_Dzi,153.30755444240756
VR1_Dzm,153.07798842875886
VR1_Dzp,152.63384720072335
VR1_Dzv,152.19769657115825
VR2_DzZ,5.888354720063268
VR2_Dzi,5.89644440163106
VR2_Dzm,5.887614939567649
VR2_Dzp,5.870532584643206
VR2_Dzv,5.853757560429163
VR3_DzZ,5.986584607236825
VR3_Dzi,5.987957508506488
VR3_Dzm,5.986458964845077
VR3_Dzp,5.983553342695394
VR3_Dzv,5.980691756116833
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.2507131331119559
Xch-7dv,0.34690563903570093
Xpc-4dv,2.300322895956909
Xpc-5dv,3.2447546528360083
Xpc-6dv,4.295859981822602
Zagreb1,134.0
Zagreb2,156.0
fragCpx,134.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,28
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.3024925
AATS1are,6.336309523809524
AATS2are,6.311752941176471
AATS3are,6.178688888888886
AATS4are,6.183882978723404
AATS5are,6.3816551724137955
AATS6are,6.447285714285715
AATS7are,6.366172602739726
AATS8are,6.168496666666668
AATSC0dv,3.7624794238683137
AATSC0pe,0.11152443749999993
AATSC0se,0.08068982437499998
AATSC1dv,0.37865977529557787
AATSC1pe,-0.005932354166666644
AATSC1se,-0.005512707708333332
AATSC2dv,-0.1880361897845556
AATSC2pe,0.018453981617647074
AATSC2se,0.018819077095588232
AATSC3dv,-0.2512235177564394
AATSC3pe,0.0022433680555555627
AATSC3se,0.003690892569444446
AATSC4dv,0.15971799025187516
AATSC4pe,-0.010696086436170217
AATSC4se,-0.009871024640957446
AATSC5dv,0.7228981205556345
AATSC5pe,0.028114326867816092
AATSC5se,0.018456238268678146
AATSC6dv,-0.7002005504783281
AATSC6pe,-0.02918521672077918
AATSC6se,-0.02426235619318182
AATSC7dv,-0.8989687036097489
AATSC7pe,-0.04036282791095886
AATSC7se,-0.028238561361301363
AATSC8dv,-0.5414540466392321
AATSC8pe,-0.0031863958333333267
AATSC8se,-0.002701431874999998
AETA_eta,0.8702660781430492
ATSC0are,4.643197499999998
ATSC1are,-0.27315487499999985
ATSC2are,1.4494067499999996
ATSC3are,0.4116956249999998
ATSC4are,-1.150601625
ATSC5are,2.265317937499999
ATSC6are,-2.2321051874999984
ATSC7are,-2.8991379374999977
ATSC8are,-0.2790337499999995
BCUTZ-1h,35.00041822518785
BCUTZ-1l,5.688922887121663
BCUTc-1h,0.4597973361551671
BCUTc-1l,-0.37341160567077797
BCUTd-1h,3.2122519173724586
BCUTd-1l,0.9725930515672693
BCUTi-1h,14.543347818923166
BCUTi-1l,10.301851863991239
BCUTm-1h,79.9041786091041
BCUTm-1l,11.700025236208722
BCUTp-1h,3.0590131962923324
BCUTp-1l,0.7414716896355876
BCUTs-1h,7.009373320752874
BCUTs-1l,0.6279204536526583
BCUTv-1h,26.523893581647172
BCUTv-1l,14.700682777768536
BalabanJ,1.5943392583886382
Diameter,14
ETA_beta,33.0
GATS1are,0.6902593986763895
GATS2are,0.510305825951646
GATS3are,0.8236529532360692
GATS4are,1.180082214300392
GATS5are,1.064723326900304
GATS6are,1.540092553914387
GATS7are,1.6522854501090847
GATS8are,1.03875885098577
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,212.02529814284654
MATS1are,-0.056027661972164654
MATS2are,0.18362178345468896
MATS3are,0.039407290629643335
MATS4are,-0.10544839257127392
MATS5are,0.22431212295099381
MATS6are,-0.24972772800158988
MATS7are,-0.34212818491496694
MATS8are,-0.04006344765649098
MAXssCH2,0.20255664119029904
MAXsssCH,-1.0271131477282276
MINssCH2,0.20255664119029904
MINsssCH,-1.0271131477282276
NsssssAs,0
RotRatio,0.17857142857142858
SM1_Dzpe,1.0991163286909926
SM1_Dzse,1.1753996455799096
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,12.462662452073971
SMR_VSA6,0.0
SMR_VSA7,75.10206262927096
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,208.7684660775596
SpAD_Dzi,219.65572208708696
SpAD_Dzm,208.76031161311064
SpAD_Dzp,261.41064091671166
SpAD_Dzv,248.964636154503
SpAbs_Dt,424.050596285693
SpDiam_A,4.800087887486603
SpDiam_D,203.0157563801592
SpMAD_Dt,16.309638318680502
SpMax_Dt,212.02529814284654
SsssssAs,0
VE1_Dzpe,5.022526542865512
VE1_Dzse,5.022403490134672
VE2_Dzpe,0.19317409780251968
VE2_Dzse,0.1931693650051797
VE3_Dzpe,2.569444547511965
VE3_Dzse,2.569420047046468
VMcGowan,280.7800000000002
VR1_Dzpe,152.95711465290475
VR1_Dzse,152.93139652468216
VR2_Dzpe,5.8829659481886445
VR2_Dzse,5.881976789410852
VR3_Dzpe,5.985669030743254
VR3_Dzse,5.985500877136019
mZagreb1,9.0
mZagreb2,5.722222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,32
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11607993749999994
AATSC1are,-0.0065036874999999965
AATSC2are,0.02131480514705882
AATSC3are,0.004574395833333331
AATSC4are,-0.012240442819148935
AATSC5are,0.026038137212643666
AATSC6are,-0.028988379058441538
AATSC7are,-0.03971421832191778
AATSC8are,-0.004650562499999992
AETA_beta,1.2692307692307692
BCUTdv-1h,6.0232758262928865
BCUTdv-1l,0.25600899703655833
BCUTpe-1h,3.5012522411257163
BCUTpe-1l,2.235397523904289
BCUTse-1h,3.7141555150998964
BCUTse-1l,2.4322298967364357
ETA_alpha,13.9
ETA_dBeta,2.0
ETA_eta_B,0.4618160641919431
ETA_eta_F,24.466326129499418
ETA_eta_L,6.013909029719944
ETA_eta_R,47.0932441612187
ETA_psi_1,0.646511627906977
LabuteASA,168.57420744132216
LogEE_DzZ,104.197319197626
LogEE_Dzi,109.85161885659012
LogEE_Dzm,104.15231079645643
LogEE_Dzp,130.20177654238643
LogEE_Dzv,124.29441491274339
PEOE_VSA1,5.106527394840706
PEOE_VSA2,9.694446914922299
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,82.37427176961843
PEOE_VSA7,29.335657227151092
PEOE_VSA8,10.893541138758422
PEOE_VSA9,4.905136513890047
SM1_Dzare,1.081221522592914
SpAD_Dzpe,220.79201265860002
SpAD_Dzse,221.2925107608682
SpAbs_DzZ,206.71132322041672
SpAbs_Dzi,219.0855345739677
SpAbs_Dzm,206.68982946290475
SpAbs_Dzp,262.8678828175098
SpAbs_Dzv,249.56592628092906
SpDiam_Dt,296.7090193320605
SpMAD_DzZ,8.029556387598445
SpMAD_Dzi,8.448297003349499
SpMAD_Dzm,8.02924275435041
SpMAD_Dzp,10.054255419873526
SpMAD_Dzv,9.575562929019346
SpMax_DzZ,104.197319197626
SpMax_Dzi,109.85161885659012
SpMax_Dzm,104.15231079645643
SpMax_Dzp,130.20177654238643
SpMax_Dzv,124.29441491274339
VE1_Dzare,5.021646573166202
VE2_Dzare,0.1931402528140847
VE3_Dzare,2.5692693275727234
VR1_Dzare,153.04072664096128
VR2_Dzare,5.886181793883126
VR3_Dzare,5.986215518194172
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5346153846153846
AETA_dBeta,0.07692307692307693
AETA_eta_B,0.017762156315074735
AETA_eta_F,0.9410125434422854
AETA_eta_L,0.23130419345076708
AETA_eta_R,1.8112786215853345
BCUTare-1h,3.5551732693795945
BCUTare-1l,2.18365149016777
ETA_beta_s,15.5
ETA_dPsi_A,0.06748837209302294
ETA_dPsi_B,0.0
ETA_eta_BR,0.7198160641919431
ETA_eta_FL,6.438488468461209
ETA_eta_RL,12.452397498181153
LogEE_Dzpe,110.43828003424966
LogEE_Dzse,110.69146305911025
PEOE_VSA10,10.362374914706932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,0.0
SlogP_VSA2,32.24529705770147
SlogP_VSA3,16.00989599106965
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,63.97515964587695
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
SpAD_Dzare,219.9685396218668
SpAbs_Dzpe,219.77744373980838
SpAbs_Dzse,220.20752647264064
SpDiam_DzZ,156.3061293867332
SpDiam_Dzi,162.74696133648206
SpDiam_Dzm,156.2579800565184
SpDiam_Dzp,198.56899490092448
SpDiam_Dzv,188.050707842788
SpMAD_Dzpe,8.492000486869232
SpMAD_Dzse,8.511250413879546
SpMax_Dzpe,110.43828003424966
SpMax_Dzse,110.69146305911025
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.5961538461538461
AETA_eta_BR,0.027685233238151658
AETA_eta_FL,0.24763417186389264
AETA_eta_RL,0.4789383653146597
DetourIndex,2652
EState_VSA1,12.011146117099809
EState_VSA2,16.648535437836486
EState_VSA3,4.905136513890047
EState_VSA4,27.361507448617523
EState_VSA5,4.899909730850478
EState_VSA6,6.076020106833881
EState_VSA7,54.59730361615449
EState_VSA8,15.929943897949348
EState_VSA9,12.217873443046695
ETA_beta_ns,17.5
ETA_shape_p,0.22781774580335729
ETA_shape_x,0.0
ETA_shape_y,0.3165467625899281
GhoseFilter,True
LogEE_Dzare,110.02585525411006
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,218.97048898562707
SpDiam_Dzpe,164.46353882268812
SpDiam_Dzse,165.10440904848255
SpMAD_Dzare,8.460328446994877
SpMax_Dzare,110.02585525411006
TopoPSA(NO),57.61
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.2061981735042013
VSA_EState9,53.74454617574828
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6730769230769231
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.03461538461538463
ETA_dAlpha_B,0.0
FilterItLogS,-4.3960625964177185
SpDiam_Dzare,163.6129215976209
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6425
ETA_epsilon_2,0.8269230769230765
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5537037037037039
ETA_epsilon_5,0.807407407407407
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.2019594594594592
ETA_dEpsilon_B,0.08879629629629604
ETA_dEpsilon_C,-0.11316316316316316
ETA_dEpsilon_D,0.01951566951566952
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7692307692307693
MDEDescriptor,"0.0,0.0,0.0,0.0,12.033201132021428,20.564437224088685,0.0,7.971116459067144,0.0,0.0,0.814325284978472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,55.13110199999998
BCUTDescriptor,"11.996914767664656,78.9183374898911,-0.33037122178300926,0.27774833658114667,4.964901049293056,13.49193273275235"
BPolDescriptor,23.910897999999996
TPSADescriptor,115.0
ALOGPDescriptor,"5.160500000000001,26.63076025000001,111.9642"
XLogPDescriptor,4.015000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,446.95984752000004
ChiPathDescriptor,"18.681433796945207,12.452397498181154,11.41874239516859,9.134740028474914,7.479037654297815,6.198489429230943,3.4967274946341473,2.4774824437290337,16.682334269107187,9.766243279020763,8.238463272595551,5.718987563011486,4.206386631939294,2.972835781847058,1.6069580630727918,1.064809637280058"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4434467229311833,0.617242240558052,0.0,0.0,0.06846531968814577,0.250713133111956,0.34690563903570093"
AtomCountDescriptor,40
BondCountDescriptor,28
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.8722696497831328,0.0,0.4203861795573405,0.0,1.3077748918208445,0.0,0.1817640416869974,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,2,0,2,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"52.54905078224099,2.0211173377784997,19.052594548020586,7.446282457634819,3.450344641353508"
FractionalPSADescriptor,0.25729380533416735
WienerNumbersDescriptor,"1725.0,39.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.02295592077511,6.226283622798026,9.252486780914971,2.300322895956909,3.244754652836005,4.006940690273113"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,1,9,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"20.727040816326532,9.467455621301776,5.2992"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1114.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"84.19698427611473,40.15685280574256,66.82233727543606,64.3104233428633,60.38494493840213"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.42659099703961034,-0.22936672121143475,0.02813077947837801,0.10597191047658189,-0.23924623331397413"
EccentricConnectivityIndexDescriptor,579
AutocorrelationDescriptorPolarizability,"2316.60521754058,2714.32448435136,3769.9365475986233,3660.4132716265917,3342.944561554904"
