DLiP-ID,C000Z4
DLiP-Mol-ID,31593
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H18N2O3S/c1-2-24-17-10-13(8-14(11-20)19(21)23)9-15(18(17)22)12-25-16-6-4-3-5-7-16/h3-10,22H,2,12H2,1H3,(H2,21,23)/b14-8+"
Standard Inchi Key(RDKit),YKLMGKWXBLSKPK-RIYZIHGNSA-N
Canonical SMILES(RDKit),CCOc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),354.431
MW Monoisotopic(RDKit),354.103813436
MolLogP(RDKit),3.47548
XLogP(SDF),
XLogP(CDK),2.673
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),96.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.450716777396422
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,376704.74796928477
qed,0.45071677739642174
Chi0,18.233840039752504
Chi1,12.045243855508332
TPSA,96.33999999999999
Chi0n,13.729538047471237
Chi0v,14.546034628398964
Chi1n,7.629006016851849
Chi1v,8.614604576505338
Chi2n,5.095578347232411
Chi2v,6.144333137213069
Chi3n,3.3105122134098797
Chi3v,4.3713528749806025
Chi4n,2.15104879450101
Chi4v,3.0428543475620926
MolMR,98.06320000000001
MolWt,354.43100000000004
fr_SH,0
Kappa1,18.42896772772894
Kappa2,8.806331082495221
Kappa3,5.029873880591593
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,826.5531163676746
MolLogP,3.4754800000000023
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.3692086054452886
SMR_VSA1,14.637927532712576
SMR_VSA2,5.261891554738487
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,17.57207428195519
SMR_VSA6,6.606881964512918
SMR_VSA7,59.16457699269453
SMR_VSA8,0.0
SMR_VSA9,17.568244979360085
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,150.27837057974634
NHOHCount,3
PEOE_VSA1,15.57705782580294
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
