DLiP-ID,T002OB
AATSC5m,-1.66105330973191
AATSC5p,-0.02966506763395463
AATSC5s,-0.17672431012704662
AATSC5v,-4.167166667705227
AATSC6Z,0.6337920847007867
AATSC6c,0.0036956096844969976
AATSC6d,-0.004157503893482348
AATSC6i,0.15178398737827106
AATSC6m,3.0456900047724407
AATSC6p,0.015001562951437274
AATSC6s,-0.23408351101872227
AATSC6v,4.157920317390834
AATSC7Z,-0.1817918532202011
AATSC7c,-0.00030177761985301265
AATSC7d,-0.06766805472932776
AATSC7i,-0.2590085233810043
AATSC7m,-0.7978815407338986
AATSC7p,-0.018144105142715278
AATSC7s,-0.2099533920563854
AATSC7v,-1.425172377158516
AATSC8Z,-2.9383020311039347
AATSC8c,-0.0013266719437554468
AATSC8d,-0.08038582476417096
AATSC8i,0.37168617881329197
AATSC8m,-13.59804600656922
AATSC8p,0.030425893025476405
AATSC8s,-0.8535952711443494
AATSC8v,-2.9164056326816943
ATS0are,262.6247
ATS1are,283.904
ATS2are,466.6659
ATS3are,583.796
ATS4are,626.0430000000001
ATS5are,574.0659999999999
ATS6are,571.9807999999999
ATS7are,490.67600000000004
ATS8are,464.94500000000005
ATSC0dv,167.7560975609756
ATSC0pe,4.904048780487804
ATSC0se,3.355864390243901
ATSC1dv,47.310529446757904
ATSC1pe,-0.08970600832837834
ATSC1se,-0.17873261392028558
ATSC2dv,32.84295062462819
ATSC2pe,1.7761679952409262
ATSC2se,1.413141363474122
ATSC3dv,6.2302201070791225
ATSC3pe,-0.4208875074360523
ATSC3se,-0.6000319976204642
ATSC4dv,23.284354550862574
ATSC4pe,2.7270528851873848
ATSC4se,2.3998429791790583
ATSC5dv,-3.1415823914336656
ATSC5pe,-1.037622903033909
ATSC5se,-0.9625674027364667
ATSC6dv,23.553837001784647
ATSC6pe,0.3769916716240311
ATSC6se,-0.06036748126115535
ATSC7dv,-68.37715645449137
ATSC7pe,-1.3542904223676413
ATSC7se,-1.265261991671625
ATSC8dv,-147.07138607971447
ATSC8pe,-4.594602795954792
ATSC8se,-2.581705934562762
AXp-0dv,0.5373086547491305
AXp-1dv,0.2781472892220639
AXp-2dv,0.14299754210577445
AXp-3dv,0.07362182314453646
AXp-4dv,0.03842671761958709
AXp-5dv,0.020771902748244312
AXp-6dv,0.01029725565409866
AXp-7dv,0.005559446430989376
BertzCT,1080.134291610568
ECIndex,530
ETA_eta,17.50570416796085
GATS1dv,0.4362393930582358
GATS1pe,0.6226487819919827
GATS1se,0.6465550024603983
GATS2dv,0.710356692837065
GATS2pe,0.5406417130030271
GATS2se,0.4879799223130781
GATS3dv,0.8954511549110588
GATS3pe,0.9036277942912103
GATS3se,0.9563613892638624
GATS4dv,0.9537656295434721
GATS4pe,0.8396092127927217
GATS4se,0.8138188107213168
GATS5dv,0.9852084524954547
GATS5pe,1.1042546523731807
GATS5se,1.1637274914043272
GATS6dv,1.0234226699033886
GATS6pe,1.1704385289329222
GATS6se,1.2610325954544617
GATS7dv,1.2847599516383283
GATS7pe,1.3389741886272484
GATS7se,1.463255601953618
GATS8dv,1.6537614755119847
GATS8pe,2.000137410459394
GATS8se,2.030529521423976
LogEE_A,4.207141908114965
LogEE_D,126.83587851885208
MATS1dv,0.2627911126384521
MATS1pe,-0.01704503632005095
MATS1se,-0.04962843546926135
MATS2dv,0.1114846854705825
MATS2pe,0.20624366570623004
MATS2se,0.23979082736013083
MATS3dv,0.01655088056437034
MATS3pe,-0.038247872535040625
MATS3se,-0.0796830661376967
MATS4dv,0.058667557999058685
MATS4pe,0.2350449372883764
MATS4se,0.3022668684152794
MATS5dv,-0.008437477032998974
MATS5pe,-0.09532948177423134
MATS5se,-0.12923174597892706
MATS6dv,0.06468107073195432
MATS6pe,0.03541366091764583
MATS6se,-0.008286907730645393
MATS7dv,-0.21988873754610427
MATS7pe,-0.14897976679037608
MATS7se,-0.20339783398965977
MATS8dv,-0.5134943712873343
MATS8pe,-0.5487556537938507
MATS8se,-0.450596886984715
MAXaaCH,1.9582363578147308
MAXaaaC,0.9851930248683498
MAXaasC,0.7397783866633075
MAXaasN,1.9236618165784831
MAXdsCH,1.5301388888888887
MAXdssC,-0.07888321995464875
MAXsCH3,1.8957363578147308
MAXssNH,2.23560901675485
MAXsssN,0.9705990173847314
MDEC-12,1.963007112151721
MDEC-13,1.7318064944873397
MDEC-22,12.132087479533546
MDEC-23,21.4674281946331
MDEC-33,9.658117896693065
MDEN-23,0.5773502691896258
MDEN-33,0.16666666666666669
MDEO-11,0.75
MINaaCH,1.6416780570252791
MINaaaC,0.9224639917695477
MINaasC,0.4086293776769969
MINaasN,1.9236618165784831
MINdsCH,1.5301388888888887
MINdssC,-0.7488243260267067
MINsCH3,1.8957363578147308
MINssNH,2.23560901675485
MINsssN,0.9705990173847314
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078474
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,527.8627535780954
SpAbs_A,34.000361690156645
SpAbs_D,253.67175703770425
SpMAD_A,1.3077062188521786
SpMAD_D,9.7566060399117
SpMax_A,2.490396852989613
SpMax_D,126.83587851885208
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.41
TpiPC10,8.990450798074164
VAdjMat,5.857980995127572
VE1_DzZ,5.03797844814984
VE1_Dzi,5.038033809515427
VE1_Dzm,5.037981638003571
VE1_Dzp,5.033835616326158
VE1_Dzv,5.036347321919229
VE2_DzZ,0.1937684018519169
VE2_Dzi,0.19377053113520873
VE2_Dzm,0.19376852453859889
VE2_Dzp,0.19360906216639068
VE2_Dzv,0.19370566622766267
VE3_DzZ,2.572516345090396
VE3_Dzi,2.5725273338355805
VE3_Dzm,2.572516978251644
VE3_Dzp,2.57169368652446
VE3_Dzv,2.5721925266469405
VR1_DzZ,156.6548202371307
VR1_Dzi,156.70106826997417
VR1_Dzm,156.65559881063805
VR1_Dzp,158.23846148902044
VR1_Dzv,157.5159440244811
VR2_DzZ,6.025185393735796
VR2_Dzi,6.026964164229776
VR2_Dzm,6.025215338870694
VR2_Dzp,6.0860946726546326
VR2_Dzv,6.0583055394031184
VR3_DzZ,6.009556232696758
VR3_Dzi,6.009851411660201
VR3_Dzm,6.0095612026783485
VR3_Dzp,6.019614590211881
VR3_Dzv,6.015038130070988
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.16200477824802056
Xch-7dv,0.19183871389167678
Xpc-4dv,1.513761056129466
Xpc-5dv,2.134200804932568
Xpc-6dv,2.693460576224803
Zagreb1,142.0
Zagreb2,172.0
fragCpx,191.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,4
nBondsM,20
nBondsO,29
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.405480487804878
AATS1are,6.4523636363636365
AATS2are,6.481470833333334
AATS3are,6.3456086956521744
AATS4are,6.454051546391754
AATS5are,6.308417582417581
AATS6are,6.426750561797752
AATS7are,6.456263157894737
AATS8are,6.6420714285714295
AATSC0dv,4.091612135633551
AATSC0pe,0.11961094586555619
AATSC0se,0.08185035098155856
AATSC1dv,1.0752393056081342
AATSC1pe,-0.002038772916554053
AATSC1se,-0.004062104861824672
AATSC2dv,0.4561520920087248
AATSC2pe,0.02466899993390175
AATSC2se,0.019626963381585025
AATSC3dv,0.06771978377259916
AATSC3pe,-0.004574864211261438
AATSC3se,-0.0065220869306572195
AATSC4dv,0.24004489227693376
AATSC4pe,0.028113947269973037
AATSC4se,0.0247406492698872
AATSC5dv,-0.03452288342234797
AATSC5pe,-0.01140244948388911
AATSC5se,-0.010577663766334799
AATSC6dv,0.26464985395263646
AATSC6pe,0.004235861478921698
AATSC6se,-0.0006782863063051163
AATSC7dv,-0.8996994270327812
AATSC7pe,-0.017819610820626858
AATSC7se,-0.016648184100942435
AATSC8dv,-2.101019801138778
AATSC8pe,-0.06563718279935417
AATSC8se,-0.0368815133508966
AETA_eta,0.6732963141523404
ATSC0are,5.323624390243901
ATSC1are,-0.18843837001784566
ATSC2are,2.163132778108268
ATSC3are,-0.6709474122546093
ATSC4are,3.2116374182034515
ATSC5are,-1.2951346222486606
ATSC6are,0.32663486020226123
ATSC7are,-1.707552528256988
ATSC8are,-4.743980666270072
BCUTZ-1h,8.024749911774817
BCUTZ-1l,5.673154405958327
BCUTc-1h,0.4611469482345826
BCUTc-1l,-0.4655120400008847
BCUTd-1h,3.271358030099555
BCUTd-1l,0.9773067785032926
BCUTi-1h,14.552062858492807
BCUTi-1l,10.933987351123918
BCUTm-1h,16.012333246742514
BCUTm-1l,11.684565858111306
BCUTp-1h,2.0156919798457347
BCUTp-1l,0.7500377234244872
BCUTs-1h,7.010450055983956
BCUTs-1l,1.4024605882512269
BCUTv-1h,20.91661571905899
BCUTv-1l,14.701780219009814
BalabanJ,1.4579717618300356
Diameter,12
ETA_beta,36.75
GATS1are,0.6502832248473168
GATS2are,0.5276010841687717
GATS3are,0.9276370649661054
GATS4are,0.8351182097389489
GATS5are,1.1240297303615618
GATS6are,1.1938263634291146
GATS7are,1.38492905674838
GATS8are,2.020293868589959
HybRatio,0.05
Lipinski,True
LogEE_Dt,263.9313767890477
MATS1are,-0.03298322467238642
MATS2are,0.23138070096508
MATS3are,-0.056166466853026537
MATS4are,0.25499474207845185
MATS5are,-0.10960994797286408
MATS6are,0.028264999169614058
MATS7are,-0.17303618472594615
MATS8are,-0.5219408890827953
NsssssAs,0
RotRatio,0.06896551724137931
SM1_Dzpe,1.2597154222766218
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,4.899909730850478
SMR_VSA7,71.93070320953383
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,189.5548634004146
SpAD_Dzi,184.33955204366225
SpAD_Dzm,189.58340868346153
SpAD_Dzp,242.20954494705222
SpAD_Dzv,224.39060880019247
SpAbs_Dt,527.8627535780952
SpDiam_A,4.944200300391994
SpDiam_D,186.45160759112218
SpMAD_Dt,20.302413599157514
SpMax_Dt,263.9313767890477
SsssssAs,0
VE1_Dzpe,5.037917026374745
VE1_Dzse,5.037987089610975
VE2_Dzpe,0.19376603947595175
VE2_Dzse,0.19376873421580673
VE3_Dzpe,2.572504153265808
VE3_Dzse,2.5725180603525417
VMcGowan,249.47000000000003
VR1_Dzpe,156.64047698977444
VR1_Dzse,156.65714107020435
VR2_Dzpe,6.02463373037594
VR2_Dzse,6.025274656546321
VR3_Dzpe,6.009464668938903
VR3_Dzse,6.009571047535387
mZagreb1,8.11111111111111
mZagreb2,5.638888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,33
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12984449732302197
AATSC1are,-0.004282690227678311
AATSC2are,0.03004351080705928
AATSC3are,-0.007292906654941406
AATSC4are,0.03310966410519022
AATSC5are,-0.014232248596139127
AATSC6are,0.003670054609014171
AATSC7are,-0.022467796424434052
AATSC8are,-0.06777115237528673
AETA_beta,1.4134615384615385
BCUTdv-1h,6.024642611122359
BCUTdv-1l,0.9969615643844691
BCUTpe-1h,3.4946854565976455
BCUTpe-1l,2.2224004973373197
BCUTse-1h,3.7071912874485196
BCUTse-1l,2.4182983440623484
ETA_alpha,12.200000000000001
ETA_dBeta,2.25
ETA_eta_B,0.35566291430929375
ETA_eta_F,29.691631587096808
ETA_eta_L,4.894088012383367
ETA_eta_R,47.19733575505766
ETA_psi_1,0.5622119815668206
LabuteASA,148.8777744195147
LogEE_DzZ,94.82276137053698
LogEE_Dzi,92.21574338006221
LogEE_Dzm,94.83690808299009
LogEE_Dzp,120.173727133686
LogEE_Dzv,111.78088953107614
PEOE_VSA1,4.567099647791355
PEOE_VSA2,14.905862972149976
PEOE_VSA3,9.694446914922299
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,24.27512131221871
PEOE_VSA8,29.710891978068318
PEOE_VSA9,5.687386274683562
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,188.24991992808498
SpAD_Dzse,189.74117471755974
SpAbs_DzZ,188.46695131250254
SpAbs_Dzi,183.23633544611656
SpAbs_Dzm,188.49851889323756
SpAbs_Dzp,245.14888251493488
SpAbs_Dzv,225.7167363810567
SpDiam_Dt,372.4027906013851
SpMAD_DzZ,7.290571669246716
SpMAD_Dzi,7.089982770910087
SpMAD_Dzm,7.291669564748521
SpMAD_Dzp,9.315751728732778
SpMAD_Dzv,8.630408030776634
SpMax_DzZ,94.82276137053698
SpMax_Dzi,92.21574338006221
SpMax_Dzm,94.83690808299009
SpMax_Dzp,120.173727133686
SpMax_Dzv,111.78088953107614
VE1_Dzare,5.037751804348787
VE2_Dzare,0.19375968478264566
VE3_Dzare,2.572471357025926
VR1_Dzare,156.60890879764975
VR2_Dzare,6.0234195691403745
VR3_Dzare,6.009263115839909
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4692307692307693
AETA_dBeta,0.08653846153846154
AETA_eta_B,0.01367934285804976
AETA_eta_F,1.1419858302729542
AETA_eta_L,0.1882341543224372
AETA_eta_R,1.8152821444252945
BCUTare-1h,3.5487431688140356
BCUTare-1l,2.1725853768594483
ETA_beta_s,17.25
ETA_dPsi_A,0.15178801843317935
ETA_dPsi_B,0.0
ETA_eta_BR,0.6996629143092937
ETA_eta_FL,7.664462635680435
ETA_eta_RL,12.558550648063802
LogEE_Dzpe,94.17341055720699
LogEE_Dzse,94.91544402724114
PEOE_VSA10,5.573104530069267
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.814359458703011
SlogP_VSA1,10.216698334856808
SlogP_VSA2,22.412573618832436
SlogP_VSA3,16.636746350820832
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,66.36725171783684
SlogP_VSA7,0.0
SlogP_VSA8,16.978945038914937
SlogP_VSA9,0.0
SpAD_Dzare,186.42430675620625
SpAbs_Dzpe,187.0871056921373
SpAbs_Dzse,188.6646146744892
SpDiam_DzZ,141.99346685396563
SpDiam_Dzi,138.38311728907598
SpDiam_Dzm,142.012178702475
SpDiam_Dzp,177.0571554438336
SpDiam_Dzv,165.5227041278459
SpMAD_Dzpe,7.240381535695576
SpMAD_Dzse,7.297737489136913
SpMax_Dzpe,94.17341055720699
SpMax_Dzse,94.91544402724114
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6634615384615384
AETA_eta_BR,0.02691011208881899
AETA_eta_FL,0.2947870244492475
AETA_eta_RL,0.4830211787716847
DetourIndex,3337
EState_VSA1,17.845473971041084
EState_VSA2,5.573104530069267
EState_VSA3,5.687386274683562
EState_VSA4,21.366286154628533
EState_VSA5,6.076020106833881
EState_VSA6,30.33183534230805
EState_VSA7,42.077083475928056
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,19.5
ETA_shape_p,0.12295081967213112
ETA_shape_x,0.0
ETA_shape_y,0.3934426229508196
GhoseFilter,True
LogEE_Dzare,93.2665436132751
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,185.11894111207843
SpDiam_Dzpe,141.11370802993895
SpDiam_Dzse,142.11902078856656
SpMAD_Dzare,7.1701656444694715
SpMax_Dzare,93.2665436132751
TopoPSA(NO),71.41
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9236618165784831
VSA_EState9,62.90967151675485
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03076923076923073
FilterItLogS,-4.006075275314868
SpDiam_Dzare,139.90230578294143
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6390243902439025
ETA_epsilon_2,0.8346153846153842
ETA_epsilon_3,0.44444444444444475
ETA_epsilon_4,0.5438596491228072
ETA_epsilon_5,0.8148148148148144
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1945799457994577
ETA_dEpsilon_B,0.0951647411210953
ETA_dEpsilon_C,-0.0994152046783624
ETA_dEpsilon_D,0.019800569800569767
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8461538461538461
MDEDescriptor,"0.0,1.963007112151721,1.7318064944873397,0.0,12.132087479533546,21.4674281946331,0.0,9.658117896693065,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.16666666666666669"
APolDescriptor,50.907894999999975
BCUTDescriptor,"11.988284477450366,15.996934387443385,-0.31797043381970774,0.2931470433157788,5.120468672029248,10.735523055427974"
BPolDescriptor,23.892104999999997
TPSADescriptor,71.41
ALOGPDescriptor,"3.2500000000000004,10.562500000000004,95.9787"
XLogPDescriptor,2.775000000000001
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,345.11134146
ChiPathDescriptor,"18.25878406613483,12.558550648063804,11.509616093030887,10.06887544274401,9.027913726686647,6.924713683340193,4.656883655759139,3.3467606161822143,13.970025023477392,8.066271387439853,6.005896768442526,4.3436875655276515,3.112564127186555,2.056418372076186,1.0812118436803588,0.6615741252877358"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4759904139104558,0.7446577604019389,0.0,0.0,0.03227486121839514,0.16200477824802056,0.19183871389167673"
AtomCountDescriptor,41
BondCountDescriptor,29
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.7522496058247308,0.0,0.5928874527585992,0.0,0.6940754958541089,0.0,0.14932118188769733,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,12,3,0,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"53.54156610392535,2.059291003997129,17.497296255695236,7.71460791947048,9.782688336224744"
FractionalPSADescriptor,0.20691872859900418
WienerNumbersDescriptor,"1599.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.604400231926676,8.335740593218338,11.729104159354039,1.5137610561294657,2.1342008049325685,2.4546298404450524"
FractionalCSP3Descriptor,0.05
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.322235434007133,8.16326530612245,3.8058029301924736"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1286.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.05
AutocorrelationDescriptorMass,"29.40334801045228,31.32573139684126,46.40128417607119,49.982739103130086,48.918247672947125"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5485727800983955,-0.33232463619430724,0.3059221783084544,-0.46926383987640913,0.2560546147674594"
EccentricConnectivityIndexDescriptor,530
AutocorrelationDescriptorPolarizability,"1863.0907118639204,2242.9432990952823,3251.6983038750745,3310.7250659997935,2891.599301784314"
