DLiP-ID,P000GL
AATSC4c,-0.00015934247428061045
AATSC4d,-0.05114011042870434
AATSC4i,-0.10499048554448837
AATSC4m,-0.6985732472104019
AATSC4p,-0.016606869188621767
AATSC4s,-0.04845640549556044
AATSC4v,2.0202199103815808
AATSC5Z,-2.3732327541177707
AATSC5c,0.0009213160169335051
AATSC5d,-0.19139359960998711
AATSC5i,-0.019304913570392247
AATSC5m,-11.010065776275878
AATSC5p,-0.04643816042824955
AATSC5s,-0.08025140597356742
AATSC5v,-9.453722876035643
AATSC6Z,-1.929586301652729
AATSC6c,-0.0018071169041862247
AATSC6d,-0.058802506492578205
AATSC6i,-0.41043420244306655
AATSC6m,-9.043392526332937
AATSC6p,-0.07645649278184144
AATSC6s,0.05896466536265479
AATSC6v,-15.356346704770008
AATSC7Z,1.4653371772573125
AATSC7c,0.0022422669929982523
AATSC7d,0.11420981153653714
AATSC7i,0.12002152046276357
AATSC7m,6.996950175942946
AATSC7p,0.010921071041457347
AATSC7s,0.19969140834303728
AATSC7v,4.813139155582659
AATSC8Z,4.086464463558171
AATSC8c,-0.0013934293983722654
AATSC8d,0.12166837125340219
AATSC8i,0.09765886329912107
AATSC8m,19.11662623819081
AATSC8p,0.10392370543639055
AATSC8s,0.058654851514353734
AATSC8v,18.9077279235145
ATS0are,288.57169999999985
ATS1are,316.5
ATS2are,578.0051000000002
ATS3are,692.4248999999999
ATS4are,757.2314999999996
ATS5are,636.2965999999998
ATS6are,672.8539999999999
ATS7are,660.6054000000001
ATS8are,466.47900000000016
ATSC0dv,184.9787234042553
ATSC0pe,5.641399999999996
ATSC0se,3.180898425531913
ATSC1dv,54.835873447009696
ATSC1pe,0.29839999999999767
ATSC1se,-0.03959211226799488
ATSC2dv,-6.388612242844935
ATSC2pe,-0.4037000000000015
ATSC2se,-0.10734713082842985
ATSC3dv,13.784467582113564
ATSC3pe,-1.1120000000000005
ATSC3se,-0.854717755545495
ATSC4dv,-60.91650319400435
ATSC4pe,-0.39520000000000033
ATSC4se,-0.22169425622453592
ATSC5dv,-98.5581208188723
ATSC5pe,-1.7786000000000002
ATSC5se,-0.7336214522408331
ATSC6dv,-3.3360997937729477
ATSC6pe,-0.07619999999999799
ATSC6se,0.18561930828429216
ATSC7dv,121.25964488707814
ATSC7pe,3.2064000000000004
ATSC7se,1.820539393390674
ATSC8dv,68.39364217091699
ATSC8pe,1.3562999999999994
ATSC8se,0.25668147940244473
AXp-0dv,0.6467188079990913
AXp-1dv,0.36488495119286374
AXp-2dv,0.23883159134503643
AXp-3dv,0.12716848805417175
AXp-4dv,0.07072357046052533
AXp-5dv,0.041028110325542475
AXp-6dv,0.022630482896161052
AXp-7dv,0.012354391968967022
BertzCT,795.4321568157982
ECIndex,586
ETA_eta,27.025148497570086
GATS1dv,0.5854967666078779
GATS1pe,0.6217183677810474
GATS1se,0.6769056134321374
GATS2dv,1.095621501418603
GATS2pe,0.9904412025383773
GATS2se,0.9821707052709707
GATS3dv,0.9028486854997577
GATS3pe,0.8843697191004598
GATS3se,0.9105437648754358
GATS4dv,1.120353011429127
GATS4pe,0.8461801937252971
GATS4se,0.8002969100393933
GATS5dv,1.214825555103333
GATS5pe,1.0114846355650946
GATS5se,0.9581079190368096
GATS6dv,0.8414064997885662
GATS6pe,0.7220013198167183
GATS6se,0.6388486753625974
GATS7dv,0.6418102870344586
GATS7pe,0.662652327809633
GATS7se,0.6052996742201182
GATS8dv,0.7078261879359273
GATS8pe,0.786514117194445
GATS8se,0.8354763425907409
LogEE_A,4.173582508158978
LogEE_D,133.0007905056653
MATS1dv,0.2786575671599826
MATS1pe,0.04972099124330804
MATS1se,-0.011700023249152256
MATS2dv,-0.01764390789805621
MATS2pe,-0.036557954315996344
MATS2se,-0.017240532301651196
MATS3dv,0.030722830515185776
MATS3pe,-0.08126637720262306
MATS3se,-0.11078116585860628
MATS4dv,-0.12187295026124961
MATS4pe,-0.025925323166277242
MATS4se,-0.025792817018357436
MATS5dv,-0.24078817496691896
MATS5pe,-0.14248065810178062
MATS5se,-0.10422856050111468
MATS6dv,-0.007435501439230566
MATS6pe,-0.005568793114064489
MATS6se,0.02405837862169859
MATS7dv,0.27026357717517996
MATS7pe,0.23432779843749144
MATS7se,0.23596266157197382
MATS8dv,0.21453926726187728
MATS8pe,0.1395024087795386
MATS8se,0.04682282055943821
MAXaaCH,2.0562628600823043
MAXaaaC,1.0538104423868315
MAXaasC,1.0387301392090356
MAXdssC,1.178935044633097
MAXsCH3,2.2436674404588435
MAXsssN,2.3853679504017706
MDEC-11,0.4999999999999999
MDEC-12,2.677150750010857
MDEC-13,1.3330017290382978
MDEC-14,2.0
MDEC-22,8.272615105294902
MDEC-23,12.833592012822262
MDEC-24,1.6498768010148628
MDEC-33,3.4629637678567966
MDEC-34,0.7911847321889567
MDEN-22,0.5984084805885755
MDEN-23,1.5981771308421013
MDEN-33,0.33333333333333337
MINaaCH,1.624198423196439
MINaaaC,0.9521783777790274
MINaasC,0.9790294443394644
MINdssC,1.178935044633097
MINsCH3,2.2436674404588435
MINsssN,2.3172420634920634
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.297619047619048
SM1_Dzi,1.306150130265196
SM1_Dzm,2.3310072701942857
SM1_Dzp,-3.7408378967036797
SM1_Dzv,-1.8281250561749154
SddssSe,0
SpAD_Dt,491.67699329854133
SpAbs_A,32.601385447781475
SpAbs_D,266.0015810113307
SpMAD_A,1.304055417911259
SpMAD_D,10.640063240453228
SpMax_A,2.470189102504432
SpMax_D,133.0007905056653
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,98.16
TpiPC10,8.468564108022601
VAdjMat,5.807354922057604
VE1_DzZ,4.9159572000173
VE1_Dzi,4.896273275090341
VE1_Dzm,4.916447941222972
VE1_Dzp,4.9129525051750855
VE1_Dzv,4.919450908005374
VE2_DzZ,0.196638288000692
VE2_Dzi,0.19585093100361362
VE2_Dzm,0.19665791764891888
VE2_Dzp,0.19651810020700342
VE2_Dzv,0.19677803632021498
VE3_DzZ,2.5087772172783067
VE3_Dzi,2.5047650915171995
VE3_Dzm,2.508877038471398
VE3_Dzp,2.5081658178401316
VE3_Dzv,2.5094876520862264
VR1_DzZ,150.51276214193672
VR1_Dzi,152.0717434880373
VR1_Dzm,150.47067971661298
VR1_Dzp,150.56958404857735
VR1_Dzv,150.19816290132601
VR2_DzZ,6.020510485677469
VR2_Dzi,6.082869739521492
VR2_Dzm,6.0188271886645195
VR2_Dzp,6.022783361943095
VR2_Dzv,6.007926516053041
VR3_DzZ,5.930338610753208
VR3_Dzi,5.940643137996884
VR3_Dzm,5.93005897792465
VR3_Dzp,5.930716061693352
VR3_Dzv,5.928246240112919
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.18521293130350386
Xch-6dv,0.4476068388055974
Xch-7dv,0.5126398456103305
Xpc-4dv,3.3112803527516306
Xpc-5dv,4.618477679098132
Xpc-6dv,5.547433941790043
Zagreb1,138.0
Zagreb2,164.0
fragCpx,184.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,10
nBondsD,1
nBondsM,11
nBondsO,28
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.139823404255316
AATS1are,6.33
AATS2are,6.282664130434784
AATS3are,6.073902631578946
AATS4are,5.962452755905509
AATS5are,6.118236538461536
AATS6are,5.902228070175438
AATS7are,5.794784210526317
AATS8are,5.759000000000002
AATSC0dv,3.9357175192394744
AATSC0pe,0.12002978723404248
AATSC0se,0.06767868990493432
AATSC1dv,1.096717468940194
AATSC1pe,0.005967999999999953
AATSC1se,-0.0007918422453598976
AATSC2dv,-0.06944143742222755
AATSC2pe,-0.004388043478260886
AATSC2se,-0.001166816639439455
AATSC3dv,0.12091638229924179
AATSC3pe,-0.009754385964912286
AATSC3se,-0.007497524171451711
AATSC4dv,-0.4796575054646012
AATSC4pe,-0.00311181102362205
AATSC4se,-0.0017456240647601253
AATSC5dv,-0.9476742386430028
AATSC5pe,-0.017101923076923077
AATSC5se,-0.0070540524253926255
AATSC6dv,-0.029264033278710067
AATSC6pe,-0.0006684210526315613
AATSC6se,0.00162823954635344
AATSC7dv,1.0636810955006855
AATSC7pe,0.028126315789473687
AATSC7se,0.015969643801672578
AATSC8dv,0.8443659527273703
AATSC8pe,0.016744444444444437
AATSC8se,0.0031689071531166017
AETA_eta,1.0810059399028034
ATSC0are,6.062063829787228
ATSC1are,0.1939108193752797
ATSC2are,-0.6784994114984197
ATSC3are,-0.8329995020371217
ATSC4are,-0.7461192847442268
ATSC5are,-1.6190795382526035
ATSC6are,0.2884664554096902
ATSC7are,3.3875217745586257
ATSC8are,0.944583612494344
BCUTZ-1h,16.004889415912633
BCUTZ-1l,5.714466916955484
BCUTc-1h,0.4110112810057821
BCUTc-1l,-0.4246497667642691
BCUTd-1h,4.018038004416625
BCUTd-1l,0.9876561876524939
BCUTi-1h,17.424769043429883
BCUTi-1l,10.311253374647256
BCUTm-1h,32.062823613127364
BCUTm-1l,11.728287380609464
BCUTp-1h,2.936712735284459
BCUTp-1l,0.5461478393716575
BCUTs-1h,8.001866029197847
BCUTs-1l,0.6047631928824756
BCUTv-1h,24.440919866240417
BCUTv-1l,13.304121190337327
BalabanJ,1.3128318084369168
Diameter,14
ETA_beta,26.75
GATS1are,0.6414435923444374
GATS2are,1.0241685297823582
GATS3are,0.8505145819936851
GATS4are,0.8452061615733985
GATS5are,0.9891733078270301
GATS6are,0.6701223668154759
GATS7are,0.6404020155084872
GATS8are,0.8131572430645497
HybRatio,0.5882352941176471
Lipinski,True
LogEE_Dt,245.83849664927064
MATS1are,0.030068335690744557
MATS2are,-0.057179321941356026
MATS3are,-0.056652260501350186
MATS4are,-0.04554931994423349
MATS5are,-0.12070136957564716
MATS6are,0.019618591293038504
MATS7are,0.23038521098388245
MATS8are,0.09041338744655886
MAXssCH2,0.9532577475434618
MAXssssC,0.2170484107718924
MINssCH2,-0.32898353247004586
MINssssC,0.2170484107718924
NsssssAs,0
RotRatio,0.10714285714285714
SM1_Dzpe,1.1884733489971282
SM1_Dzse,1.157527173879668
SMR_VSA1,4.39041504767482
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,4.992404732635669
SMR_VSA5,25.01531847552482
SMR_VSA6,44.29828273268826
SMR_VSA7,17.27083433692745
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,198.93482838846268
SpAD_Dzi,213.3754085035102
SpAD_Dzm,198.77023195466083
SpAD_Dzp,292.2683142921177
SpAD_Dzv,270.42395409232506
SpAbs_Dt,491.6769932985412
SpDiam_A,4.855649651991607
SpDiam_D,202.97914933011765
SpMAD_Dt,19.667079731941655
SpMax_Dt,245.83849664927064
SsssssAs,0
VE1_Dzpe,4.903100141763482
VE1_Dzse,4.9052305028976635
VE2_Dzpe,0.19612400567053928
VE2_Dzse,0.19620922011590655
VE3_Dzpe,2.5061584189244095
VE3_Dzse,2.5065928172425047
VMcGowan,269.8100000000003
VR1_Dzpe,151.53743436769122
VR1_Dzse,151.379952445519
VR2_Dzpe,6.061497374707649
VR2_Dzse,6.05519809782076
VR3_Dzpe,5.937123417837409
VR3_Dzse,5.936083649615339
mZagreb1,7.340277777777779
mZagreb2,5.361111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,5
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12898008148483464
AATSC1are,0.0038782163875055943
AATSC2are,-0.007374993603243693
AATSC3are,-0.0073070131757642254
AATSC4are,-0.005874954997986038
AATSC5are,-0.01556807248319811
AATSC6are,0.0025304075035937736
AATSC7are,0.02971510328560198
AATSC8are,0.011661526080177086
AETA_beta,1.07
BCUTdv-1h,7.002428654736818
BCUTdv-1l,0.6530741995144849
BCUTpe-1h,3.9884917195645606
BCUTpe-1l,2.2574269299143195
BCUTse-1h,4.009685691142009
BCUTse-1l,2.453664672431051
ETA_alpha,12.452380952380954
ETA_dBeta,-7.75
ETA_eta_B,0.3594388906364472
ETA_eta_F,15.531177171279253
ETA_eta_L,7.5237184888128095
ETA_eta_R,42.55632566884934
ETA_psi_1,0.5888313442918265
LabuteASA,154.89906308939928
LogEE_DzZ,99.25871443149425
LogEE_Dzi,106.63978908314591
LogEE_Dzm,99.18120180584634
LogEE_Dzp,145.50123863289812
LogEE_Dzv,135.06572704166854
PEOE_VSA1,9.799819461700956
PEOE_VSA2,9.382819780310488
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,11.761884949391115
PEOE_VSA7,19.913841467842857
PEOE_VSA8,42.22401689349517
PEOE_VSA9,18.60557159265228
SM1_Dzare,1.2694023367851555
SpAD_Dzpe,217.40659003098997
SpAD_Dzse,218.0879964011143
SpAbs_DzZ,197.3724474360817
SpAbs_Dzi,212.29170924893373
SpAbs_Dzm,197.1851470109288
SpAbs_Dzp,294.7986581492558
SpAbs_Dzv,271.959579139512
SpDiam_Dt,349.942663265899
SpMAD_DzZ,7.957393135538507
SpMAD_Dzi,8.535016340140407
SpMAD_Dzm,7.9508092781864335
SpMAD_Dzp,11.690732571684707
SpMAD_Dzv,10.816958163693002
SpMax_DzZ,99.25871443149425
SpMax_Dzi,106.63978908314591
SpMax_Dzm,99.18120180584634
SpMax_Dzp,145.50123863289812
SpMax_Dzv,135.06572704166854
VE1_Dzare,4.900920967430697
VE2_Dzare,0.19603683869722788
VE3_Dzare,2.5057138718667478
VR1_Dzare,151.70253046581166
VR2_Dzare,6.068101218632466
VR3_Dzare,5.938212298813394
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49809523809523815
AETA_dBeta,-0.31
AETA_eta_B,0.014377555625457887
AETA_eta_F,0.6212470868511701
AETA_eta_L,0.3009487395525124
AETA_eta_R,1.7022530267539735
BCUTare-1h,4.107588745382469
BCUTare-1l,2.203744060727157
ETA_beta_s,17.25
ETA_dPsi_A,0.12516865570817348
ETA_dPsi_B,0.0
ETA_eta_BR,0.7034388906364472
ETA_eta_FL,4.531056182923839
ETA_eta_RL,12.054774671736649
LogEE_Dzpe,108.68983374851864
LogEE_Dzse,109.04228553920314
PEOE_VSA10,16.975579272220138
PEOE_VSA11,5.167651769578048
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,64.18091399737828
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,18.724621593082546
SlogP_VSA6,17.38609187586182
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
SpAD_Dzare,215.69008243401942
SpAbs_Dzpe,216.40998907374805
SpAbs_Dzse,217.11682307829304
SpDiam_DzZ,154.68757256827007
SpDiam_Dzi,162.71861289523116
SpDiam_Dzm,154.61576879147222
SpDiam_Dzp,227.80595752493912
SpDiam_Dzv,210.8104711968908
SpMAD_Dzpe,8.696263601239599
SpMAD_Dzse,8.723519856044572
SpMax_Dzpe,108.68983374851864
SpMax_Dzse,109.04228553920314
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.69
AETA_eta_BR,0.028137555625457885
AETA_eta_FL,0.18124224731695357
AETA_eta_RL,0.48219098686946593
DetourIndex,3020
EState_VSA1,0.0
EState_VSA2,11.421613425492467
EState_VSA3,6.4208216229260096
EState_VSA4,53.63541263518456
EState_VSA5,5.167651769578048
EState_VSA6,17.66410595269928
EState_VSA7,11.761884949391115
EState_VSA8,39.68161797143823
EState_VSA9,4.992404732635669
ETA_beta_ns,9.5
ETA_shape_p,0.10325047801147225
ETA_shape_x,0.0401529636711281
ETA_shape_y,0.26500956022944544
GhoseFilter,True
LogEE_Dzare,107.82134747994381
SlogP_VSA10,10.208277825509848
SlogP_VSA11,0.0
SpAbs_Dzare,214.62912547618032
SpDiam_Dzpe,166.69676631486794
SpDiam_Dzse,167.52623122827853
SpMAD_Dzare,8.627603297360777
SpMax_Dzare,107.82134747994381
TopoPSA(NO),44.620000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,12.649564001422352
VSA_EState9,36.64966878773645
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.38
EState_VSA10,4.39041504767482
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.001904761904761827
FilterItLogS,-4.841419816051405
SpDiam_Dzare,165.09091351936866
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5903748733535968
ETA_epsilon_2,0.8459047619047615
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5676003734827266
ETA_epsilon_5,0.8459047619047615
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14544733712171243
ETA_dEpsilon_B,0.022774499870870213
ETA_dEpsilon_C,-0.12267283725084221
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.4999999999999999,2.677150750010857,1.3330017290382978,2.0,8.272615105294902,12.833592012822262,1.6498768010148628,3.4629637678567966,0.7911847321889567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5984084805885755,1.5981771308421013,0.33333333333333337"
APolDescriptor,56.44644599999998
BCUTDescriptor,"11.998537112898662,31.973359361245894,-0.26588883442143646,0.13916427131430126,3.7035842333251283,11.420939419788885"
BPolDescriptor,37.733554
TPSADescriptor,98.16
ALOGPDescriptor,"2.5161000000000002,6.330759210000001,102.4523"
XLogPDescriptor,3.3349999999999995
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,379.1300661
ChiPathDescriptor,"17.440946820939047,12.054774671736649,11.486749942117472,9.301661387267307,8.128816025982939,6.476929097509215,4.549047926837785,3.4417376330035188,16.167970199977283,10.216778633400184,9.792095245146498,6.867098354925274,5.233544214078876,3.733558039624366,2.263048289616106,1.433109468400175"
ChiChainDescriptor,"0.0,0.0,0.19828711748090339,0.6060627444516309,0.8292440483929951,0.0,0.0,0.18521293130350386,0.4476068388055974,0.5126398456103304"
AtomCountDescriptor,47
BondCountDescriptor,28
SmallRingDescriptor,"4,2,3,1,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.3500631200610544,0.25,0.2749716523768432,0.0,2.6871319379876395,0.43301270189221935,0.14019947105142486,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,2,1,8,1,1,0"
ZagrebIndexDescriptor,138.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"51.62297122580715,2.064918849032286,24.93441804292171,0.0,16.324401511251565"
FractionalPSADescriptor,0.2589085086544129
WienerNumbersDescriptor,"1600.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.171892102864261,6.89672851667727,8.983205583419236,3.3112803527516315,4.618477679098132,5.155055478339382"
FractionalCSP3Descriptor,0.5882352941176471
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,7,0,0,2,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,7.552647233789411,3.983539094650206"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,1900.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.5882352941176471
AutocorrelationDescriptorMass,"40.55745172232507,37.25510912790243,60.35025852118247,49.94960236645365,48.55927411646883"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.5279584405600323,-0.37342717826692495,0.1988574615767062,-0.16967716375051536,0.06188430279407881"
EccentricConnectivityIndexDescriptor,586
AutocorrelationDescriptorPolarizability,"2191.057406732016,2629.649498423844,3789.7830135367367,3389.003250862881,3006.9778717203094"
